token,model,strict_unsafe_winner,safe_unsafe_tie_at_max
dc73cea57e105ebd,original_grpo_11970,False,False
b87bd020396b5670,official_il,False,False
b87bd020396b5670,original_grpo_11970,False,False
ba1a894e5a6350d2,official_il,False,False
ba1a894e5a6350d2,original_grpo_11970,False,False
ddbfb3b2a05c5918,official_il,False,True
ddbfb3b2a05c5918,original_grpo_11970,False,True
a93ffd0f36b65714,official_il,False,False
a93ffd0f36b65714,original_grpo_11970,False,False
2b2663b56a6555a2,official_il,False,False
2b2663b56a6555a2,original_grpo_11970,False,False
f9b32e71bedb5996,official_il,False,False
f9b32e71bedb5996,original_grpo_11970,False,False
886df3cce3a95a83,official_il,False,False
886df3cce3a95a83,original_grpo_11970,False,False
160a7c3cbeee5f8b,official_il,False,False
160a7c3cbeee5f8b,original_grpo_11970,False,False
24fab0f19fd35cd6,official_il,False,False
24fab0f19fd35cd6,original_grpo_11970,False,False
b63b325909a058c9,official_il,False,False
b63b325909a058c9,original_grpo_11970,False,False
9b500f26b0f8560e,official_il,False,False
9b500f26b0f8560e,original_grpo_11970,False,False
c9ba785129c35b36,official_il,False,False
c9ba785129c35b36,original_grpo_11970,False,False
aac1853286fb586a,official_il,False,False
aac1853286fb586a,original_grpo_11970,False,False
022fef6d66485384,official_il,False,False
022fef6d66485384,original_grpo_11970,False,False
51480b09db315e89,official_il,False,False
51480b09db315e89,original_grpo_11970,False,False
5d3ce016a8a256cf,official_il,False,False
5d3ce016a8a256cf,original_grpo_11970,False,False
60691b9dd3355992,official_il,False,False
60691b9dd3355992,original_grpo_11970,False,False
0056ae51961f5a18,official_il,False,False
0056ae51961f5a18,original_grpo_11970,False,False
80d5ce364722516b,official_il,False,False
80d5ce364722516b,original_grpo_11970,False,False
f0ff3b146af85463,official_il,False,False
f0ff3b146af85463,original_grpo_11970,False,False
6f2a7bf7cf275dd3,official_il,False,False
6f2a7bf7cf275dd3,original_grpo_11970,False,False
1090fdb8b57850f6,official_il,False,False
1090fdb8b57850f6,original_grpo_11970,False,False
a3fa79234a9d5d7d,official_il,False,False
a3fa79234a9d5d7d,original_grpo_11970,False,False
36c6cbf6c8a25415,official_il,False,False
36c6cbf6c8a25415,original_grpo_11970,False,False
8fe647ed2b7a5aee,official_il,False,False
8fe647ed2b7a5aee,original_grpo_11970,False,False
5abdbfe1845e59c5,official_il,False,False
5abdbfe1845e59c5,original_grpo_11970,False,False
4af11dadd34359fe,official_il,False,False
4af11dadd34359fe,original_grpo_11970,False,False
ad25b37aaad95a6b,official_il,False,False
ad25b37aaad95a6b,original_grpo_11970,False,False
d5201097ad6e5d67,official_il,False,False
d5201097ad6e5d67,original_grpo_11970,True,False
f96a48c3bcd45c50,official_il,False,False
f96a48c3bcd45c50,original_grpo_11970,False,False
3f36d5316f0d5a94,official_il,False,False
3f36d5316f0d5a94,original_grpo_11970,False,False
b6bba53a1bef520e,official_il,False,False
b6bba53a1bef520e,original_grpo_11970,False,False
7b840b044a6a5e8d,official_il,False,False
7b840b044a6a5e8d,original_grpo_11970,False,False
22a09b0100175b62,official_il,False,False
22a09b0100175b62,original_grpo_11970,False,False
39fd3f2e5f005306,official_il,False,False
39fd3f2e5f005306,original_grpo_11970,False,False
497e7be0400158a9,official_il,False,False
497e7be0400158a9,original_grpo_11970,True,False
6a53dd2411825857,official_il,False,False
6a53dd2411825857,original_grpo_11970,False,False
fb9dcf5b46d65616,official_il,False,False
fb9dcf5b46d65616,original_grpo_11970,False,False
39fe00229f7b5ac4,official_il,True,False
39fe00229f7b5ac4,original_grpo_11970,True,False
63dcb963cece5b7d,official_il,False,False
63dcb963cece5b7d,original_grpo_11970,True,False
88f9b4f87b6b5bd5,official_il,False,False
88f9b4f87b6b5bd5,original_grpo_11970,True,False
90f5bf5743cf5df0,official_il,False,False
90f5bf5743cf5df0,original_grpo_11970,False,False
52caccf1b3b95e4e,official_il,False,False
52caccf1b3b95e4e,original_grpo_11970,False,False
1b064a029c0e513a,official_il,False,False
1b064a029c0e513a,original_grpo_11970,False,False
50790f7ba9405c67,official_il,False,False
50790f7ba9405c67,original_grpo_11970,False,False
0bc3c50e1292529c,official_il,False,False
0bc3c50e1292529c,original_grpo_11970,False,False
ad906e8bb5375747,official_il,False,False
ad906e8bb5375747,original_grpo_11970,False,False
0a76d212e8fe5898,official_il,False,False
0a76d212e8fe5898,original_grpo_11970,False,False
77d96cb44005501c,official_il,False,False
77d96cb44005501c,original_grpo_11970,False,False
12ed1a1d4ae657d1,official_il,False,False
12ed1a1d4ae657d1,original_grpo_11970,False,False
a3e94bd829b75673,official_il,False,False
a3e94bd829b75673,original_grpo_11970,False,False
d7d94b48775a52d4,official_il,False,False
d7d94b48775a52d4,original_grpo_11970,False,False
7640be138ae05408,official_il,False,False
7640be138ae05408,original_grpo_11970,False,False
f82c33508e915106,official_il,False,False
f82c33508e915106,original_grpo_11970,False,False
3138ce4847ee5007,official_il,False,False
3138ce4847ee5007,original_grpo_11970,False,False
25822d3d04305af8,official_il,False,False
25822d3d04305af8,original_grpo_11970,False,False
ba642ba3c9a65fe7,official_il,False,False
ba642ba3c9a65fe7,original_grpo_11970,False,False
e34f51206f0e53db,official_il,False,False
e34f51206f0e53db,original_grpo_11970,False,False
5da31ca5ce165787,official_il,False,False
5da31ca5ce165787,original_grpo_11970,False,False
9a90853892925989,official_il,False,False
9a90853892925989,original_grpo_11970,False,False
09c3d9dbca6455e5,official_il,False,False
09c3d9dbca6455e5,original_grpo_11970,False,False
42231e5449d3576a,official_il,False,False
42231e5449d3576a,original_grpo_11970,False,False
bf78c475adfb5eb1,official_il,False,False
bf78c475adfb5eb1,original_grpo_11970,False,False
2fbab9ffc3fe5a5d,official_il,False,False
2fbab9ffc3fe5a5d,original_grpo_11970,False,False
7fe6e7ce9cb7559d,official_il,False,False
7fe6e7ce9cb7559d,original_grpo_11970,False,False
ebb4d3e033ae55e2,official_il,False,False
ebb4d3e033ae55e2,original_grpo_11970,False,False
f1d60841a46d53a5,official_il,False,False
f1d60841a46d53a5,original_grpo_11970,False,False
8419b5d5eab75027,official_il,False,False
8419b5d5eab75027,original_grpo_11970,False,False
9c16cb6c4f94521c,official_il,False,False
9c16cb6c4f94521c,original_grpo_11970,False,False
35e2f788f41851c0,official_il,True,False
35e2f788f41851c0,original_grpo_11970,True,False
54d3068f889b58ee,official_il,False,False
54d3068f889b58ee,original_grpo_11970,False,False
e1ee982450c85213,official_il,False,False
e1ee982450c85213,original_grpo_11970,False,False
4a8b4dff75c15a8a,official_il,False,False
4a8b4dff75c15a8a,original_grpo_11970,False,False
1819e1b106b354ad,official_il,False,False
1819e1b106b354ad,original_grpo_11970,False,False
4ecdbea836725622,official_il,False,False
4ecdbea836725622,original_grpo_11970,False,False
b9bcc9d0efaf5c7e,official_il,False,False
b9bcc9d0efaf5c7e,original_grpo_11970,False,False
253b856b49ef52d2,official_il,False,False
253b856b49ef52d2,original_grpo_11970,False,False
68e39232887c5e4a,official_il,False,False
68e39232887c5e4a,original_grpo_11970,False,False
2e2bb8bb71265998,official_il,False,False
2e2bb8bb71265998,original_grpo_11970,False,False
e34a1f5fb71c54da,official_il,False,False
e34a1f5fb71c54da,original_grpo_11970,False,False
1d10ae25c61f50c4,official_il,False,False
1d10ae25c61f50c4,original_grpo_11970,False,False
2af1778054cf51a4,official_il,False,False
2af1778054cf51a4,original_grpo_11970,False,False
0f276bab4fa85df0,official_il,False,False
0f276bab4fa85df0,original_grpo_11970,False,False
6cc16446dbe45353,official_il,False,False
6cc16446dbe45353,original_grpo_11970,False,False
26043d2de718532d,official_il,False,False
26043d2de718532d,original_grpo_11970,False,False
e72eb72ebdc25a8a,official_il,False,False
e72eb72ebdc25a8a,original_grpo_11970,False,False
c852239b5ac95394,official_il,False,False
c852239b5ac95394,original_grpo_11970,False,False
3c297001ef2d5acb,official_il,False,False
3c297001ef2d5acb,original_grpo_11970,False,False
123b77fa26425ac1,official_il,False,False
123b77fa26425ac1,original_grpo_11970,False,False
f97414b6f4a15866,official_il,False,False
f97414b6f4a15866,original_grpo_11970,False,False
957d3c9491ba5b5b,official_il,False,False
957d3c9491ba5b5b,original_grpo_11970,False,False
0c9d055f4ccc5d64,official_il,False,False
0c9d055f4ccc5d64,original_grpo_11970,False,False
cbaf3221997c55be,official_il,False,False
cbaf3221997c55be,original_grpo_11970,False,False
a02463c8a92d56ce,official_il,False,False
a02463c8a92d56ce,original_grpo_11970,False,False
d91a4c7d1d9e5647,official_il,False,False
d91a4c7d1d9e5647,original_grpo_11970,False,False
742b1d2c6cf156c6,official_il,False,False
742b1d2c6cf156c6,original_grpo_11970,False,False
8b3e9121fd57540f,official_il,False,False
8b3e9121fd57540f,original_grpo_11970,False,False
bdf3b83064235e17,official_il,False,False
bdf3b83064235e17,original_grpo_11970,False,False
ab000bda9ccf5150,official_il,False,False
ab000bda9ccf5150,original_grpo_11970,False,False
e165b9b4eb5f5cf4,official_il,False,False
e165b9b4eb5f5cf4,original_grpo_11970,False,False
dcb23119258e58ec,official_il,False,False
dcb23119258e58ec,original_grpo_11970,False,False
f0328bdcd0e15d3a,official_il,False,False
f0328bdcd0e15d3a,original_grpo_11970,False,False
c6538928de9c552b,official_il,False,False
c6538928de9c552b,original_grpo_11970,False,False
56da0490b78b5033,official_il,False,False
56da0490b78b5033,original_grpo_11970,False,False
8fc454e70d1554b7,official_il,False,False
8fc454e70d1554b7,original_grpo_11970,False,False
3eceeb425c3a560b,official_il,False,False
3eceeb425c3a560b,original_grpo_11970,False,False
5e7d1f34a80c5e46,official_il,False,False
5e7d1f34a80c5e46,original_grpo_11970,False,False
ef4f3026ae1b56a3,official_il,False,False
ef4f3026ae1b56a3,original_grpo_11970,False,False
d92fd7e6c01d503b,official_il,False,True
d92fd7e6c01d503b,original_grpo_11970,False,True
1381f484e75c565a,official_il,False,False
1381f484e75c565a,original_grpo_11970,False,False
7b79090489c95c0b,official_il,False,False
7b79090489c95c0b,original_grpo_11970,False,False
f0d107fb359953ff,official_il,True,False
f0d107fb359953ff,original_grpo_11970,True,False
e0c845f2d87555b3,official_il,False,False
e0c845f2d87555b3,original_grpo_11970,False,False
9e454d3b139c5a3d,official_il,False,False
9e454d3b139c5a3d,original_grpo_11970,False,False
468894d189a75353,official_il,False,False
468894d189a75353,original_grpo_11970,False,False
9252ad8efde85a85,official_il,False,False
9252ad8efde85a85,original_grpo_11970,False,False
d99a3bc24ff75a68,official_il,False,False
d99a3bc24ff75a68,original_grpo_11970,False,False
1d45b9d20e9d5f92,official_il,False,False
1d45b9d20e9d5f92,original_grpo_11970,False,False
39fc09d325a05606,official_il,False,False
39fc09d325a05606,original_grpo_11970,False,False
75341958391d5aba,official_il,False,False
75341958391d5aba,original_grpo_11970,False,False
e65ea4e886535732,official_il,False,False
e65ea4e886535732,original_grpo_11970,False,False
a9134306f1575f88,official_il,False,False
a9134306f1575f88,original_grpo_11970,False,False
3609537de0105997,official_il,False,False
3609537de0105997,original_grpo_11970,False,False
90c4cd28f0e55d46,official_il,False,False
90c4cd28f0e55d46,original_grpo_11970,False,False
8a022198e6885aed,official_il,False,False
8a022198e6885aed,original_grpo_11970,False,False
f6f213b156de552d,official_il,False,False
f6f213b156de552d,original_grpo_11970,True,False
1cb9fa36aea25d6a,official_il,False,False
1cb9fa36aea25d6a,original_grpo_11970,False,False
e15983da12955abf,official_il,False,False
e15983da12955abf,original_grpo_11970,False,False
8635030755615376,official_il,False,False
8635030755615376,original_grpo_11970,False,False
86fbc624ea435e56,official_il,False,False
86fbc624ea435e56,original_grpo_11970,False,False
66e564907f5f5601,official_il,False,False
66e564907f5f5601,original_grpo_11970,False,False
808ff2e869ff5d92,official_il,False,False
808ff2e869ff5d92,original_grpo_11970,False,False
1b53682e2df854e1,official_il,False,False
1b53682e2df854e1,original_grpo_11970,False,False
dd175b6e08565a4e,official_il,False,True
dd175b6e08565a4e,original_grpo_11970,False,False
8e475454489d5f5b,official_il,False,False
8e475454489d5f5b,original_grpo_11970,False,False
dc2d27a848115b56,official_il,False,False
dc2d27a848115b56,original_grpo_11970,False,False
3783e56bc9ef5e85,official_il,False,False
3783e56bc9ef5e85,original_grpo_11970,False,False
d45a215505f05382,official_il,False,False
d45a215505f05382,original_grpo_11970,False,False
4775f8e1a53d5c6f,official_il,False,False
4775f8e1a53d5c6f,original_grpo_11970,False,False
802c127f63f955ed,official_il,False,False
802c127f63f955ed,original_grpo_11970,False,False
f102259e52d35ac5,official_il,False,False
f102259e52d35ac5,original_grpo_11970,False,False
db5aa5f382f25aaa,official_il,False,False
db5aa5f382f25aaa,original_grpo_11970,False,False
598efc24965e57ba,official_il,False,False
598efc24965e57ba,original_grpo_11970,False,False
3e83f47571b05337,official_il,False,True
3e83f47571b05337,original_grpo_11970,False,True
f36236f06fb556a0,official_il,False,False
f36236f06fb556a0,original_grpo_11970,False,False
ed717de405885939,official_il,False,False
ed717de405885939,original_grpo_11970,False,False
a8b0833c7a065b81,official_il,False,False
a8b0833c7a065b81,original_grpo_11970,False,False
f426002d6e275e78,official_il,False,False
f426002d6e275e78,original_grpo_11970,False,False
3382fe7a030150df,official_il,False,False
3382fe7a030150df,original_grpo_11970,False,False
a0283fb79a975f2c,official_il,False,False
a0283fb79a975f2c,original_grpo_11970,False,False
45e7e76381d85846,official_il,False,False
45e7e76381d85846,original_grpo_11970,False,False
9cac2a2e22c25964,official_il,False,False
9cac2a2e22c25964,original_grpo_11970,False,False
f86b2f13b23d5470,official_il,False,False
f86b2f13b23d5470,original_grpo_11970,False,False
6e5e2d80ec915e15,official_il,False,False
6e5e2d80ec915e15,original_grpo_11970,False,False
b5d7c17fe5375141,official_il,False,False
b5d7c17fe5375141,original_grpo_11970,False,False
bae3d8ac0ee85cad,official_il,False,False
bae3d8ac0ee85cad,original_grpo_11970,False,False
4833c4f6d87f5021,official_il,False,False
4833c4f6d87f5021,original_grpo_11970,False,False
a507cbf8c4055960,official_il,False,False
a507cbf8c4055960,original_grpo_11970,False,False
331e21d3c8d65bae,official_il,False,False
331e21d3c8d65bae,original_grpo_11970,False,False
c5f7460ee0da513a,official_il,False,False
c5f7460ee0da513a,original_grpo_11970,False,False
7eb9b36921b25d5b,official_il,False,False
7eb9b36921b25d5b,original_grpo_11970,False,False
8d76cc7ca097546b,official_il,False,False
8d76cc7ca097546b,original_grpo_11970,False,False
7b20cfb388a15b3d,official_il,False,False
7b20cfb388a15b3d,original_grpo_11970,False,False
87a04f063e505051,official_il,False,False
87a04f063e505051,original_grpo_11970,False,False
e4fda5ede9c657f1,official_il,False,False
e4fda5ede9c657f1,original_grpo_11970,False,False
163693e2ba175db3,official_il,False,False
163693e2ba175db3,original_grpo_11970,False,False
007505437ed45b53,official_il,False,False
007505437ed45b53,original_grpo_11970,False,False
b1199a48987b5f73,official_il,False,False
b1199a48987b5f73,original_grpo_11970,False,False
a1bcc195c8e85f37,official_il,False,False
a1bcc195c8e85f37,original_grpo_11970,False,False
99c663a7b4e15514,official_il,False,False
99c663a7b4e15514,original_grpo_11970,False,False
2b9bcbd586b55042,official_il,False,False
2b9bcbd586b55042,original_grpo_11970,False,False
113b14c30cc25989,official_il,False,False
113b14c30cc25989,original_grpo_11970,False,False
b37b1679fd745ac9,official_il,False,False
b37b1679fd745ac9,original_grpo_11970,False,False
a4b7b2795e615efb,official_il,False,False
a4b7b2795e615efb,original_grpo_11970,False,False
c75edb67a65b5a33,official_il,False,False
c75edb67a65b5a33,original_grpo_11970,False,False
fbec1eb4b33955e2,official_il,False,False
fbec1eb4b33955e2,original_grpo_11970,False,False
c1ae700926d4577c,official_il,False,False
c1ae700926d4577c,original_grpo_11970,False,False
eba5b88270db545e,official_il,False,False
eba5b88270db545e,original_grpo_11970,False,False
0481ff72500154f2,official_il,False,False
0481ff72500154f2,original_grpo_11970,False,False
70d9d2c73e4155d4,official_il,False,False
70d9d2c73e4155d4,original_grpo_11970,True,False
685c110d6a615ff8,official_il,False,False
685c110d6a615ff8,original_grpo_11970,False,False
b1483be2f1e35882,official_il,False,False
b1483be2f1e35882,original_grpo_11970,False,False
de0fb293bb4859e7,official_il,False,False
de0fb293bb4859e7,original_grpo_11970,False,False
335528f321b45d88,official_il,False,False
335528f321b45d88,original_grpo_11970,False,False
e5ba0fd6afc15419,official_il,False,False
e5ba0fd6afc15419,original_grpo_11970,False,False
07bd6c8c7de152a6,official_il,False,False
07bd6c8c7de152a6,original_grpo_11970,False,False
0b9f2aceebbf5003,official_il,False,False
0b9f2aceebbf5003,original_grpo_11970,False,False
