token,log,component,both_pass,IL_fail_GRPO_pass,IL_pass_GRPO_fail,both_fail
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,TTC,1.0,0.0,0.0,0.0
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,Comfort,0.71875,0.0390625,0.015625,0.2265625
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,DDC,1.0,0.0,0.0,0.0
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,feasible,0.546875,0.328125,0.0078125,0.1171875
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,NC,0.90625,0.0703125,0.0,0.0234375
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,DAC,0.9921875,0.0,0.0078125,0.0
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,TTC,0.5546875,0.328125,0.0,0.1171875
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,Comfort,0.6640625,0.015625,0.0,0.3203125
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,DDC,1.0,0.0,0.0,0.0
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,feasible,0.859375,0.0078125,0.1328125,0.0
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,NC,1.0,0.0,0.0,0.0
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,DAC,0.984375,0.0078125,0.0078125,0.0
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,TTC,1.0,0.0,0.0,0.0
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,Comfort,0.59375,0.0234375,0.0390625,0.34375
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,DDC,0.875,0.0,0.125,0.0
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,feasible,0.8671875,0.046875,0.0078125,0.078125
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,NC,0.9921875,0.0,0.0,0.0078125
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,DAC,1.0,0.0,0.0,0.0
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,TTC,0.8671875,0.046875,0.0078125,0.078125
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,Comfort,0.5546875,0.046875,0.1015625,0.296875
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,DDC,1.0,0.0,0.0,0.0
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,feasible,0.7890625,0.0078125,0.0546875,0.1484375
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,NC,0.9921875,0.0,0.0,0.0078125
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,DAC,1.0,0.0,0.0,0.0
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,TTC,0.7890625,0.0078125,0.0546875,0.1484375
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,Comfort,0.6875,0.0703125,0.0546875,0.1875
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,DDC,1.0,0.0,0.0,0.0
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,feasible,0.5859375,0.2265625,0.0,0.1875
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,NC,0.828125,0.125,0.0,0.046875
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,DAC,1.0,0.0,0.0,0.0
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,TTC,0.5859375,0.2265625,0.0,0.1875
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,Comfort,0.7421875,0.09375,0.0234375,0.140625
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,DDC,0.9921875,0.0078125,0.0,0.0
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,feasible,0.9921875,0.0,0.0,0.0078125
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,NC,1.0,0.0,0.0,0.0
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,DAC,1.0,0.0,0.0,0.0
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,TTC,0.9921875,0.0,0.0,0.0078125
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,Comfort,0.703125,0.046875,0.0390625,0.2109375
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,DDC,1.0,0.0,0.0,0.0
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,feasible,0.8359375,0.046875,0.0,0.1171875
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,NC,1.0,0.0,0.0,0.0
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,DAC,0.9609375,0.0078125,0.0,0.03125
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,TTC,0.859375,0.0390625,0.0,0.1015625
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,Comfort,0.7109375,0.0859375,0.03125,0.171875
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,DDC,1.0,0.0,0.0,0.0
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,feasible,0.796875,0.1328125,0.0,0.0703125
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,NC,0.9453125,0.0546875,0.0,0.0
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,DAC,1.0,0.0,0.0,0.0
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,TTC,0.796875,0.1328125,0.0,0.0703125
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,Comfort,0.671875,0.0625,0.046875,0.21875
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,DDC,1.0,0.0,0.0,0.0
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,feasible,0.5625,0.390625,0.0,0.046875
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,NC,1.0,0.0,0.0,0.0
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,DAC,0.5625,0.390625,0.0,0.046875
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,TTC,1.0,0.0,0.0,0.0
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,Comfort,0.6640625,0.03125,0.03125,0.2734375
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,DDC,1.0,0.0,0.0,0.0
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,feasible,0.8984375,0.0,0.0234375,0.078125
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,NC,0.9765625,0.0078125,0.0,0.015625
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,DAC,1.0,0.0,0.0,0.0
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,TTC,0.8984375,0.0,0.0234375,0.078125
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,Comfort,0.5078125,0.0703125,0.0234375,0.3984375
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,DDC,1.0,0.0,0.0,0.0
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,feasible,0.828125,0.03125,0.0,0.140625
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,NC,1.0,0.0,0.0,0.0
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,DAC,0.828125,0.03125,0.0,0.140625
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,TTC,1.0,0.0,0.0,0.0
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,Comfort,0.71875,0.03125,0.03125,0.21875
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,DDC,1.0,0.0,0.0,0.0
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,feasible,0.8359375,0.0625,0.0078125,0.09375
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,NC,0.984375,0.0078125,0.0078125,0.0
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,DAC,0.9453125,0.015625,0.015625,0.0234375
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,TTC,0.8671875,0.0546875,0.0,0.078125
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,Comfort,0.7890625,0.0390625,0.0234375,0.1484375
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,DDC,1.0,0.0,0.0,0.0
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,feasible,0.5,0.015625,0.21875,0.265625
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,NC,1.0,0.0,0.0,0.0
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,DAC,0.5,0.015625,0.21875,0.265625
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,TTC,0.9921875,0.0,0.0,0.0078125
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,Comfort,0.6328125,0.015625,0.0546875,0.296875
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,DDC,0.9921875,0.0,0.0078125,0.0
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,feasible,0.96875,0.015625,0.0,0.015625
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,NC,1.0,0.0,0.0,0.0
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,DAC,0.984375,0.015625,0.0,0.0
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,TTC,0.9765625,0.0078125,0.0,0.015625
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,Comfort,0.65625,0.0703125,0.0703125,0.203125
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,DDC,1.0,0.0,0.0,0.0
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,feasible,0.6015625,0.1875,0.015625,0.1953125
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,NC,0.9765625,0.0,0.0,0.0234375
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,DAC,1.0,0.0,0.0,0.0
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,TTC,0.6015625,0.1875,0.0234375,0.1875
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,Comfort,0.65625,0.125,0.0859375,0.1328125
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,DDC,0.9921875,0.0078125,0.0,0.0
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,feasible,0.84375,0.0234375,0.0625,0.0703125
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,NC,0.9921875,0.0078125,0.0,0.0
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,DAC,1.0,0.0,0.0,0.0
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,TTC,0.84375,0.0234375,0.0625,0.0703125
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,Comfort,0.296875,0.15625,0.015625,0.53125
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,DDC,1.0,0.0,0.0,0.0
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,feasible,0.859375,0.0078125,0.015625,0.1171875
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,NC,1.0,0.0,0.0,0.0
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,DAC,1.0,0.0,0.0,0.0
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,TTC,0.859375,0.0078125,0.015625,0.1171875
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,Comfort,0.65625,0.0390625,0.0625,0.2421875
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,DDC,1.0,0.0,0.0,0.0
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,feasible,0.2421875,0.15625,0.0,0.6015625
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,NC,0.8046875,0.125,0.0,0.0703125
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,DAC,0.5,0.21875,0.0,0.28125
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,TTC,0.2421875,0.1953125,0.0,0.5625
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,Comfort,0.71875,0.0859375,0.03125,0.1640625
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,DDC,0.9921875,0.0078125,0.0,0.0
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,feasible,0.671875,0.015625,0.1796875,0.1328125
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,NC,1.0,0.0,0.0,0.0
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,DAC,1.0,0.0,0.0,0.0
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,TTC,0.9765625,0.015625,0.0,0.0078125
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,Comfort,0.578125,0.140625,0.0546875,0.2265625
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,DDC,0.6953125,0.0,0.1796875,0.125
e5acc98f52f458cc,2021.06.14.18.13.35_veh-26_01728_01918,feasible,0.7265625,0.2421875,0.0,0.03125
e5acc98f52f458cc,2021.06.14.18.13.35_veh-26_01728_01918,NC,1.0,0.0,0.0,0.0
e5acc98f52f458cc,2021.06.14.18.13.35_veh-26_01728_01918,DAC,0.734375,0.234375,0.0,0.03125
e5acc98f52f458cc,2021.06.14.18.13.35_veh-26_01728_01918,TTC,0.9921875,0.0078125,0.0,0.0
e5acc98f52f458cc,2021.06.14.18.13.35_veh-26_01728_01918,Comfort,0.71875,0.015625,0.0234375,0.2421875
e5acc98f52f458cc,2021.06.14.18.13.35_veh-26_01728_01918,DDC,1.0,0.0,0.0,0.0
3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,feasible,0.1015625,0.3046875,0.2109375,0.3828125
3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,NC,0.9765625,0.0,0.0234375,0.0
3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,DAC,0.3671875,0.4765625,0.0,0.15625
3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,TTC,0.9609375,0.0,0.015625,0.0234375
3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,Comfort,0.6640625,0.078125,0.046875,0.2109375
3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,DDC,0.484375,0.03125,0.390625,0.09375
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,feasible,0.6875,0.3046875,0.0,0.0078125
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,NC,1.0,0.0,0.0,0.0
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,DAC,0.6875,0.3046875,0.0,0.0078125
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,TTC,1.0,0.0,0.0,0.0
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,Comfort,0.6640625,0.015625,0.0390625,0.28125
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,DDC,0.9921875,0.0078125,0.0,0.0
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,feasible,0.6484375,0.109375,0.0,0.2421875
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,NC,0.9765625,0.015625,0.0,0.0078125
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,DAC,0.7578125,0.09375,0.0,0.1484375
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,TTC,0.71875,0.1171875,0.0,0.1640625
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,Comfort,0.765625,0.0,0.015625,0.21875
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,DDC,0.9921875,0.0078125,0.0,0.0
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,feasible,1.0,0.0,0.0,0.0
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,NC,1.0,0.0,0.0,0.0
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,DAC,1.0,0.0,0.0,0.0
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,TTC,1.0,0.0,0.0,0.0
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,Comfort,0.4296875,0.0546875,0.03125,0.484375
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,DDC,1.0,0.0,0.0,0.0
ff6ab495a139534e,2021.06.14.14.03.45_veh-38_03180_03766,feasible,0.90625,0.0078125,0.0859375,0.0
ff6ab495a139534e,2021.06.14.14.03.45_veh-38_03180_03766,NC,0.9921875,0.0078125,0.0,0.0
ff6ab495a139534e,2021.06.14.14.03.45_veh-38_03180_03766,DAC,1.0,0.0,0.0,0.0
ff6ab495a139534e,2021.06.14.14.03.45_veh-38_03180_03766,TTC,1.0,0.0,0.0,0.0
ff6ab495a139534e,2021.06.14.14.03.45_veh-38_03180_03766,Comfort,0.6875,0.0078125,0.03125,0.2734375
ff6ab495a139534e,2021.06.14.14.03.45_veh-38_03180_03766,DDC,0.9140625,0.0,0.0859375,0.0
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,feasible,0.3203125,0.28125,0.0,0.3984375
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,NC,1.0,0.0,0.0,0.0
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,DAC,0.3203125,0.28125,0.0,0.3984375
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,TTC,1.0,0.0,0.0,0.0
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,Comfort,0.6640625,0.03125,0.0390625,0.265625
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,DDC,0.984375,0.015625,0.0,0.0
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,feasible,0.6171875,0.15625,0.0234375,0.203125
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,NC,1.0,0.0,0.0,0.0
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,DAC,0.9296875,0.0078125,0.03125,0.03125
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,TTC,0.6328125,0.15625,0.0078125,0.203125
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,Comfort,0.6328125,0.125,0.0078125,0.234375
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,DDC,1.0,0.0,0.0,0.0
854169aa74e95251,2021.07.24.20.37.45_veh-17_00015_00375,feasible,0.359375,0.0234375,0.09375,0.5234375
854169aa74e95251,2021.07.24.20.37.45_veh-17_00015_00375,NC,0.8828125,0.046875,0.0234375,0.046875
854169aa74e95251,2021.07.24.20.37.45_veh-17_00015_00375,DAC,1.0,0.0,0.0,0.0
854169aa74e95251,2021.07.24.20.37.45_veh-17_00015_00375,TTC,0.359375,0.0234375,0.09375,0.5234375
854169aa74e95251,2021.07.24.20.37.45_veh-17_00015_00375,Comfort,0.7421875,0.0234375,0.0234375,0.2109375
854169aa74e95251,2021.07.24.20.37.45_veh-17_00015_00375,DDC,1.0,0.0,0.0,0.0
93a9927586995095,2021.08.17.17.55.18_veh-43_00358_00673,feasible,0.6171875,0.2578125,0.0,0.125
93a9927586995095,2021.08.17.17.55.18_veh-43_00358_00673,NC,0.8359375,0.1328125,0.0,0.03125
93a9927586995095,2021.08.17.17.55.18_veh-43_00358_00673,DAC,1.0,0.0,0.0,0.0
93a9927586995095,2021.08.17.17.55.18_veh-43_00358_00673,TTC,0.6171875,0.2578125,0.0,0.125
93a9927586995095,2021.08.17.17.55.18_veh-43_00358_00673,Comfort,0.6640625,0.1015625,0.0859375,0.1484375
