model,protocol,token,group,batch_size,positive_count,negative_count,zero_count,no_positive_group,rule_feasible_count,progress_pass_count,ttc_pass_count,pareto_count,infeasible_count,positive_infeasible_count,mean_positive_PDMS,positive_above_reference_count,ref_scalar,ref_EP,ref_TTC,mean_advantage,std_advantage,all_zero,positive_below_reference_count,positive_equal_reference_count,positive_gain1point_count,positive_advantage_mass,positive_below_reference_advantage_mass
a5_grpo_4842,eval,d68f1142da63586f,0,64,7,5,4,False,16,16,16,7,0,0,100.0,7,91.87091588973999,0.8618055582046509,1.0,-0.022458909079432487,0.21687518060207367,False,0,0,7,1.1059635877609253,0.0
a5_grpo_4842,eval,9c83725ca24453f5,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,1295232b65bf5f8d,0,64,1,8,7,False,16,16,16,1,0,0,90.02259239268375,1,73.94950985908508,0.5571416616439819,1.0,-0.03683755546808243,0.08836677670478821,False,0,0,1,0.20925001800060272,0.0
a5_grpo_4842,eval,980c4467fdf156c4,0,64,0,16,0,True,15,16,16,15,16,0,,0,100.0,1.0,1.0,-0.06250040978193283,0.24206136167049408,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,2fbab9ffc3fe5a5d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,1e66e2bddb1d5b49,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,69cd8ef1721f550d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,9a78f0e3d0335345,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,9e7acfb214dd58eb,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,6a53dd2411825857,0,64,1,9,6,False,16,16,16,1,0,0,96.52762189389196,1,85.94868779182434,0.7611276507377625,1.0,-0.0424441434442997,0.10306109488010406,False,0,0,1,0.2239270657300949,0.0
a5_grpo_4842,eval,e671280656f55009,0,64,1,7,8,False,16,16,16,1,0,0,97.86494484249761,1,87.25325465202332,0.783305287361145,1.0,-0.03696925565600395,0.09209602326154709,False,0,0,1,0.18942074477672577,0.0
a5_grpo_4842,eval,beea15c8657d59a2,0,64,1,12,3,False,7,7,7,1,9,0,96.7167116282881,1,82.6703667640686,0.7053962349891663,1.0,-0.587795615196228,0.4820639193058014,False,0,0,1,0.26990607380867004,0.0
a5_grpo_4842,eval,7bb8d2878b1f53cb,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,89.5595371723175,0.822512149810791,1.0,1.95037318917457e-06,0.0,False,0,0,16,3.120597102679312e-05,0.0
a5_grpo_4842,eval,b1483be2f1e35882,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,ef4f3026ae1b56a3,0,64,1,8,7,False,16,16,16,1,0,0,97.46059076058769,1,82.98793435096741,0.7107948660850525,1.0,-0.06780276447534561,0.14795352518558502,False,0,0,1,0.3134317696094513,0.0
a5_grpo_4842,eval,a73551f67ae95c4d,0,64,3,6,7,False,16,16,16,3,0,0,100.0,3,79.16994094848633,0.6458889842033386,1.0,-0.022186579182744026,0.15840645134449005,False,0,0,3,0.719159722328186,0.0
a5_grpo_4842,eval,ee05069c50295595,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,56faab1d1228542e,0,64,0,16,0,True,14,16,16,14,2,0,,0,85.76391935348511,0.7579866051673889,1.0,-0.12500038743019104,0.3307187855243683,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,073c4d0738b45047,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,84.52181220054626,0.7368708252906799,1.0,1.95037318917457e-06,0.0,False,0,0,16,3.120597102679312e-05,0.0
a5_grpo_4842,eval,838c6ba50bd25cd5,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,90.8221423625946,0.8439764380455017,1.0,1.95037318917457e-06,0.0,False,0,0,16,3.120597102679312e-05,0.0
a5_grpo_4842,eval,2314cd5f97c5596c,0,64,1,7,8,False,16,16,16,1,0,0,98.41845748156642,1,80.40186762809753,0.6668317914009094,1.0,-0.05237600952386856,0.1486784815788269,False,0,0,1,0.33436015248298645,0.0
a5_grpo_4842,eval,984be293f9195416,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,8419b5d5eab75027,0,64,1,10,5,False,16,16,16,1,0,0,98.94621678444085,1,89.7186815738678,0.825217604637146,1.0,-0.04486188292503357,0.11360755562782288,False,0,0,1,0.2693672478199005,0.0
a5_grpo_4842,eval,dcea502e05ca5eb5,0,64,8,6,2,False,16,16,16,8,0,0,100.0,8,86.3149344921112,0.7673538327217102,1.0,-0.010584973730146885,0.15162816643714905,False,0,0,8,0.9677279591560364,0.0
a5_grpo_4842,eval,8cf3b1868b2f5262,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,80.31203150749207,0.6653044819831848,1.0,1.95037318917457e-06,0.0,False,0,0,16,3.120597102679312e-05,0.0
a5_grpo_4842,eval,4af11dadd34359fe,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,a8263f179cca558d,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,e4bc6fc5aeb15a9b,0,64,6,7,3,False,16,16,16,6,0,0,100.0,6,92.47369170188904,0.8720527291297913,1.0,-0.006220989860594273,0.05772421136498451,False,0,0,6,0.3102753758430481,0.0
a5_grpo_4842,eval,116b808c2f825f23,0,64,1,6,9,False,16,16,16,1,0,0,92.92413191102246,1,85.18804907798767,0.7481968402862549,1.0,-0.22462694346904755,0.6028550863265991,False,0,0,1,1.0341925621032715,0.0
a5_grpo_4842,eval,dcb23119258e58ec,0,64,1,7,8,False,16,16,16,1,0,0,100.0,1,89.187091588974,0.8161805272102356,1.0,-0.03916345164179802,0.10207956284284592,False,0,0,1,0.17273621261119843,0.0
a5_grpo_4842,eval,4ce4021236435fc2,0,64,1,7,8,False,16,16,16,1,0,0,98.3254897205788,1,81.81571364402771,0.6908671259880066,1.0,-0.041965313255786896,0.09523417055606842,False,0,0,1,0.12501195073127747,0.0
a5_grpo_4842,eval,99adfd4cd925504d,0,64,14,2,0,False,16,16,16,14,0,0,100.0,14,93.03308129310608,0.881562352180481,1.0,1.62515789270401e-07,0.06878327578306198,False,0,0,14,0.3253351151943207,0.0
a5_grpo_4842,eval,b29e1677139a5f6b,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,99.24859404563904,0.9872260689735413,1.0,1.95037318917457e-06,0.0,False,0,0,0,3.120597102679312e-05,0.0
a5_grpo_4842,eval,e5acc98f52f458cc,0,64,0,16,0,True,16,16,16,16,0,0,,0,97.82968759536743,0.9631047248840332,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,0c9d055f4ccc5d64,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,e72eb72ebdc25a8a,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,74ae55238ee5525d,0,64,1,8,7,False,16,16,16,1,0,0,92.5185360732379,1,85.05527973175049,0.7459397315979004,1.0,-0.06486618518829346,0.17417478561401367,False,0,0,1,0.458497554063797,0.0
a5_grpo_4842,eval,4124b6e12f8b5f0d,0,64,1,8,7,False,16,16,16,1,0,0,96.45975638643961,1,84.17865037918091,0.7310370802879333,1.0,-0.06450781971216202,0.16938452422618866,False,0,0,1,0.3672929108142853,0.0
a5_grpo_4842,eval,2ce54722e81a5726,0,64,0,16,0,True,16,16,16,16,0,0,,0,100.0,1.0,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,9fe72fe991c859f0,0,64,0,16,0,True,16,16,16,16,0,0,,0,99.00106191635132,0.9830181002616882,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,04f77fbd6bf3505a,0,64,0,16,0,True,16,16,16,16,0,0,,0,98.97292852401733,0.9825398325920105,1.0,-4.338124597325077e-07,0.0,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,fa4cc4b0188c5b79,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,87.45777010917664,0.7867820858955383,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,0fae6a22120d5bc2,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,5985ea459f145e5c,0,64,15,1,0,False,16,16,16,15,0,0,100.0,15,93.7636137008667,0.8939814567565918,1.0,0.00020999059779569507,0.006369668059051037,False,0,0,15,0.027819477021694183,0.0
a5_grpo_4842,eval,79ebfc1d85bf5a51,0,64,1,6,9,False,16,16,16,1,0,0,94.81331954360455,1,74.03907179832458,0.5586642026901245,1.0,-0.0906735360622406,0.2526247203350067,False,0,0,1,0.5248567461967468,0.0
a5_grpo_4842,eval,b6bba53a1bef520e,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,88.45906257629395,0.8038040995597839,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,711cc9425e2f5aff,0,64,14,2,0,False,14,16,16,14,2,0,100.0,0,100.0,1.0,1.0,-0.12481873482465744,0.33078742027282715,False,0,14,0,0.0029002316296100616,0.0
a5_grpo_4842,eval,2ce59f70a15b5ddf,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,7cfa2141cf77549d,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,71495dbc0a3255dc,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,93.4405505657196,0.8884893655776978,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,a0283fb79a975f2c,0,64,14,2,0,False,16,16,16,14,0,0,100.0,14,89.71993327140808,0.8252388834953308,1.0,0.00020879972726106644,0.047970615327358246,False,0,0,14,0.25477513670921326,0.0
a5_grpo_4842,eval,a4cf3a412034565a,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,339d5c1111125971,0,64,15,1,0,False,16,16,16,15,0,0,100.0,15,99.04388785362244,0.9837460517883301,1.0,0.00020834896713495255,0.0793239176273346,False,0,0,0,0.31034547090530396,0.0
a5_grpo_4842,eval,5abdbfe1845e59c5,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,88.94441723823547,0.8120551109313965,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,4fa9113617d254d4,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,fbec1eb4b33955e2,0,64,1,7,8,False,16,16,16,1,0,0,92.03568263039138,1,83.84571075439453,0.725377082824707,1.0,-0.12200608104467392,0.2964881658554077,False,0,0,1,0.5348941683769226,0.0
a5_grpo_4842,eval,b87bd020396b5670,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,0dff173b10b75b6a,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,b25e5caac7645be6,0,64,1,6,9,False,16,16,16,1,0,0,93.33384178962599,1,81.86518549919128,0.6917081475257874,1.0,-0.018042292445898056,0.05115833133459091,False,0,0,1,0.11342499405145645,0.0
a5_grpo_4842,eval,0d24b5cc9f005fe0,0,64,1,7,8,False,16,16,16,1,0,0,99.14843372343248,1,93.60634088516235,0.8913077712059021,1.0,-0.21670520305633545,0.43644991517066956,False,0,0,1,0.8696028590202332,0.0
a5_grpo_4842,eval,584a14a3e42050c4,0,64,1,10,5,False,16,16,16,1,0,0,92.35853997054585,1,76.35980248451233,0.5981165766716003,1.0,-0.03147813677787781,0.07078339904546738,False,0,0,1,0.15348169207572937,0.0
a5_grpo_4842,eval,1ef92a1e554b567c,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,b1199a48987b5f73,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,edfca2d846ee5acf,0,64,1,8,7,False,16,16,16,1,0,0,96.84317709812578,1,87.13043928146362,0.7812174558639526,1.0,-0.04222094640135765,0.11547376960515976,False,0,0,1,0.2682301700115204,0.0
a5_grpo_4842,eval,165b4475bd6b5188,0,64,14,2,0,False,16,16,16,14,0,0,100.0,14,78.65377068519592,0.6371141672134399,1.0,0.00020730961114168167,0.05710483342409134,False,0,0,14,0.27186498045921326,0.0
a5_grpo_4842,eval,6c0b6e4fdf005a81,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,da088bb9d4fb5d0e,0,64,1,4,11,False,16,16,16,1,0,0,97.57997183590822,1,89.0596330165863,0.8140137791633606,1.0,-0.07181012630462646,0.25837916135787964,False,0,0,1,0.2504131495952606,0.0
a5_grpo_4842,eval,682378d23c335e89,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,59b4fffb7aef599d,0,64,4,12,0,False,4,16,16,4,16,4,100.0,0,100.0,1.0,1.0,-0.7499482035636902,0.43310242891311646,False,0,4,0,0.000828637566883117,0.0
a5_grpo_4842,eval,2ad520fb925f5ace,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,96.67815566062927,0.9435286521911621,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,3783e56bc9ef5e85,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,91.82461500167847,0.8610184788703918,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,b386322960ff5784,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,4521af05098b5726,0,64,1,10,5,False,16,16,16,1,0,0,95.16708603551785,1,89.55559730529785,0.8224452137947083,1.0,-0.14022547006607056,0.4207088351249695,False,0,0,1,1.250266671180725,0.0
a5_grpo_4842,eval,f40040c002375188,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,98.25184941291809,0.9702814817428589,1.0,0.00020477520592976362,0.0,False,0,0,16,0.003276403294876218,0.0
a5_grpo_4842,eval,1b1311d50d47553f,0,64,9,5,2,False,16,16,16,9,0,0,100.0,9,86.79511547088623,0.775516927242279,1.0,-0.0008411032613366842,0.05404513329267502,False,0,0,9,0.3151249885559082,0.0
a5_grpo_4842,eval,b790a763e1ee538e,0,64,1,7,8,False,16,16,16,1,0,0,99.45689469253294,1,94.5318877696991,0.9070420861244202,1.0,-0.06625039875507355,0.1878739297389984,False,0,0,1,0.4265854060649872,0.0
a5_grpo_4842,eval,1d45b9d20e9d5f92,0,64,1,8,7,False,16,16,16,1,0,0,99.77252807700808,1,90.11391401290894,0.8319364786148071,1.0,-0.04037007689476013,0.10095299035310745,False,0,0,1,0.19071313738822937,0.0
a5_grpo_4842,eval,a2c048ba29a85ad0,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,79.7432541847229,0.6556353569030762,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,6320ecb991675a39,0,64,1,8,7,False,16,16,16,1,0,0,99.59057794987416,1,81.00178241729736,0.6770303249359131,1.0,-0.021745262667536736,0.06315460801124573,False,0,0,1,0.1593610942363739,0.0
a5_grpo_4842,eval,9d722cf10d7f5bd1,0,64,16,0,0,False,16,16,16,16,16,16,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,80d5ce364722516b,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,0a76d212e8fe5898,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,85.18228530883789,0.7480988502502441,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,80dfd05ab759518f,0,64,1,14,1,False,16,16,2,1,14,0,97.82280279837323,1,93.77720952033997,0.894212543964386,1.0,-1.105617642402649,1.12568199634552,False,0,0,1,3.0,0.0
a5_grpo_4842,eval,8b0773eaa2375bbf,0,64,1,7,8,False,16,16,16,1,0,0,95.12617491238936,1,85.51164865493774,0.7536979913711548,1.0,-0.01648230478167534,0.038783714175224304,False,0,0,1,0.07426950335502625,0.0
a5_grpo_4842,eval,bc4345e13302535e,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,80.54181933403015,0.6692109704017639,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,22a09b0100175b62,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,8b800af555d35794,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,0f44c6e6440654d0,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,bf6158f005f956ae,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,83.29776525497437,0.7160620093345642,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,8224627048195e4f,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,96.3293731212616,0.9375993609428406,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,98ad6d2817355b99,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,9349bacb4a225ae3,0,64,0,16,0,True,1,16,16,1,15,0,,0,79.35798764228821,0.6490858197212219,1.0,-0.9504172205924988,0.19203323125839233,False,0,0,0,0.0,0.0
a5_grpo_4842,eval,822b5a4a2e075ace,0,64,1,8,7,False,16,16,16,1,0,0,87.80493271397725,1,74.10919666290283,0.5598562955856323,1.0,-0.025236008688807487,0.06944800913333893,False,0,0,1,0.1635429561138153,0.0
a5_grpo_4842,eval,dd175b6e08565a4e,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,73.10374975204468,0.5427637696266174,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,2d1c26e4b5895e96,0,64,1,9,6,False,16,16,16,1,0,0,99.17306057311708,1,92.40421652793884,0.8708716630935669,1.0,-0.01717136800289154,0.049352217465639114,False,0,0,1,0.12945148348808289,0.0
a5_grpo_4842,eval,0ee58e583be85ffb,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,96.8413770198822,0.9463033676147461,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,095770e79ccf5d82,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,fc2be4c9cc135538,0,64,16,0,0,False,16,16,16,16,0,0,100.0,0,100.0,1.0,1.0,0.00020715939172077924,0.0,False,0,16,0,0.003314550267532468,0.0
a5_grpo_4842,eval,f6a1a2760a7b57a4,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,90.12050032615662,0.8320484757423401,1.0,0.00020954357751179487,0.0,False,0,0,16,0.003352697240188718,0.0
a5_grpo_4842,eval,d2b1e07b5d38547e,0,64,1,8,7,False,16,16,16,1,0,0,98.91565412285713,1,86.77771091461182,0.7752211093902588,1.0,-0.04475221037864685,0.1063460111618042,False,0,0,1,0.23560497164726257,0.0
a5_grpo_4842,eval,37ab6257bb545b45,0,64,16,0,0,False,16,16,16,16,0,0,100.0,16,97.7295994758606,0.9614031910896301,1.0,0.00020715939172077924,0.0,False,0,0,16,0.003314550267532468,0.0
