token,log,command,model,GT_heading_change,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,spread_ratio,pairwise_ratio,R90,effective_rank,endpoint_spread,mean_center_shift,medoid_center_shift,mean_GT_distance,D_high_quality,HQ_count,D_positive_legacy,positive_count_legacy,Hit8_legacy,mean_progress_shift,mean_lateral_shift,longitudinal_spread,lateral_spread,threshold_PDMS,threshold_above_100,CRN_score_win,CRN_safe_repair,CRN_safe_loss
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,straight,official_il,0.004478631798307208,83.52371434910101,83.52458340326642,82.8076220160669,1.0,0.0,0.0,84.82064141107216,1.2969270619711466,82.70785347160883,1.0,1.0,0.6045691443784242,1.0,1.0,1.0,0.0625,0.375,84.41103205476806,0.11241545676235172,0.0966040940626441,1.0,1.0,0.1503186457459514,1.223016361469458,0.1901740785693558,0.0,0.0,0.716016830357771,0.03685068047016937,4,0.08076310048476333,43,0.75,0.0,0.0,0.09602337072173342,0.008989222373391717,84.52371434910101,False,0.0,0.0,0.0
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,straight,mts_8692,0.004478631798307208,81.19428973926506,81.07667410148989,80.8506337809302,1.0,0.0,0.0,86.74582176622975,5.5515320269646935,80.813363766276,1.0,1.0,0.548662953742361,1.0,1.0,1.0,0.015625,0.125,82.22937430591075,0.0864718158166692,0.1292179526450257,1.3376032755012717,0.7692164254553727,0.09023099676590328,1.0870720880721143,0.2443686148044927,0.6616596759871458,0.6843566748718657,0.1043627481613531,,1,,1,0.125,-0.6601180785442956,-0.043804069910804655,0.12889495800968623,0.008767889296511767,84.52371434910101,False,0.015625,0.0,0.0
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,straight,mts_8751,0.004478631798307208,81.21485490437149,81.16142315588954,80.89141781700671,1.0,0.0,0.0,83.80510904174935,2.5902541373778547,80.86345235663624,1.0,1.0,0.549156517704916,1.0,1.0,1.0,0.0,0.0,81.83226103954873,0.07122362892258023,0.07809724438187705,0.8084258243882909,0.6335750525227883,0.0770576596309691,1.2246039392487735,0.1369274102888736,0.7506848275070156,0.7697981889002791,0.12688290293032015,,0,,1,0.0,-0.7504868546930484,-0.01564469516725233,0.07740044249966893,0.010084712728689453,84.52371434910101,False,0.0,0.0,0.0
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,straight,grpo_9041,0.004478631798307208,85.50459175759578,85.52365191917417,85.32438638364593,1.0,0.0,0.0,85.81639303801397,0.31180128041819444,85.30014263862321,1.0,1.0,0.6521102021822985,1.0,1.0,1.0,1.0,1.0,85.7012114746801,0.14457383197661478,0.12223392820418931,1.2653079498362174,1.2860672023265132,0.20729273135375637,1.6577879503843547,0.11028186037797522,0.3218945844769084,0.3290146017896039,0.9113095355945158,0.14457383197661478,64,0.14457383197661478,64,1.0,-0.010141949648431667,0.1312114542478935,0.11919235757096397,0.02455146152301436,84.52371434910101,False,1.0,0.0,0.0
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,straight,apr_9145,0.004478631798307208,85.258091561775,85.30456262144108,84.87285984864944,1.0,0.0,0.0,85.7994987259319,0.5414071641568938,84.81880615938532,1.0,1.0,0.6461941974826,1.0,1.0,1.0,1.0,1.0,85.64413286455581,0.13449056895006567,0.1133081095623192,1.172912086819459,1.196370791201615,0.15852860884808936,2.13927888282975,0.1392653678907421,0.6297971137321778,0.6278250565853233,1.3199182623014523,0.13449056895006567,64,0.13449056895006567,64,1.0,0.5217187716359364,0.057359484923773095,0.11024556207775424,0.024905119044042082,84.52371434910101,False,1.0,0.0,0.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,straight,official_il,0.05910308830313516,95.61527028863287,95.63237492694594,95.35237015591669,1.0,0.0,0.0,96.05479712107727,0.4395268324444004,95.3295727152214,1.0,1.0,0.8947664869271891,1.0,1.0,1.0,0.0,0.0,95.84091728659266,0.1272163938213325,0.10598203101272871,1.0,1.0,0.15376497166278616,1.7156811178285838,0.22680745850104864,0.0,0.0,0.5173134971593566,,0,0.10088442368370788,51,0.0,0.0,0.0,0.10067053158966083,0.033065038776905156,96.61527028863289,False,0.0,0.0,0.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,straight,mts_8692,0.05910308830313516,93.77222711782456,93.77155651043982,93.70467980397501,1.0,0.0,0.0,93.87516488018764,0.10293776236308361,93.70454650534124,1.0,1.0,0.8505334508277893,1.0,1.0,1.0,0.0,0.0,93.83927568491691,0.05543687712886124,0.04768420250921738,0.44992723817012326,0.43576834292849764,0.06674220583348117,2.0279349688455417,0.06933284501079359,0.8158555765493611,0.8092562578548537,0.3102782714700514,,0,,0,0.0,-0.8119893731281322,-0.0707053146687348,0.04563688270106618,0.013601112336961874,96.61527028863289,False,0.0,0.0,0.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,straight,mts_8751,0.05910308830313516,94.84601974371661,94.84813735538916,94.73577478709686,1.0,0.0,0.0,95.03286494102542,0.18684519730881277,94.7262184949324,1.0,1.0,0.8763044738491987,1.0,1.0,1.0,0.0,0.0,94.97173454347032,0.06891970755035365,0.05840625512901533,0.5510958279521987,0.5417517780542268,0.09185655395603357,1.6992106560184237,0.10599162451903302,0.5852746115138385,0.5810696416533478,0.11660853014621693,,0,,0,0.0,-0.5758956109940665,-0.09130322080139967,0.05685891514289218,0.013297374640048796,96.61527028863289,False,0.0,0.0,0.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,straight,grpo_9041,0.05910308830313516,96.78168665752244,96.8192650980086,96.50893112414524,1.0,0.0,0.0,97.26352264881757,0.481835991295128,96.45797605031126,1.0,1.0,0.922760479780539,1.0,1.0,1.0,0.75,1.0,97.03925790620511,0.16909002610425947,0.14307014147755043,1.3499471571776855,1.3291528003987902,0.22632213073778715,1.8219071380467042,0.27193372526216714,0.5187463761943667,0.5209556325867307,0.929372961141098,0.13222092643842714,48,0.16909002610425947,64,1.0,0.23679885633913217,0.23370760924000267,0.13929636512040336,0.03216835898809666,96.61527028863289,False,1.0,0.0,0.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,straight,apr_9145,0.05910308830313516,97.10725770297586,97.15253476580503,96.68116199860809,1.0,0.0,0.0,97.73157838748557,0.624320684509712,96.60269394500884,1.0,1.0,0.9305741848714205,1.0,1.0,1.0,0.921875,1.0,97.4621682002724,0.19439940231253286,0.16973630577396423,1.6015573975325919,1.528100243004488,0.22326483918329296,2.419442585185075,0.34190825271361597,1.1972557400297021,1.241758974327671,1.7096514673952243,0.17653073698933747,59,0.19439940231253286,64,1.0,1.1925685029683322,0.08680287071047672,0.16519971008324094,0.03824854491334585,96.61527028863289,False,1.0,0.0,0.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,straight,official_il,0.42876064558854904,99.99977892334088,100.0,100.0,1.0,0.0,0.0,100.0,0.00022107665911619279,99.9989116226013,1.0,1.0,0.9999946941601813,1.0,1.0,1.0,0.0,0.0,100.0,0.1311409785304832,0.1086269954233351,1.0,1.0,0.15827168499572095,1.843365919706988,0.24587791310680931,0.0,0.0,0.16564844912317206,,0,,0,0.0,0.0,0.0,0.10046171606743565,0.03996157389336176,100.99977892334088,True,0.0,0.0,0.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,straight,mts_8692,0.42876064558854904,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.04207426185074489,0.03469368568401113,0.31938364445048695,0.3208323006447973,0.05104179794146693,2.5680119110877584,0.05235201812373012,0.17072630123356988,0.19571651788227534,0.1614749608717972,,0,,0,0.0,0.027524899763201764,0.04361184378909062,0.031078198844229125,0.015109151855783338,100.99977892334088,True,0.015625,0.0,0.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,straight,mts_8751,0.42876064558854904,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.04212157418066369,0.03464765080282766,0.3189598558608821,0.3211930752131203,0.05025792181190952,2.565660313214816,0.05442147130864274,0.33464788424221137,0.34517508724102397,0.22290763646029563,,0,,0,0.0,-0.26877174125598713,0.14224173922394048,0.031389166498480676,0.014404181858801803,100.99977892334088,True,0.015625,0.0,0.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,straight,grpo_9041,0.42876064558854904,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.15816271519645625,0.1323221559448791,1.2181332589491272,1.2060510526058943,0.18777532780997586,2.0779409676570197,0.289177142968975,0.5910649021577032,0.5873767095386855,0.519205294547358,,0,,0,0.0,-0.2854990865861582,-0.011159736474007198,0.12639950022572705,0.03869194941693854,100.99977892334088,True,0.015625,0.0,0.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,straight,apr_9145,0.42876064558854904,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.16240847684840476,0.13507089365509523,1.2434376291888074,1.2384266052327308,0.19288373413342794,2.523363980171999,0.3007651187264109,0.7184460175570793,0.7498615753132258,0.766128587563212,,0,,0,0.0,0.5187225273109787,-0.2513632609260421,0.12674684279571125,0.04652412829651691,100.99977892334088,True,0.015625,0.0,0.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,left,official_il,0.5336014198769963,90.57922373022444,90.61580387771008,90.3082963361299,1.0,0.0,0.0,90.99793903157568,0.41871530135124146,90.27629418888803,1.0,1.0,0.7739013695253866,1.0,1.0,1.0,0.0,0.0,90.85625160781474,0.15878194510969795,0.1284644108013306,1.0,1.0,0.20929930371804317,2.100861750671763,0.27783968773991563,0.0,0.0,0.32736539779656215,,0,0.1363892057686388,44,0.0,0.0,0.0,0.1126162526465165,0.06146122690160957,91.57922373022444,False,0.0,0.0,0.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,left,mts_8692,0.5336014198769963,90.09577618845478,90.09222642761293,90.03037061240248,1.0,0.0,0.0,90.22210970845164,0.12633351999686226,90.02372879629964,1.0,1.0,0.7622986285229147,1.0,1.0,1.0,0.0,0.0,90.17328946051538,0.057306532271934975,0.04844429288095406,0.3771028301050075,0.36091340380257664,0.07060112723362647,2.5373580056023455,0.0761253115218562,0.358573526665439,0.33849682216502375,0.13302918869866043,,0,,0,0.0,-0.31744282934706175,-0.0037553816203432927,0.04451424395706712,0.018264058991723228,91.57922373022444,False,0.0,0.0,0.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,left,mts_8751,0.5336014198769963,90.96515582172641,90.95456720487441,90.86773950032843,1.0,0.0,0.0,91.31059018595634,0.3454343642299307,90.86815664926316,1.0,1.0,0.7831637397214336,1.0,1.0,1.0,0.0,0.0,91.10874392554935,0.06935264790849431,0.0594272908196028,0.46259730962769713,0.436779180785199,0.08222893582194227,2.092076526288408,0.11529721370285807,0.3140947251394831,0.29708410994345535,0.18210510707531272,,0,0.06935264790849431,64,0.0,-0.20890926226552153,0.06798919778214876,0.054692375156434436,0.02299216037599986,91.57922373022444,False,1.0,0.0,0.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,left,grpo_9041,0.5336014198769963,91.10949172079108,91.11290219568617,90.79502384479873,0.0,0.0,0.0,91.63905177711598,0.5295600563248968,90.74426474177739,1.0,1.0,0.786627801298986,1.0,1.0,0.484375,0.0,0.0,91.4658558734832,0.1900899530549141,0.15607436711302514,1.2149229980464642,1.1971761205191582,0.2529942870311155,2.0428628284596098,0.3421872751716621,0.366590403062475,0.3577998054993459,0.4145501276261487,,0,,0,0.0,0.003475574655207578,-0.25324539520024725,0.14334149575227023,0.060851157598319314,91.57922373022444,False,1.0,0.0,1.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,left,apr_9145,0.5336014198769963,91.23229773751183,91.25994236972139,90.81753716441555,1.0,0.0,0.0,91.9422280096116,0.7099302720997684,90.75972281855965,1.0,1.0,0.789575145700284,1.0,1.0,1.0,0.140625,0.75,91.65764311256493,0.2144534997621735,0.17732749592567698,1.3803628165929382,1.3506164042392457,0.2665383783292919,3.3068329451502354,0.3781683202142192,0.6573192455568522,0.6535710227714162,0.8734448410936667,0.1987926432419229,9,0.20526024056705483,62,0.75,0.6277704044318022,-0.0846755569677202,0.16363400012889684,0.06771663303679272,91.57922373022444,False,1.0,0.0,0.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,left,official_il,0.6426315738357372,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.11723178059625305,0.0968971642205489,1.0,1.0,0.1496362714694174,1.818349973102738,0.2125133021080117,0.0,0.0,0.12000720955270956,,0,,0,0.0,0.0,0.0,0.09093977865103871,0.033346566749573175,101.0,True,0.0,0.0,0.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,left,mts_8692,0.6426315738357372,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.03283167369860034,0.027600139401222863,0.2848394958019806,0.28005779261916036,0.039797893451906916,2.194259720092998,0.04416226820552157,0.16423080011110042,0.17559795876686649,0.18423280515736606,,0,,0,0.0,-0.15429422922553326,0.04393300536809731,0.02549334863679522,0.01019861679467238,101.0,True,0.0,0.0,0.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,left,mts_8751,0.6426315738357372,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.033881817161743134,0.02849126231388778,0.2940360798282852,0.28901563201903685,0.04182615722092076,2.380603749960138,0.04917345737625115,0.31179082452396334,0.32177948740029005,0.3337955577125572,,0,,0,0.0,-0.3007376477045916,0.07938936246251574,0.026412283619131283,0.010461274840830422,101.0,True,0.0,0.0,0.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,left,grpo_9041,0.6426315738357372,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.13990399735660144,0.11679963875928634,1.2053979050763255,1.1933965060074592,0.1688684470814609,2.1716034511883815,0.19278480764722156,0.41354993109028826,0.41734062170566977,0.4851661534554188,,0,,0,0.0,-0.094307928844474,0.2873323380502374,0.1122486837437855,0.03216003207661697,101.0,True,0.0,0.0,0.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,left,apr_9145,0.6426315738357372,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.17119382922857476,0.13790781887165277,1.42323895627904,1.4603022180322187,0.18617396792678226,5.635093329863405,0.2009341652703266,0.7322646560387427,0.7068587330365822,0.7760646499020286,,0,,0,0.0,0.3059987327440079,0.39371298256012155,0.12118842467814109,0.06540878315636936,101.0,True,0.0,0.0,0.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,straight,official_il,0.006972454748998214,88.28681965139373,88.31628084079783,87.22567626117345,1.0,0.0,0.0,90.8724815590198,2.5856619076260756,87.12880995445741,1.0,1.0,0.7188836716334495,1.0,1.0,1.0,0.09375,0.75,89.66605551595671,0.08607563966621073,0.07668379171456068,1.0,1.0,0.12340670752719285,1.2694493539751335,0.15199773600511113,0.0,0.0,0.20982346897083376,0.06817949403620813,6,0.07012743308201846,50,1.0,0.0,0.0,0.0762527461365016,0.005680420423264764,89.28681965139373,False,0.0,0.0,0.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,straight,mts_8692,0.006972454748998214,85.38006348354783,85.25267414681454,84.66303611002333,1.0,0.0,0.0,90.19970820413688,4.819644720589054,84.65379497055467,1.0,1.0,0.6491215236051479,1.0,1.0,1.0,0.015625,0.125,86.92960048138187,0.08307527776727223,0.08470799570287879,1.1046401567907145,0.965142728993087,0.09936131113621016,1.179006143207679,0.16769062499549947,0.37690173803389,0.3838447662178447,0.184748663974374,,1,,1,0.125,-0.3767590288620733,0.0093498419272296,0.0843265751888703,0.007879608542598102,89.28681965139373,False,0.015625,0.0,0.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,straight,mts_8751,0.006972454748998214,87.19970806041243,87.12816646251224,86.63559093781245,1.0,0.0,0.0,90.39823992779294,3.1985318673805097,86.61846481431007,1.0,1.0,0.6927929934498984,1.0,1.0,1.0,0.015625,0.125,88.24537686413697,0.05479142091613965,0.05337750251807648,0.6960728117978703,0.6365496803580328,0.061751228852409,1.4051762041191882,0.10973402113618608,0.30205281524583916,0.2947463150269093,0.14214882023817432,,1,0.07773144841578275,10,0.125,-0.3020037975535823,0.005086944973173599,0.05283697678040956,0.00739551039206451,89.28681965139373,False,0.03125,0.0,0.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,straight,grpo_9041,0.006972454748998214,88.34775605870135,88.3828388575831,87.96073790957128,1.0,0.0,0.0,88.90913180577421,0.5613757470728586,87.94055926977019,1.0,1.0,0.7203461454088326,1.0,1.0,1.0,0.0,0.0,88.70457855996963,0.11726527477923526,0.1029274476286269,1.3422321109492439,1.3623514763755873,0.16154003745316797,1.5785899709114257,0.11992052035112291,0.2524407357818458,0.2537798660757161,0.2900572949817735,,0,0.11726527477923526,64,0.75,-0.1857688244941143,-0.08134223491147784,0.10179119477750412,0.01408077878601782,89.28681965139373,False,0.5625,0.0,0.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,straight,apr_9145,0.006972454748998214,85.35989534124118,85.3241384739311,84.88631159892229,1.0,0.0,0.0,86.21511343660924,0.855218095368059,84.84208410317144,1.0,1.0,0.6486374881897885,1.0,1.0,1.0,0.0,0.0,85.9012206872433,0.1105175469227321,0.09303831664318646,1.2132722517100103,1.283958473632071,0.133645444587342,3.4559154480104044,0.1166467732995236,0.28009139896032476,0.2838465982687521,0.44509448922620554,,0,,0,0.0,0.16177277913312232,-0.121221037145109,0.0891271783271038,0.025505322007087487,89.28681965139373,False,0.0,0.0,0.0
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,left,official_il,1.4759251097026895,94.5949647555953,94.60284020038928,94.16056320059893,1.0,0.0,0.0,95.20322502413515,0.6082602685398513,94.11454925248657,1.0,1.0,0.8702791541342871,1.0,1.0,1.0,0.0,0.0,95.0245404725971,0.1774302869126161,0.14219924959316044,1.0,1.0,0.21070902179510975,2.9331034373253995,0.2992861890662775,0.0,0.0,0.3324900107880746,,0,0.1490836920037545,43,0.0,0.0,0.0,0.11487521210354085,0.08311002890329397,95.5949647555953,False,0.0,0.0,0.0
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,left,mts_8692,1.4759251097026895,92.6864684112891,92.76755665081065,92.31328705036348,1.0,0.0,0.0,93.19730566541821,0.5108372541291146,92.0570233597505,1.0,1.0,0.8244752418709382,1.0,1.0,1.0,0.0,0.0,93.03504208967041,0.9472233951467711,0.8559056778591858,6.019059033771114,5.338566552695008,1.5197083036586536,1.239955098379613,0.6439238564424358,1.5175172726161965,1.8961566461353236,1.3154372092206106,,0,,0,0.0,-1.4433094777860505,0.4599732715043081,0.7870179271679174,0.3301168160170348,95.5949647555953,False,0.0,0.0,0.0
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,left,mts_8751,1.4759251097026895,94.09144370089487,94.05258289101339,93.82355726420107,1.0,0.0,0.0,95.07570457499212,0.9842608740972452,93.7933654555226,1.0,1.0,0.8581946488214771,1.0,1.0,1.0,0.0,0.0,94.53315363103721,0.20194820089970367,0.1774458806094637,1.2478679115195455,1.1381833643720736,0.22904991490392324,1.9917357750515157,0.29194226242707777,0.2812150682250104,0.28602094814378165,0.34396219127648686,,0,0.2610514973234687,7,0.0,-0.0530722082102261,0.23660579775292595,0.13615647581319618,0.11214015841067611,95.5949647555953,False,0.046875,0.0,0.0
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,left,grpo_9041,1.4759251097026895,96.77001767651747,96.7773246561851,96.38830423164566,1.0,0.0,0.0,97.40192825746793,0.6319105809504606,96.35837737695451,1.0,1.0,0.9224804242364191,1.0,1.0,1.0,1.0,1.0,97.15763485254257,0.21257527336983556,0.16960266748405478,1.192711410006009,1.1980777186846814,0.24117989710634674,4.150849169405941,0.3077433028201413,0.5506843012522491,0.5318077477606318,0.695717671839467,0.21257527336983556,64,0.21257527336983556,64,1.0,0.06464741749817013,-0.029642939572160618,0.13373285241488841,0.10275199123031464,95.5949647555953,False,1.0,0.0,0.0
