model,protocol,split,token,log,PDMS,NC,DAC,TTC,Comfort,EP,raw_progress,end_speed,failure,zero_score,pdms_below50,pdms_below95
a5_grpo_300,deployment,calibration,1decf76c77be59c8,2021.08.17.13.15.12_veh-45_02025_02103,1.0,1.0,1.0,1.0,1.0,1.0,48.490705587184145,12.130318621540475,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,1f71cdf4e4c65299,2021.07.09.23.23.48_veh-26_02228_04624,0.8941696506451202,1.0,1.0,1.0,1.0,0.7460071615482885,7.236709509219429,0.5172507177135036,0.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,21ef5641389c54b2,2021.08.17.19.18.39_veh-08_00118_00178,1.0,1.0,1.0,1.0,1.0,1.0,53.54227953105073,13.85681542780416,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,23ba8f4aee055e34,2021.08.31.12.21.30_veh-40_00056_00155,0.9663698370781522,1.0,1.0,1.0,1.0,0.9192876089875651,22.52615648142581,7.076027457559546,0.0,0.0,0.0,0.1875
a5_grpo_300,deployment,calibration,23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,0.9941782181005553,1.0,1.0,1.0,1.0,0.9860277234413328,31.54600252574765,10.046358263803635,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,244f412a59375c65,2021.06.14.13.27.42_veh-35_04001_04236,1.0,1.0,1.0,1.0,1.0,1.0,6.838827465343148,2.464523910461841,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2581d16dc1aa557e,2021.07.09.20.26.06_veh-35_03898_05974,0.9602954890337088,1.0,1.0,1.0,1.0,0.9047091736809011,5.26706438112056,0.1351522321136671,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,26043d2de718532d,2021.07.09.02.42.50_veh-35_00038_02629,1.0,1.0,1.0,1.0,1.0,1.0,29.62344929994714,8.206122396958566,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2617f0cd70705817,2021.06.09.14.58.55_veh-35_04695_05321,1.0,1.0,1.0,1.0,1.0,1.0,20.91906720888236,5.004597303536947,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,288f0194b6d45858,2021.08.24.15.09.18_veh-45_00216_00862,0.9683381419248506,1.0,1.0,1.0,1.0,0.9240115406196414,24.112455273062494,7.4307946741713415,0.0,0.0,0.0,0.09375
a5_grpo_300,deployment,calibration,2b07bad4bce156cd,2021.06.09.17.37.09_veh-12_01465_01790,1.0,1.0,1.0,1.0,1.0,1.0,20.18289592812322,4.49117772378738,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2b2663b56a6555a2,2021.06.09.20.26.11_veh-35_01227_01514,1.0,1.0,1.0,1.0,1.0,1.0,13.646147575707499,2.006584954543416,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2b62f0fd336e5ce1,2021.06.14.13.28.41_veh-12_02070_02140,0.9173228909882066,1.0,1.0,1.0,1.0,0.8015749383716959,7.404593435656349,0.4782953984565319,0.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,2c274b54e82b55e7,2021.08.17.13.15.12_veh-45_02304_02650,0.8717743500190923,1.0,1.0,0.96875,1.0,0.7235084400458216,16.318277744970075,2.8170973037509603,0.03125,0.0,0.03125,1.0
a5_grpo_300,deployment,calibration,2c76b8e2d1d85701,2021.06.09.12.39.51_veh-26_03951_04180,0.9893299574834263,1.0,1.0,1.0,1.0,0.9743918979602231,17.3607889505929,3.95691932257407,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2ce54722e81a5726,2021.07.16.16.01.30_veh-38_00356_02486,0.9869791666666666,1.0,1.0,0.96875,1.0,1.0,16.257622170983538,4.558919793412521,0.03125,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,2d6b6f9cbf895767,2021.07.16.18.19.22_veh-35_00440_00858,0.9885606228599179,1.0,1.0,1.0,1.0,0.9725454948638028,9.780384134031033,0.8221171922065013,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2e94974489245ae6,2021.06.14.14.25.15_veh-26_03675_03860,1.0,1.0,1.0,1.0,1.0,1.0,20.110687177421276,5.1878608663430565,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2e976da85a8b5e5b,2021.10.11.07.12.18_veh-50_00541_00832,1.0,1.0,1.0,1.0,1.0,1.0,51.80769955587165,15.26320609178327,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,2f7f18f806515128,2021.06.09.17.37.09_veh-12_02639_02992,0.7840094748375845,1.0,1.0,0.5,1.0,0.981622739610203,19.862640080311294,2.362933158104043,0.5,0.0,0.0,0.5
a5_grpo_300,deployment,calibration,339d5c1111125971,2021.06.09.11.54.15_veh-12_02288_02529,1.0,1.0,1.0,1.0,1.0,1.0,37.316810613365966,11.617214292674722,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3609537de0105997,2021.10.05.08.11.15_veh-50_00163_00321,0.9800329053404571,1.0,1.0,1.0,1.0,0.9520789728170971,39.874333312117216,11.234047899497572,0.0,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,0.9598073315847622,1.0,1.0,1.0,1.0,0.9035375958034293,25.25927036943126,8.725621655981797,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,390944a5467b51c5,2021.06.07.17.46.49_veh-35_04084_04828,1.0,1.0,1.0,1.0,1.0,1.0,4.589186402972266,0.24526502007389187,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,392e034cb2a55053,2021.10.05.06.31.40_veh-52_00005_00342,0.75,0.8125,0.9375,0.8125,1.0,0.75,13.291293362893732,3.369667078906939,0.25,0.25,0.25,0.25
a5_grpo_300,deployment,calibration,39fe00229f7b5ac4,2021.07.16.16.01.30_veh-38_03893_05253,0.926505770313193,1.0,1.0,1.0,1.0,0.8236138487516633,19.62399277335011,6.339211964405342,0.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,3ac61ac2f2b652b7,2021.06.14.16.48.02_veh-12_01732_01853,1.0,1.0,1.0,1.0,1.0,1.0,14.494567545280212,3.600266910132732,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3ac7810599d457a1,2021.07.16.18.49.56_veh-26_00833_03384,1.0,1.0,1.0,1.0,1.0,1.0,13.777077162937662,3.2103667904898097,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3ae8bec3c87f599a,2021.07.16.16.01.30_veh-38_02497_03871,1.0,1.0,1.0,1.0,1.0,1.0,18.41312361924789,6.8206888624708935,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3c297001ef2d5acb,2021.07.16.18.49.56_veh-26_00256_00822,0.9892062156983764,1.0,1.0,1.0,1.0,0.9740949176761033,12.781741279395622,5.218515983720005,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3c9433a90ab05621,2021.06.14.14.03.45_veh-38_00088_00769,1.0,1.0,1.0,1.0,1.0,1.0,12.436095137139516,1.3299054733479527,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3d44a52acf525ec7,2021.09.15.15.34.53_veh-28_00512_01084,1.0,1.0,1.0,1.0,1.0,1.0,16.20865783127069,0.896231124452362,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3e83f47571b05337,2021.06.09.14.50.36_veh-26_00832_00905,1.0,1.0,1.0,1.0,1.0,1.0,35.03881241067885,9.588058422371455,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,0.9999450997587621,1.0,1.0,1.0,1.0,0.999868239421029,45.9855425082905,12.98743902984695,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,3feb7781f83754a7,2021.06.23.14.54.32_veh-16_01187_03336,1.0,1.0,1.0,1.0,1.0,1.0,13.106212394539197,2.839717525355457,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,4094b79867cd5f7b,2021.10.05.07.49.39_veh-52_00934_01406,0.9931883500043341,1.0,1.0,1.0,1.0,0.983652040010402,26.092292380984965,6.692514774433036,0.0,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,40b18724a90f5919,2021.06.14.16.32.09_veh-35_01781_02379,1.0,1.0,1.0,1.0,1.0,1.0,15.411541087156131,3.9090296144829817,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,1.0,1.0,1.0,1.0,1.0,1.0,20.265472366129014,5.397633332179489,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,430843d30f9258ed,2021.07.16.16.27.22_veh-26_02282_03814,0.9734461664637029,1.0,1.0,0.96875,1.0,0.9675207995128869,45.85389310789793,11.99783847301007,0.03125,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,440da7a31b255ef9,2021.06.14.17.26.26_veh-38_00104_00944,0.9999657790472847,1.0,1.0,1.0,1.0,0.9999178697134832,15.737476013892419,5.727413894390396,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,45cace6f6d275159,2021.06.23.14.58.13_veh-35_02037_04783,1.0,1.0,1.0,1.0,1.0,1.0,47.14898217193171,14.200087410975085,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,45e7e76381d85846,2021.05.12.22.28.35_veh-35_01175_02127,1.0,1.0,1.0,1.0,1.0,1.0,15.738394096804491,1.5521023995400671,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,0.5833333333333334,1.0,1.0,0.0,1.0,1.0,27.997911657005734,5.617784437549689,1.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,468894d189a75353,2021.07.16.16.01.30_veh-38_05766_06843,1.0,1.0,1.0,1.0,1.0,1.0,22.79449318377786,5.74248036514327,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,480434fc72d455af,2021.06.09.14.58.55_veh-35_00193_01084,0.9918114620877259,1.0,1.0,1.0,1.0,0.980347509010542,14.071813685688365,5.620198088629853,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,481b84c931245f5d,2021.07.16.01.22.41_veh-14_04315_07102,0.9937740826931659,1.0,1.0,1.0,1.0,0.9850577984635982,50.909149016305015,13.154384633919525,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,482b5439cb6c5350,2021.06.14.11.44.56_veh-35_03389_04017,1.0,1.0,1.0,1.0,1.0,1.0,13.77447286984808,2.8737724475294124,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,497e7be0400158a9,2021.10.11.08.31.07_veh-50_02146_02283,0.982714111910539,1.0,1.0,1.0,1.0,0.9585138685852936,43.13709003038842,11.915510167855796,0.0,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,4a8b4dff75c15a8a,2021.06.09.12.51.31_veh-35_03487_03821,1.0,1.0,1.0,1.0,1.0,1.0,14.23860796168406,4.969639965175951,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,4bfb866afaf35777,2021.07.16.00.51.05_veh-17_01938_03243,1.0,1.0,1.0,1.0,1.0,1.0,1.09511348061405,0.007655801911184332,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,4ecdbea836725622,2021.06.14.13.27.42_veh-35_04001_04236,1.0,1.0,1.0,1.0,1.0,1.0,6.5099684434864615,3.038090449888074,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,4f0df6de49515352,2021.08.17.14.45.12_veh-42_01119_01535,0.8053448767398015,1.0,0.8125,1.0,1.0,0.7953277041755235,27.97758124507972,8.553778083279646,0.1875,0.1875,0.1875,0.1875
a5_grpo_300,deployment,calibration,4ffc3aacc76d5d43,2021.06.14.14.03.45_veh-38_03180_03766,1.0,1.0,1.0,1.0,1.0,1.0,14.170187437689224,4.953507149408165,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,50e0c2fe698655a9,2021.07.16.01.22.41_veh-14_00572_01716,1.0,1.0,1.0,1.0,1.0,1.0,12.53997293449086,1.4501538060258314,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,52caccf1b3b95e4e,2021.06.23.20.00.35_veh-35_03660_04140,0.9997646745490407,1.0,1.0,1.0,1.0,0.9994352189176976,44.7382489158967,12.738331412243898,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,54399d56e69f5a2c,2021.10.11.05.34.05_veh-50_02309_02677,1.0,1.0,1.0,1.0,1.0,1.0,50.33167635250603,14.73484173471288,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,56df5b5a7f8d5964,2021.08.17.17.17.01_veh-45_02314_02798,0.9958424800700475,1.0,1.0,1.0,1.0,0.9900219521681141,34.54839310469306,9.90610708066228,0.0,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,570334268a395022,2021.06.14.19.22.11_veh-38_03242_03907,1.0,1.0,1.0,1.0,1.0,1.0,33.64575031532381,9.541938379077202,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,5895d1e3cb355fb9,2021.06.09.14.03.17_veh-12_00711_00839,1.0,1.0,1.0,1.0,1.0,1.0,15.157376461123064,6.241613440377501,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,5b620dbb3b4d5892,2021.06.08.16.31.33_veh-38_00015_00262,0.9685079160042577,1.0,1.0,0.96875,1.0,0.9556689984102184,23.891034094653552,4.52064224803814,0.03125,0.0,0.0,0.03125
a5_grpo_300,deployment,calibration,5bb0b67e360f5a85,2021.08.31.11.47.30_veh-40_00919_01000,0.9504613811840863,1.0,1.0,1.0,1.0,0.8811073148418072,30.291193233835113,6.541526524403741,0.0,0.0,0.0,0.5625
a5_grpo_300,deployment,calibration,5c722cde25ba50d9,2021.07.09.20.26.06_veh-35_03898_05974,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05662905471698756,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,5cfcccdb3e3c539b,2021.07.09.20.26.06_veh-35_00016_01757,1.0,1.0,1.0,1.0,1.0,1.0,16.148594638369403,5.8996021255333915,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,5d711f77d42054d6,2021.08.24.15.09.18_veh-45_00216_00862,0.9371360179514385,1.0,1.0,1.0,1.0,0.8491264430834525,10.445215385136198,3.7018611496682596,0.0,0.0,0.0,0.59375
a5_grpo_300,deployment,calibration,5daaf9b25cb558f9,2021.06.14.11.44.56_veh-35_02696_02932,1.0,1.0,1.0,1.0,1.0,1.0,21.735958564933725,5.296021013223226,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,5dbd0aba5f315388,2021.07.16.02.53.40_veh-17_00016_01588,1.0,1.0,1.0,1.0,1.0,1.0,8.553133956461371,3.6582050176702263,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,602d680df54553a2,2021.07.16.16.01.30_veh-38_02497_03871,1.0,1.0,1.0,1.0,1.0,1.0,15.119010154063103,4.100346925856943,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6176348b971f52c5,2021.06.14.16.48.02_veh-12_03472_03779,1.0,1.0,1.0,1.0,1.0,1.0,13.622124886512768,2.343949537148207,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,624789926abe5dac,2021.06.14.14.03.45_veh-38_03180_03766,1.0,1.0,1.0,1.0,1.0,1.0,19.816174897173493,4.378925988383063,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,66243e185353563a,2021.10.05.08.11.15_veh-50_01566_01801,0.9417573873858444,1.0,1.0,1.0,1.0,0.8602177297260264,17.064958267872246,5.287462415035175,0.0,0.0,0.0,0.46875
a5_grpo_300,deployment,calibration,66d5a6841d835e3a,2021.06.14.14.03.45_veh-38_04499_05170,0.9815931293020516,1.0,1.0,1.0,1.0,0.9558235103249237,10.056967732729937,3.276407936003785,0.0,0.0,0.0,0.125
a5_grpo_300,deployment,calibration,66d778b97714583a,2021.06.23.14.54.32_veh-16_01187_03336,1.0,1.0,1.0,1.0,1.0,1.0,11.31025876617076,5.0498811179625305,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6864977b221059e4,2021.07.16.16.27.22_veh-26_02282_03814,0.9968343658023667,1.0,1.0,1.0,1.0,0.99240247792568,11.74961599684811,5.226986718112657,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6a53dd2411825857,2021.06.14.18.13.35_veh-26_05600_05660,0.9660791627891664,1.0,1.0,1.0,1.0,0.9185899906939993,40.860526491385414,10.449271410830413,0.0,0.0,0.0,0.15625
a5_grpo_300,deployment,calibration,6aa0f931a89f5d9a,2021.07.09.02.42.50_veh-35_00038_02629,1.0,1.0,1.0,1.0,1.0,1.0,13.1670488783887,3.7542952943188688,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6b5978b04dc85323,2021.06.09.12.39.51_veh-26_04543_05321,1.0,1.0,1.0,1.0,1.0,1.0,8.792457039889607,1.216405111302311,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6b7469c8e2195492,2021.07.16.01.22.41_veh-14_02626_04289,0.977543926989151,1.0,1.0,1.0,1.0,0.9461054247739626,7.265071075207275,0.337825851939444,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6ca6a1a4f3dc5d85,2021.05.12.22.28.35_veh-35_01175_02127,0.9256191648084285,1.0,1.0,1.0,1.0,0.8214859955402285,5.018322339594343,0.7372191494314749,0.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,6dfe97d2aff95bf6,2021.07.09.17.06.37_veh-35_05026_05593,0.9955263116986718,1.0,1.0,1.0,1.0,0.9892631480768123,17.75295284746812,1.478601356575072,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6f3254ac0fb25c0e,2021.07.16.16.27.22_veh-26_02282_03814,0.9991926866098146,1.0,1.0,1.0,1.0,0.9980624478635551,24.49870541322256,5.327117002766246,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,6f471ee76c595c92,2021.06.14.19.22.11_veh-38_00910_01029,1.0,1.0,1.0,1.0,1.0,1.0,13.595892566647427,5.337786558292423,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,1.0,1.0,1.0,1.0,1.0,1.0,13.458464528114938,4.862557538085141,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,71452581394b54da,2021.07.16.01.22.41_veh-14_04315_07102,0.9968048848258666,1.0,1.0,1.0,1.0,0.99233172358208,9.499751645324428,0.24023041556434177,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,74ae55238ee5525d,2021.06.23.14.54.32_veh-16_01187_03336,0.9259069720005804,1.0,1.0,1.0,1.0,0.822176732801393,12.610885022191523,0.7049977672010748,0.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,74bf7898a5565ef7,2021.07.16.01.22.41_veh-14_04315_07102,0.9293561615185785,1.0,1.0,1.0,1.0,0.8304547876445882,15.304302821209463,2.029066910570439,0.0,0.0,0.0,0.8125
a5_grpo_300,deployment,calibration,76c61e8e77975178,2021.07.16.01.22.41_veh-14_00572_01716,1.0,1.0,1.0,1.0,1.0,1.0,21.910103446981886,6.005417495451836,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,78273a4b69465c1f,2021.06.08.14.36.49_veh-38_00312_00694,1.0,1.0,1.0,1.0,1.0,1.0,15.797767021860562,4.24244736129578,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7a03013d34b355c1,2021.07.09.20.26.06_veh-35_00016_01757,0.9986516509320841,1.0,1.0,1.0,1.0,0.9967639622370018,7.939044047582506,0.9155890516515678,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7a0635b7942859c6,2021.07.16.00.51.05_veh-17_01352_01901,1.0,1.0,1.0,1.0,1.0,1.0,50.95620235117677,13.516191326357792,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7ae1fa9094f355c5,2021.06.14.14.03.45_veh-38_00088_00769,1.0,1.0,1.0,1.0,1.0,1.0,30.027363052151042,8.358914744248562,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7af6867add5b5f2c,2021.06.14.16.48.02_veh-12_03472_03779,0.9987182551683642,1.0,1.0,1.0,1.0,0.9969238124040742,14.755211433466554,6.042721695660504,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7b20cfb388a15b3d,2021.07.16.16.08.35_veh-35_03711_04709,0.9923072074497775,1.0,1.0,1.0,1.0,0.9815372978794661,32.897742903272324,6.259782393505178,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7b840b044a6a5e8d,2021.06.09.14.58.55_veh-35_01894_02311,1.0,1.0,1.0,1.0,1.0,1.0,10.365722805831325,1.7618984712347119,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7c767d74b5fb5b5e,2021.10.11.07.12.18_veh-50_01571_01823,0.8884716047525458,1.0,1.0,1.0,1.0,0.7323318514061099,17.85929549347767,4.924998097078916,0.0,0.0,0.0,1.0
a5_grpo_300,deployment,calibration,7cfa2141cf77549d,2021.06.23.14.06.20_veh-26_00020_01142,0.0,1.0,0.0,1.0,1.0,0.0,16.146023812159125,3.9198791647298195,1.0,1.0,1.0,1.0
a5_grpo_300,deployment,calibration,7da6b01adf435bd5,2021.08.17.16.57.11_veh-08_00354_01167,0.9970499587342093,1.0,1.0,1.0,1.0,0.9929199009621024,37.40989962664815,11.252249306568435,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7f2409d7f6705308,2021.08.17.14.32.33_veh-08_01262_01528,1.0,1.0,1.0,1.0,1.0,1.0,43.48145135261531,12.700084998530937,0.0,0.0,0.0,0.0
a5_grpo_300,deployment,calibration,7f35bb1a29c1549f,2021.07.09.20.26.06_veh-35_00016_01757,0.8996420733077357,0.96875,1.0,0.8125,1.0,0.9807819518771314,7.0583763722978885,1.1668870427965075,0.1875,0.0,0.0625,0.1875
a5_grpo_300,deployment,calibration,7fe6e7ce9cb7559d,2021.06.23.18.23.38_veh-26_00663_01217,1.0,1.0,1.0,1.0,1.0,1.0,24.182884714189196,6.618670148452658,0.0,0.0,0.0,0.0
