protocol,split,token,log,PDMS_grpo,NC_grpo,DAC_grpo,TTC_grpo,Comfort_grpo,EP_grpo,raw_progress_grpo,end_speed_grpo,failure_grpo,zero_score_grpo,pdms_below50_grpo,pdms_below95_grpo,PDMS_sft,NC_sft,DAC_sft,TTC_sft,Comfort_sft,EP_sft,raw_progress_sft,end_speed_sft,failure_sft,zero_score_sft,pdms_below50_sft,pdms_below95_sft,PDMS,NC,DAC,TTC,Comfort,EP,raw_progress,end_speed,failure,zero_score,pdms_below50,pdms_below95
deployment,calibration,0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,1.0,1.0,1.0,1.0,1.0,1.0,16.636578163517502,6.4836357674631335,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.164544547141187,5.875579511440049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.472033616376315,0.6080562560230849,0.0,0.0,0.0,0.0
deployment,calibration,1035d1c56f0f5ba9,2021.09.15.15.34.53_veh-28_00512_01084,0.9979641014586779,1.0,1.0,1.0,1.0,0.995113843500827,49.88810488524264,14.65199718528799,0.0,0.0,0.0,0.0,0.9548714845652886,1.0,1.0,1.0,1.0,0.8916915629566925,41.34730361118839,10.772756589755755,0.0,0.0,0.0,0.0,0.04309261689338928,0.0,0.0,0.0,0.0,0.10342228054413449,8.540801274054253,3.879240595532236,0.0,0.0,0.0,0.0
deployment,calibration,1090fdb8b57850f6,2021.08.17.13.15.12_veh-45_00324_00489,0.9999873321510353,1.0,1.0,1.0,1.0,0.9999695971624847,44.05680104234453,12.078461686125726,0.0,0.0,0.0,0.0,0.9799053782484936,1.0,1.0,1.0,1.0,0.9517729077963846,38.660729277138884,9.992073969271003,0.0,0.0,0.0,0.0,0.02008195390254175,0.0,0.0,0.0,0.0,0.04819668936610011,5.396071765205647,2.0863877168547234,0.0,0.0,0.0,0.0
deployment,calibration,12264b570ba358e9,2021.10.11.05.34.05_veh-50_00971_01251,0.9854418324227691,1.0,1.0,1.0,1.0,0.9650603978146457,15.155607695448463,4.981112574441646,0.0,0.0,0.0,0.0625,0.9046439762247737,1.0,1.0,1.0,1.0,0.7711455429394567,12.041596801189263,3.929229428488775,0.0,0.0,0.0,1.0,0.0807978561979954,0.0,0.0,0.0,0.0,0.193914854875189,3.1140108942592004,1.0518831459528708,0.0,0.0,0.0,-0.9375
deployment,calibration,1734440b807a58ef,2021.10.11.02.57.41_veh-50_00704_00776,1.0,1.0,1.0,1.0,1.0,1.0,45.14095411115077,13.289171870798864,0.0,0.0,0.0,0.0,0.9064253433968436,1.0,1.0,1.0,1.0,0.7754208241524244,33.6490696367561,8.09228091855929,0.0,0.0,0.0,1.0,0.09357465660315645,0.0,0.0,0.0,0.0,0.22457917584757559,11.491884474394666,5.196890952239574,0.0,0.0,0.0,-1.0
deployment,calibration,190b153cfd3b5302,2021.07.16.01.22.41_veh-14_04315_07102,0.8531697632916359,1.0,1.0,0.65625,1.0,0.9913574318999261,22.647521466641148,3.7354038287818154,0.34375,0.0,0.0,0.34375,0.9613297201142847,1.0,1.0,1.0,1.0,0.9071913282742835,20.567622184738546,3.3390810314941524,0.0,0.0,0.0,0.0,-0.1081599568226489,0.0,0.0,-0.34375,0.0,0.08416610362564259,2.079899281902602,0.39632279728766306,0.34375,0.0,0.0,0.34375
deployment,calibration,1aa0acb229945e9b,2021.08.31.13.27.52_veh-40_00869_01319,0.9989535623157397,1.0,1.0,1.0,1.0,0.9974885495577753,29.598037903713788,8.385836237826911,0.0,0.0,0.0,0.0,0.9649460064596345,1.0,1.0,1.0,1.0,0.9158704155031229,24.942107879625453,6.51872143522815,0.0,0.0,0.0,0.0,0.034007555856105265,0.0,0.0,0.0,0.0,0.08161813405465246,4.655930024088335,1.8671148025987616,0.0,0.0,0.0,0.0
deployment,calibration,1b7a2afa56df5d20,2021.07.09.20.26.06_veh-35_03898_05974,0.9922105594668481,1.0,1.0,1.0,1.0,0.9813053427204353,17.830949554152944,4.5547922565177394,0.0,0.0,0.0,0.0,0.9678027997116598,1.0,1.0,1.0,1.0,0.9227267193079836,16.013254380949874,3.948678990728972,0.0,0.0,0.0,0.0,0.024407759755188274,0.0,0.0,0.0,0.0,0.05857862341245179,1.8176951732030702,0.6061132657887676,0.0,0.0,0.0,0.0
deployment,calibration,1cb9fa36aea25d6a,2021.07.16.01.22.41_veh-14_02626_04289,1.0,1.0,1.0,1.0,1.0,1.0,20.48273798331385,5.404185394381276,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.451870299515903,4.974611988942331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030867683797947,0.42957340543894507,0.0,0.0,0.0,0.0
deployment,calibration,1d0a4f1f6cbd5e38,2021.06.14.18.13.35_veh-26_02033_02313,1.0,1.0,1.0,1.0,1.0,1.0,13.704001680291634,5.677385490575329,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.171331679842822,5.414376783105106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5326700004488121,0.263008707470223,0.0,0.0,0.0,0.0
deployment,calibration,1d45b9d20e9d5f92,2021.06.23.14.06.20_veh-26_00020_01142,0.980526519447489,1.0,1.0,1.0,1.0,0.9532636466739737,19.145194756065298,3.1818864315056303,0.0,0.0,0.0,0.0,0.9251269981202694,1.0,1.0,1.0,1.0,0.8203047954886468,16.47487043459625,2.72158007616729,0.0,0.0,0.0,1.0,0.05539952132721959,0.0,0.0,0.0,0.0,0.1329588511853269,2.670324321469046,0.4603063553383402,0.0,0.0,0.0,-1.0
deployment,calibration,1dbae60fb78c532a,2021.08.17.17.17.01_veh-45_02098_02251,0.8867510208265545,1.0,1.0,1.0,1.0,0.728202449983731,18.57817522919262,5.239654189270638,0.0,0.0,0.0,1.0,0.8397840530991002,1.0,1.0,1.0,1.0,0.6154817274378406,15.70240169194959,4.0386456383348985,0.0,0.0,0.0,1.0,0.046966967727454345,0.0,0.0,0.0,0.0,0.11272072254589038,2.875773537243031,1.2010085509357395,0.0,0.0,0.0,0.0
deployment,calibration,1decf76c77be59c8,2021.08.17.13.15.12_veh-45_02025_02103,1.0,1.0,1.0,1.0,1.0,1.0,48.490705587184145,12.130318621540475,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,46.83084436704295,11.434836860141678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6598612201411953,0.6954817613987974,0.0,0.0,0.0,0.0
deployment,calibration,1f71cdf4e4c65299,2021.07.09.23.23.48_veh-26_02228_04624,0.8941696506451202,1.0,1.0,1.0,1.0,0.7460071615482885,7.236709509219429,0.5172507177135036,0.0,0.0,0.0,1.0,0.8147291849798239,1.0,1.0,1.0,1.0,0.5553500439515775,5.387223006906305,0.11597027365217963,0.0,0.0,0.0,1.0,0.07944046566529628,0.0,0.0,0.0,0.0,0.190657117596711,1.8494865023131233,0.401280444061324,0.0,0.0,0.0,0.0
deployment,calibration,21ef5641389c54b2,2021.08.17.19.18.39_veh-08_00118_00178,1.0,1.0,1.0,1.0,1.0,1.0,53.54227953105073,13.85681542780416,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,48.59849299076252,11.60765602695447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.943786540288208,2.24915940084969,0.0,0.0,0.0,0.0
deployment,calibration,23ba8f4aee055e34,2021.08.31.12.21.30_veh-40_00056_00155,0.9663698370781522,1.0,1.0,1.0,1.0,0.9192876089875651,22.52615648142581,7.076027457559546,0.0,0.0,0.0,0.1875,0.9345492119182591,1.0,1.0,1.0,1.0,0.842918108603822,20.646967460194883,6.230374785059867,0.0,0.0,0.0,0.9375,0.031820625159893035,0.0,0.0,0.0,0.0,0.07636950038374313,1.8791890212309283,0.8456526724996785,0.0,0.0,0.0,-0.75
deployment,calibration,23e39302332152b2,2021.09.15.14.27.22_veh-39_00038_00414,0.9941782181005553,1.0,1.0,1.0,1.0,0.9860277234413328,31.54600252574765,10.046358263803635,0.0,0.0,0.0,0.0,0.9396285957814232,1.0,1.0,1.0,1.0,0.8551086298754157,26.3253335403319,7.718791877122287,0.0,0.0,0.0,1.0,0.054549622319132074,0.0,0.0,0.0,0.0,0.13091909356591713,5.220668985415749,2.3275663866813474,0.0,0.0,0.0,-1.0
deployment,calibration,244f412a59375c65,2021.06.14.13.27.42_veh-35_04001_04236,1.0,1.0,1.0,1.0,1.0,1.0,6.838827465343148,2.464523910461841,0.0,0.0,0.0,0.0,0.9727631311547655,1.0,1.0,1.0,1.0,0.9346315147714372,5.517649038402859,2.0402227501892654,0.0,0.0,0.0,0.0,0.027236868845234463,0.0,0.0,0.0,0.0,0.06536848522856276,1.321178426940289,0.4243011602725755,0.0,0.0,0.0,0.0
deployment,calibration,2581d16dc1aa557e,2021.07.09.20.26.06_veh-35_03898_05974,0.9602954890337088,1.0,1.0,1.0,1.0,0.9047091736809011,5.26706438112056,0.1351522321136671,0.0,0.0,0.0,0.0,0.9144046960484687,1.0,1.0,1.0,1.0,0.7945712705163249,4.625860065252695,0.07397216595836027,0.0,0.0,0.0,1.0,0.045890792985240014,0.0,0.0,0.0,0.0,0.11013790316457617,0.6412043158678653,0.061180066155306814,0.0,0.0,0.0,-1.0
deployment,calibration,26043d2de718532d,2021.07.09.02.42.50_veh-35_00038_02629,1.0,1.0,1.0,1.0,1.0,1.0,29.62344929994714,8.206122396958566,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.30213790729373,7.1579887424832105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32131139265341,1.0481336544753557,0.0,0.0,0.0,0.0
deployment,calibration,2617f0cd70705817,2021.06.09.14.58.55_veh-35_04695_05321,1.0,1.0,1.0,1.0,1.0,1.0,20.91906720888236,5.004597303536947,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.748637269492043,4.562228649367731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.170429939390317,0.4423686541692158,0.0,0.0,0.0,0.0
deployment,calibration,288f0194b6d45858,2021.08.24.15.09.18_veh-45_00216_00862,0.9683381419248506,1.0,1.0,1.0,1.0,0.9240115406196414,24.112455273062494,7.4307946741713415,0.0,0.0,0.0,0.09375,0.9175338890100576,1.0,1.0,1.0,1.0,0.8020813336241384,20.930637153515274,6.08012560988235,0.0,0.0,0.0,1.0,0.05080425291479296,0.0,0.0,0.0,0.0,0.12193020699550305,3.18181811954722,1.3506690642889918,0.0,0.0,0.0,-0.90625
deployment,calibration,2b07bad4bce156cd,2021.06.09.17.37.09_veh-12_01465_01790,1.0,1.0,1.0,1.0,1.0,1.0,20.18289592812322,4.49117772378738,0.0,0.0,0.0,0.0,0.9993612908011373,1.0,1.0,1.0,1.0,0.9984670979227295,18.61970149407707,3.876788195589829,0.0,0.0,0.0,0.0,0.0006387091988626636,0.0,0.0,0.0,0.0,0.001532902077270526,1.5631944340461494,0.6143895281975507,0.0,0.0,0.0,0.0
deployment,calibration,2b2663b56a6555a2,2021.06.09.20.26.11_veh-35_01227_01514,1.0,1.0,1.0,1.0,1.0,1.0,13.646147575707499,2.006584954543416,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.99965275801828,1.949015550325659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464948176892182,0.057569404217757025,0.0,0.0,0.0,0.0
deployment,calibration,2b62f0fd336e5ce1,2021.06.14.13.28.41_veh-12_02070_02140,0.9173228909882066,1.0,1.0,1.0,1.0,0.8015749383716959,7.404593435656349,0.4782953984565319,0.0,0.0,0.0,1.0,0.8424388149579183,1.0,1.0,1.0,1.0,0.6218531558990039,5.744403393481319,0.16982313647842442,0.0,0.0,0.0,1.0,0.07488407603028835,0.0,0.0,0.0,0.0,0.179721782472692,1.6601900421750306,0.3084722619781075,0.0,0.0,0.0,0.0
deployment,calibration,2c274b54e82b55e7,2021.08.17.13.15.12_veh-45_02304_02650,0.8717743500190923,1.0,1.0,0.96875,1.0,0.7235084400458216,16.318277744970075,2.8170973037509603,0.03125,0.0,0.03125,1.0,0.8308920201801621,1.0,1.0,1.0,1.0,0.5941408484323888,13.400473094326113,2.2737763634011428,0.0,0.0,0.0,1.0,0.040882329838930254,0.0,0.0,-0.03125,0.0,0.1293675916134328,2.917804650643962,0.5433209403498176,0.03125,0.0,0.03125,0.0
deployment,calibration,2c76b8e2d1d85701,2021.06.09.12.39.51_veh-26_03951_04180,0.9893299574834263,1.0,1.0,1.0,1.0,0.9743918979602231,17.3607889505929,3.95691932257407,0.0,0.0,0.0,0.0,0.9622168816775498,1.0,1.0,1.0,1.0,0.9093205160261196,16.146239993562176,3.612892796580129,0.0,0.0,0.0,0.0,0.02711307580587652,0.0,0.0,0.0,0.0,0.06507138193410344,1.2145489570307255,0.34402652599394123,0.0,0.0,0.0,0.0
deployment,calibration,2ce54722e81a5726,2021.07.16.16.01.30_veh-38_00356_02486,0.9869791666666666,1.0,1.0,0.96875,1.0,1.0,16.257622170983538,4.558919793412521,0.03125,0.0,0.0,0.03125,1.0,1.0,1.0,1.0,1.0,1.0,14.673829151436584,4.051522587840531,0.0,0.0,0.0,0.0,-0.01302083333333337,0.0,0.0,-0.03125,0.0,0.0,1.5837930195469543,0.5073972055719898,0.03125,0.0,0.0,0.03125
deployment,calibration,2d6b6f9cbf895767,2021.07.16.18.19.22_veh-35_00440_00858,0.9885606228599179,1.0,1.0,1.0,1.0,0.9725454948638028,9.780384134031033,0.8221171922065013,0.0,0.0,0.0,0.0,0.9018037314273534,1.0,1.0,1.0,1.0,0.7643289554256479,7.6451563538380825,0.41018866445911434,0.0,0.0,0.0,0.9375,0.08675689143256449,0.0,0.0,0.0,0.0,0.20821653943815488,2.1352277801929507,0.4119285277473869,0.0,0.0,0.0,-0.9375
deployment,calibration,2e94974489245ae6,2021.06.14.14.25.15_veh-26_03675_03860,1.0,1.0,1.0,1.0,1.0,1.0,20.110687177421276,5.1878608663430565,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,19.532839610510393,4.981870960967826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5778475669108829,0.20598990537523054,0.0,0.0,0.0,0.0
deployment,calibration,2e976da85a8b5e5b,2021.10.11.07.12.18_veh-50_00541_00832,1.0,1.0,1.0,1.0,1.0,1.0,51.80769955587165,15.26320609178327,0.0,0.0,0.0,0.0,0.9362701377945689,1.0,1.0,1.0,1.0,0.8470483307069654,41.830747524777976,10.792825164447297,0.0,0.0,0.0,1.0,0.06372986220543109,0.0,0.0,0.0,0.0,0.1529516692930346,9.976952031093674,4.470380927335972,0.0,0.0,0.0,-1.0
deployment,calibration,2f7f18f806515128,2021.06.09.17.37.09_veh-12_02639_02992,0.7840094748375845,1.0,1.0,0.5,1.0,0.981622739610203,19.862640080311294,2.362933158104043,0.5,0.0,0.0,0.5,0.955887895025151,1.0,1.0,1.0,1.0,0.8941309480603624,17.992904028990033,2.109165297862138,0.0,0.0,0.0,0.0,-0.1718784201875665,0.0,0.0,-0.5,0.0,0.08749179154984055,1.8697360513212615,0.2537678602419051,0.5,0.0,0.0,0.5
deployment,calibration,339d5c1111125971,2021.06.09.11.54.15_veh-12_02288_02529,1.0,1.0,1.0,1.0,1.0,1.0,37.316810613365966,11.617214292674722,0.0,0.0,0.0,0.0,0.9934115002373041,1.0,1.0,1.0,1.0,0.9841876005695296,34.80642624231791,10.464476616490142,0.0,0.0,0.0,0.0,0.006588499762695932,0.0,0.0,0.0,0.0,0.015812399430470414,2.5103843710480547,1.1527376761845805,0.0,0.0,0.0,0.0
deployment,calibration,3609537de0105997,2021.10.05.08.11.15_veh-50_00163_00321,0.9800329053404571,1.0,1.0,1.0,1.0,0.9520789728170971,39.874333312117216,11.234047899497572,0.0,0.0,0.0,0.03125,0.8970389184113216,1.0,1.0,1.0,1.0,0.7528934041871717,31.5321768510701,7.784512530299602,0.0,0.0,0.0,1.0,0.08299398692913551,0.0,0.0,0.0,0.0,0.19918556862992542,8.342156461047114,3.44953536919797,0.0,0.0,0.0,-0.96875
deployment,calibration,38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,0.9598073315847622,1.0,1.0,1.0,1.0,0.9035375958034293,25.25927036943126,8.725621655981797,0.0,0.0,0.0,0.0,0.9418784143112789,1.0,1.0,1.0,1.0,0.8605081943470695,24.056341691898453,8.172595830740532,0.0,0.0,0.0,0.84375,0.017928917273483225,0.0,0.0,0.0,0.0,0.043029401456359806,1.2029286775328067,0.5530258252412654,0.0,0.0,0.0,-0.84375
deployment,calibration,390944a5467b51c5,2021.06.07.17.46.49_veh-35_04084_04828,1.0,1.0,1.0,1.0,1.0,1.0,4.589186402972266,0.24526502007389187,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3697939526264316,0.05031671298678911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2193924503458344,0.19494830708710276,0.0,0.0,0.0,0.0
deployment,calibration,392e034cb2a55053,2021.10.05.06.31.40_veh-52_00005_00342,0.75,0.8125,0.9375,0.8125,1.0,0.75,13.291293362893732,3.369667078906939,0.25,0.25,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,11.464159976107382,2.7886385965303324,0.0,0.0,0.0,0.0,-0.25,-0.1875,-0.0625,-0.1875,0.0,-0.25,1.8271333867863504,0.5810284823766065,0.25,0.25,0.25,0.25
deployment,calibration,39fe00229f7b5ac4,2021.07.16.16.01.30_veh-38_03893_05253,0.926505770313193,1.0,1.0,1.0,1.0,0.8236138487516633,19.62399277335011,6.339211964405342,0.0,0.0,0.0,1.0,0.8847183060446123,1.0,1.0,1.0,1.0,0.7233239345070696,17.234415964559428,4.942602669695935,0.0,0.0,0.0,1.0,0.04178746426858071,0.0,0.0,0.0,0.0,0.10028991424459377,2.3895768087906823,1.3966092947094069,0.0,0.0,0.0,0.0
deployment,calibration,3ac61ac2f2b652b7,2021.06.14.16.48.02_veh-12_01732_01853,1.0,1.0,1.0,1.0,1.0,1.0,14.494567545280212,3.600266910132732,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.27736685950863,3.225007651543997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2172006857715818,0.37525925858873466,0.0,0.0,0.0,0.0
deployment,calibration,3ac7810599d457a1,2021.07.16.18.49.56_veh-26_00833_03384,1.0,1.0,1.0,1.0,1.0,1.0,13.777077162937662,3.2103667904898097,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.3573003955198,3.0965611885888933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4197767674178614,0.11380560190091638,0.0,0.0,0.0,0.0
deployment,calibration,3ae8bec3c87f599a,2021.07.16.16.01.30_veh-38_02497_03871,1.0,1.0,1.0,1.0,1.0,1.0,18.41312361924789,6.8206888624708935,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17.91204020053938,6.843880407283671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5010834187085109,-0.023191544812777742,0.0,0.0,0.0,0.0
deployment,calibration,3c297001ef2d5acb,2021.07.16.18.49.56_veh-26_00256_00822,0.9892062156983764,1.0,1.0,1.0,1.0,0.9740949176761033,12.781741279395622,5.218515983720005,0.0,0.0,0.0,0.0,0.9504128853566876,1.0,1.0,1.0,1.0,0.8809909248560501,11.279263296922096,4.540938824850105,0.0,0.0,0.0,0.28125,0.03879333034168886,0.0,0.0,0.0,0.0,0.09310399282005322,1.5024779824735255,0.6775771588698998,0.0,0.0,0.0,-0.28125
deployment,calibration,3c9433a90ab05621,2021.06.14.14.03.45_veh-38_00088_00769,1.0,1.0,1.0,1.0,1.0,1.0,12.436095137139516,1.3299054733479527,0.0,0.0,0.0,0.0,0.9696330953895923,1.0,1.0,1.0,1.0,0.9271194289350216,11.168941854617833,1.2136647142627361,0.0,0.0,0.0,0.0,0.030366904610407697,0.0,0.0,0.0,0.0,0.07288057106497836,1.267153282521683,0.11624075908521658,0.0,0.0,0.0,0.0
deployment,calibration,3d44a52acf525ec7,2021.09.15.15.34.53_veh-28_00512_01084,1.0,1.0,1.0,1.0,1.0,1.0,16.20865783127069,0.896231124452362,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,15.489431462227138,0.9106305407542437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7192263690435503,-0.014399416301881685,0.0,0.0,0.0,0.0
deployment,calibration,3e83f47571b05337,2021.06.09.14.50.36_veh-26_00832_00905,1.0,1.0,1.0,1.0,1.0,1.0,35.03881241067885,9.588058422371455,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,34.3628050748678,9.472275942409235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760073358110503,0.11578247996222046,0.0,0.0,0.0,0.0
deployment,calibration,3e9026530c475726,2021.08.17.14.32.33_veh-08_01576_01919,0.9999450997587621,1.0,1.0,1.0,1.0,0.999868239421029,45.9855425082905,12.98743902984695,0.0,0.0,0.0,0.0,0.9598152421465086,1.0,1.0,1.0,1.0,0.9035565811516205,38.271120311017214,9.589303786271486,0.0,0.0,0.0,0.0,0.04012985761225352,0.0,0.0,0.0,0.0,0.09631165826940846,7.7144221972732865,3.3981352435754637,0.0,0.0,0.0,0.0
deployment,calibration,3feb7781f83754a7,2021.06.23.14.54.32_veh-16_01187_03336,1.0,1.0,1.0,1.0,1.0,1.0,13.106212394539197,2.839717525355457,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.906144207036942,2.5294529658228053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000681875022554,0.31026455953265186,0.0,0.0,0.0,0.0
