token,log,split,model,protocol,scope,tolerance_m,scenes,matched_scene,matched_groups,total_groups,high_score_groups,matched_high_score_groups,candidate_pairs,full_score_pairs
022fef6d66485384,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,55,51
022fef6d66485384,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,126,117
022fef6d66485384,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,104,96
022fef6d66485384,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,220,203
025b2d4de25c5036,2021.06.09.14.50.36_veh-26_05825_05901,calibration,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,0,0,0,0
025b2d4de25c5036,2021.06.09.14.50.36_veh-26_05825_05901,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,0,0,0,0
025b2d4de25c5036,2021.06.09.14.50.36_veh-26_05825_05901,calibration,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,0,0,0,0
025b2d4de25c5036,2021.06.09.14.50.36_veh-26_05825_05901,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,0,0,0,0
025b2d4de25c5036,2021.06.09.14.50.36_veh-26_05825_05901,calibration,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,0,0,0,0
025b2d4de25c5036,2021.06.09.14.50.36_veh-26_05825_05901,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,0,0,0,0
0264cfbeb1705e5f,2021.06.09.11.54.15_veh-12_00015_00259,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,0,0,0,0
0264cfbeb1705e5f,2021.06.09.11.54.15_veh-12_00015_00259,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,0,0,0,0
0264cfbeb1705e5f,2021.06.09.11.54.15_veh-12_00015_00259,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,0,0,0,0
0264cfbeb1705e5f,2021.06.09.11.54.15_veh-12_00015_00259,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,0,0,0,0
0264cfbeb1705e5f,2021.06.09.11.54.15_veh-12_00015_00259,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,0,0,0,0
0264cfbeb1705e5f,2021.06.09.11.54.15_veh-12_00015_00259,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,0,0,0,0
02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,33,31
02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,72,66
02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,68,63
02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,145,134
02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,129,119
02ef12eeec9c5667,2021.08.17.14.32.33_veh-08_01262_01528,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,264,245
0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,43,13
0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,93,27
0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,64,28
0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,140,59
0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,91,49
0354be0727e25157,2021.06.23.15.56.12_veh-16_01308_04289,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,201,107
0506b1697fb05337,2021.10.06.18.52.07_veh-28_01474_01908,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,2,0,0,0
0506b1697fb05337,2021.10.06.18.52.07_veh-28_01474_01908,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,2,0,0,0
0506b1697fb05337,2021.10.06.18.52.07_veh-28_01474_01908,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,2,0,0,0
0506b1697fb05337,2021.10.06.18.52.07_veh-28_01474_01908,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,2,0,0,0
0506b1697fb05337,2021.10.06.18.52.07_veh-28_01474_01908,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,2,0,0,0
0506b1697fb05337,2021.10.06.18.52.07_veh-28_01474_01908,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,2,0,0,0
05986621844f54a2,2021.10.05.07.10.04_veh-52_00689_01322,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,36,0
05986621844f54a2,2021.10.05.07.10.04_veh-52_00689_01322,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,63,0
05986621844f54a2,2021.10.05.07.10.04_veh-52_00689_01322,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,76,0
05986621844f54a2,2021.10.05.07.10.04_veh-52_00689_01322,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,133,0
05986621844f54a2,2021.10.05.07.10.04_veh-52_00689_01322,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,80,0
05986621844f54a2,2021.10.05.07.10.04_veh-52_00689_01322,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,145,0
059fb1d0f20e58d6,2021.09.15.13.16.40_veh-28_00642_01267,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,2,0,0,0
059fb1d0f20e58d6,2021.09.15.13.16.40_veh-28_00642_01267,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,2,0,0,0
059fb1d0f20e58d6,2021.09.15.13.16.40_veh-28_00642_01267,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,2,0,0,0
059fb1d0f20e58d6,2021.09.15.13.16.40_veh-28_00642_01267,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,2,0,0,0
059fb1d0f20e58d6,2021.09.15.13.16.40_veh-28_00642_01267,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,2,0,0,0
059fb1d0f20e58d6,2021.09.15.13.16.40_veh-28_00642_01267,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,2,0,0,0
05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,23,23
05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,55,53
05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,52,49
05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,115,110
05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,105,99
05c91985246d58a6,2021.07.09.17.06.37_veh-35_00928_02567,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,220,208
064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,173,173
064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,361,361
064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,201,201
064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,416,416
064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,228,228
064bbfac76a95dae,2021.09.14.20.42.30_veh-45_00805_01078,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,471,471
071d2ff38b4855ed,2021.07.16.22.40.23_veh-38_00016_00182,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,4,0
071d2ff38b4855ed,2021.07.16.22.40.23_veh-38_00016_00182,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,8,0
071d2ff38b4855ed,2021.07.16.22.40.23_veh-38_00016_00182,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,4,0
071d2ff38b4855ed,2021.07.16.22.40.23_veh-38_00016_00182,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,8,0
071d2ff38b4855ed,2021.07.16.22.40.23_veh-38_00016_00182,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,4,0
071d2ff38b4855ed,2021.07.16.22.40.23_veh-38_00016_00182,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,8,0
073c4d0738b45047,2021.10.05.06.24.06_veh-50_01311_01409,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,55,55
073c4d0738b45047,2021.10.05.06.24.06_veh-50_01311_01409,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,128,128
073c4d0738b45047,2021.10.05.06.24.06_veh-50_01311_01409,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,120,120
073c4d0738b45047,2021.10.05.06.24.06_veh-50_01311_01409,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,251,251
073c4d0738b45047,2021.10.05.06.24.06_veh-50_01311_01409,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,194,194
073c4d0738b45047,2021.10.05.06.24.06_veh-50_01311_01409,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,401,401
076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,85,85
076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,185,185
076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,134,134
076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,278,278
076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,167,167
076f5a91273050e6,2021.09.15.14.27.22_veh-39_01491_01763,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,347,347
0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,147,147
0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,303,303
0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,191,191
0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,392,392
0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,230,230
0827c1c05e0e5596,2021.07.09.23.23.48_veh-26_04648_06327,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,475,475
089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,38,38
089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,75,75
089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,74,74
089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,159,159
089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,117,117
089b0ec6d7d35c09,2021.07.16.16.27.22_veh-26_03836_05047,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,251,251
09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,122,122
09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,242,242
09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,162,162
09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,324,324
09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,227,227
09961e24208b5972,2021.08.24.19.30.33_veh-45_01391_01523,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,466,466
0996ce03d2325a75,2021.09.15.13.16.40_veh-28_00088_00157,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,33,0
0996ce03d2325a75,2021.09.15.13.16.40_veh-28_00088_00157,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,57,0
0996ce03d2325a75,2021.09.15.13.16.40_veh-28_00088_00157,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,57,0
0996ce03d2325a75,2021.09.15.13.16.40_veh-28_00088_00157,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,111,0
0996ce03d2325a75,2021.09.15.13.16.40_veh-28_00088_00157,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,88,0
0996ce03d2325a75,2021.09.15.13.16.40_veh-28_00088_00157,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,198,0
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,56,9
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,124,21
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,116,9
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,241,21
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,139,9
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,283,21
0b2061c2aced52de,2021.09.15.11.49.23_veh-28_02024_02091,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,39,39
0b2061c2aced52de,2021.09.15.11.49.23_veh-28_02024_02091,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,84,84
0b2061c2aced52de,2021.09.15.11.49.23_veh-28_02024_02091,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,74,74
0b2061c2aced52de,2021.09.15.11.49.23_veh-28_02024_02091,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,162,162
0b2061c2aced52de,2021.09.15.11.49.23_veh-28_02024_02091,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,139,138
0b2061c2aced52de,2021.09.15.11.49.23_veh-28_02024_02091,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,289,287
0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,181,181
0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,376,376
0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,201,201
0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,412,412
0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,227,227
0b9f2aceebbf5003,2021.06.14.11.44.56_veh-35_00059_00410,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,468,468
0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,219,219
0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,454,454
0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,238,238
0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,490,490
0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,240,240
0bc3c50e1292529c,2021.06.14.14.25.15_veh-26_02932_03190,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,496,496
0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,184,184
0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,379,379
0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,232,232
0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,484,484
0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,240,240
0c9d055f4ccc5d64,2021.07.09.02.42.50_veh-35_00038_02629,calibration,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,496,496
0cb726068f4d5c59,2021.07.09.15.53.28_veh-38_04273_04767,confirmation,a5_grpo_300,deployment,within_group,0.25,1,False,0,2,2,0,0,0
0cb726068f4d5c59,2021.07.09.15.53.28_veh-38_04273_04767,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,False,0,2,2,0,0,0
0cb726068f4d5c59,2021.07.09.15.53.28_veh-38_04273_04767,confirmation,a5_grpo_300,deployment,within_group,0.5,1,False,0,2,2,0,0,0
0cb726068f4d5c59,2021.07.09.15.53.28_veh-38_04273_04767,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,False,0,2,2,0,0,0
0cb726068f4d5c59,2021.07.09.15.53.28_veh-38_04273_04767,confirmation,a5_grpo_300,deployment,within_group,1.0,1,False,0,2,2,0,0,0
0cb726068f4d5c59,2021.07.09.15.53.28_veh-38_04273_04767,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,False,0,2,2,0,0,0
0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,36,0
0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,a5_grpo_300,deployment,merged_two_groups,0.25,1,True,2,2,2,2,83,0
0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,a5_grpo_300,deployment,within_group,0.5,1,True,2,2,2,2,74,0
0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,a5_grpo_300,deployment,merged_two_groups,0.5,1,True,2,2,2,2,162,0
0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,a5_grpo_300,deployment,within_group,1.0,1,True,2,2,2,2,114,0
0d24b5cc9f005fe0,2021.06.23.16.54.19_veh-35_00016_00755,confirmation,a5_grpo_300,deployment,merged_two_groups,1.0,1,True,2,2,2,2,242,0
0f276bab4fa85df0,2021.06.09.12.39.51_veh-26_02989_03385,confirmation,a5_grpo_300,deployment,within_group,0.25,1,True,2,2,2,2,62,0
