comparison,metric,unit,baseline_mean,after_mean,mean_difference,median_difference,ci_low,ci_high,token_win_fraction,scene_win_fraction,n_tokens,n_scene_clusters,seed_protocol
a5_e2,TTC,percentage_points,94.29065743944636,89.69352446861097,-4.597132970835393,0.0,-5.276250136263406,-3.9250198657502,0.008403361344537815,0.043225270157938485,12138,1203,CRN_seed0
a5_e2,EP,percentage_points,82.05859564207391,88.09543228719383,6.036836645119911,6.052466710979642,5.29683168482842,6.774252018003232,0.6039710001647718,0.7298420615128844,12138,1203,CRN_seed0
a5_e2,DDC,percentage_points,98.02685780194432,97.09177788762564,-0.9350799143186687,0.0,-1.1918762176321744,-0.6960637641995323,0.004778381941011699,0.023275145469659187,12138,1203,CRN_seed0
a5_e2,Comfort,percentage_points,99.96704564178613,100.0,0.03295435821387378,0.0,0.00804374186954819,0.06806237076301089,0.00032954358213873783,0.0033250207813798837,12138,1203,CRN_seed0
a5_e2,feasible,percentage_points,87.88103476684792,82.88844949744603,-4.992585269401879,0.0,-5.823893116855762,-4.172797805363712,0.027269731421980557,0.1172069825436409,12138,1203,CRN_seed0
a5_e2,zero_score,percentage_points,6.351952545724172,8.411599934091283,2.059647388367112,0.0,1.4652449418352722,2.7074917931331393,0.042511122095897184,0.18952618453865336,12138,1203,CRN_seed0
v6_s300,PDMS,points,87.21567393965404,86.90459377936264,-0.3110801602913924,0.7739951376022702,-0.6637842301429352,0.040011490459998376,0.6066073488218817,0.6616791354945969,12138,1203,CRN_seed0
v6_s300,NC,percentage_points,98.16279452957653,97.18652166749052,-0.9762728620860108,0.0,-1.2614059113170408,-0.7125416605978563,0.0014005602240896359,0.010806317539484621,12138,1203,CRN_seed0
v6_s300,DAC,percentage_points,95.3534354918438,95.40286702916461,0.049431537320810674,0.0,-0.1846754660374859,0.2754217036048514,0.006590871642774757,0.05403158769742311,12138,1203,CRN_seed0
v6_s300,TTC,percentage_points,94.65315537979897,92.05799967045641,-2.5951557093425603,0.0,-3.0308148622114985,-2.202283499648403,0.0018948755972977426,0.013300083125519535,12138,1203,CRN_seed0
v6_s300,EP,percentage_points,81.47354159392052,83.56459225105613,2.0910506571356122,1.92611756047526,1.735640685981944,2.4489645365317574,0.6196243203163618,0.7622610141313383,12138,1203,CRN_seed0
v6_s300,DDC,percentage_points,98.10512440270226,97.91151754819575,-0.1936068545065085,0.0,-0.27731736471341617,-0.121505944853206,0.0009886307464162135,0.006650041562759767,12138,1203,CRN_seed0
v6_s300,Comfort,percentage_points,99.98352282089307,99.98352282089307,0.0,0.0,0.0,0.0,0.0,0.0,12138,1203,CRN_seed0
v6_s300,feasible,percentage_points,88.21881693854013,85.60718405009062,-2.6116328884494977,0.0,-3.0979642274349417,-2.1278024229312855,0.008403361344537815,0.06400665004156277,12138,1203,CRN_seed0
v6_s300,zero_score,percentage_points,6.277805239742956,7.1922886801779535,0.9144834404349975,0.0,0.5704010700219344,1.2585762361881765,0.016724336793540944,0.11305070656691604,12138,1203,CRN_seed0
v6_s2100,PDMS,points,87.21567393965404,87.18782961697242,-0.02784432268162541,2.266389372749792,-0.6063078689207615,0.5323784667299248,0.598945460537156,0.6176226101413134,12138,1203,CRN_seed0
v6_s2100,NC,percentage_points,98.16279452957653,96.63453616740813,-1.5282583621683967,0.0,-1.8985916442643314,-1.1751499634619886,0.0028835063437139563,0.020781379883624274,12138,1203,CRN_seed0
v6_s2100,DAC,percentage_points,95.3534354918438,95.30400395452298,-0.049431537320810674,0.0,-0.44608536074034605,0.333147913656587,0.01441753171856978,0.07813798836242726,12138,1203,CRN_seed0
v6_s2100,TTC,percentage_points,94.65315537979897,90.73982534190147,-3.913330037897512,0.0,-4.494798654354457,-3.3349662511364806,0.007661888284725655,0.03906899418121363,12138,1203,CRN_seed0
v6_s2100,EP,percentage_points,81.47354159392052,85.89384607950628,4.420304485585783,5.78036984396465,3.8114580432503193,5.027241309891961,0.6180589883012029,0.742310889443059,12138,1203,CRN_seed0
v6_s2100,DDC,percentage_points,98.10512440270226,97.45015653320152,-0.6549678695007415,0.0,-0.8267791246095606,-0.4901522301795276,0.0028011204481792717,0.013300083125519535,12138,1203,CRN_seed0
v6_s2100,Comfort,percentage_points,99.98352282089307,99.98352282089307,0.0,0.0,0.0,0.0,0.0,0.0,12138,1203,CRN_seed0
v6_s2100,feasible,percentage_points,88.21881693854013,84.01713626627122,-4.201680672268908,0.0,-4.893726968660892,-3.5104376692759565,0.02109078925687922,0.0914380714879468,12138,1203,CRN_seed0
v6_s2100,zero_score,percentage_points,6.277805239742956,7.793705717581149,1.5159004778381941,0.0,0.9691951588557581,2.091933686337481,0.03155379798978415,0.15544472152950956,12138,1203,CRN_seed0
v6_s3300,PDMS,points,87.21567393965404,87.05852393941451,-0.1571500002395093,2.279544274316059,-0.7535395661762242,0.43751437844524904,0.5974625144175317,0.6118038237738986,12138,1203,CRN_seed0
v6_s3300,NC,percentage_points,98.16279452957653,96.32970835392982,-1.8330861756467292,0.0,-2.260895529856962,-1.4419604661335315,0.002718734552644587,0.020781379883624274,12138,1203,CRN_seed0
v6_s3300,DAC,percentage_points,95.3534354918438,95.40286702916461,0.049431537320810674,0.0,-0.32649918575932285,0.42887571507108585,0.014994232987312572,0.08478802992518704,12138,1203,CRN_seed0
v6_s3300,TTC,percentage_points,94.65315537979897,90.37732740154885,-4.275827978250123,0.0,-4.9050861759062165,-3.653508850938683,0.007332344702586917,0.034912718204488775,12138,1203,CRN_seed0
v6_s3300,EP,percentage_points,81.47354159392052,85.95598636874394,4.4824447748234135,5.82550926373751,3.8593161412612202,5.10726560576295,0.6178118306145988,0.7298420615128844,12138,1203,CRN_seed0
v6_s3300,DDC,percentage_points,98.10512440270226,97.42956005931785,-0.6755643433844126,0.0,-0.8480429288744633,-0.5064946788393067,0.0022244191794364805,0.012468827930174564,12138,1203,CRN_seed0
v6_s3300,Comfort,percentage_points,99.98352282089307,99.99176141044653,0.008238589553468446,0.0,0.0,0.0252826389909356,8.238589553468446e-05,0.0008312551953449709,12138,1203,CRN_seed0
v6_s3300,feasible,percentage_points,88.21881693854013,83.72878563189981,-4.4900313066403035,0.0,-5.219882729211087,-3.783602566116901,0.0206788597792058,0.0914380714879468,12138,1203,CRN_seed0
v6_s3300,zero_score,percentage_points,6.277805239742956,8.00790904597133,1.7301038062283738,0.0,1.1513017429499997,2.3163334406034584,0.034025374855824686,0.16791354945968412,12138,1203,CRN_seed0
psi_300,PDMS,points,87.67243811626906,88.45762895269431,0.7851908364252557,0.0,0.12097090579618741,1.4311716353248152,0.4478497281265447,0.5536159600997507,12138,1203,not_CRN_historical
psi_300,NC,percentage_points,97.99802273850716,97.74262646234965,-0.2553962761575218,0.0,-0.5693303676670034,0.05515224494904744,0.009309606195419344,0.058187863674147966,12138,1203,not_CRN_historical
psi_300,DAC,percentage_points,94.98269896193771,95.90542099192618,0.922722029988466,0.0,0.30255392707325107,1.5280175802199842,0.026857801944307133,0.12053200332502079,12138,1203,not_CRN_historical
psi_300,TTC,percentage_points,93.9199209095403,93.87872796177294,-0.04119294776734223,0.0,-0.5526666678772095,0.45451164910486497,0.024962926347009393,0.1255195344970906,12138,1203,not_CRN_historical
psi_300,EP,percentage_points,83.85466421598063,84.7728921015419,0.9182278855612622,0.0,0.26412536743072146,1.5624782447081442,0.44232987312572086,0.5586034912718204,12138,1203,not_CRN_historical
psi_300,DDC,percentage_points,97.26066897347174,96.11138573076289,-1.1492832427088482,0.0,-1.579462959389445,-0.7608037818017203,0.010215851046300873,0.04821280133000831,12138,1203,not_CRN_historical
psi_300,Comfort,percentage_points,99.97528423133959,100.0,0.024715768660405337,0.0,0.0,0.05788209730414174,0.00024715768660405336,0.0024937655860349127,12138,1203,not_CRN_historical
psi_300,feasible,percentage_points,86.47223595320482,86.17564672927995,-0.2965892239248641,0.0,-1.1500825567835185,0.5428612080603671,0.05223265776898995,0.20615128844555278,12138,1203,not_CRN_historical
psi_300,zero_score,percentage_points,6.772120612951063,6.187180754654803,-0.5849398582962597,0.0,-1.260834707192969,0.09179272332979103,0.028505519855000824,0.1113881961762261,12138,1203,not_CRN_historical
psi_3000,PDMS,points,87.67243811626906,89.50284357480156,1.8304054585324765,0.0,1.1907204667272833,2.456000064983711,0.44084692700609657,0.5785536159600998,12138,1203,not_CRN_historical
psi_3000,NC,percentage_points,97.99802273850716,98.09276651837206,0.09474377986488713,0.0,-0.22527349155745507,0.40079497982966034,0.011204481792717087,0.06400665004156277,12138,1203,not_CRN_historical
psi_3000,DAC,percentage_points,94.98269896193771,95.90542099192618,0.922722029988466,0.0,0.30307013693693285,1.5434078929655417,0.029082221123743614,0.12385702410640066,12138,1203,not_CRN_historical
psi_3000,TTC,percentage_points,93.9199209095403,94.99917614104464,1.0792552315043664,0.0,0.5609556852526059,1.6039397754748008,0.030482781347833252,0.1571072319201995,12138,1203,not_CRN_historical
psi_3000,EP,percentage_points,83.85466421598063,85.78691443275488,1.93225021677425,0.0,1.2925187431694267,2.575341789528196,0.42964244521337946,0.5527847049044057,12138,1203,not_CRN_historical
psi_3000,DDC,percentage_points,97.26066897347174,97.15768660405338,-0.10298236941835558,0.0,-0.36437193534962653,0.17270204370265518,0.013181743285549514,0.0656691604322527,12138,1203,not_CRN_historical
psi_3000,Comfort,percentage_points,99.97528423133959,100.0,0.024715768660405337,0.0,0.0,0.05788209730414174,0.00024715768660405336,0.0024937655860349127,12138,1203,not_CRN_historical
psi_3000,feasible,percentage_points,86.47223595320482,88.62250782666008,2.1502718734552646,0.0,1.3822981708809108,2.93101307393282,0.06162464985994398,0.24937655860349128,12138,1203,not_CRN_historical
psi_3000,zero_score,percentage_points,6.772120612951063,5.767012687427912,-1.0051079255231503,0.0,-1.6672740337737297,-0.33400324117990066,0.027434503213049927,0.11055694098088113,12138,1203,not_CRN_historical
psi_12000,PDMS,points,87.67243811626906,90.20206403204796,2.5296259157788934,0.0,1.9018051323704281,3.1608798249382373,0.47857966716098205,0.5976724854530341,12138,1203,not_CRN_historical
psi_12000,NC,percentage_points,97.99802273850716,97.84148953699126,-0.15653320151590047,0.0,-0.5234258037123901,0.22000950227724775,0.011616411270390509,0.06816292601828762,12138,1203,not_CRN_historical
psi_12000,DAC,percentage_points,94.98269896193771,96.91052891744934,1.9278299555116163,0.0,1.3682320910927848,2.5154665362379074,0.03344867358708189,0.14713216957605985,12138,1203,not_CRN_historical
psi_12000,TTC,percentage_points,93.9199209095403,93.98582962596804,0.06590871642774757,0.0,-0.5418773996590034,0.6718485957879796,0.02974130828802109,0.14380714879467996,12138,1203,not_CRN_historical
psi_12000,EP,percentage_points,83.85466421598063,87.39733620971364,3.5426719937330082,0.0,2.8602220184467777,4.237691795634923,0.47652001977261493,0.6201163757273483,12138,1203,not_CRN_historical
psi_12000,DDC,percentage_points,97.26066897347174,96.20612951062778,-1.054539462843961,0.0,-1.4414063209581502,-0.6784119816761878,0.01128686768825177,0.05403158769742311,12138,1203,not_CRN_historical
psi_12000,Comfort,percentage_points,99.97528423133959,100.0,0.024715768660405337,0.0,0.0,0.05788209730414174,0.00024715768660405336,0.0024937655860349127,12138,1203,not_CRN_historical
psi_12000,feasible,percentage_points,86.47223595320482,87.35376503542594,0.8815290822211238,0.0,0.00819775580969611,1.7223227831738814,0.062366122919756135,0.23690773067331672,12138,1203,not_CRN_historical
psi_12000,zero_score,percentage_points,6.772120612951063,5.074971164936563,-1.6971494480145,0.0,-2.3580672639362343,-1.0544267928491213,0.024962926347009393,0.10058187863674148,12138,1203,not_CRN_historical
psi_21000,PDMS,points,87.67243811626906,90.89398148469343,3.2215433684243693,0.0,2.5485342275544762,3.8944178108106433,0.4701763058164442,0.6018287614297589,12138,1203,not_CRN_historical
psi_21000,NC,percentage_points,97.99802273850716,97.86208601087493,-0.13593672763222936,0.0,-0.48697678280710877,0.21904606186907877,0.011863568956994563,0.06733167082294264,12138,1203,not_CRN_historical
psi_21000,DAC,percentage_points,94.98269896193771,97.53666172351294,2.5539627615752183,0.0,1.9579749678395975,3.1412360696171016,0.03559070687098369,0.1512884455527847,12138,1203,not_CRN_historical
psi_21000,TTC,percentage_points,93.9199209095403,94.65315537979897,0.7332344702586917,0.0,0.14232552585356575,1.3573509468316838,0.033531059482616574,0.1629260182876143,12138,1203,not_CRN_historical
psi_21000,EP,percentage_points,83.85466421598063,87.64688974314814,3.792225527167503,0.0,3.0957091610441467,4.495666629178855,0.46202010215851047,0.5985037406483791,12138,1203,not_CRN_historical
psi_21000,DDC,percentage_points,97.26066897347174,96.7498764211567,-0.5107925523150436,0.0,-0.8719404493121882,-0.17294579252455056,0.013923216345361674,0.06650041562759768,12138,1203,not_CRN_historical
psi_21000,Comfort,percentage_points,99.97528423133959,100.0,0.024715768660405337,0.0,0.0,0.05788209730414174,0.00024715768660405336,0.0024937655860349127,12138,1203,not_CRN_historical
psi_21000,feasible,percentage_points,86.47223595320482,88.9850057670127,2.5127698138078762,0.0,1.6598699116827047,3.349963959517574,0.0700280112044818,0.2651704073150457,12138,1203,not_CRN_historical
psi_21000,zero_score,percentage_points,6.772120612951063,4.4900313066403035,-2.28208930631076,0.0,-2.929655977727058,-1.5948131132879901,0.021667490525622012,0.09060681629260182,12138,1203,not_CRN_historical
psi_26400,PDMS,points,87.67243811626906,90.63111005587862,2.958671939609554,0.0,2.308071426812194,3.603345311369888,0.4807217004448838,0.5993349958437241,12138,1203,not_CRN_historical
psi_26400,NC,percentage_points,97.99802273850716,97.76734223101005,-0.2306805074971165,0.0,-0.5805691007684776,0.11719870000235418,0.011616411270390509,0.06400665004156277,12138,1203,not_CRN_historical
psi_26400,DAC,percentage_points,94.98269896193771,97.28126544735541,2.2985664854176964,0.0,1.7309803259309298,2.8701179154802747,0.034272532542428735,0.14463840399002495,12138,1203,not_CRN_historical
psi_26400,TTC,percentage_points,93.9199209095403,94.3565661558741,0.4366452463338276,0.0,-0.14933112352765263,1.0266806190801474,0.03163618388531883,0.16043225270157938,12138,1203,not_CRN_historical
psi_26400,EP,percentage_points,83.85466421598063,87.55797617669876,3.703311960718133,0.0,2.9944860487488505,4.406803763366743,0.47520184544405997,0.5985037406483791,12138,1203,not_CRN_historical
psi_26400,DDC,percentage_points,97.26066897347174,96.63041687263141,-0.6302521008403361,0.0,-0.9776837884052363,-0.30107584175464747,0.012769813807876092,0.06483790523690773,12138,1203,not_CRN_historical
psi_26400,Comfort,percentage_points,99.97528423133959,100.0,0.024715768660405337,0.0,0.0,0.05788209730414174,0.00024715768660405336,0.0024937655860349127,12138,1203,not_CRN_historical
psi_26400,feasible,percentage_points,86.47223595320482,88.62250782666008,2.1502718734552646,0.0,1.319341835716221,3.001871613196097,0.06689734717416378,0.2626766417290108,12138,1203,not_CRN_historical
psi_26400,zero_score,percentage_points,6.772120612951063,4.803097709672104,-1.9690229032789588,0.0,-2.63291498100408,-1.312004769703852,0.02290327895864228,0.09310058187863675,12138,1203,not_CRN_historical
official_1330,PDMS,points,85.95052234512293,88.26482238851304,2.314300043390117,0.0002919051986154386,1.6674693861706789,2.9564717276651007,0.5,0.6259351620947631,12138,1203,not_CRN_July_IL_June_RL
official_1330,NC,percentage_points,97.94859120118635,97.69319492502883,-0.2553962761575218,0.0,-0.5549965910062385,0.04567990998779276,0.008732904926676553,0.05486284289276808,12138,1203,not_CRN_July_IL_June_RL
official_1330,DAC,percentage_points,94.38952051408799,95.81479650683804,1.4252759927500411,0.0,0.8075254065060617,2.0532597688537657,0.033860603064755315,0.14380714879467996,12138,1203,not_CRN_July_IL_June_RL
official_1330,TTC,percentage_points,93.73043334981051,94.27418026033943,0.5437469105289174,0.0,0.04114430675198919,1.0629881497441425,0.02619871478002966,0.1313383208645054,12138,1203,not_CRN_July_IL_June_RL
official_1330,EP,percentage_points,80.6867373520872,83.67847955168784,2.991742199600642,0.0,2.391219480320646,3.6104799706046875,0.4910199373867194,0.6317539484621779,12138,1203,not_CRN_July_IL_June_RL
official_1330,DDC,percentage_points,97.98566485417697,97.22771461525787,-0.7579502389190971,0.0,-1.0773383542958697,-0.4721524046246954,0.007332344702586917,0.0399002493765586,12138,1203,not_CRN_July_IL_June_RL
official_1330,Comfort,percentage_points,99.90937551491184,100.0,0.0906244850881529,0.0,0.04129109004271866,0.14737277350627162,0.000906244850881529,0.00914380714879468,12138,1203,not_CRN_July_IL_June_RL
official_1330,feasible,percentage_points,86.40632723677706,87.79864887131323,1.3923216345361673,0.0,0.5640338392149924,2.225895233119069,0.058988301202834076,0.23358270989193683,12138,1203,not_CRN_July_IL_June_RL
official_1330,zero_score,percentage_points,7.464162135442412,6.195419344208272,-1.2687427912341407,0.0,-1.9401455753083423,-0.6042704220999612,0.028505519855000824,0.12053200332502079,12138,1203,not_CRN_July_IL_June_RL
official_11970,PDMS,points,85.95052234512293,90.41989766469271,4.469375319569798,0.20213057818821056,3.9068005488560837,5.0325648724375975,0.5199373867193936,0.6774729842061513,12138,1203,not_CRN_July_IL_June_RL
official_11970,NC,percentage_points,97.94859120118635,98.26989619377161,0.3213049925852694,0.0,0.03317019072216011,0.6117858724332207,0.010874938210578349,0.06899418121363259,12138,1203,not_CRN_July_IL_June_RL
official_11970,DAC,percentage_points,94.38952051408799,97.43779864887131,3.048278134783325,0.0,2.527977488154084,3.5824158028176205,0.037979897841489536,0.17871986699916875,12138,1203,not_CRN_July_IL_June_RL
official_11970,TTC,percentage_points,93.73043334981051,95.32871972318338,1.5982863733728787,0.0,1.075810852023731,2.15479221436654,0.031141868512110725,0.14713216957605985,12138,1203,not_CRN_July_IL_June_RL
official_11970,EP,percentage_points,80.6867373520872,85.69799530165642,5.01125794956923,0.15952466678724186,4.454265037996148,5.598028649418079,0.5065908716427747,0.6749792186201163,12138,1203,not_CRN_July_IL_June_RL
official_11970,DDC,percentage_points,97.98566485417697,96.96819904432361,-1.017465809853353,0.0,-1.3660549724597069,-0.7066644339658033,0.005437469105289174,0.029925187032418952,12138,1203,not_CRN_July_IL_June_RL
official_11970,Comfort,percentage_points,99.90937551491184,99.99176141044653,0.08238589553468446,0.0,0.032453966264874734,0.13964501694110884,0.000906244850881529,0.00914380714879468,12138,1203,not_CRN_July_IL_June_RL
official_11970,feasible,percentage_points,86.40632723677706,89.74295600593179,3.336628769154721,0.0,2.541079977651014,4.129122639360862,0.06640303180095568,0.26932668329177056,12138,1203,not_CRN_July_IL_June_RL
official_11970,zero_score,percentage_points,7.464162135442412,4.160487724501565,-3.3036744109408467,0.0,-3.862866326096897,-2.7380627081132936,0.014005602240896359,0.060681629260182876,12138,1203,not_CRN_July_IL_June_RL
official_13300,PDMS,points,85.95052234512293,90.55004403065469,4.599521685531751,0.0,4.011674075234063,5.221312700486656,0.49233811171527436,0.6467165419783873,12138,1203,not_CRN_July_IL_June_RL
official_13300,NC,percentage_points,97.94859120118635,98.36875926841326,0.42016806722689076,0.0,0.11857287989835572,0.7423599817177576,0.011369253583786456,0.06816292601828762,12138,1203,not_CRN_July_IL_June_RL
official_13300,DAC,percentage_points,94.38952051408799,97.61904761904762,3.229527104959631,0.0,2.6787069475657876,3.7968780683552827,0.03905091448344043,0.18204488778054864,12138,1203,not_CRN_July_IL_June_RL
official_13300,TTC,percentage_points,93.73043334981051,95.6170703575548,1.886637007744274,0.0,1.3198470353631062,2.4805755218848886,0.03476684791563684,0.16375727348295926,12138,1203,not_CRN_July_IL_June_RL
official_13300,EP,percentage_points,80.6867373520872,85.53344484404569,4.846707491958488,0.0,4.277236399043036,5.4648182554005515,0.47701433514582303,0.6350789692435578,12138,1203,not_CRN_July_IL_June_RL
official_13300,DDC,percentage_points,97.98566485417697,96.82814302191464,-1.1575218322623169,0.0,-1.5774857173373573,-0.7938395895190106,0.004943153732081068,0.02826267664172901,12138,1203,not_CRN_July_IL_June_RL
official_13300,Comfort,percentage_points,99.90937551491184,99.99176141044653,0.08238589553468446,0.0,0.032453966264874734,0.13964501694110884,0.000906244850881529,0.00914380714879468,12138,1203,not_CRN_July_IL_June_RL
official_13300,feasible,percentage_points,86.40632723677706,89.89948920744769,3.493161970670621,0.0,2.648253151752993,4.364299689963569,0.07011039710001647,0.2817955112219451,12138,1203,not_CRN_July_IL_June_RL
official_13300,zero_score,percentage_points,7.464162135442412,3.8968528587905746,-3.5673092766518373,0.0,-4.198414696492246,-2.974898764935098,0.012852199703410776,0.05652535328345802,12138,1203,not_CRN_July_IL_June_RL
