token,policy,protocol,kind,trajectory_id,future_time,x,y,heading
7a0635b7942859c6,official_il,eval,rollout,5,1.5,17.419586181640625,0.10539054870605469,0.012532234191894531
7a0635b7942859c6,official_il,eval,rollout,5,2.0,23.201072692871094,0.1847858428955078,0.016942739486694336
7a0635b7942859c6,official_il,eval,rollout,5,2.5,28.97393035888672,0.3114795684814453,0.021845221519470215
7a0635b7942859c6,official_il,eval,rollout,5,3.0,34.827022552490234,0.4766082763671875,0.024413347244262695
7a0635b7942859c6,official_il,eval,rollout,5,3.5,40.621063232421875,0.6416301727294922,0.025929927825927734
7a0635b7942859c6,official_il,eval,rollout,5,4.0,46.29441833496094,0.8441047668457031,0.02497279644012451
7a0635b7942859c6,official_il,eval,rollout,6,0.5,5.924953937530518,-0.00049591064453125,0.0019028186798095703
7a0635b7942859c6,official_il,eval,rollout,6,1.0,11.647629737854004,0.015245437622070312,0.006999850273132324
7a0635b7942859c6,official_il,eval,rollout,6,1.5,17.420618057250977,0.0608062744140625,0.010843515396118164
7a0635b7942859c6,official_il,eval,rollout,6,2.0,23.2421932220459,0.1262798309326172,0.014154672622680664
7a0635b7942859c6,official_il,eval,rollout,6,2.5,29.00421714782715,0.23640823364257812,0.016257762908935547
7a0635b7942859c6,official_il,eval,rollout,6,3.0,34.79965591430664,0.3571510314941406,0.020237207412719727
7a0635b7942859c6,official_il,eval,rollout,6,3.5,40.59457015991211,0.49930381774902344,0.022228121757507324
7a0635b7942859c6,official_il,eval,rollout,6,4.0,46.31070327758789,0.6518573760986328,0.02204883098602295
7a0635b7942859c6,official_il,eval,rollout,7,0.5,5.951904773712158,-0.015338897705078125,0.0023232698440551758
7a0635b7942859c6,official_il,eval,rollout,7,1.0,11.61125659942627,0.04003715515136719,0.008521318435668945
7a0635b7942859c6,official_il,eval,rollout,7,1.5,17.314760208129883,0.07561111450195312,0.01136636734008789
7a0635b7942859c6,official_il,eval,rollout,7,2.0,23.050588607788086,0.1692352294921875,0.015034198760986328
7a0635b7942859c6,official_il,eval,rollout,7,2.5,28.761470794677734,0.2627716064453125,0.017794013023376465
7a0635b7942859c6,official_il,eval,rollout,7,3.0,34.50252151489258,0.39300537109375,0.020042061805725098
7a0635b7942859c6,official_il,eval,rollout,7,3.5,40.253353118896484,0.5304470062255859,0.0211944580078125
7a0635b7942859c6,official_il,eval,rollout,7,4.0,45.852413177490234,0.684783935546875,0.01909613609313965
7a0635b7942859c6,official_il,eval,rollout,8,0.5,5.9446868896484375,-0.0027256011962890625,0.0035462379455566406
7a0635b7942859c6,official_il,eval,rollout,8,1.0,11.692354202270508,0.024700164794921875,0.008501529693603516
7a0635b7942859c6,official_il,eval,rollout,8,1.5,17.4969539642334,0.06844520568847656,0.012813806533813477
7a0635b7942859c6,official_il,eval,rollout,8,2.0,23.32707977294922,0.15235137939453125,0.01563441753387451
7a0635b7942859c6,official_il,eval,rollout,8,2.5,29.175710678100586,0.2678947448730469,0.020025014877319336
7a0635b7942859c6,official_il,eval,rollout,8,3.0,35.02889633178711,0.4297313690185547,0.022886276245117188
7a0635b7942859c6,official_il,eval,rollout,8,3.5,40.94565963745117,0.6008872985839844,0.025553345680236816
7a0635b7942859c6,official_il,eval,rollout,8,4.0,46.67387771606445,0.7435188293457031,0.024027705192565918
7a0635b7942859c6,official_il,eval,rollout,9,0.5,5.964219093322754,-0.020582199096679688,0.002226710319519043
7a0635b7942859c6,official_il,eval,rollout,9,1.0,11.672776222229004,0.00402069091796875,0.007832646369934082
7a0635b7942859c6,official_il,eval,rollout,9,1.5,17.488521575927734,0.06932449340820312,0.011615872383117676
7a0635b7942859c6,official_il,eval,rollout,9,2.0,23.32244110107422,0.1494464874267578,0.014589309692382812
7a0635b7942859c6,official_il,eval,rollout,9,2.5,29.181777954101562,0.2925567626953125,0.019392013549804688
7a0635b7942859c6,official_il,eval,rollout,9,3.0,35.02202224731445,0.4258689880371094,0.022793292999267578
7a0635b7942859c6,official_il,eval,rollout,9,3.5,40.973873138427734,0.5713901519775391,0.02573537826538086
7a0635b7942859c6,official_il,eval,rollout,9,4.0,46.74703598022461,0.7561092376708984,0.023963451385498047
7a0635b7942859c6,official_il,eval,rollout,10,0.5,5.959359645843506,-0.020368576049804688,0.0018297433853149414
7a0635b7942859c6,official_il,eval,rollout,10,1.0,11.672709465026855,0.010402679443359375,0.007174968719482422
7a0635b7942859c6,official_il,eval,rollout,10,1.5,17.469812393188477,0.05595207214355469,0.01049649715423584
7a0635b7942859c6,official_il,eval,rollout,10,2.0,23.277549743652344,0.145477294921875,0.012741446495056152
7a0635b7942859c6,official_il,eval,rollout,10,2.5,29.09075164794922,0.2250652313232422,0.018821358680725098
7a0635b7942859c6,official_il,eval,rollout,10,3.0,34.86540985107422,0.36447906494140625,0.022359848022460938
7a0635b7942859c6,official_il,eval,rollout,10,3.5,40.804996490478516,0.5237255096435547,0.022987842559814453
7a0635b7942859c6,official_il,eval,rollout,10,4.0,46.46258544921875,0.6682777404785156,0.023343920707702637
7a0635b7942859c6,official_il,eval,rollout,11,0.5,5.866874694824219,-0.022821426391601562,0.0006221532821655273
7a0635b7942859c6,official_il,eval,rollout,11,1.0,11.573803901672363,-0.0033359527587890625,0.005992412567138672
7a0635b7942859c6,official_il,eval,rollout,11,1.5,17.33511734008789,0.033573150634765625,0.008954763412475586
7a0635b7942859c6,official_il,eval,rollout,11,2.0,23.091005325317383,0.11516952514648438,0.01147603988647461
7a0635b7942859c6,official_il,eval,rollout,11,2.5,28.80402183532715,0.21738243103027344,0.017871499061584473
7a0635b7942859c6,official_il,eval,rollout,11,3.0,34.57150650024414,0.32100868225097656,0.021802902221679688
7a0635b7942859c6,official_il,eval,rollout,11,3.5,40.239498138427734,0.4756488800048828,0.026323318481445312
7a0635b7942859c6,official_il,eval,rollout,11,4.0,45.96645736694336,0.654632568359375,0.025782346725463867
7a0635b7942859c6,official_il,eval,rollout,12,0.5,5.900135040283203,-0.0070781707763671875,0.002904534339904785
7a0635b7942859c6,official_il,eval,rollout,12,1.0,11.628833770751953,0.037036895751953125,0.008871078491210938
7a0635b7942859c6,official_il,eval,rollout,12,1.5,17.432153701782227,0.08189201354980469,0.012169241905212402
7a0635b7942859c6,official_il,eval,rollout,12,2.0,23.23528289794922,0.14575767517089844,0.015960335731506348
7a0635b7942859c6,official_il,eval,rollout,12,2.5,29.000118255615234,0.27088356018066406,0.01938307285308838
7a0635b7942859c6,official_il,eval,rollout,12,3.0,34.81982421875,0.4065837860107422,0.025261521339416504
7a0635b7942859c6,official_il,eval,rollout,12,3.5,40.6843376159668,0.5722522735595703,0.02871406078338623
7a0635b7942859c6,official_il,eval,rollout,12,4.0,46.390419006347656,0.7415008544921875,0.02784264087677002
7a0635b7942859c6,official_il,eval,rollout,13,0.5,5.868764400482178,-0.00399017333984375,0.0021462440490722656
7a0635b7942859c6,official_il,eval,rollout,13,1.0,11.590278625488281,0.03385734558105469,0.00925445556640625
7a0635b7942859c6,official_il,eval,rollout,13,1.5,17.3176326751709,0.075714111328125,0.012607574462890625
7a0635b7942859c6,official_il,eval,rollout,13,2.0,23.07305335998535,0.19124984741210938,0.01667499542236328
7a0635b7942859c6,official_il,eval,rollout,13,2.5,28.843650817871094,0.28276634216308594,0.0201570987701416
7a0635b7942859c6,official_il,eval,rollout,13,3.0,34.70197296142578,0.44661903381347656,0.023532867431640625
7a0635b7942859c6,official_il,eval,rollout,13,3.5,40.55912399291992,0.6062812805175781,0.025289535522460938
7a0635b7942859c6,official_il,eval,rollout,13,4.0,46.27808380126953,0.7649211883544922,0.02232944965362549
7a0635b7942859c6,official_il,eval,rollout,14,0.5,5.945693016052246,-0.009801864624023438,0.003696441650390625
7a0635b7942859c6,official_il,eval,rollout,14,1.0,11.6835355758667,0.028871536254882812,0.00978696346282959
7a0635b7942859c6,official_il,eval,rollout,14,1.5,17.477699279785156,0.08224296569824219,0.014940738677978516
7a0635b7942859c6,official_il,eval,rollout,14,2.0,23.27438735961914,0.17722702026367188,0.01834392547607422
7a0635b7942859c6,official_il,eval,rollout,14,2.5,29.115835189819336,0.3340930938720703,0.023815512657165527
7a0635b7942859c6,official_il,eval,rollout,14,3.0,35.015716552734375,0.5050411224365234,0.029495835304260254
7a0635b7942859c6,official_il,eval,rollout,14,3.5,40.91300964355469,0.6892433166503906,0.032082438468933105
7a0635b7942859c6,official_il,eval,rollout,14,4.0,46.669254302978516,0.8774261474609375,0.030479788780212402
7a0635b7942859c6,official_il,eval,rollout,15,0.5,5.900542736053467,-0.013021469116210938,0.0028573274612426758
7a0635b7942859c6,official_il,eval,rollout,15,1.0,11.64271068572998,0.026899337768554688,0.008188247680664062
7a0635b7942859c6,official_il,eval,rollout,15,1.5,17.420846939086914,0.06650543212890625,0.011794686317443848
7a0635b7942859c6,official_il,eval,rollout,15,2.0,23.23658561706543,0.15436553955078125,0.014368295669555664
7a0635b7942859c6,official_il,eval,rollout,15,2.5,29.074199676513672,0.2726726531982422,0.0185316801071167
7a0635b7942859c6,official_il,eval,rollout,15,3.0,34.918758392333984,0.42177581787109375,0.022057175636291504
7a0635b7942859c6,official_il,eval,rollout,15,3.5,40.81218338012695,0.5928707122802734,0.024020910263061523
7a0635b7942859c6,official_il,eval,rollout,15,4.0,46.4547233581543,0.7712421417236328,0.023571491241455078
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,0.5,5.7192511558532715,0.026393070816993713,0.0018573726993054152
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,1.0,11.554418563842773,0.06678271293640137,0.004064248409122229
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,1.5,17.477230072021484,0.11509591341018677,0.010000617243349552
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,2.0,23.480010986328125,0.1842515766620636,0.01639903523027897
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,2.5,29.554710388183594,0.3147556483745575,0.0262664332985878
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,3.0,35.67107391357422,0.5103362798690796,0.03418547287583351
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,3.5,41.83501052856445,0.7371090650558472,0.039195217192173004
7a0635b7942859c6,official_il,eval,GT,7a0635b7942859c6:0,4.0,47.99263381958008,0.9745100736618042,0.04090045019984245
7a0635b7942859c6,official_il,native_grpo,rollout,0,0.5,6.600961208343506,-0.648468017578125,-0.07541203498840332
7a0635b7942859c6,official_il,native_grpo,rollout,0,1.0,12.672857284545898,-0.22980880737304688,-0.039525508880615234
7a0635b7942859c6,official_il,native_grpo,rollout,0,1.5,15.441352844238281,1.2714424133300781,-0.09091603755950928
7a0635b7942859c6,official_il,native_grpo,rollout,0,2.0,23.430452346801758,-0.6200809478759766,0.05599164962768555
7a0635b7942859c6,official_il,native_grpo,rollout,0,2.5,31.97522735595703,0.633758544921875,-0.02373826503753662
7a0635b7942859c6,official_il,native_grpo,rollout,0,3.0,35.817893981933594,-0.6499900817871094,0.04252660274505615
7a0635b7942859c6,official_il,native_grpo,rollout,0,3.5,41.1125602722168,0.5331344604492188,-0.05233800411224365
7a0635b7942859c6,official_il,native_grpo,rollout,0,4.0,45.990604400634766,0.7456436157226562,0.16583144664764404
7a0635b7942859c6,official_il,native_grpo,rollout,1,0.5,3.507904529571533,-0.19062423706054688,0.07748258113861084
7a0635b7942859c6,official_il,native_grpo,rollout,1,1.0,12.32725715637207,1.1078109741210938,-0.011933684349060059
7a0635b7942859c6,official_il,native_grpo,rollout,1,1.5,16.648754119873047,1.104654312133789,0.01817905902862549
7a0635b7942859c6,official_il,native_grpo,rollout,1,2.0,22.239009857177734,0.9878082275390625,0.0481112003326416
7a0635b7942859c6,official_il,native_grpo,rollout,1,2.5,29.628997802734375,0.6363201141357422,0.002227187156677246
7a0635b7942859c6,official_il,native_grpo,rollout,1,3.0,35.26546096801758,1.5750102996826172,-0.15901362895965576
7a0635b7942859c6,official_il,native_grpo,rollout,1,3.5,43.02915954589844,0.4093437194824219,-0.003538846969604492
7a0635b7942859c6,official_il,native_grpo,rollout,1,4.0,47.28971862792969,1.2689952850341797,0.09527420997619629
7a0635b7942859c6,official_il,native_grpo,rollout,2,0.5,6.614994525909424,0.09497261047363281,0.11426234245300293
7a0635b7942859c6,official_il,native_grpo,rollout,2,1.0,11.427603721618652,-0.35892295837402344,-0.05077469348907471
7a0635b7942859c6,official_il,native_grpo,rollout,2,1.5,15.46805191040039,0.4083824157714844,-0.00018465518951416016
7a0635b7942859c6,official_il,native_grpo,rollout,2,2.0,21.01750946044922,1.4292068481445312,-0.10180974006652832
7a0635b7942859c6,official_il,native_grpo,rollout,2,2.5,27.37171745300293,-1.2804336547851562,0.060355305671691895
7a0635b7942859c6,official_il,native_grpo,rollout,2,3.0,34.68244934082031,1.508016586303711,0.019016623497009277
7a0635b7942859c6,official_il,native_grpo,rollout,2,3.5,39.2197265625,1.6466903686523438,0.06670641899108887
7a0635b7942859c6,official_il,native_grpo,rollout,2,4.0,46.66193389892578,2.896739959716797,0.08422017097473145
7a0635b7942859c6,official_il,native_grpo,rollout,3,0.5,5.8920674324035645,0.09662246704101562,-0.16224682331085205
7a0635b7942859c6,official_il,native_grpo,rollout,3,1.0,11.820048332214355,0.28182411193847656,0.05616164207458496
7a0635b7942859c6,official_il,native_grpo,rollout,3,1.5,17.94381332397461,0.8847846984863281,0.06196904182434082
7a0635b7942859c6,official_il,native_grpo,rollout,3,2.0,23.280101776123047,-0.20801734924316406,0.017590880393981934
7a0635b7942859c6,official_il,native_grpo,rollout,3,2.5,29.619457244873047,-0.4000225067138672,0.019445061683654785
7a0635b7942859c6,official_il,native_grpo,rollout,3,3.0,33.12727737426758,0.5635147094726562,0.030563950538635254
7a0635b7942859c6,official_il,native_grpo,rollout,3,3.5,38.563228607177734,1.7324256896972656,0.06982111930847168
7a0635b7942859c6,official_il,native_grpo,rollout,3,4.0,44.426513671875,1.543111801147461,0.08406472206115723
7a0635b7942859c6,official_il,native_grpo,rollout,4,0.5,7.154407024383545,0.12842750549316406,0.052002668380737305
7a0635b7942859c6,official_il,native_grpo,rollout,4,1.0,10.4872407913208,-0.3748321533203125,-0.07030951976776123
7a0635b7942859c6,official_il,native_grpo,rollout,4,1.5,17.043354034423828,-1.0426292419433594,0.045653343200683594
7a0635b7942859c6,official_il,native_grpo,rollout,4,2.0,26.29779815673828,-1.89703369140625,-0.03728485107421875
7a0635b7942859c6,official_il,native_grpo,rollout,4,2.5,30.591690063476562,1.0534839630126953,0.11402010917663574
7a0635b7942859c6,official_il,native_grpo,rollout,4,3.0,34.82435607910156,0.8166942596435547,-0.03109002113342285
7a0635b7942859c6,official_il,native_grpo,rollout,4,3.5,39.96955490112305,0.5677814483642578,0.03553664684295654
7a0635b7942859c6,official_il,native_grpo,rollout,4,4.0,47.676937103271484,0.6842250823974609,-0.03857994079589844
7a0635b7942859c6,official_il,native_grpo,rollout,5,0.5,5.741398334503174,-0.2235584259033203,-0.0032720565795898438
7a0635b7942859c6,official_il,native_grpo,rollout,5,1.0,14.075837135314941,-1.8103523254394531,0.06386566162109375
7a0635b7942859c6,official_il,native_grpo,rollout,5,1.5,15.860761642456055,0.0334930419921875,0.0687175989151001
7a0635b7942859c6,official_il,native_grpo,rollout,5,2.0,24.255701065063477,1.5777759552001953,0.03471696376800537
7a0635b7942859c6,official_il,native_grpo,rollout,5,2.5,29.219112396240234,0.57861328125,0.005560636520385742
7a0635b7942859c6,official_il,native_grpo,rollout,5,3.0,32.436012268066406,1.0507526397705078,-0.006124258041381836
7a0635b7942859c6,official_il,native_grpo,rollout,5,3.5,41.91758346557617,0.16556930541992188,-0.0064144134521484375
7a0635b7942859c6,official_il,native_grpo,rollout,5,4.0,45.542823791503906,0.4280433654785156,-0.008482694625854492
7a0635b7942859c6,official_il,native_grpo,rollout,6,0.5,5.153177261352539,-0.3089427947998047,-0.0977855920791626
7a0635b7942859c6,official_il,native_grpo,rollout,6,1.0,11.161783218383789,0.18273162841796875,-0.0616912841796875
7a0635b7942859c6,official_il,native_grpo,rollout,6,1.5,16.003202438354492,0.2504844665527344,0.07268786430358887
7a0635b7942859c6,official_il,native_grpo,rollout,6,2.0,23.895145416259766,0.5874252319335938,0.1277599334716797
7a0635b7942859c6,official_il,native_grpo,rollout,6,2.5,29.597476959228516,1.280181884765625,-0.036258578300476074
7a0635b7942859c6,official_il,native_grpo,rollout,6,3.0,33.80427551269531,-0.24953079223632812,0.018567919731140137
7a0635b7942859c6,official_il,native_grpo,rollout,6,3.5,41.63568878173828,2.3414154052734375,-0.050119876861572266
7a0635b7942859c6,official_il,native_grpo,rollout,6,4.0,48.43735885620117,1.4532146453857422,0.07426440715789795
7a0635b7942859c6,official_il,native_grpo,rollout,7,0.5,7.508756160736084,-0.32297515869140625,-0.08060479164123535
7a0635b7942859c6,official_il,native_grpo,rollout,7,1.0,11.334375381469727,0.3586692810058594,-0.03941476345062256
7a0635b7942859c6,official_il,native_grpo,rollout,7,1.5,15.76205062866211,0.7080154418945312,0.01914846897125244
7a0635b7942859c6,official_il,native_grpo,rollout,7,2.0,21.33499526977539,-0.39408302307128906,-0.01040351390838623
7a0635b7942859c6,official_il,native_grpo,rollout,7,2.5,28.916303634643555,-0.08113670349121094,0.049968600273132324
7a0635b7942859c6,official_il,native_grpo,rollout,7,3.0,31.635250091552734,-0.08484649658203125,0.05765879154205322
7a0635b7942859c6,official_il,native_grpo,rollout,7,3.5,38.4626350402832,0.26568603515625,0.13068151473999023
7a0635b7942859c6,official_il,native_grpo,rollout,7,4.0,45.77989196777344,-0.3294105529785156,0.03634297847747803
7a0635b7942859c6,official_il,native_grpo,rollout,8,0.5,6.403763771057129,0.31744956970214844,0.11752891540527344
7a0635b7942859c6,official_il,native_grpo,rollout,8,1.0,12.158112525939941,0.10404396057128906,-0.03515625
7a0635b7942859c6,official_il,native_grpo,rollout,8,1.5,15.58401107788086,0.6496734619140625,0.08740079402923584
7a0635b7942859c6,official_il,native_grpo,rollout,8,2.0,22.547771453857422,-1.2655582427978516,-0.07855713367462158
7a0635b7942859c6,official_il,native_grpo,rollout,8,2.5,27.462858200073242,-0.14394378662109375,0.0053369998931884766
7a0635b7942859c6,official_il,native_grpo,rollout,8,3.0,34.277889251708984,0.08092689514160156,0.010775327682495117
7a0635b7942859c6,official_il,native_grpo,rollout,8,3.5,41.123416900634766,0.2953643798828125,-0.060079097747802734
7a0635b7942859c6,official_il,native_grpo,rollout,8,4.0,47.046024322509766,0.5977420806884766,-0.010127782821655273
7a0635b7942859c6,official_il,native_grpo,rollout,9,0.5,4.147607326507568,-0.7332954406738281,0.09592962265014648
7a0635b7942859c6,official_il,native_grpo,rollout,9,1.0,11.334076881408691,0.4601573944091797,0.048169612884521484
7a0635b7942859c6,official_il,native_grpo,rollout,9,1.5,19.924375534057617,-0.7427082061767578,0.15001237392425537
7a0635b7942859c6,official_il,native_grpo,rollout,9,2.0,21.72455596923828,0.9427165985107422,-0.09861242771148682
7a0635b7942859c6,official_il,native_grpo,rollout,9,2.5,28.54132080078125,-0.40103721618652344,0.13151061534881592
7a0635b7942859c6,official_il,native_grpo,rollout,9,3.0,37.376014709472656,-0.6754035949707031,0.05098605155944824
7a0635b7942859c6,official_il,native_grpo,rollout,9,3.5,43.55589294433594,-1.0784034729003906,0.05347144603729248
7a0635b7942859c6,official_il,native_grpo,rollout,9,4.0,48.1303825378418,1.420969009399414,-0.10718953609466553
7a0635b7942859c6,official_il,native_grpo,rollout,10,0.5,5.681278705596924,0.7880821228027344,0.0549314022064209
7a0635b7942859c6,official_il,native_grpo,rollout,10,1.0,10.650954246520996,0.1945819854736328,0.04433941841125488
7a0635b7942859c6,official_il,native_grpo,rollout,10,1.5,19.55748748779297,-0.7346687316894531,-0.10429048538208008
7a0635b7942859c6,official_il,native_grpo,rollout,10,2.0,22.488868713378906,1.0346183776855469,-0.035466790199279785
7a0635b7942859c6,official_il,native_grpo,rollout,10,2.5,28.180973052978516,-0.7711334228515625,0.06338834762573242
7a0635b7942859c6,official_il,native_grpo,rollout,10,3.0,34.10724639892578,-0.027521133422851562,0.13516080379486084
7a0635b7942859c6,official_il,native_grpo,rollout,10,3.5,38.79296112060547,1.121725082397461,0.049289822578430176
7a0635b7942859c6,official_il,native_grpo,rollout,10,4.0,45.25735092163086,-0.09393501281738281,0.17170381546020508
7a0635b7942859c6,official_il,native_grpo,rollout,11,0.5,4.642981052398682,-0.6100502014160156,0.049844980239868164
7a0635b7942859c6,official_il,native_grpo,rollout,11,1.0,9.817052841186523,-0.7067127227783203,0.04126119613647461
7a0635b7942859c6,official_il,native_grpo,rollout,11,1.5,17.4742488861084,-0.2996788024902344,-0.01757371425628662
7a0635b7942859c6,official_il,native_grpo,rollout,11,2.0,22.933549880981445,0.038700103759765625,-0.010811328887939453
7a0635b7942859c6,official_il,native_grpo,rollout,11,2.5,23.674293518066406,0.3576068878173828,0.07807338237762451
7a0635b7942859c6,official_il,native_grpo,rollout,11,3.0,35.4433708190918,-0.9772911071777344,-0.08043920993804932
7a0635b7942859c6,official_il,native_grpo,rollout,11,3.5,38.51040267944336,0.7139129638671875,0.019385933876037598
7a0635b7942859c6,official_il,native_grpo,rollout,11,4.0,44.63853454589844,1.0089645385742188,0.06721103191375732
7a0635b7942859c6,official_il,native_grpo,rollout,12,0.5,5.970597743988037,-0.3483695983886719,0.03631317615509033
7a0635b7942859c6,official_il,native_grpo,rollout,12,1.0,14.471416473388672,3.2014942169189453,-0.01092684268951416
7a0635b7942859c6,official_il,native_grpo,rollout,12,1.5,18.84679412841797,-0.33777618408203125,0.05555546283721924
7a0635b7942859c6,official_il,native_grpo,rollout,12,2.0,21.061803817749023,0.9833106994628906,-0.019529223442077637
7a0635b7942859c6,official_il,native_grpo,rollout,12,2.5,29.64032745361328,2.6929759979248047,-0.08241891860961914
7a0635b7942859c6,official_il,native_grpo,rollout,12,3.0,35.56612777709961,-0.6289405822753906,0.036489248275756836
7a0635b7942859c6,official_il,native_grpo,rollout,12,3.5,41.73162841796875,1.2609405517578125,0.07820403575897217
7a0635b7942859c6,official_il,native_grpo,rollout,12,4.0,44.35353469848633,0.40762901306152344,0.026889562606811523
7a0635b7942859c6,official_il,native_grpo,rollout,13,0.5,5.989129066467285,-1.2530479431152344,0.11797261238098145
7a0635b7942859c6,official_il,native_grpo,rollout,13,1.0,13.532529830932617,-0.5865135192871094,0.07201087474822998
7a0635b7942859c6,official_il,native_grpo,rollout,13,1.5,18.275814056396484,-0.6202716827392578,-0.07490241527557373
7a0635b7942859c6,official_il,native_grpo,rollout,13,2.0,21.765039443969727,-0.7044906616210938,-0.007103443145751953
7a0635b7942859c6,official_il,native_grpo,rollout,13,2.5,30.107454299926758,-0.20119857788085938,0.09839785099029541
7a0635b7942859c6,official_il,native_grpo,rollout,13,3.0,34.83353805541992,0.8911705017089844,0.14653098583221436
7a0635b7942859c6,official_il,native_grpo,rollout,13,3.5,39.988521575927734,1.6333465576171875,0.09150171279907227
7a0635b7942859c6,official_il,native_grpo,rollout,13,4.0,45.95943069458008,1.7243270874023438,0.12130141258239746
