token,log,variant,method,pool_type,valid_unique_count,unique_parent_count,strict_count,strict_16_scene_fraction,empty_scene,insufficient_scene,candidate_PDMS,median_PDMS,min_PDMS,PDMS_gain_over_b_s,conservative_feasible_fraction,hard_safe_fraction,mean_candidate_p_B,median_candidate_p_B,P10_candidate_p_B,fraction_candidate_p_B_ge_3percent,mean_candidate_p_B_safe,mean_candidate_p_B_quality,candidate_local_gain,candidate_local_gain_median,fraction_local_gain_ge_0_5point,local_gain_defined_candidate_count,local_gain_defined_scene_count,local_gain_all_hits_descriptive,zero_hit_fraction,external_source_fraction,C_overlap_fraction,near_duplicate_representatives_0_02m,near_duplicate_representatives_0_10m,fallback_fraction,selection_optimism,sum_individual_mass,pairwise_ADE,PoolMass,GroupPoolHit,GroupPoolHit_ci_low,GroupPoolHit_ci_high,QualityMatchedPoolMass,marginal_coverage,source_GT_fraction,source_GT_structured_fraction,source_ddv2_fraction,source_drivor_fraction,source_IL_native_C_fraction,level_0_fraction,level_1_fraction,level_2_fraction,level_3_fraction,NC,DAC,EP,TTC,Comfort,DDC
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,primary,gt_geometry,operational,321,16,16,1,0,0,84.76725737995613,83.94666390423944,83.37728943932811,32.92844290314392,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.6875,0.0,15,12,0.0,0.0,0.0,0.545369904513844,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.25,0.1875,0.5,0.0625,1.0,0.0,0.0,0.0,1.0,1.0,0.6344141771189473,1.0,1.0,1.0
79ebfc1d85bf5a51,2021.06.09.17.23.18_veh-38_00131_00294,primary,grpo_mass_pc,operational,321,16,0,0,0,0,93.06850842474272,92.93021626831391,90.64702073849996,41.2296939479305,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.875,0.0,16,13,1.0,0.0,0.0,0.7535614774024616,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.125,0.75,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.8336442021938253,1.0,1.0,1.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,primary,score,operational,321,16,16,1,0,0,100.0,100.0,100.0,23.497423675539324,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,1.0,0.0,16,16,0.0,0.0,0.0,2.063998104623454,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.375,0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,primary,pareto,operational,321,16,16,1,0,0,100.0,100.0,100.0,23.497423675539324,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,1.0,0.0,16,16,0.0,0.0,0.0,2.063998104623454,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.375,0.625,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,primary,gt_geometry,operational,321,16,16,1,0,0,95.99535102181866,96.13075250408583,95.4360404736966,19.492774697357984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.5625,0.0,14,9,0.0,0.0,0.0,0.3117704604973764,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.4375,0.1875,0.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9038884245236478,1.0,1.0,1.0
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,primary,grpo_mass_pc,operational,321,16,0,0,0,0,100.0,100.0,100.0,23.497423675539324,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,1.0,0.0,16,16,1.0,0.0,0.0,2.063998104623454,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.375,0.625,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,primary,score,operational,321,16,16,1,0,0,100.0,100.0,100.0,5.701047916885926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.4375,0.0,16,16,0.0,0.0,0.0,3.22988281535924,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.25,0.1875,0.5625,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,primary,pareto,operational,321,16,16,1,0,0,100.0,100.0,100.0,5.701047916885926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.4375,0.0,16,16,0.0,0.0,0.0,3.22988281535924,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.25,0.1875,0.5625,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,primary,gt_geometry,operational,321,16,16,1,0,0,100.0,100.0,100.0,5.701047916885926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.5,0.0,16,16,0.0,0.0,0.0,1.049516512485456,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.3125,0.25,0.25,0.1875,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,primary,grpo_mass_pc,operational,321,16,0,0,0,0,100.0,100.0,100.0,5.701047916885926,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.4375,0.0,16,16,1.0,0.0,0.0,3.22988281535924,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.25,0.1875,0.5625,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,primary,score,operational,321,16,16,1,0,0,99.0516212406085,99.103340929558,97.6377922834871,43.30502657570871,0.6875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,1.0,0.0,16,15,0.0,0.0,0.0,0.8377867922088986,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.977238909774604,1.0,1.0,0.84375
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,primary,pareto,operational,321,16,16,1,0,0,99.0516212406085,99.103340929558,97.6377922834871,43.30502657570871,0.6875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,1.0,0.0,16,15,0.0,0.0,0.0,0.8377867922088986,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.977238909774604,1.0,1.0,0.84375
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,primary,gt_geometry,operational,321,16,16,1,0,0,91.689077778667,91.4617840718191,91.22011414035546,35.942483113767224,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.625,0.0,15,11,0.0,0.0,0.0,0.3983745728515104,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.375,0.1875,0.4375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8005378666880081,1.0,1.0,1.0
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,primary,grpo_mass_pc,operational,321,16,0,0,0,0,99.0516212406085,99.103340929558,97.6377922834871,43.30502657570871,0.6875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,1.0,0.0,16,15,1.0,0.0,0.0,0.8377867922088986,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.977238909774604,1.0,1.0,0.84375
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,primary,score,operational,321,16,16,1,0,0,100.0,100.0,100.0,60.44168268520962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.1875,0.0,16,16,0.0,0.0,0.0,2.0480708544312507,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.0625,0.125,0.6875,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,primary,pareto,operational,321,16,16,1,0,0,100.0,100.0,100.0,60.44168268520962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.1875,0.0,16,16,0.0,0.0,0.0,2.0480708544312507,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.0625,0.125,0.6875,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,primary,gt_geometry,operational,321,16,16,1,0,0,100.0,100.0,100.0,60.44168268520962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.625,0.0,16,16,0.0,0.0,0.0,0.8328333495642101,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.25,0.4375,0.1875,0.125,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,primary,grpo_mass_pc,operational,321,16,0,0,0,0,100.0,100.0,100.0,60.44168268520962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.1875,0.0,16,16,1.0,0.0,0.0,2.0480708544312507,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.0625,0.125,0.6875,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,primary,score,operational,321,16,16,1,0,0,97.12203063534976,96.90703123146965,94.77762282697007,27.322403441191767,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.5625,0.0,16,14,0.0,0.0,0.0,1.054650283843887,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.25,0.3125,0.3125,1.0,0.0,0.0,0.0,1.0,1.0,0.930928735248394,1.0,1.0,1.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,primary,pareto,operational,321,16,16,1,0,0,97.12203063534976,96.90703123146965,94.77762282697007,27.322403441191767,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.5625,0.0,16,14,0.0,0.0,0.0,1.054650283843887,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.25,0.3125,0.3125,1.0,0.0,0.0,0.0,1.0,1.0,0.930928735248394,1.0,1.0,1.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,primary,gt_geometry,operational,321,16,16,1,0,0,93.17063834150608,91.22188770598297,89.36417584956988,23.371011147348085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.625,0.0,15,10,0.0,0.0,0.0,0.4260375813019081,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.375,0.25,0.375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8360953201961459,1.0,1.0,1.0
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,primary,grpo_mass_pc,operational,321,16,0,0,0,0,97.12203063534976,96.90703123146965,94.77762282697007,27.322403441191767,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.5625,0.0,16,14,1.0,0.0,0.0,1.054650283843887,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.25,0.3125,0.3125,0.0,1.0,0.0,0.0,1.0,1.0,0.930928735248394,1.0,1.0,1.0
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,primary,score,operational,321,16,16,1,0,0,98.69542070766548,98.27934545501796,97.33890973875748,9.72379902679396,0.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.75,0.0,16,16,0.0,0.0,0.0,1.3274841336843115,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.125,0.625,0.125,1.0,0.0,0.0,0.0,1.0,1.0,0.9686900969839716,1.0,1.0,0.5
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,primary,pareto,operational,321,16,16,1,0,0,98.69542070766548,98.27934545501796,97.33890973875748,9.72379902679396,0.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.75,0.0,16,16,0.0,0.0,0.0,1.3274841336843115,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.125,0.625,0.125,1.0,0.0,0.0,0.0,1.0,1.0,0.9686900969839716,1.0,1.0,0.5
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,primary,gt_geometry,operational,321,16,16,1,0,0,95.91290927213754,95.6441729987421,95.2242116039462,6.941287591266016,0.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.4375,0.0,14,14,0.0,0.0,0.0,0.4988745653133938,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.5625,0.0,0.4375,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9019098225313008,1.0,1.0,0.625
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,primary,grpo_mass_pc,operational,321,16,0,0,0,0,98.69542070766548,98.27934545501796,97.33890973875748,9.72379902679396,0.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.75,0.0,16,16,1.0,0.0,0.0,1.3274841336843115,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.125,0.125,0.625,0.125,0.0,1.0,0.0,0.0,1.0,1.0,0.9686900969839716,1.0,1.0,0.5
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,primary,score,operational,321,16,16,1,0,0,100.0,100.0,100.0,34.914645905281844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.3125,0.0,16,16,0.0,0.0,0.0,2.878021199187035,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0625,0.125,0.1875,0.625,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,primary,pareto,operational,321,16,16,1,0,0,100.0,100.0,100.0,34.914645905281844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,,1.0,0.3125,0.0,16,16,0.0,0.0,0.0,2.878021199187035,0.0,0.0,0.0,0.0291369562735084,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0625,0.125,0.1875,0.625,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
