token,method,candidate_id,p_A,p_B,hit_count_B,selection_optimism,strict_qualified
23e39302332152b2,pareto,23e39302332152b2:c35914aa08169824176b,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:6ca479eb491588ac21ef,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:90f8202bad7226bb5fe6,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:91fe2ae90c22e45dfa90,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:98c18fbe6883e83a81ef,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:bba515b6075a95692049,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:eae3717082f1585f352b,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:4fbd22a4205d6b0266d6,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:eff53faad5c01059d1bc,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:3d91a9a8b0343fb51ab1,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:e380a77321ffae4d0d11,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:a659b02d51ec2d2ccf32,0.0,0.0,0.0,0.0,True
23e39302332152b2,pareto,23e39302332152b2:70b420ea4d192ad93c32,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:b988d6a1bb32e12befe6,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:0981bec57c67fbbadec9,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:c70597a318ea2ec1dae2,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:ff1d7f1768ffbde09e3b,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:eb9af929358a9a5df295,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:bbaaaa7f7def921a4c4b,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:522d45a75edd0c7fb210,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:ded9340852ce64142543,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:3283647c6cdd12432bcf,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:6f94fa965f62141f425e,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:e069ec4e28e936d5311f,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:df5b3200ce7d6cee1ff3,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:93e31ad1f2251590c4d2,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:8cad81ae4666d061402b,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:0a9eb037aee568007908,0.0,0.0,0.0,0.0,True
23e39302332152b2,gt_geometry,23e39302332152b2:2d58ac8ceada67efe2c9,0.0,0.0,0.0,0.0,True
23e39302332152b2,grpo_mass_pc,23e39302332152b2:335d6069269e2d3b8803,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:36406b3f63f459e85b6b,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:a659b02d51ec2d2ccf32,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:3cce08445d406db9ea1c,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:5f1b7ad97bf3edc9cd6e,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:70b420ea4d192ad93c32,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:a46f32ecf7cad9381158,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:c35914aa08169824176b,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:6ca479eb491588ac21ef,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:b034a3e8e6a5ba6c3bcb,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:54b71aff601688591b18,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:90f8202bad7226bb5fe6,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:3d91a9a8b0343fb51ab1,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:43d0b3fb8fd70d176ed7,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:dab03166894c7a53c30b,0.0,0.0,0.0,0.0,False
23e39302332152b2,grpo_mass_pc,23e39302332152b2:91fe2ae90c22e45dfa90,0.0,0.0,0.0,0.0,False
411a748874035630,score,411a748874035630:02c9a8939cc9ebf1a5dc,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:b32c35429ed1fa2f76ea,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:afb3ad0133d1a0d2d4e3,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:5793581aca2f9b18f972,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:236f9d2a2095fa89a121,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:a1c076ab7bbb455d09d0,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:e6cae40f026c6a062b66,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:c156f13c67bea2e626af,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:8be500cc18a0eec9199b,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:1412d301f40e9667c9ca,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:ec6737fc44b9eaf3bf0c,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:5f91ffa51d4df827f9d6,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:4d39a5cf7ee5df00f44f,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:1a85bd2ac6aa54fb172c,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:1644fe6f107db2996520,0.0,0.0,0.0,0.0,True
411a748874035630,score,411a748874035630:3d4d542c06eafdff8575,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:02c9a8939cc9ebf1a5dc,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:b32c35429ed1fa2f76ea,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:afb3ad0133d1a0d2d4e3,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:5793581aca2f9b18f972,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:236f9d2a2095fa89a121,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:a1c076ab7bbb455d09d0,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:e6cae40f026c6a062b66,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:c156f13c67bea2e626af,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:8be500cc18a0eec9199b,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:1412d301f40e9667c9ca,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:ec6737fc44b9eaf3bf0c,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:5f91ffa51d4df827f9d6,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:4d39a5cf7ee5df00f44f,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:1a85bd2ac6aa54fb172c,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:1644fe6f107db2996520,0.0,0.0,0.0,0.0,True
411a748874035630,pareto,411a748874035630:3d4d542c06eafdff8575,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:05208baa75dee6ac5c28,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:59a51d46f01aca52c08f,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:82510f33d4101dda4ba7,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:1aa5b5ae6c1ee958b442,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:dae86dcf2513840fb0e9,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:cad05edc02df0408f3e9,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:945ce12b09a11320a8ea,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:98917d4ef1f4d41e3f43,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:ef8739603467acaef0de,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:9f5450d0d87784288098,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:2e9c81d15edea231eb7e,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:51e9b657aa693229b5f3,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:8842897cdb505df05ab6,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:28a277ab4df0375846fa,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:eb3c5367b3a516c6fd98,0.0,0.0,0.0,0.0,True
411a748874035630,gt_geometry,411a748874035630:e45d5eba1a3538fbae6b,0.0,0.0,0.0,0.0,True
411a748874035630,grpo_mass_pc,411a748874035630:02c9a8939cc9ebf1a5dc,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:b32c35429ed1fa2f76ea,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:afb3ad0133d1a0d2d4e3,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:5793581aca2f9b18f972,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:236f9d2a2095fa89a121,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:a1c076ab7bbb455d09d0,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:e6cae40f026c6a062b66,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:c156f13c67bea2e626af,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:8be500cc18a0eec9199b,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:1412d301f40e9667c9ca,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:ec6737fc44b9eaf3bf0c,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:5f91ffa51d4df827f9d6,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:4d39a5cf7ee5df00f44f,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:1a85bd2ac6aa54fb172c,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:1644fe6f107db2996520,0.0,0.0,0.0,0.0,False
411a748874035630,grpo_mass_pc,411a748874035630:3d4d542c06eafdff8575,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:e75d249abfb4ad3bdb6b,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:9ea3aefb634e6cf63e10,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:6de0d5a30c4e28cfedf3,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:59af4e8d9309bb129f80,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:14fb539d1ad28654e536,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:34c95aa1d8cddf280302,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:e005527e38329c0bd5ff,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:f72bcf9991927bf3a15f,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:73f45617531ad9d568a7,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:d6708f5a90f734a965ed,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:20637b7c0bc93ba3a800,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:2d82e88fb06d103fa455,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:857212edec3d9700b094,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:61a0575f32f395f7d275,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:990ca4b07e1e54d70182,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,score,79ebfc1d85bf5a51:1c54ef478ed99af859cd,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:e75d249abfb4ad3bdb6b,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:98b49c5a4d923fcb5790,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:d1f95d9360ed3573d45c,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:71aa1e099c6031cf1b02,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:16b19e3894a8b96bcba1,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:41b6da5938b215096f8e,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:9ea3aefb634e6cf63e10,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:42c7168f22ec45a23c7e,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:6de0d5a30c4e28cfedf3,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:82761f63178ff906cfeb,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:59af4e8d9309bb129f80,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:76783f05e78883ceac7c,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:14fb539d1ad28654e536,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:24212dea24fd1504d929,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:34c95aa1d8cddf280302,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,pareto,79ebfc1d85bf5a51:72cd88a3dd34d5ea0be0,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:b644c4aba9be519e0f05,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:76f79132f9d1f9da775e,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:3f198b21cca66afdf749,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:0ab5873a615831c90918,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:eacf2a88aad8ae16c037,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:88061babcecbef034e35,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:fbef740922e0a712abfe,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:672f100aaf33bc2fecb3,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:0ba0445fc69346997c51,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:9a519e9384227c5e8d48,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:113e7eb65142b8116212,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:cc37fd311742a24073ba,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:32bdbae4d823fc9ab8f8,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:915154d3ef3b84caca9e,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:dc4b3cdcdfe9bb4d1eb0,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,gt_geometry,79ebfc1d85bf5a51:f312154aa959b11370f4,0.0,0.0,0.0,0.0,True
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:e75d249abfb4ad3bdb6b,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:9ea3aefb634e6cf63e10,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:6de0d5a30c4e28cfedf3,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:59af4e8d9309bb129f80,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:14fb539d1ad28654e536,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:34c95aa1d8cddf280302,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:e005527e38329c0bd5ff,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:f72bcf9991927bf3a15f,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:73f45617531ad9d568a7,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:d6708f5a90f734a965ed,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:20637b7c0bc93ba3a800,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:2d82e88fb06d103fa455,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:857212edec3d9700b094,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:61a0575f32f395f7d275,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:990ca4b07e1e54d70182,0.0,0.0,0.0,0.0,False
79ebfc1d85bf5a51,grpo_mass_pc,79ebfc1d85bf5a51:1c54ef478ed99af859cd,0.0,0.0,0.0,0.0,False
40808270ce205b83,score,40808270ce205b83:016187e70d9ea717cd39,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:bb1e342e7cb0b7026211,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:a98c3f0bd90c4aff52d6,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:e06b7bbab9de13401566,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:20ed9fa512c4d537c7bb,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:b699d6c41b7358d765da,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:0878b0542dfebe67dc2f,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:ca4fbed3679e6daa85f7,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:81c57e98c5e75a3a48f3,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:45b9ffa2100c3f995b95,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:28755005a2d0a0023f09,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:427e57cabecb6b8c8998,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:3387b40f203f6c1a80ce,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:42ee097c7b65b258420b,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:6c05d1aa23b2ba0945e3,0.0,0.0,0.0,0.0,True
40808270ce205b83,score,40808270ce205b83:877af41d0166b032651d,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:016187e70d9ea717cd39,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:bb1e342e7cb0b7026211,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:a98c3f0bd90c4aff52d6,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:e06b7bbab9de13401566,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:20ed9fa512c4d537c7bb,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:b699d6c41b7358d765da,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:0878b0542dfebe67dc2f,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:ca4fbed3679e6daa85f7,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:81c57e98c5e75a3a48f3,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:45b9ffa2100c3f995b95,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:28755005a2d0a0023f09,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:427e57cabecb6b8c8998,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:3387b40f203f6c1a80ce,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:42ee097c7b65b258420b,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:6c05d1aa23b2ba0945e3,0.0,0.0,0.0,0.0,True
40808270ce205b83,pareto,40808270ce205b83:877af41d0166b032651d,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:728b7a9c10bc899ab2c8,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:2b3e3a909f29d1776539,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:037255e4a6be26451d9e,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:1a21276a0721082a55ff,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:4d5f1da83646f9db8e43,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:755a5ba209f30cdf2bd5,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:1a976ce7c22ec25f5ac4,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:c4c47af73fbf2a553621,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:db8056624a7f11a4edbd,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:807b30569bf74c3cfaea,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:44f4df64d216dee494a9,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:f059b4e19a2b81a93101,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:ae0014846a5e32d1be9c,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:0d847e7d1a8cf725c152,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:5bb6d130d2a1059f8238,0.0,0.0,0.0,0.0,True
40808270ce205b83,gt_geometry,40808270ce205b83:dd277cb0cccfa7cd441b,0.0,0.0,0.0,0.0,True
40808270ce205b83,grpo_mass_pc,40808270ce205b83:016187e70d9ea717cd39,0.0,0.0,0.0,0.0,False
