token,method,pool_type,PoolMass,QualityMatchedPoolMass,candidate_local_gain,local_gain_defined_candidate_count,local_gain_defined_scene_count,near_duplicate_representatives_0_10m
42e6895442ab5601,score,strict,0.0,0.0,,0,0,16
42e6895442ab5601,pareto,operational,0.0,0.0,,0,0,16
42e6895442ab5601,pareto,strict,0.0,0.0,,0,0,16
42e6895442ab5601,gt_geometry,operational,0.0,0.0,,0,0,16
42e6895442ab5601,gt_geometry,strict,0.0,0.0,,0,0,16
42e6895442ab5601,grpo_mass_pc,operational,0.0,0.0,,0,0,16
42e6895442ab5601,grpo_mass_pc,strict,0.0,0.0,,0,0,0
b34272d337d350d2,score,operational,0.0,0.0,,0,0,13
b34272d337d350d2,score,strict,0.0,0.0,,0,0,13
b34272d337d350d2,pareto,operational,0.0,0.0,,0,0,13
b34272d337d350d2,pareto,strict,0.0,0.0,,0,0,13
b34272d337d350d2,gt_geometry,operational,0.0,0.0,,0,0,14
b34272d337d350d2,gt_geometry,strict,0.0,0.0,,0,0,14
b34272d337d350d2,grpo_mass_pc,operational,0.0,0.0,,0,0,13
b34272d337d350d2,grpo_mass_pc,strict,0.0,0.0,,0,0,0
b23ede9a183b5b71,score,operational,0.0,0.0,,0,0,16
b23ede9a183b5b71,score,strict,0.0,0.0,,0,0,16
b23ede9a183b5b71,pareto,operational,0.0,0.0,,0,0,16
b23ede9a183b5b71,pareto,strict,0.0,0.0,,0,0,16
b23ede9a183b5b71,gt_geometry,operational,0.0,0.0,,0,0,11
b23ede9a183b5b71,gt_geometry,strict,0.0,0.0,,0,0,11
b23ede9a183b5b71,grpo_mass_pc,operational,0.0,0.0,,0,0,16
b23ede9a183b5b71,grpo_mass_pc,strict,0.0,0.0,,0,0,0
fff951eab9f45288,score,operational,0.0,0.0,,0,0,16
fff951eab9f45288,score,strict,0.0,0.0,,0,0,16
fff951eab9f45288,pareto,operational,0.0,0.0,,0,0,16
fff951eab9f45288,pareto,strict,0.0,0.0,,0,0,16
fff951eab9f45288,gt_geometry,operational,0.0,0.0,,0,0,12
fff951eab9f45288,gt_geometry,strict,0.0,0.0,,0,0,12
fff951eab9f45288,grpo_mass_pc,operational,0.0,0.0,,0,0,16
fff951eab9f45288,grpo_mass_pc,strict,0.0,0.0,,0,0,0
4fa9113617d254d4,score,operational,0.0,0.0,,0,0,16
4fa9113617d254d4,score,strict,0.0,0.0,,0,0,16
4fa9113617d254d4,pareto,operational,0.0,0.0,,0,0,16
4fa9113617d254d4,pareto,strict,0.0,0.0,,0,0,16
4fa9113617d254d4,gt_geometry,operational,0.0,0.0,,0,0,16
4fa9113617d254d4,gt_geometry,strict,0.0,0.0,,0,0,16
4fa9113617d254d4,grpo_mass_pc,operational,0.0,0.0,,0,0,16
4fa9113617d254d4,grpo_mass_pc,strict,0.0,0.0,,0,0,0
988785170de957da,score,operational,0.0,0.0,,0,0,15
988785170de957da,score,strict,0.0,0.0,,0,0,15
988785170de957da,pareto,operational,0.0,0.0,,0,0,15
988785170de957da,pareto,strict,0.0,0.0,,0,0,15
988785170de957da,gt_geometry,operational,0.0,0.0,,0,0,13
988785170de957da,gt_geometry,strict,0.0,0.0,,0,0,13
988785170de957da,grpo_mass_pc,operational,0.0,0.0,,0,0,15
988785170de957da,grpo_mass_pc,strict,0.0,0.0,,0,0,0
046b1cc13f0d5f9d,score,operational,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,score,strict,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,pareto,operational,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,pareto,strict,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,gt_geometry,operational,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,gt_geometry,strict,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,grpo_mass_pc,operational,0.0,0.0,,0,0,16
046b1cc13f0d5f9d,grpo_mass_pc,strict,0.0,0.0,,0,0,0
d7fbd35a0f315447,score,operational,0.0,0.0,,0,0,16
d7fbd35a0f315447,score,strict,0.0,0.0,,0,0,16
d7fbd35a0f315447,pareto,operational,0.0,0.0,,0,0,16
d7fbd35a0f315447,pareto,strict,0.0,0.0,,0,0,16
d7fbd35a0f315447,gt_geometry,operational,0.0,0.0,,0,0,10
d7fbd35a0f315447,gt_geometry,strict,0.0,0.0,,0,0,10
d7fbd35a0f315447,grpo_mass_pc,operational,0.0,0.0,,0,0,16
d7fbd35a0f315447,grpo_mass_pc,strict,0.0,0.0,,0,0,0
951957b841e05cfa,score,operational,0.0,0.0,,0,0,12
951957b841e05cfa,score,strict,0.0,0.0,,0,0,12
951957b841e05cfa,pareto,operational,0.0,0.0,,0,0,12
951957b841e05cfa,pareto,strict,0.0,0.0,,0,0,12
951957b841e05cfa,gt_geometry,operational,0.0,0.0,,0,0,13
951957b841e05cfa,gt_geometry,strict,0.0,0.0,,0,0,13
951957b841e05cfa,grpo_mass_pc,operational,0.0,0.0,,0,0,12
951957b841e05cfa,grpo_mass_pc,strict,0.0,0.0,,0,0,0
61db822891625c3b,score,operational,0.0,0.0,,0,0,16
61db822891625c3b,score,strict,0.0,0.0,,0,0,16
61db822891625c3b,pareto,operational,0.0,0.0,,0,0,16
61db822891625c3b,pareto,strict,0.0,0.0,,0,0,16
61db822891625c3b,gt_geometry,operational,0.0,0.0,,0,0,14
61db822891625c3b,gt_geometry,strict,0.0,0.0,,0,0,14
61db822891625c3b,grpo_mass_pc,operational,0.0,0.0,,0,0,16
61db822891625c3b,grpo_mass_pc,strict,0.0,0.0,,0,0,0
759e9e451eba5b47,score,operational,0.0,0.0,,0,0,16
759e9e451eba5b47,score,strict,0.0,0.0,,0,0,16
759e9e451eba5b47,pareto,operational,0.0,0.0,,0,0,16
759e9e451eba5b47,pareto,strict,0.0,0.0,,0,0,16
759e9e451eba5b47,gt_geometry,operational,0.0,0.0,,0,0,14
759e9e451eba5b47,gt_geometry,strict,0.0,0.0,,0,0,14
759e9e451eba5b47,grpo_mass_pc,operational,0.0,0.0,,0,0,16
759e9e451eba5b47,grpo_mass_pc,strict,0.0,0.0,,0,0,0
9c05edf9d6e85716,score,operational,0.0,0.0,,0,0,16
9c05edf9d6e85716,score,strict,0.0,0.0,,0,0,16
9c05edf9d6e85716,pareto,operational,0.0,0.0,,0,0,16
9c05edf9d6e85716,pareto,strict,0.0,0.0,,0,0,16
9c05edf9d6e85716,gt_geometry,operational,0.0,0.0,,0,0,11
9c05edf9d6e85716,gt_geometry,strict,0.0,0.0,,0,0,11
9c05edf9d6e85716,grpo_mass_pc,operational,0.0,0.0,,0,0,16
9c05edf9d6e85716,grpo_mass_pc,strict,0.0,0.0,,0,0,0
467bbee636b65c84,score,operational,0.0,0.0,,0,0,16
467bbee636b65c84,score,strict,0.0,0.0,,0,0,16
467bbee636b65c84,pareto,operational,0.0,0.0,,0,0,16
467bbee636b65c84,pareto,strict,0.0,0.0,,0,0,16
467bbee636b65c84,gt_geometry,operational,0.0,0.0,,0,0,14
467bbee636b65c84,gt_geometry,strict,0.0,0.0,,0,0,14
467bbee636b65c84,grpo_mass_pc,operational,0.0,0.0,,0,0,16
467bbee636b65c84,grpo_mass_pc,strict,0.0,0.0,,0,0,0
4f6409df56a85592,score,operational,0.0,0.0,,0,0,14
4f6409df56a85592,score,strict,0.0,0.0,,0,0,14
4f6409df56a85592,pareto,operational,0.0,0.0,,0,0,14
4f6409df56a85592,pareto,strict,0.0,0.0,,0,0,14
4f6409df56a85592,gt_geometry,operational,0.0,0.0,,0,0,12
4f6409df56a85592,gt_geometry,strict,0.0,0.0,,0,0,12
4f6409df56a85592,grpo_mass_pc,operational,0.0,0.0,,0,0,14
4f6409df56a85592,grpo_mass_pc,strict,0.0,0.0,,0,0,0
16ddb1838af755e3,score,operational,0.0,0.0,,0,0,16
16ddb1838af755e3,score,strict,0.0,0.0,,0,0,16
16ddb1838af755e3,pareto,operational,0.0,0.0,,0,0,16
16ddb1838af755e3,pareto,strict,0.0,0.0,,0,0,16
16ddb1838af755e3,gt_geometry,operational,0.0,0.0,,0,0,8
16ddb1838af755e3,gt_geometry,strict,0.0,0.0,,0,0,8
16ddb1838af755e3,grpo_mass_pc,operational,0.0,0.0,,0,0,16
16ddb1838af755e3,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2ce59f70a15b5ddf,score,operational,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,score,strict,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,pareto,operational,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,pareto,strict,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,gt_geometry,operational,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,gt_geometry,strict,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,grpo_mass_pc,operational,0.0,0.0,,0,0,16
2ce59f70a15b5ddf,grpo_mass_pc,strict,0.0,0.0,,0,0,0
461fb854eaa3583e,score,operational,0.0,0.0,,0,0,16
461fb854eaa3583e,score,strict,0.0,0.0,,0,0,16
461fb854eaa3583e,pareto,operational,0.0,0.0,,0,0,16
461fb854eaa3583e,pareto,strict,0.0,0.0,,0,0,16
461fb854eaa3583e,gt_geometry,operational,0.0,0.0,,0,0,16
461fb854eaa3583e,gt_geometry,strict,0.0,0.0,,0,0,16
461fb854eaa3583e,grpo_mass_pc,operational,0.0,0.0,,0,0,16
461fb854eaa3583e,grpo_mass_pc,strict,0.0,0.0,,0,0,0
8b800af555d35794,score,operational,0.0,0.0,,0,0,16
8b800af555d35794,score,strict,0.0,0.0,,0,0,16
8b800af555d35794,pareto,operational,0.0,0.0,,0,0,16
8b800af555d35794,pareto,strict,0.0,0.0,,0,0,16
8b800af555d35794,gt_geometry,operational,0.0,0.0,,0,0,16
8b800af555d35794,gt_geometry,strict,0.0,0.0,,0,0,16
8b800af555d35794,grpo_mass_pc,operational,0.0,0.0,,0,0,16
8b800af555d35794,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2ab1b3941f7153cb,score,operational,0.0,0.0,,0,0,12
2ab1b3941f7153cb,score,strict,0.0,0.0,,0,0,12
2ab1b3941f7153cb,pareto,operational,0.0,0.0,,0,0,12
2ab1b3941f7153cb,pareto,strict,0.0,0.0,,0,0,12
2ab1b3941f7153cb,gt_geometry,operational,0.0,0.0,,0,0,13
2ab1b3941f7153cb,gt_geometry,strict,0.0,0.0,,0,0,13
2ab1b3941f7153cb,grpo_mass_pc,operational,0.0,0.0,,0,0,12
2ab1b3941f7153cb,grpo_mass_pc,strict,0.0,0.0,,0,0,0
4bc510a669d8549f,score,operational,0.0,0.0,,0,0,13
4bc510a669d8549f,score,strict,0.0,0.0,,0,0,13
4bc510a669d8549f,pareto,operational,0.0,0.0,,0,0,13
4bc510a669d8549f,pareto,strict,0.0,0.0,,0,0,13
4bc510a669d8549f,gt_geometry,operational,0.0,0.0,,0,0,9
4bc510a669d8549f,gt_geometry,strict,0.0,0.0,,0,0,9
4bc510a669d8549f,grpo_mass_pc,operational,0.0,0.0,,0,0,13
4bc510a669d8549f,grpo_mass_pc,strict,0.0,0.0,,0,0,0
3387bab95d41528a,score,operational,0.0,0.0,,0,0,16
3387bab95d41528a,score,strict,0.0,0.0,,0,0,16
3387bab95d41528a,pareto,operational,0.0,0.0,,0,0,16
3387bab95d41528a,pareto,strict,0.0,0.0,,0,0,16
3387bab95d41528a,gt_geometry,operational,0.0,0.0,,0,0,16
3387bab95d41528a,gt_geometry,strict,0.0,0.0,,0,0,16
3387bab95d41528a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
3387bab95d41528a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
e5acc98f52f458cc,score,operational,0.0,0.0,,0,0,16
e5acc98f52f458cc,score,strict,0.0,0.0,,0,0,16
e5acc98f52f458cc,pareto,operational,0.0,0.0,,0,0,16
e5acc98f52f458cc,pareto,strict,0.0,0.0,,0,0,16
e5acc98f52f458cc,gt_geometry,operational,0.0,0.0,,0,0,16
e5acc98f52f458cc,gt_geometry,strict,0.0,0.0,,0,0,16
e5acc98f52f458cc,grpo_mass_pc,operational,0.0,0.0,,0,0,16
e5acc98f52f458cc,grpo_mass_pc,strict,0.0,0.0,,0,0,0
3e9026530c475726,score,operational,0.0,0.0,,0,0,16
3e9026530c475726,score,strict,0.0,0.0,,0,0,16
3e9026530c475726,pareto,operational,0.0,0.0,,0,0,16
3e9026530c475726,pareto,strict,0.0,0.0,,0,0,16
3e9026530c475726,gt_geometry,operational,0.0,0.0,,0,0,10
3e9026530c475726,gt_geometry,strict,0.0,0.0,,0,0,10
3e9026530c475726,grpo_mass_pc,operational,0.0,0.0,,0,0,16
3e9026530c475726,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2ae0a44cc4de5c4a,score,operational,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,score,strict,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,pareto,operational,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,pareto,strict,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,gt_geometry,operational,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,gt_geometry,strict,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,grpo_mass_pc,operational,0.0,0.0,,0,0,16
2ae0a44cc4de5c4a,grpo_mass_pc,strict,0.0,0.0,,0,0,0
cc94486698ff58d1,score,operational,0.0,0.0,,0,0,16
cc94486698ff58d1,score,strict,0.0,0.0,,0,0,16
cc94486698ff58d1,pareto,operational,0.0,0.0,,0,0,16
cc94486698ff58d1,pareto,strict,0.0,0.0,,0,0,16
cc94486698ff58d1,gt_geometry,operational,0.0009765625,0.0009765625,,0,0,14
cc94486698ff58d1,gt_geometry,strict,0.0009765625,0.0009765625,,0,0,14
cc94486698ff58d1,grpo_mass_pc,operational,0.0,0.0,,0,0,16
cc94486698ff58d1,grpo_mass_pc,strict,0.0,0.0,,0,0,0
969763763ce754a4,score,operational,0.0,0.0,,0,0,16
969763763ce754a4,score,strict,0.0,0.0,,0,0,16
969763763ce754a4,pareto,operational,0.0,0.0,,0,0,16
969763763ce754a4,pareto,strict,0.0,0.0,,0,0,16
969763763ce754a4,gt_geometry,operational,0.0,0.0,,0,0,16
969763763ce754a4,gt_geometry,strict,0.0,0.0,,0,0,16
969763763ce754a4,grpo_mass_pc,operational,0.0,0.0,,0,0,16
969763763ce754a4,grpo_mass_pc,strict,0.0,0.0,,0,0,0
ff6ab495a139534e,score,operational,0.0,0.0,,0,0,16
ff6ab495a139534e,score,strict,0.0,0.0,,0,0,16
ff6ab495a139534e,pareto,operational,0.0,0.0,,0,0,16
ff6ab495a139534e,pareto,strict,0.0,0.0,,0,0,16
ff6ab495a139534e,gt_geometry,operational,0.0,0.0,,0,0,14
ff6ab495a139534e,gt_geometry,strict,0.0,0.0,,0,0,14
ff6ab495a139534e,grpo_mass_pc,operational,0.0,0.0,,0,0,16
ff6ab495a139534e,grpo_mass_pc,strict,0.0,0.0,,0,0,0
70248e0bb43a503b,score,operational,0.0,0.0,,0,0,16
70248e0bb43a503b,score,strict,0.0,0.0,,0,0,16
70248e0bb43a503b,pareto,operational,0.0,0.0,,0,0,16
70248e0bb43a503b,pareto,strict,0.0,0.0,,0,0,16
70248e0bb43a503b,gt_geometry,operational,0.0,0.0,,0,0,16
70248e0bb43a503b,gt_geometry,strict,0.0,0.0,,0,0,16
70248e0bb43a503b,grpo_mass_pc,operational,0.0,0.0,,0,0,16
70248e0bb43a503b,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2a2403c9b08b53ac,score,operational,0.0,0.0,,0,0,15
2a2403c9b08b53ac,score,strict,0.0,0.0,,0,0,15
2a2403c9b08b53ac,pareto,operational,0.0,0.0,,0,0,15
2a2403c9b08b53ac,pareto,strict,0.0,0.0,,0,0,15
2a2403c9b08b53ac,gt_geometry,operational,0.0,0.0,,0,0,11
2a2403c9b08b53ac,gt_geometry,strict,0.0,0.0,,0,0,11
2a2403c9b08b53ac,grpo_mass_pc,operational,0.0,0.0,,0,0,15
2a2403c9b08b53ac,grpo_mass_pc,strict,0.0,0.0,,0,0,0
854169aa74e95251,score,operational,0.0,0.0,,0,0,13
854169aa74e95251,score,strict,0.0,0.0,,0,0,13
854169aa74e95251,pareto,operational,0.0,0.0,,0,0,13
854169aa74e95251,pareto,strict,0.0,0.0,,0,0,13
854169aa74e95251,gt_geometry,operational,0.0,0.0,,0,0,13
854169aa74e95251,gt_geometry,strict,0.0,0.0,,0,0,13
854169aa74e95251,grpo_mass_pc,operational,0.0,0.0,,0,0,13
854169aa74e95251,grpo_mass_pc,strict,0.0,0.0,,0,0,0
93a9927586995095,score,operational,0.0,0.0,,0,0,16
93a9927586995095,score,strict,0.0,0.0,,0,0,16
93a9927586995095,pareto,operational,0.0,0.0,,0,0,16
93a9927586995095,pareto,strict,0.0,0.0,,0,0,16
93a9927586995095,gt_geometry,operational,0.0,0.0,,0,0,16
93a9927586995095,gt_geometry,strict,0.0,0.0,,0,0,16
93a9927586995095,grpo_mass_pc,operational,0.0,0.0,,0,0,16
93a9927586995095,grpo_mass_pc,strict,0.0,0.0,,0,0,0
af62d866653053f6,score,operational,0.0,0.0,,0,0,16
af62d866653053f6,score,strict,0.0,0.0,,0,0,16
af62d866653053f6,pareto,operational,0.0,0.0,,0,0,16
af62d866653053f6,pareto,strict,0.0,0.0,,0,0,16
af62d866653053f6,gt_geometry,operational,0.0,0.0,,0,0,13
af62d866653053f6,gt_geometry,strict,0.0,0.0,,0,0,13
af62d866653053f6,grpo_mass_pc,operational,0.0,0.0,,0,0,16
af62d866653053f6,grpo_mass_pc,strict,0.0,0.0,,0,0,0
17d296a87fb45380,score,operational,0.0,0.0,,0,0,16
17d296a87fb45380,score,strict,0.0,0.0,,0,0,16
17d296a87fb45380,pareto,operational,0.0,0.0,,0,0,16
17d296a87fb45380,pareto,strict,0.0,0.0,,0,0,16
17d296a87fb45380,gt_geometry,operational,0.0,0.0,,0,0,12
17d296a87fb45380,gt_geometry,strict,0.0,0.0,,0,0,12
17d296a87fb45380,grpo_mass_pc,operational,0.0,0.0,,0,0,16
17d296a87fb45380,grpo_mass_pc,strict,0.0,0.0,,0,0,0
5370751917315916,score,operational,0.0,0.0,,0,0,16
5370751917315916,score,strict,0.0,0.0,,0,0,16
5370751917315916,pareto,operational,0.0,0.0,,0,0,16
5370751917315916,pareto,strict,0.0,0.0,,0,0,16
5370751917315916,gt_geometry,operational,0.0,0.0,,0,0,16
5370751917315916,gt_geometry,strict,0.0,0.0,,0,0,16
5370751917315916,grpo_mass_pc,operational,0.0,0.0,,0,0,16
5370751917315916,grpo_mass_pc,strict,0.0,0.0,,0,0,0
adaf33e4ba555709,score,operational,0.0009765625,0.0,,0,0,13
adaf33e4ba555709,score,strict,0.0009765625,0.0,,0,0,13
adaf33e4ba555709,pareto,operational,0.0,0.0,,0,0,15
adaf33e4ba555709,pareto,strict,0.0,0.0,,0,0,15
adaf33e4ba555709,gt_geometry,operational,0.0,0.0,,0,0,12
adaf33e4ba555709,gt_geometry,strict,0.0,0.0,,0,0,12
adaf33e4ba555709,grpo_mass_pc,operational,0.0009765625,0.0,,0,0,13
adaf33e4ba555709,grpo_mass_pc,strict,0.0,0.0,,0,0,0
1aa0acb229945e9b,score,operational,0.0,0.0,,0,0,16
1aa0acb229945e9b,score,strict,0.0,0.0,,0,0,16
1aa0acb229945e9b,pareto,operational,0.0,0.0,,0,0,16
1aa0acb229945e9b,pareto,strict,0.0,0.0,,0,0,16
1aa0acb229945e9b,gt_geometry,operational,0.0,0.0,,0,0,14
1aa0acb229945e9b,gt_geometry,strict,0.0,0.0,,0,0,14
1aa0acb229945e9b,grpo_mass_pc,operational,0.0,0.0,,0,0,16
1aa0acb229945e9b,grpo_mass_pc,strict,0.0,0.0,,0,0,0
fad9e78a17825042,score,operational,0.0,0.0,,0,0,16
fad9e78a17825042,score,strict,0.0,0.0,,0,0,16
fad9e78a17825042,pareto,operational,0.0,0.0,,0,0,16
fad9e78a17825042,pareto,strict,0.0,0.0,,0,0,16
fad9e78a17825042,gt_geometry,operational,0.0,0.0,,0,0,10
fad9e78a17825042,gt_geometry,strict,0.0,0.0,,0,0,10
fad9e78a17825042,grpo_mass_pc,operational,0.0,0.0,,0,0,16
fad9e78a17825042,grpo_mass_pc,strict,0.0,0.0,,0,0,0
4eaf32face4b5ece,score,operational,0.0,0.0,,0,0,16
4eaf32face4b5ece,score,strict,0.0,0.0,,0,0,16
4eaf32face4b5ece,pareto,operational,0.0,0.0,,0,0,16
4eaf32face4b5ece,pareto,strict,0.0,0.0,,0,0,16
4eaf32face4b5ece,gt_geometry,operational,0.0,0.0,,0,0,16
4eaf32face4b5ece,gt_geometry,strict,0.0,0.0,,0,0,16
4eaf32face4b5ece,grpo_mass_pc,operational,0.0,0.0,,0,0,16
4eaf32face4b5ece,grpo_mass_pc,strict,0.0,0.0,,0,0,0
2db045daf25c5bb7,score,operational,0.0,0.0,,0,0,16
2db045daf25c5bb7,score,strict,0.0,0.0,,0,0,16
2db045daf25c5bb7,pareto,operational,0.0,0.0,,0,0,16
2db045daf25c5bb7,pareto,strict,0.0,0.0,,0,0,16
2db045daf25c5bb7,gt_geometry,operational,0.0,0.0,,0,0,11
2db045daf25c5bb7,gt_geometry,strict,0.0,0.0,,0,0,11
2db045daf25c5bb7,grpo_mass_pc,operational,0.0,0.0,,0,0,16
2db045daf25c5bb7,grpo_mass_pc,strict,0.0,0.0,,0,0,0
b23f3d728c08529f,score,operational,0.0,0.0,,0,0,16
b23f3d728c08529f,score,strict,0.0,0.0,,0,0,16
b23f3d728c08529f,pareto,operational,0.0,0.0,,0,0,16
b23f3d728c08529f,pareto,strict,0.0,0.0,,0,0,16
b23f3d728c08529f,gt_geometry,operational,0.0,0.0,,0,0,16
b23f3d728c08529f,gt_geometry,strict,0.0,0.0,,0,0,16
b23f3d728c08529f,grpo_mass_pc,operational,0.0,0.0,,0,0,16
b23f3d728c08529f,grpo_mass_pc,strict,0.0,0.0,,0,0,0
dc76a771066b5553,score,operational,0.0,0.0,,0,0,16
dc76a771066b5553,score,strict,0.0,0.0,,0,0,16
dc76a771066b5553,pareto,operational,0.0,0.0,,0,0,16
dc76a771066b5553,pareto,strict,0.0,0.0,,0,0,16
dc76a771066b5553,gt_geometry,operational,0.0,0.0,,0,0,11
dc76a771066b5553,gt_geometry,strict,0.0,0.0,,0,0,11
dc76a771066b5553,grpo_mass_pc,operational,0.0,0.0,,0,0,16
dc76a771066b5553,grpo_mass_pc,strict,0.0,0.0,,0,0,0
d76b0458667c59a2,score,operational,0.0,0.0,,0,0,16
d76b0458667c59a2,score,strict,0.0,0.0,,0,0,16
d76b0458667c59a2,pareto,operational,0.0,0.0,,0,0,16
