method,token,descriptive_type,count
grpo_mass_pc,23724912b8f153f0,low_coverage_high_quality,16
grpo_mass_pc,23ba8f4aee055e34,low_coverage_high_quality,16
grpo_mass_pc,23c842d3f001597a,low_coverage_high_quality,16
grpo_mass_pc,23cb188abddf5851,low_coverage_high_quality,16
grpo_mass_pc,23e39302332152b2,low_coverage_high_quality,16
grpo_mass_pc,244f412a59375c65,low_coverage_high_quality,16
grpo_mass_pc,248aeb1af182529b,low_coverage_high_quality,16
grpo_mass_pc,24ab9ae0499950e9,low_coverage_high_quality,16
grpo_mass_pc,24d4a97bf17f5883,low_coverage_high_quality,16
grpo_mass_pc,24fab0f19fd35cd6,low_coverage_high_quality,16
grpo_mass_pc,253b856b49ef52d2,low_coverage_high_quality,16
grpo_mass_pc,25652aabb1615c8d,low_coverage_high_quality,16
grpo_mass_pc,2581d16dc1aa557e,low_coverage_high_quality,16
grpo_mass_pc,25822d3d04305af8,low_coverage_high_quality,16
grpo_mass_pc,26043d2de718532d,low_coverage_high_quality,16
grpo_mass_pc,2617f0cd70705817,low_coverage_high_quality,16
grpo_mass_pc,2639525675535145,low_coverage_high_quality,16
grpo_mass_pc,26dfdbfcecfe50bd,low_coverage_high_quality,16
grpo_mass_pc,26e0f72c031b5f07,low_coverage_high_quality,16
grpo_mass_pc,277898ef740c5ab1,low_coverage_high_quality,16
grpo_mass_pc,278907212b495e23,low_coverage_high_quality,16
grpo_mass_pc,279ff8e3850c54e2,low_coverage_high_quality,16
grpo_mass_pc,288f0194b6d45858,low_coverage_high_quality,16
grpo_mass_pc,289087a782995ef0,low_coverage_high_quality,16
grpo_mass_pc,28b79e32839a543b,low_coverage_high_quality,16
grpo_mass_pc,28c5133d23575e81,low_coverage_high_quality,16
grpo_mass_pc,293fd2580df350a8,low_coverage_high_quality,16
grpo_mass_pc,296345c58a77547f,low_coverage_high_quality,16
grpo_mass_pc,29b53c57c19b57fe,low_coverage_high_quality,16
grpo_mass_pc,29c1d95389d45573,low_coverage_high_quality,16
grpo_mass_pc,2a2403c9b08b53ac,low_coverage_high_quality,16
grpo_mass_pc,2ab1b3941f7153cb,low_coverage_high_quality,16
grpo_mass_pc,2ad520fb925f5ace,low_coverage_high_quality,16
grpo_mass_pc,2ae0a44cc4de5c4a,low_coverage_high_quality,16
grpo_mass_pc,2ae8ac90c0ae5c8d,low_coverage_high_quality,16
grpo_mass_pc,2af1778054cf51a4,low_coverage_high_quality,16
grpo_mass_pc,2b07bad4bce156cd,low_coverage_high_quality,16
grpo_mass_pc,2b2663b56a6555a2,low_coverage_high_quality,16
grpo_mass_pc,2b62f0fd336e5ce1,low_coverage_high_quality,16
grpo_mass_pc,2b6a3141bbd95909,low_coverage_high_quality,16
grpo_mass_pc,2b9bcbd586b55042,low_coverage_high_quality,16
grpo_mass_pc,2bdd7e6fdc0e5977,low_coverage_high_quality,16
grpo_mass_pc,2c274b54e82b55e7,low_coverage_high_quality,16
grpo_mass_pc,2c76b8e2d1d85701,low_coverage_high_quality,16
grpo_mass_pc,2c772a570884587c,low_coverage_high_quality,16
grpo_mass_pc,2c87600ce5a15f76,low_coverage_high_quality,16
grpo_mass_pc,2ce54722e81a5726,low_coverage_high_quality,16
grpo_mass_pc,2ce59f70a15b5ddf,low_coverage_high_quality,16
grpo_mass_pc,2d1c26e4b5895e96,low_coverage_high_quality,16
grpo_mass_pc,2d6b6f9cbf895767,low_coverage_high_quality,16
grpo_mass_pc,2db045daf25c5bb7,low_coverage_high_quality,16
grpo_mass_pc,2dd169c11ca55cf5,low_coverage_high_quality,16
grpo_mass_pc,2e2bb8bb71265998,low_coverage_high_quality,16
grpo_mass_pc,2e94974489245ae6,low_coverage_high_quality,16
grpo_mass_pc,2e976da85a8b5e5b,low_coverage_high_quality,16
grpo_mass_pc,2eaf758421aa5190,low_coverage_high_quality,16
grpo_mass_pc,2f4462b637dc5044,low_coverage_high_quality,16
grpo_mass_pc,2f7f18f806515128,low_coverage_high_quality,16
grpo_mass_pc,2f875dc108ed572f,low_coverage_high_quality,16
grpo_mass_pc,2fbab9ffc3fe5a5d,low_coverage_high_quality,16
grpo_mass_pc,2fd40c15042e53d4,low_coverage_high_quality,16
grpo_mass_pc,305b1bf4e7f45522,low_coverage_high_quality,16
grpo_mass_pc,30e1141fbb1e5009,low_coverage_high_quality,16
grpo_mass_pc,312f7d68b7845c0f,low_coverage_high_quality,16
grpo_mass_pc,3138ce4847ee5007,low_coverage_high_quality,16
grpo_mass_pc,31c9a3082fa15d55,low_coverage_high_quality,16
grpo_mass_pc,3225bfcbea245dd7,low_coverage_high_quality,16
grpo_mass_pc,32516745ea1b59ef,low_coverage_high_quality,16
grpo_mass_pc,331e21d3c8d65bae,low_coverage_high_quality,16
grpo_mass_pc,335528f321b45d88,low_coverage_high_quality,16
grpo_mass_pc,3382fe7a030150df,low_coverage_high_quality,16
grpo_mass_pc,3387bab95d41528a,low_coverage_high_quality,16
grpo_mass_pc,339d5c1111125971,low_coverage_high_quality,16
grpo_mass_pc,34dd4c6fb6245b9a,low_coverage_high_quality,16
grpo_mass_pc,350714230cb55761,low_coverage_high_quality,16
grpo_mass_pc,35e2f788f41851c0,low_coverage_high_quality,16
grpo_mass_pc,3609537de0105997,low_coverage_high_quality,16
grpo_mass_pc,3623f8728153513d,low_coverage_high_quality,16
grpo_mass_pc,36c5c837df3259f8,low_coverage_high_quality,16
grpo_mass_pc,36c6cbf6c8a25415,low_coverage_high_quality,16
grpo_mass_pc,36f37eab352d5150,low_coverage_high_quality,16
grpo_mass_pc,3764407c90d65df3,low_coverage_high_quality,16
grpo_mass_pc,377030639621540e,low_coverage_high_quality,16
grpo_mass_pc,377ceb5650355d8b,low_coverage_high_quality,16
grpo_mass_pc,377d9bb5bb125691,low_coverage_high_quality,16
grpo_mass_pc,3783e56bc9ef5e85,low_coverage_high_quality,16
grpo_mass_pc,37ab6257bb545b45,low_coverage_high_quality,16
grpo_mass_pc,38cfd81687975661,low_coverage_high_quality,16
grpo_mass_pc,390944a5467b51c5,low_coverage_high_quality,16
grpo_mass_pc,392e034cb2a55053,low_coverage_high_quality,16
grpo_mass_pc,39fc09d325a05606,low_coverage_high_quality,16
grpo_mass_pc,39fd3f2e5f005306,low_coverage_high_quality,16
grpo_mass_pc,39fe00229f7b5ac4,low_coverage_high_quality,16
grpo_mass_pc,3a4cfdd4bfa55a5e,low_coverage_high_quality,16
grpo_mass_pc,3ac61ac2f2b652b7,low_coverage_high_quality,16
grpo_mass_pc,3ac7810599d457a1,low_coverage_high_quality,16
grpo_mass_pc,3acaadb297b15413,low_coverage_high_quality,16
grpo_mass_pc,3ae8bec3c87f599a,low_coverage_high_quality,16
grpo_mass_pc,3bfe55c892ef5093,low_coverage_high_quality,16
grpo_mass_pc,3c297001ef2d5acb,low_coverage_high_quality,16
grpo_mass_pc,3c30c0c940045ac2,low_coverage_high_quality,16
grpo_mass_pc,3c84060e9d245ad7,low_coverage_high_quality,16
grpo_mass_pc,3c9433a90ab05621,low_coverage_high_quality,16
grpo_mass_pc,3d2dded3370e5d2f,low_coverage_high_quality,16
grpo_mass_pc,3d44a52acf525ec7,low_coverage_high_quality,16
grpo_mass_pc,3d53eff55b2855c2,low_coverage_high_quality,16
grpo_mass_pc,3e58b4e75b4d5910,low_coverage_high_quality,16
grpo_mass_pc,3e7e4bd1053d5d92,low_coverage_high_quality,16
grpo_mass_pc,3e83f47571b05337,low_coverage_high_quality,16
grpo_mass_pc,3e9026530c475726,low_coverage_high_quality,16
grpo_mass_pc,3eceeb425c3a560b,low_coverage_high_quality,16
grpo_mass_pc,3f159d73e87a5e06,low_coverage_high_quality,16
grpo_mass_pc,3f36d5316f0d5a94,low_coverage_high_quality,16
grpo_mass_pc,3f67a285648156d8,low_coverage_high_quality,16
grpo_mass_pc,3fa2f81cff025162,low_coverage_high_quality,16
grpo_mass_pc,3feb7781f83754a7,low_coverage_high_quality,16
grpo_mass_pc,3ff6652d6dec55da,low_coverage_high_quality,16
grpo_mass_pc,40808270ce205b83,low_coverage_high_quality,16
grpo_mass_pc,4094b79867cd5f7b,low_coverage_high_quality,16
grpo_mass_pc,40b18724a90f5919,low_coverage_high_quality,16
grpo_mass_pc,40bdcf910bed5013,low_coverage_high_quality,16
grpo_mass_pc,40d00a52b5345430,low_coverage_high_quality,16
grpo_mass_pc,410fac99463459e6,low_coverage_high_quality,16
grpo_mass_pc,411a748874035630,low_coverage_high_quality,16
grpo_mass_pc,4124b6e12f8b5f0d,low_coverage_high_quality,16
grpo_mass_pc,415d6cd62f3b5c1c,low_coverage_high_quality,16
grpo_mass_pc,42231e5449d3576a,low_coverage_high_quality,16
grpo_mass_pc,42d309d92a3a59c0,low_coverage_high_quality,16
grpo_mass_pc,42e6895442ab5601,low_coverage_high_quality,16
grpo_mass_pc,430843d30f9258ed,low_coverage_high_quality,16
grpo_mass_pc,432cf993a4685755,low_coverage_high_quality,16
grpo_mass_pc,43916f0a6f7f5717,low_coverage_high_quality,16
grpo_mass_pc,4393df900c6557cb,low_coverage_high_quality,16
grpo_mass_pc,43df192ed9125ff3,low_coverage_high_quality,16
grpo_mass_pc,440da7a31b255ef9,low_coverage_high_quality,16
grpo_mass_pc,449f34ad438e59d2,low_coverage_high_quality,16
grpo_mass_pc,451631b82dd757e4,low_coverage_high_quality,16
grpo_mass_pc,4521af05098b5726,low_coverage_high_quality,16
grpo_mass_pc,45cace6f6d275159,low_coverage_high_quality,16
grpo_mass_pc,45e7e76381d85846,low_coverage_high_quality,16
grpo_mass_pc,461fb854eaa3583e,low_coverage_high_quality,16
grpo_mass_pc,4667b479001e52d3,low_coverage_high_quality,16
grpo_mass_pc,4668501db7065e02,low_coverage_high_quality,16
grpo_mass_pc,4669e83db7965ed0,low_coverage_high_quality,16
grpo_mass_pc,467bbee636b65c84,low_coverage_high_quality,16
grpo_mass_pc,468894d189a75353,low_coverage_high_quality,16
grpo_mass_pc,4775f8e1a53d5c6f,low_coverage_high_quality,16
grpo_mass_pc,480434fc72d455af,low_coverage_high_quality,16
grpo_mass_pc,481b84c931245f5d,low_coverage_high_quality,16
grpo_mass_pc,482b5439cb6c5350,low_coverage_high_quality,16
grpo_mass_pc,4833c4f6d87f5021,low_coverage_high_quality,16
grpo_mass_pc,488e4248a8985e5a,low_coverage_high_quality,16
grpo_mass_pc,48cf36e2f3e15071,low_coverage_high_quality,16
grpo_mass_pc,48d4fcc3437755a8,low_coverage_high_quality,16
grpo_mass_pc,48f80f817e0656d9,low_coverage_high_quality,16
grpo_mass_pc,4934fe6008f8564b,low_coverage_high_quality,16
grpo_mass_pc,497e7be0400158a9,low_coverage_high_quality,16
grpo_mass_pc,49a1e581f3a35a49,low_coverage_high_quality,16
grpo_mass_pc,4a5834900788560a,low_coverage_high_quality,16
grpo_mass_pc,4a5cb683d82059f0,low_coverage_high_quality,16
grpo_mass_pc,4a8b4dff75c15a8a,low_coverage_high_quality,16
grpo_mass_pc,4ac0a91fc4dd5ca9,low_coverage_high_quality,16
grpo_mass_pc,4acdad2d68815972,low_coverage_high_quality,16
grpo_mass_pc,4af11dadd34359fe,low_coverage_high_quality,16
grpo_mass_pc,4b0df2804f165dda,low_coverage_high_quality,16
grpo_mass_pc,4bc510a669d8549f,low_coverage_high_quality,16
grpo_mass_pc,4be639c52c2656db,low_coverage_high_quality,16
grpo_mass_pc,4bfb866afaf35777,low_coverage_high_quality,16
grpo_mass_pc,4c188096aeb950bc,low_coverage_high_quality,16
grpo_mass_pc,4c31e06f0fc858a0,low_coverage_high_quality,16
grpo_mass_pc,4ce4021236435fc2,low_coverage_high_quality,16
grpo_mass_pc,4cf79f853daa5e18,low_coverage_high_quality,16
grpo_mass_pc,4d4d070cb9095f94,low_coverage_high_quality,16
grpo_mass_pc,4db513bb187a5415,low_coverage_high_quality,16
grpo_mass_pc,4df92e2616c75be7,low_coverage_high_quality,16
grpo_mass_pc,4ea3d4068eda5cc5,low_coverage_high_quality,16
grpo_mass_pc,4eaf32face4b5ece,low_coverage_high_quality,16
grpo_mass_pc,4ecdbea836725622,low_coverage_high_quality,16
grpo_mass_pc,4f0df6de49515352,low_coverage_high_quality,16
grpo_mass_pc,4f6409df56a85592,low_coverage_high_quality,16
grpo_mass_pc,4f9a94c1302e56d8,low_coverage_high_quality,16
grpo_mass_pc,4fa6a8e71f4a5984,low_coverage_high_quality,16
grpo_mass_pc,4fa9113617d254d4,low_coverage_high_quality,16
grpo_mass_pc,4fdf21ae819f5cf9,low_coverage_high_quality,16
grpo_mass_pc,4fe8a056f88154d5,low_coverage_high_quality,16
grpo_mass_pc,4ffc3aacc76d5d43,low_coverage_high_quality,16
grpo_mass_pc,502320eeaec55d1f,low_coverage_high_quality,16
grpo_mass_pc,5050ddd89f6850ea,low_coverage_high_quality,16
grpo_mass_pc,505c44ea52485f9d,low_coverage_high_quality,16
grpo_mass_pc,50790f7ba9405c67,low_coverage_high_quality,16
grpo_mass_pc,50865b0784fc566d,low_coverage_high_quality,16
grpo_mass_pc,50e0c2fe698655a9,low_coverage_high_quality,16
grpo_mass_pc,50fefa46fcc855fb,low_coverage_high_quality,16
grpo_mass_pc,51480b09db315e89,low_coverage_high_quality,16
grpo_mass_pc,5207306ed1a05de8,low_coverage_high_quality,16
grpo_mass_pc,52caccf1b3b95e4e,low_coverage_high_quality,16
grpo_mass_pc,5370751917315916,low_coverage_high_quality,16
grpo_mass_pc,54399d56e69f5a2c,low_coverage_high_quality,16
grpo_mass_pc,548d6bf7b63459e7,low_coverage_high_quality,16
grpo_mass_pc,54d3068f889b58ee,low_coverage_high_quality,16
grpo_mass_pc,55a649760430531d,low_coverage_high_quality,16
grpo_mass_pc,56da0490b78b5033,low_coverage_high_quality,16
grpo_mass_pc,56df5b5a7f8d5964,low_coverage_high_quality,16
grpo_mass_pc,56e525076cab5f42,low_coverage_high_quality,16
grpo_mass_pc,56faab1d1228542e,low_coverage_high_quality,16
grpo_mass_pc,570334268a395022,low_coverage_high_quality,16
grpo_mass_pc,573ac67fb17a5a71,low_coverage_high_quality,16
grpo_mass_pc,575564a1b87c5502,low_coverage_high_quality,16
grpo_mass_pc,576835726a7c57d4,low_coverage_high_quality,16
grpo_mass_pc,584a14a3e42050c4,low_coverage_high_quality,16
grpo_mass_pc,5895d1e3cb355fb9,low_coverage_high_quality,16
grpo_mass_pc,58e62444275353ac,low_coverage_high_quality,16
grpo_mass_pc,5985ea459f145e5c,low_coverage_high_quality,16
grpo_mass_pc,598efc24965e57ba,low_coverage_high_quality,16
grpo_mass_pc,59b4fffb7aef599d,low_coverage_high_quality,16
grpo_mass_pc,5abdbfe1845e59c5,low_coverage_high_quality,16
grpo_mass_pc,5b3770f00cb55569,low_coverage_high_quality,16
grpo_mass_pc,5b620dbb3b4d5892,low_coverage_high_quality,16
grpo_mass_pc,5bb0b67e360f5a85,low_coverage_high_quality,16
grpo_mass_pc,5c1f98237d1852b9,low_coverage_high_quality,16
grpo_mass_pc,5c722cde25ba50d9,low_coverage_high_quality,16
grpo_mass_pc,5cfcccdb3e3c539b,low_coverage_high_quality,16
grpo_mass_pc,5d03327b42d153b1,low_coverage_high_quality,16
grpo_mass_pc,5d0d7322ddea55ce,low_coverage_high_quality,16
grpo_mass_pc,5d3ce016a8a256cf,low_coverage_high_quality,16
grpo_mass_pc,5d711f77d42054d6,low_coverage_high_quality,16
grpo_mass_pc,5d83ddd5ec3c5326,low_coverage_high_quality,16
grpo_mass_pc,5da31ca5ce165787,low_coverage_high_quality,16
grpo_mass_pc,5da5fed529065c9a,low_coverage_high_quality,16
grpo_mass_pc,5daaf9b25cb558f9,low_coverage_high_quality,16
grpo_mass_pc,5dbd0aba5f315388,low_coverage_high_quality,16
grpo_mass_pc,5e7d1f34a80c5e46,low_coverage_high_quality,16
grpo_mass_pc,5e7dad82583e5536,low_coverage_high_quality,16
grpo_mass_pc,5ed66db305a55f73,low_coverage_high_quality,16
grpo_mass_pc,5fec23f5a5d052cd,low_coverage_high_quality,16
grpo_mass_pc,602d680df54553a2,low_coverage_high_quality,16
grpo_mass_pc,60691b9dd3355992,low_coverage_high_quality,16
grpo_mass_pc,60e4b765d65a534a,low_coverage_high_quality,16
grpo_mass_pc,6176348b971f52c5,low_coverage_high_quality,16
grpo_mass_pc,61987c90d8635129,low_coverage_high_quality,16
grpo_mass_pc,61db822891625c3b,low_coverage_high_quality,16
grpo_mass_pc,624789926abe5dac,low_coverage_high_quality,16
grpo_mass_pc,6320ecb991675a39,low_coverage_high_quality,16
grpo_mass_pc,635be215dc9d58c3,low_coverage_high_quality,16
grpo_mass_pc,63dcb963cece5b7d,low_coverage_high_quality,16
grpo_mass_pc,6522fd9a31d25eb2,low_coverage_high_quality,16
grpo_mass_pc,654a0ce9f6305cee,low_coverage_high_quality,16
grpo_mass_pc,65c6face44dc5242,low_coverage_high_quality,16
grpo_mass_pc,66243e185353563a,low_coverage_high_quality,16
grpo_mass_pc,664b084487e05ba0,low_coverage_high_quality,16
grpo_mass_pc,66568e650e4d57e7,low_coverage_high_quality,16
grpo_mass_pc,665c2a0c88735b1f,low_coverage_high_quality,16
grpo_mass_pc,666ee535a52a5acc,low_coverage_high_quality,16
grpo_mass_pc,66c135a6ec7f53c4,low_coverage_high_quality,16
grpo_mass_pc,66d5a6841d835e3a,low_coverage_high_quality,16
grpo_mass_pc,66d778b97714583a,low_coverage_high_quality,16
grpo_mass_pc,66df470c3c2c5b62,low_coverage_high_quality,16
grpo_mass_pc,66e564907f5f5601,low_coverage_high_quality,16
grpo_mass_pc,672173aac8685233,low_coverage_high_quality,16
grpo_mass_pc,675f0d4dff9c5318,low_coverage_high_quality,16
grpo_mass_pc,6793006a7d995092,low_coverage_high_quality,16
grpo_mass_pc,67b08ea8fc9956b0,low_coverage_high_quality,16
grpo_mass_pc,6822dc0570565ef4,low_coverage_high_quality,16
grpo_mass_pc,682378d23c335e89,low_coverage_high_quality,16
grpo_mass_pc,6848c7497a065ae0,low_coverage_high_quality,16
grpo_mass_pc,685c110d6a615ff8,low_coverage_high_quality,16
