token,GT,GT_structured,ddv2,drivor,IL_native_C,raw_generation_count,raw_unique_count,emergency_batches
b6093d9c703e54b1,1,128,64,64,64,321,321,0
d58eb13402485ae7,1,128,64,64,64,321,321,0
f1aa5d5ed7c65114,1,128,64,64,64,321,321,0
4ea3d4068eda5cc5,1,128,64,64,64,321,321,0
6c0dbda0d8e45ae9,1,128,64,64,64,321,321,0
b4322d76ebf8569f,1,128,64,64,64,321,321,0
acfc271e3c3d58fa,1,128,64,64,64,321,321,0
b222df74b8155735,1,128,64,64,64,321,321,0
415d6cd62f3b5c1c,1,128,64,64,64,321,321,0
b28e9b2fa67452a7,1,128,64,64,64,321,321,0
bd8dea7f7efc5343,1,128,64,64,64,321,321,0
8224627048195e4f,1,128,64,64,64,321,321,0
3225bfcbea245dd7,1,128,64,64,64,321,321,0
114a9052bd6851a2,1,128,64,64,64,321,321,0
f80fe289f8135602,1,128,64,64,64,321,321,0
983b7ed08a4b5a88,1,128,64,64,64,321,321,0
34dd4c6fb6245b9a,1,128,64,64,64,321,321,0
5895d1e3cb355fb9,1,128,64,64,64,321,321,0
14b505fe90ef5fb8,1,128,64,64,64,321,321,0
1ce58516c7675036,1,128,64,64,64,321,321,0
b1e88b8722105d53,1,128,64,64,64,321,321,0
410fac99463459e6,1,128,64,64,64,321,321,0
5207306ed1a05de8,1,128,64,64,64,321,321,0
8ba3bff293265674,1,128,64,64,64,321,321,0
69560676d53a56c9,1,128,64,64,64,321,321,0
cef0adbb58ad5ca1,1,128,64,64,64,321,321,0
c5dcabed55395a6e,1,128,64,64,64,321,321,0
8b839595c4105c65,1,128,64,64,64,321,321,0
f32a0e56a5b75884,1,128,64,64,64,321,321,0
972eb434cfd159e8,1,128,64,64,64,321,321,0
505c44ea52485f9d,1,128,64,64,64,321,321,0
c0b07b38110a556f,1,128,64,64,64,321,321,0
7fe310f364355e2d,1,128,64,64,64,321,321,0
efdd48896e7a5f15,1,128,64,64,64,321,321,0
e47d448a999b5595,1,128,64,64,64,321,321,0
6c0b6e4fdf005a81,1,128,64,64,64,321,321,0
071d2ff38b4855ed,1,128,64,64,64,321,321,0
b450f88783c15dea,1,128,64,64,64,321,321,0
7b3902956ebc561d,1,128,64,64,64,321,321,0
dc73cea57e105ebd,1,128,64,64,64,321,321,0
b87bd020396b5670,1,128,64,64,64,321,321,0
ba1a894e5a6350d2,1,128,64,64,64,321,321,0
ddbfb3b2a05c5918,1,128,64,64,64,321,321,0
a93ffd0f36b65714,1,128,64,64,64,321,321,0
2b2663b56a6555a2,1,128,64,64,64,321,321,0
f9b32e71bedb5996,1,128,64,64,64,321,321,0
886df3cce3a95a83,1,128,64,64,64,321,321,0
160a7c3cbeee5f8b,1,128,64,64,64,321,321,0
24fab0f19fd35cd6,1,128,64,64,64,321,321,0
b63b325909a058c9,1,128,64,64,64,321,321,0
9b500f26b0f8560e,1,128,64,64,64,321,321,0
c9ba785129c35b36,1,128,64,64,64,321,321,0
aac1853286fb586a,1,128,64,64,64,321,321,0
022fef6d66485384,1,128,64,64,64,321,321,0
51480b09db315e89,1,128,64,64,64,321,321,0
5d3ce016a8a256cf,1,128,64,64,64,321,321,0
60691b9dd3355992,1,128,64,64,64,321,321,0
0056ae51961f5a18,1,128,64,64,64,321,321,0
80d5ce364722516b,1,128,64,64,64,321,321,0
f0ff3b146af85463,1,128,64,64,64,321,321,0
6f2a7bf7cf275dd3,1,128,64,64,64,321,321,0
1090fdb8b57850f6,1,128,64,64,64,321,321,0
a3fa79234a9d5d7d,1,128,64,64,64,321,321,0
36c6cbf6c8a25415,1,128,64,64,64,321,321,0
8fe647ed2b7a5aee,1,128,64,64,64,321,321,0
5abdbfe1845e59c5,1,128,64,64,64,321,321,0
4af11dadd34359fe,1,128,64,64,64,321,321,0
ad25b37aaad95a6b,1,128,64,64,64,321,321,0
d5201097ad6e5d67,1,128,64,64,64,321,321,0
f96a48c3bcd45c50,1,128,64,64,64,321,321,0
3f36d5316f0d5a94,1,128,64,64,64,321,321,0
b6bba53a1bef520e,1,128,64,64,64,321,321,0
7b840b044a6a5e8d,1,128,64,64,64,321,321,0
22a09b0100175b62,1,128,64,64,64,321,321,0
39fd3f2e5f005306,1,128,64,64,64,321,321,0
497e7be0400158a9,1,128,64,64,64,321,321,0
6a53dd2411825857,1,128,64,64,64,321,321,0
fb9dcf5b46d65616,1,128,64,64,64,321,321,0
39fe00229f7b5ac4,1,128,64,64,64,321,321,0
63dcb963cece5b7d,1,128,64,64,64,321,321,0
88f9b4f87b6b5bd5,1,128,64,64,64,321,321,0
90f5bf5743cf5df0,1,128,64,64,64,321,321,0
52caccf1b3b95e4e,1,128,64,64,64,321,321,0
1b064a029c0e513a,1,128,64,64,64,321,321,0
50790f7ba9405c67,1,128,64,64,64,321,321,0
0bc3c50e1292529c,1,128,64,64,64,321,321,0
ad906e8bb5375747,1,128,64,64,64,321,321,0
0a76d212e8fe5898,1,128,64,64,64,321,321,0
77d96cb44005501c,1,128,64,64,64,321,321,0
12ed1a1d4ae657d1,1,128,64,64,64,321,321,0
a3e94bd829b75673,1,128,64,64,64,321,321,0
d7d94b48775a52d4,1,128,64,64,64,321,321,0
7640be138ae05408,1,128,64,64,64,321,321,0
f82c33508e915106,1,128,64,64,64,321,321,0
3138ce4847ee5007,1,128,64,64,64,321,321,0
25822d3d04305af8,1,128,64,64,64,321,321,0
ba642ba3c9a65fe7,1,128,64,64,64,321,321,0
e34f51206f0e53db,1,128,64,64,64,321,321,0
5da31ca5ce165787,1,128,64,64,64,321,321,0
9a90853892925989,1,128,64,64,64,321,321,0
09c3d9dbca6455e5,1,128,64,64,64,321,321,0
42231e5449d3576a,1,128,64,64,64,321,321,0
bf78c475adfb5eb1,1,128,64,64,64,321,321,0
2fbab9ffc3fe5a5d,1,128,64,64,64,321,321,0
7fe6e7ce9cb7559d,1,128,64,64,64,321,321,0
ebb4d3e033ae55e2,1,128,64,64,64,321,321,0
f1d60841a46d53a5,1,128,64,64,64,321,321,0
8419b5d5eab75027,1,128,64,64,64,321,321,0
9c16cb6c4f94521c,1,128,64,64,64,321,321,0
35e2f788f41851c0,1,128,64,64,64,321,321,0
54d3068f889b58ee,1,128,64,64,64,321,321,0
e1ee982450c85213,1,128,64,64,64,321,321,0
4a8b4dff75c15a8a,1,128,64,64,64,321,321,0
1819e1b106b354ad,1,128,64,64,64,321,321,0
4ecdbea836725622,1,128,64,64,64,321,321,0
b9bcc9d0efaf5c7e,1,128,64,64,64,321,321,0
253b856b49ef52d2,1,128,64,64,64,321,321,0
68e39232887c5e4a,1,128,64,64,64,321,321,0
2e2bb8bb71265998,1,128,64,64,64,321,321,0
e34a1f5fb71c54da,1,128,64,64,64,321,321,0
1d10ae25c61f50c4,1,128,64,64,64,321,321,0
2af1778054cf51a4,1,128,64,64,64,321,321,0
0f276bab4fa85df0,1,128,64,64,64,321,321,0
6cc16446dbe45353,1,128,64,64,64,321,321,0
26043d2de718532d,1,128,64,64,64,321,321,0
e72eb72ebdc25a8a,1,128,64,64,64,321,321,0
c852239b5ac95394,1,128,64,64,64,321,321,0
3c297001ef2d5acb,1,128,64,64,64,321,321,0
123b77fa26425ac1,1,128,64,64,64,321,321,0
f97414b6f4a15866,1,128,64,64,64,321,321,0
957d3c9491ba5b5b,1,128,64,64,64,321,321,0
0c9d055f4ccc5d64,1,128,64,64,64,321,321,0
cbaf3221997c55be,1,128,64,64,64,321,321,0
a02463c8a92d56ce,1,128,64,64,64,321,321,0
d91a4c7d1d9e5647,1,128,64,64,64,321,321,0
742b1d2c6cf156c6,1,128,64,64,64,321,321,0
8b3e9121fd57540f,1,128,64,64,64,321,321,0
bdf3b83064235e17,1,128,64,64,64,321,321,0
ab000bda9ccf5150,1,128,64,64,64,321,321,0
e165b9b4eb5f5cf4,1,128,64,64,64,321,321,0
dcb23119258e58ec,1,128,64,64,64,321,321,0
f0328bdcd0e15d3a,1,128,64,64,64,321,321,0
c6538928de9c552b,1,128,64,64,64,321,321,0
56da0490b78b5033,1,128,64,64,64,321,321,0
8fc454e70d1554b7,1,128,64,64,64,321,321,0
3eceeb425c3a560b,1,128,64,64,64,321,321,0
5e7d1f34a80c5e46,1,128,64,64,64,321,321,0
ef4f3026ae1b56a3,1,128,64,64,64,321,321,0
d92fd7e6c01d503b,1,128,64,64,64,321,321,0
1381f484e75c565a,1,128,64,64,64,321,321,0
7b79090489c95c0b,1,128,64,64,64,321,321,0
f0d107fb359953ff,1,128,64,64,64,321,321,0
e0c845f2d87555b3,1,128,64,64,64,321,321,0
9e454d3b139c5a3d,1,128,64,64,64,321,321,0
468894d189a75353,1,128,64,64,64,321,321,0
9252ad8efde85a85,1,128,64,64,64,321,321,0
d99a3bc24ff75a68,1,128,64,64,64,321,321,0
1d45b9d20e9d5f92,1,128,64,64,64,321,321,0
39fc09d325a05606,1,128,64,64,64,321,321,0
75341958391d5aba,1,128,64,64,64,321,321,0
e65ea4e886535732,1,128,64,64,64,321,321,0
a9134306f1575f88,1,128,64,64,64,321,321,0
3609537de0105997,1,128,64,64,64,321,321,0
90c4cd28f0e55d46,1,128,64,64,64,321,321,0
8a022198e6885aed,1,128,64,64,64,321,321,0
f6f213b156de552d,1,128,64,64,64,321,321,0
1cb9fa36aea25d6a,1,128,64,64,64,321,321,0
e15983da12955abf,1,128,64,64,64,321,321,0
8635030755615376,1,128,64,64,64,321,321,0
86fbc624ea435e56,1,128,64,64,64,321,321,0
66e564907f5f5601,1,128,64,64,64,321,321,0
808ff2e869ff5d92,1,128,64,64,64,321,321,0
1b53682e2df854e1,1,128,64,64,64,321,321,0
dd175b6e08565a4e,1,128,64,64,64,321,321,0
8e475454489d5f5b,1,128,64,64,64,321,321,0
dc2d27a848115b56,1,128,64,64,64,321,321,0
3783e56bc9ef5e85,1,128,64,64,64,321,321,0
d45a215505f05382,1,128,64,64,64,321,321,0
4775f8e1a53d5c6f,1,128,64,64,64,321,321,0
802c127f63f955ed,1,128,64,64,64,321,321,0
f102259e52d35ac5,1,128,64,64,64,321,321,0
db5aa5f382f25aaa,1,128,64,64,64,321,321,0
598efc24965e57ba,1,128,64,64,64,321,321,0
3e83f47571b05337,1,128,64,64,64,321,321,0
f36236f06fb556a0,1,128,64,64,64,321,321,0
ed717de405885939,1,128,64,64,64,321,321,0
a8b0833c7a065b81,1,128,64,64,64,321,321,0
f426002d6e275e78,1,128,64,64,64,321,321,0
3382fe7a030150df,1,128,64,64,64,321,321,0
a0283fb79a975f2c,1,128,64,64,64,321,321,0
45e7e76381d85846,1,128,64,64,64,321,321,0
9cac2a2e22c25964,1,128,64,64,64,321,321,0
f86b2f13b23d5470,1,128,64,64,64,321,321,0
6e5e2d80ec915e15,1,128,64,64,64,321,321,0
b5d7c17fe5375141,1,128,64,64,64,321,321,0
bae3d8ac0ee85cad,1,128,64,64,64,321,321,0
4833c4f6d87f5021,1,128,64,64,64,321,321,0
a507cbf8c4055960,1,128,64,64,64,321,321,0
331e21d3c8d65bae,1,128,64,64,64,321,321,0
c5f7460ee0da513a,1,128,64,64,64,321,321,0
7eb9b36921b25d5b,1,128,64,64,64,321,321,0
8d76cc7ca097546b,1,128,64,64,64,321,321,0
7b20cfb388a15b3d,1,128,64,64,64,321,321,0
87a04f063e505051,1,128,64,64,64,321,321,0
e4fda5ede9c657f1,1,128,64,64,64,321,321,0
163693e2ba175db3,1,128,64,64,64,321,321,0
007505437ed45b53,1,128,64,64,64,321,321,0
b1199a48987b5f73,1,128,64,64,64,321,321,0
a1bcc195c8e85f37,1,128,64,64,64,321,321,0
99c663a7b4e15514,1,128,64,64,64,321,321,0
2b9bcbd586b55042,1,128,64,64,64,321,321,0
113b14c30cc25989,1,128,64,64,64,321,321,0
b37b1679fd745ac9,1,128,64,64,64,321,321,0
a4b7b2795e615efb,1,128,64,64,64,321,321,0
c75edb67a65b5a33,1,128,64,64,64,321,321,0
fbec1eb4b33955e2,1,128,64,64,64,321,321,0
c1ae700926d4577c,1,128,64,64,64,321,321,0
eba5b88270db545e,1,128,64,64,64,321,321,0
0481ff72500154f2,1,128,64,64,64,321,321,0
70d9d2c73e4155d4,1,128,64,64,64,321,321,0
685c110d6a615ff8,1,128,64,64,64,321,321,0
b1483be2f1e35882,1,128,64,64,64,321,321,0
de0fb293bb4859e7,1,128,64,64,64,321,321,0
335528f321b45d88,1,128,64,64,64,321,321,0
e5ba0fd6afc15419,1,128,64,64,64,321,321,0
07bd6c8c7de152a6,1,128,64,64,64,321,321,0
0b9f2aceebbf5003,1,128,64,64,64,321,321,0
e8991ab64afb5db6,1,128,64,64,64,321,321,0
66c135a6ec7f53c4,1,128,64,64,64,321,321,0
1fe597d0fb1454dc,1,128,64,64,64,321,321,0
fefa00cc3fe65b70,1,128,64,64,64,321,321,0
fddb21da30bb54c2,1,128,64,64,64,321,321,0
aceba8d21dfe5d03,1,128,64,64,64,321,321,0
ac940ab1e16558e9,1,128,64,64,64,321,321,0
4ac0a91fc4dd5ca9,1,128,64,64,64,321,321,0
cdec4cc7781e5d4d,1,128,64,64,64,321,321,0
01034b2411ce5ea0,1,128,64,64,64,321,321,0
fb7f5f4fd1a25f13,1,128,64,64,64,321,321,0
dcea502e05ca5eb5,1,128,64,64,64,321,321,0
28b79e32839a543b,1,128,64,64,64,321,321,0
2b07bad4bce156cd,1,128,64,64,64,321,321,0
66d778b97714583a,1,128,64,64,64,321,321,0
a8c9f51e547a5fed,1,128,64,64,64,321,321,0
7a0635b7942859c6,1,128,64,64,64,321,321,0
84b13f58e18551a8,1,128,64,64,64,321,321,0
87ec42ef94f75f0c,1,128,64,64,64,321,321,0
feae0b42dda25c87,1,128,64,64,64,321,321,0
b663343f65cd5e92,1,128,64,64,64,321,321,0
71495dbc0a3255dc,1,128,64,64,64,321,321,0
244f412a59375c65,1,128,64,64,64,321,321,0
5c1f98237d1852b9,1,128,64,64,64,321,321,0
9eddebd4be385650,1,128,64,64,64,321,321,0
b53636b863815077,1,128,64,64,64,321,321,0
1ef92a1e554b567c,1,128,64,64,64,321,321,0
019cfd828c3f5b7c,1,128,64,64,64,321,321,0
55a649760430531d,1,128,64,64,64,321,321,0
377d9bb5bb125691,1,128,64,64,64,321,321,0
a40383b62c8b5f0a,1,128,64,64,64,321,321,0
6822dc0570565ef4,1,128,64,64,64,321,321,0
6b5978b04dc85323,1,128,64,64,64,321,321,0
28c5133d23575e81,1,128,64,64,64,321,321,0
0726ca723042500c,1,128,64,64,64,321,321,0
e1b339d45b635f03,1,128,64,64,64,321,321,0
60e4b765d65a534a,1,128,64,64,64,321,321,0
cb8ed00b6b6e5650,1,128,64,64,64,321,321,0
f11aede9f6665b09,1,128,64,64,64,321,321,0
8ae2f982585058f2,1,128,64,64,64,321,321,0
ee81b62009285462,1,128,64,64,64,321,321,0
8783e69e8b9d5d5c,1,128,64,64,64,321,321,0
9566c9689988532d,1,128,64,64,64,321,321,0
a49f197b94e15a20,1,128,64,64,64,321,321,0
d4b1d28cb67b5618,1,128,64,64,64,321,321,0
9fd73df50f1d5a2b,1,128,64,64,64,321,321,0
40bdcf910bed5013,1,128,64,64,64,321,321,0
c72fac839d7b5bdf,1,128,64,64,64,321,321,0
23cb188abddf5851,1,128,64,64,64,321,321,0
a488a24ace4e5a0e,1,128,64,64,64,321,321,0
a2e11073e3025626,1,128,64,64,64,321,321,0
56df5b5a7f8d5964,1,128,64,64,64,321,321,0
9f7eb558c5125bca,1,128,64,64,64,321,321,0
b7520d4aabdb522f,1,128,64,64,64,321,321,0
c97d721af0475e45,1,128,64,64,64,321,321,0
2c87600ce5a15f76,1,128,64,64,64,321,321,0
5d0d7322ddea55ce,1,128,64,64,64,321,321,0
fad3b25206405469,1,128,64,64,64,321,321,0
117be7ce4bae59d9,1,128,64,64,64,321,321,0
36f37eab352d5150,1,128,64,64,64,321,321,0
ada4bd96b21350f3,1,128,64,64,64,321,321,0
116f3217b5875595,1,128,64,64,64,321,321,0
2ce54722e81a5726,1,128,64,64,64,321,321,0
f0e8b02b16cc5161,1,128,64,64,64,321,321,0
4db513bb187a5415,1,128,64,64,64,321,321,0
f679ed3e8e975575,1,128,64,64,64,321,321,0
bc9f53029a6b5c52,1,128,64,64,64,321,321,0
8fcd3f59e5d35e62,1,128,64,64,64,321,321,0
895b56e6e7d1506f,1,128,64,64,64,321,321,0
f22f6cb0966f5ddf,1,128,64,64,64,321,321,0
8d16e85f8f505b74,1,128,64,64,64,321,321,0
3e58b4e75b4d5910,1,128,64,64,64,321,321,0
a68174740e5d53d2,1,128,64,64,64,321,321,0
9c83725ca24453f5,1,128,64,64,64,321,321,0
af80a080342354b5,1,128,64,64,64,321,321,0
7592a60634a65972,1,128,64,64,64,321,321,0
312f7d68b7845c0f,1,128,64,64,64,321,321,0
2ad520fb925f5ace,1,128,64,64,64,321,321,0
d69754f18e1b5816,1,128,64,64,64,321,321,0
1514fa6cda205491,1,128,64,64,64,321,321,0
65c6face44dc5242,1,128,64,64,64,321,321,0
116b808c2f825f23,1,128,64,64,64,321,321,0
0502652852d456e7,1,128,64,64,64,321,321,0
d139b76f0b1e5791,1,128,64,64,64,321,321,0
e6a85ef20b3054c4,1,128,64,64,64,321,321,0
d2b1e07b5d38547e,1,128,64,64,64,321,321,0
56faab1d1228542e,1,128,64,64,64,321,321,0
a5aa2c07692a5f9b,1,128,64,64,64,321,321,0
ccb3b418f0a45229,1,128,64,64,64,321,321,0
9e326c77e25f526d,1,128,64,64,64,321,321,0
a11285de52f553a7,1,128,64,64,64,321,321,0
b3b328a0d89255ea,1,128,64,64,64,321,321,0
ab7c0c62ea5d56df,1,128,64,64,64,321,321,0
822b5a4a2e075ace,1,128,64,64,64,321,321,0
6ee8095e2d8b599c,1,128,64,64,64,321,321,0
e536a7424867539d,1,128,64,64,64,321,321,0
228bc7a51ce85114,1,128,64,64,64,321,321,0
b386322960ff5784,1,128,64,64,64,321,321,0
1779dc029c945352,1,128,64,64,64,321,321,0
e66f72e612d05320,1,128,64,64,64,321,321,0
8a7b81e3d8ec589e,1,128,64,64,64,321,321,0
79d01df5793f5d1a,1,128,64,64,64,321,321,0
78273a4b69465c1f,1,128,64,64,64,321,321,0
e9c9a2873a275365,1,128,64,64,64,321,321,0
063ebdc4cd7e5bd9,1,128,64,64,64,321,321,0
40b18724a90f5919,1,128,64,64,64,321,321,0
7f6ac29877365766,1,128,64,64,64,321,321,0
2617f0cd70705817,1,128,64,64,64,321,321,0
9356731128d95d59,1,128,64,64,64,321,321,0
d68f1142da63586f,1,128,64,64,64,321,321,0
8c4982f5d16e51a8,1,128,64,64,64,321,321,0
75b56424b7eb5ac6,1,128,64,64,64,321,321,0
12264b570ba358e9,1,128,64,64,64,321,321,0
2320cdddd8465622,1,128,64,64,64,321,321,0
5fec23f5a5d052cd,1,128,64,64,64,321,321,0
a3d8003852145a71,1,128,64,64,64,321,321,0
fadbd438f57e5612,1,128,64,64,64,321,321,0
23ba8f4aee055e34,1,128,64,64,64,321,321,0
edf80e77e2e65098,1,128,64,64,64,321,321,0
ec646e4956125fcf,1,128,64,64,64,321,321,0
9069684898175278,1,128,64,64,64,321,321,0
c83e41bd3afa534c,1,128,64,64,64,321,321,0
c3fa71763867515b,1,128,64,64,64,321,321,0
43916f0a6f7f5717,1,128,64,64,64,321,321,0
e8bd03529c905c16,1,128,64,64,64,321,321,0
130e725a1594571f,1,128,64,64,64,321,321,0
03d9c9a7f1655e53,1,128,64,64,64,321,321,0
3c84060e9d245ad7,1,128,64,64,64,321,321,0
440da7a31b255ef9,1,128,64,64,64,321,321,0
8deb3aea4c075024,1,128,64,64,64,321,321,0
fa72914538895375,1,128,64,64,64,321,321,0
095453a7aea65260,1,128,64,64,64,321,321,0
b5a136c8bff95db6,1,128,64,64,64,321,321,0
16cf679d9cd35d85,1,128,64,64,64,321,321,0
0424e5fd9a5c5e60,1,128,64,64,64,321,321,0
97de4a69dec65c80,1,128,64,64,64,321,321,0
e5a8e75d4450516b,1,128,64,64,64,321,321,0
4669e83db7965ed0,1,128,64,64,64,321,321,0
00bbc908bd5758e6,1,128,64,64,64,321,321,0
97f64f5b130055b0,1,128,64,64,64,321,321,0
101da9987c395ba4,1,128,64,64,64,321,321,0
e20db842c987530f,1,128,64,64,64,321,321,0
d14c834404a75404,1,128,64,64,64,321,321,0
b20465ed49f953d3,1,128,64,64,64,321,321,0
f6741cbf60265367,1,128,64,64,64,321,321,0
4df92e2616c75be7,1,128,64,64,64,321,321,0
b3a6f577c20d5eb3,1,128,64,64,64,321,321,0
d7c39e8608e25e88,1,128,64,64,64,321,321,0
db42252e1f655f26,1,128,64,64,64,321,321,0
b4375fa743295bd8,1,128,64,64,64,321,321,0
5b620dbb3b4d5892,1,128,64,64,64,321,321,0
9a78f0e3d0335345,1,128,64,64,64,321,321,0
576835726a7c57d4,1,128,64,64,64,321,321,0
23c842d3f001597a,1,128,64,64,64,321,321,0
db4611f3cf8a5db7,1,128,64,64,64,321,321,0
bed1f99d06215f1b,1,128,64,64,64,321,321,0
770e1697a0255dc8,1,128,64,64,64,321,321,0
339d5c1111125971,1,128,64,64,64,321,321,0
4a5cb683d82059f0,1,128,64,64,64,321,321,0
6be7246860e057c8,1,128,64,64,64,321,321,0
4c31e06f0fc858a0,1,128,64,64,64,321,321,0
ac2dfd95a1e55c5e,1,128,64,64,64,321,321,0
664b084487e05ba0,1,128,64,64,64,321,321,0
b4206de96b755fb8,1,128,64,64,64,321,321,0
2fd40c15042e53d4,1,128,64,64,64,321,321,0
fc2be4c9cc135538,1,128,64,64,64,321,321,0
9ac1e7123b245486,1,128,64,64,64,321,321,0
bca73d6fa8f85d39,1,128,64,64,64,321,321,0
f57d194633ae5571,1,128,64,64,64,321,321,0
99d1ae48071a5aec,1,128,64,64,64,321,321,0
008a9f9434c75b99,1,128,64,64,64,321,321,0
dc89cd046c135fae,1,128,64,64,64,321,321,0
b5d3d18e7d115933,1,128,64,64,64,321,321,0
7da1df98fb8e5af0,1,128,64,64,64,321,321,0
af816d6041dd5257,1,128,64,64,64,321,321,0
ec765c8fe97a51bd,1,128,64,64,64,321,321,0
4c188096aeb950bc,1,128,64,64,64,321,321,0
392e034cb2a55053,1,128,64,64,64,321,321,0
be6fe40f664154d7,1,128,64,64,64,321,321,0
a400f271c6cd51f6,1,128,64,64,64,321,321,0
e93e621b5e14563f,1,128,64,64,64,321,321,0
2e976da85a8b5e5b,1,128,64,64,64,321,321,0
2f4462b637dc5044,1,128,64,64,64,321,321,0
b548689d07d15535,1,128,64,64,64,321,321,0
f696561dbf6055df,1,128,64,64,64,321,321,0
7bb8d2878b1f53cb,1,128,64,64,64,321,321,0
bff852b39f62557d,1,128,64,64,64,321,321,0
b940d77be0d45ec9,1,128,64,64,64,321,321,0
5050ddd89f6850ea,1,128,64,64,64,321,321,0
