query_id,token,raw_index,protocol,epsilon_prediction_mse,E_rec,return_rate
primary:00bbc908bd5758e6:148:144:near,00bbc908bd5758e6,148,primary,0.00028809535,0.3874291,0.8333333333333334
primary:00bbc908bd5758e6:148:144:far,00bbc908bd5758e6,144,primary,0.00028652305,0.388859,0.8333333333333334
primary:00bbc908bd5758e6:152:156:near,00bbc908bd5758e6,152,primary,0.0002400626,0.20342374,1.0
primary:00bbc908bd5758e6:152:156:far,00bbc908bd5758e6,156,primary,0.0004231397,0.29755855,1.0
primary:00bbc908bd5758e6:138:130:near,00bbc908bd5758e6,138,primary,4.3203072e-05,0.15413478,1.0
primary:00bbc908bd5758e6:138:130:far,00bbc908bd5758e6,130,primary,7.2537805e-05,0.1882525,1.0
primary:01034b2411ce5ea0:133:129:near,01034b2411ce5ea0,133,primary,0.0021598425,0.11265695,1.0
primary:01034b2411ce5ea0:133:129:far,01034b2411ce5ea0,129,primary,0.0032301813,0.14714551,1.0
primary:01034b2411ce5ea0:155:151:near,01034b2411ce5ea0,155,primary,0.00014954635,0.1324368,0.8333333333333334
primary:01034b2411ce5ea0:155:151:far,01034b2411ce5ea0,151,primary,0.00014770828,0.13636525,0.8333333333333334
primary:019cfd828c3f5b7c:63:60:near,019cfd828c3f5b7c,63,primary,7.9460704e-05,0.28665528,0.8333333333333334
primary:019cfd828c3f5b7c:63:60:far,019cfd828c3f5b7c,60,primary,9.8120734e-05,0.3099781,0.6666666666666666
primary:022fef6d66485384:145:149:near,022fef6d66485384,145,primary,0.014574094,0.1223621,1.0
primary:022fef6d66485384:145:149:far,022fef6d66485384,149,primary,0.014196089,0.13078667,1.0
primary:022fef6d66485384:0:9:near,022fef6d66485384,0,primary,8.3287916e-05,0.09691322,1.0
primary:022fef6d66485384:0:9:far,022fef6d66485384,9,primary,5.385685e-05,0.10128456,1.0
primary:022fef6d66485384:1:15:near,022fef6d66485384,1,primary,0.00044184938,0.13809992,1.0
primary:022fef6d66485384:1:15:far,022fef6d66485384,15,primary,0.0009895491,0.15486293,1.0
primary:022fef6d66485384:2:16:near,022fef6d66485384,2,primary,0.00028930313,0.14207482,1.0
primary:022fef6d66485384:2:16:far,022fef6d66485384,16,primary,0.00071450125,0.19664092,1.0
primary:022fef6d66485384:3:11:near,022fef6d66485384,3,primary,0.0009194692,0.19035889,1.0
primary:022fef6d66485384:3:11:far,022fef6d66485384,11,primary,0.0025197512,0.19775009,1.0
primary:022fef6d66485384:5:10:near,022fef6d66485384,5,primary,0.008200483,0.18323429,0.8333333333333334
primary:022fef6d66485384:5:10:far,022fef6d66485384,10,primary,0.08221389,0.19893317,0.8333333333333334
primary:022fef6d66485384:6:20:near,022fef6d66485384,6,primary,0.0021744024,0.194492,1.0
primary:022fef6d66485384:6:20:far,022fef6d66485384,20,primary,0.08824924,0.25986716,1.0
primary:022fef6d66485384:7:14:near,022fef6d66485384,7,primary,0.00011813352,0.18098004,1.0
primary:022fef6d66485384:7:14:far,022fef6d66485384,14,primary,8.045563e-05,0.19690375,1.0
primary:022fef6d66485384:8:18:near,022fef6d66485384,8,primary,0.00012744169,0.19493361,1.0
primary:022fef6d66485384:8:18:far,022fef6d66485384,18,primary,0.0013483199,0.22611345,1.0
primary:022fef6d66485384:12:25:near,022fef6d66485384,12,primary,0.00021007992,0.17710058,1.0
primary:022fef6d66485384:12:25:far,022fef6d66485384,25,primary,0.018041115,0.3247126,0.8333333333333334
primary:022fef6d66485384:27:24:near,022fef6d66485384,27,primary,3.2084463e-05,0.18248785,1.0
primary:022fef6d66485384:27:24:far,022fef6d66485384,24,primary,0.00013933313,0.26431522,1.0
primary:022fef6d66485384:29:21:near,022fef6d66485384,29,primary,0.00504095,0.2030588,1.0
primary:022fef6d66485384:29:21:far,022fef6d66485384,21,primary,0.03917716,0.26850003,1.0
primary:022fef6d66485384:31:13:near,022fef6d66485384,31,primary,0.00038982666,0.14614786,1.0
primary:022fef6d66485384:31:13:far,022fef6d66485384,13,primary,0.0009292309,0.15130834,1.0
primary:023664205ae95402:150:154:near,023664205ae95402,150,primary,3.88195e-05,0.3346592,0.8333333333333334
primary:023664205ae95402:150:154:far,023664205ae95402,154,primary,4.2400563e-05,0.34455958,0.8333333333333334
primary:023664205ae95402:0:6:near,023664205ae95402,0,primary,2.0286501e-05,0.31734356,1.0
primary:023664205ae95402:0:6:far,023664205ae95402,6,primary,3.7232312e-05,0.32072413,1.0
primary:023664205ae95402:2:20:near,023664205ae95402,2,primary,4.6807654e-05,0.21717846,1.0
primary:023664205ae95402:2:20:far,023664205ae95402,20,primary,0.021752752,0.29879135,1.0
primary:023664205ae95402:3:11:near,023664205ae95402,3,primary,7.705826e-05,0.1705193,1.0
primary:023664205ae95402:3:11:far,023664205ae95402,11,primary,0.00053737126,0.17780028,1.0
primary:023664205ae95402:4:15:near,023664205ae95402,4,primary,5.6768265e-05,0.22239129,1.0
primary:023664205ae95402:4:15:far,023664205ae95402,15,primary,0.0006871961,0.2406141,1.0
primary:023664205ae95402:5:16:near,023664205ae95402,5,primary,0.00091516343,0.21000169,1.0
primary:023664205ae95402:5:16:far,023664205ae95402,16,primary,0.0047729146,0.2518478,1.0
primary:023664205ae95402:8:13:near,023664205ae95402,8,primary,9.322081e-05,0.3424448,0.8333333333333334
primary:023664205ae95402:8:13:far,023664205ae95402,13,primary,0.00029610502,0.3451269,0.8333333333333334
primary:023664205ae95402:22:24:near,023664205ae95402,22,primary,0.0022878912,0.1589007,1.0
primary:023664205ae95402:22:24:far,023664205ae95402,24,primary,0.008058061,0.1778732,1.0
primary:023664205ae95402:26:10:near,023664205ae95402,26,primary,0.0066727046,0.2132275,1.0
primary:023664205ae95402:26:10:far,023664205ae95402,10,primary,0.045523074,0.22107907,1.0
primary:023664205ae95402:27:23:near,023664205ae95402,27,primary,9.909307e-05,0.24954008,1.0
primary:023664205ae95402:27:23:far,023664205ae95402,23,primary,0.0055965246,0.31760728,0.8333333333333334
primary:023664205ae95402:29:18:near,023664205ae95402,29,primary,7.789774e-05,0.23487711,1.0
primary:023664205ae95402:29:18:far,023664205ae95402,18,primary,0.00115272,0.2682823,1.0
primary:023664205ae95402:30:25:near,023664205ae95402,30,primary,0.0011408852,0.31263423,0.8333333333333334
primary:023664205ae95402:30:25:far,023664205ae95402,25,primary,0.028454818,0.4245347,0.8333333333333334
primary:023664205ae95402:31:21:near,023664205ae95402,31,primary,0.0009879697,0.25013164,1.0
primary:023664205ae95402:31:21:far,023664205ae95402,21,primary,0.017739056,0.3250011,1.0
primary:023664205ae95402:39:50:near,023664205ae95402,39,primary,2.4370982e-05,0.19964767,1.0
primary:023664205ae95402:39:50:far,023664205ae95402,50,primary,3.9726005e-05,0.21162885,1.0
primary:023664205ae95402:66:67:near,023664205ae95402,66,primary,3.0575527e-05,0.2108138,1.0
primary:023664205ae95402:66:67:far,023664205ae95402,67,primary,4.0569874e-05,0.21487026,1.0
primary:023664205ae95402:71:73:near,023664205ae95402,71,primary,0.001083867,0.1986558,1.0
primary:023664205ae95402:71:73:far,023664205ae95402,73,primary,0.0012970347,0.20969777,1.0
primary:023664205ae95402:74:64:near,023664205ae95402,74,primary,3.4563764e-05,0.27370882,0.8333333333333334
primary:023664205ae95402:74:64:far,023664205ae95402,64,primary,3.087708e-05,0.27073404,1.0
primary:023664205ae95402:75:68:near,023664205ae95402,75,primary,0.0004350596,0.27661085,0.8333333333333334
primary:023664205ae95402:75:68:far,023664205ae95402,68,primary,0.00053201633,0.29798794,0.8333333333333334
primary:023664205ae95402:78:69:near,023664205ae95402,78,primary,7.901335e-05,0.1978981,1.0
primary:023664205ae95402:78:69:far,023664205ae95402,69,primary,7.178327e-05,0.19216488,1.0
primary:023664205ae95402:79:76:near,023664205ae95402,79,primary,6.750746e-05,0.1509452,1.0
primary:023664205ae95402:79:76:far,023664205ae95402,76,primary,7.266447e-05,0.12724175,1.0
primary:025b2d4de25c5036:54:62:near,025b2d4de25c5036,54,primary,0.00010121853,0.089658715,1.0
primary:025b2d4de25c5036:54:62:far,025b2d4de25c5036,62,primary,0.00012458532,0.10586498,1.0
primary:025b2d4de25c5036:57:37:near,025b2d4de25c5036,57,primary,0.00013945348,0.1826791,0.8333333333333334
primary:025b2d4de25c5036:57:37:far,025b2d4de25c5036,37,primary,0.00021918067,0.20519435,0.8333333333333334
primary:025b2d4de25c5036:60:39:near,025b2d4de25c5036,60,primary,0.00028188838,0.2412586,0.6666666666666666
primary:025b2d4de25c5036:60:39:far,025b2d4de25c5036,39,primary,0.00020476415,0.18202984,1.0
primary:0264cfbeb1705e5f:138:142:near,0264cfbeb1705e5f,138,primary,0.000118512035,0.14859688,1.0
primary:0264cfbeb1705e5f:138:142:far,0264cfbeb1705e5f,142,primary,0.00011977891,0.15606393,1.0
primary:0264cfbeb1705e5f:150:146:near,0264cfbeb1705e5f,150,primary,0.0013070642,0.18452631,1.0
primary:0264cfbeb1705e5f:150:146:far,0264cfbeb1705e5f,146,primary,0.0013100548,0.20265542,1.0
primary:0264cfbeb1705e5f:151:147:near,0264cfbeb1705e5f,151,primary,0.0003989512,0.16601025,1.0
primary:0264cfbeb1705e5f:151:147:far,0264cfbeb1705e5f,147,primary,0.00037317965,0.1874526,1.0
primary:0264cfbeb1705e5f:155:159:near,0264cfbeb1705e5f,155,primary,0.00019347796,0.18092231,0.8333333333333334
primary:0264cfbeb1705e5f:155:159:far,0264cfbeb1705e5f,159,primary,0.00020672585,0.19936095,0.8333333333333334
primary:0264cfbeb1705e5f:2:24:near,0264cfbeb1705e5f,2,primary,0.008334741,0.25869957,0.6666666666666666
primary:0264cfbeb1705e5f:2:24:far,0264cfbeb1705e5f,24,primary,0.026244175,0.31636488,0.8333333333333334
primary:0264cfbeb1705e5f:4:16:near,0264cfbeb1705e5f,4,primary,0.00038576478,0.16876219,0.8333333333333334
primary:0264cfbeb1705e5f:4:16:far,0264cfbeb1705e5f,16,primary,0.00056543516,0.23207389,0.8333333333333334
primary:0264cfbeb1705e5f:8:21:near,0264cfbeb1705e5f,8,primary,0.0022718054,0.22561331,0.8333333333333334
primary:0264cfbeb1705e5f:8:21:far,0264cfbeb1705e5f,21,primary,0.009238731,0.24593781,0.8333333333333334
primary:0264cfbeb1705e5f:9:12:near,0264cfbeb1705e5f,9,primary,0.0003283443,0.14411266,1.0
primary:0264cfbeb1705e5f:9:12:far,0264cfbeb1705e5f,12,primary,0.00040084688,0.16523078,1.0
primary:0264cfbeb1705e5f:13:25:near,0264cfbeb1705e5f,13,primary,0.00078439177,0.25636354,0.8333333333333334
primary:0264cfbeb1705e5f:13:25:far,0264cfbeb1705e5f,25,primary,0.013301626,0.33869648,0.6666666666666666
primary:0264cfbeb1705e5f:14:18:near,0264cfbeb1705e5f,14,primary,0.0009574891,0.21996164,0.8333333333333334
primary:0264cfbeb1705e5f:14:18:far,0264cfbeb1705e5f,18,primary,0.0019281115,0.21816313,0.8333333333333334
primary:0264cfbeb1705e5f:28:20:near,0264cfbeb1705e5f,28,primary,0.0005597258,0.3008369,0.6666666666666666
primary:0264cfbeb1705e5f:28:20:far,0264cfbeb1705e5f,20,primary,0.008438705,0.38191628,0.3333333333333333
primary:0264cfbeb1705e5f:51:39:near,0264cfbeb1705e5f,51,primary,0.0015236683,0.19016133,0.8333333333333334
primary:0264cfbeb1705e5f:51:39:far,0264cfbeb1705e5f,39,primary,0.0023202626,0.19316627,0.8333333333333334
primary:0264cfbeb1705e5f:81:84:near,0264cfbeb1705e5f,81,primary,0.004705463,0.15996823,1.0
primary:0264cfbeb1705e5f:81:84:far,0264cfbeb1705e5f,84,primary,0.005009306,0.18424137,1.0
primary:0264cfbeb1705e5f:95:88:near,0264cfbeb1705e5f,95,primary,0.00046213,0.17482765,1.0
primary:0264cfbeb1705e5f:95:88:far,0264cfbeb1705e5f,88,primary,0.00042751737,0.17914163,1.0
primary:02ef12eeec9c5667:43:48:near,02ef12eeec9c5667,43,primary,0.00015821378,0.22349493,1.0
primary:02ef12eeec9c5667:43:48:far,02ef12eeec9c5667,48,primary,0.00028696223,0.2137953,1.0
primary:0354be0727e25157:43:37:near,0354be0727e25157,43,primary,0.00094916567,0.12647063,1.0
primary:0354be0727e25157:43:37:far,0354be0727e25157,37,primary,0.0011337555,0.1641153,1.0
primary:03925cda82c35516:49:60:near,03925cda82c35516,49,primary,0.0043478645,0.30206868,1.0
primary:03925cda82c35516:49:60:far,03925cda82c35516,60,primary,0.0064670667,0.359133,0.8333333333333334
primary:03925cda82c35516:50:52:near,03925cda82c35516,50,primary,0.00041710766,0.28591105,1.0
primary:03925cda82c35516:50:52:far,03925cda82c35516,52,primary,0.00037743378,0.29172593,1.0
primary:03d9c9a7f1655e53:51:62:near,03d9c9a7f1655e53,51,primary,8.944819e-05,0.17734529,1.0
primary:03d9c9a7f1655e53:51:62:far,03d9c9a7f1655e53,62,primary,0.00012427475,0.18847221,1.0
primary:0424e5fd9a5c5e60:20:28:near,0424e5fd9a5c5e60,20,primary,0.00016023518,0.2179392,0.8333333333333334
primary:0424e5fd9a5c5e60:20:28:far,0424e5fd9a5c5e60,28,primary,0.000100554054,0.27156597,0.5
primary:0481ff72500154f2:188:176:near,0481ff72500154f2,188,primary,6.3415326e-05,0.32541034,1.0
primary:0481ff72500154f2:188:176:far,0481ff72500154f2,176,primary,7.695057e-05,0.37253645,0.8333333333333334
primary:0481ff72500154f2:160:172:near,0481ff72500154f2,160,primary,0.0002471556,0.275478,1.0
primary:0481ff72500154f2:160:172:far,0481ff72500154f2,172,primary,0.00037674743,0.35310552,1.0
primary:0481ff72500154f2:33:37:near,0481ff72500154f2,33,primary,3.833317e-05,0.20762444,1.0
primary:0481ff72500154f2:33:37:far,0481ff72500154f2,37,primary,3.1318486e-05,0.44762477,0.8333333333333334
primary:0481ff72500154f2:34:43:near,0481ff72500154f2,34,primary,9.053369e-05,0.30105308,1.0
primary:0481ff72500154f2:34:43:far,0481ff72500154f2,43,primary,2.7236456e-05,0.63064307,0.5
primary:04f77fbd6bf3505a:140:136:near,04f77fbd6bf3505a,140,primary,2.115688e-05,0.105461955,1.0
primary:04f77fbd6bf3505a:140:136:far,04f77fbd6bf3505a,136,primary,2.023626e-05,0.12957524,1.0
primary:04f77fbd6bf3505a:144:148:near,04f77fbd6bf3505a,144,primary,2.0149188e-05,0.17988683,0.8333333333333334
primary:04f77fbd6bf3505a:144:148:far,04f77fbd6bf3505a,148,primary,1.9910423e-05,0.18292518,0.8333333333333334
primary:04f77fbd6bf3505a:41:57:near,04f77fbd6bf3505a,41,primary,2.1259e-05,0.11726177,0.8333333333333334
primary:04f77fbd6bf3505a:41:57:far,04f77fbd6bf3505a,57,primary,1.75878e-05,0.13381825,0.8333333333333334
primary:04f77fbd6bf3505a:44:53:near,04f77fbd6bf3505a,44,primary,9.4945644e-05,0.14958589,0.8333333333333334
primary:04f77fbd6bf3505a:44:53:far,04f77fbd6bf3505a,53,primary,0.00023375395,0.20287533,1.0
primary:04f77fbd6bf3505a:56:62:near,04f77fbd6bf3505a,56,primary,0.0017093027,0.1805398,0.8333333333333334
primary:04f77fbd6bf3505a:56:62:far,04f77fbd6bf3505a,62,primary,0.0018344971,0.19790603,0.8333333333333334
primary:0502652852d456e7:36:50:near,0502652852d456e7,36,primary,7.529672e-05,0.14184083,1.0
primary:0502652852d456e7:36:50:far,0502652852d456e7,50,primary,7.703026e-05,0.16619143,1.0
primary:0506b1697fb05337:48:54:near,0506b1697fb05337,48,primary,0.0009789901,0.12704252,1.0
primary:0506b1697fb05337:48:54:far,0506b1697fb05337,54,primary,0.0004891742,0.17637074,1.0
primary:053ae221b0d351f5:144:152:near,053ae221b0d351f5,144,primary,0.0007011796,0.2761658,1.0
primary:053ae221b0d351f5:144:152:far,053ae221b0d351f5,152,primary,0.0008321005,0.307987,1.0
primary:053ae221b0d351f5:130:142:near,053ae221b0d351f5,130,primary,0.00016870277,0.1706054,1.0
primary:053ae221b0d351f5:130:142:far,053ae221b0d351f5,142,primary,0.00016138595,0.19361556,1.0
primary:05986621844f54a2:32:38:near,05986621844f54a2,32,primary,3.75378e-05,0.2144692,1.0
primary:05986621844f54a2:32:38:far,05986621844f54a2,38,primary,6.1015566e-05,0.24636732,1.0
primary:059fb1d0f20e58d6:33:47:near,059fb1d0f20e58d6,33,primary,0.0002677669,0.31834528,0.6666666666666666
primary:059fb1d0f20e58d6:33:47:far,059fb1d0f20e58d6,47,primary,0.00014153328,0.2427988,0.8333333333333334
primary:059fb1d0f20e58d6:35:62:near,059fb1d0f20e58d6,35,primary,0.00010326203,0.20732486,1.0
primary:059fb1d0f20e58d6:35:62:far,059fb1d0f20e58d6,62,primary,0.00016038759,0.23738591,0.8333333333333334
primary:05f01335f6e15d86:161:165:near,05f01335f6e15d86,161,primary,0.00031897583,0.14273567,1.0
primary:05f01335f6e15d86:161:165:far,05f01335f6e15d86,165,primary,0.00051040715,0.18036734,1.0
primary:05f01335f6e15d86:141:137:near,05f01335f6e15d86,141,primary,0.00014762922,0.26549175,0.8333333333333334
primary:05f01335f6e15d86:141:137:far,05f01335f6e15d86,137,primary,0.0001453917,0.26192746,0.8333333333333334
primary:05f01335f6e15d86:45:32:near,05f01335f6e15d86,45,primary,0.00016153514,0.18590586,1.0
primary:05f01335f6e15d86:45:32:far,05f01335f6e15d86,32,primary,0.00013409139,0.21314539,1.0
primary:05f01335f6e15d86:55:42:near,05f01335f6e15d86,55,primary,0.00031495735,0.21030521,1.0
primary:05f01335f6e15d86:55:42:far,05f01335f6e15d86,42,primary,0.0005271241,0.20031106,1.0
primary:063ebdc4cd7e5bd9:44:46:near,063ebdc4cd7e5bd9,44,primary,0.005911031,0.2142324,1.0
primary:063ebdc4cd7e5bd9:44:46:far,063ebdc4cd7e5bd9,46,primary,0.0045562023,0.24093185,1.0
primary:064bbfac76a95dae:35:38:near,064bbfac76a95dae,35,primary,0.0016157995,0.13445678,1.0
primary:064bbfac76a95dae:35:38:far,064bbfac76a95dae,38,primary,0.0016403284,0.26205984,1.0
primary:064bbfac76a95dae:36:40:near,064bbfac76a95dae,36,primary,7.568374e-05,0.12923452,1.0
primary:064bbfac76a95dae:36:40:far,064bbfac76a95dae,40,primary,9.487671e-05,0.14947155,1.0
primary:064bbfac76a95dae:37:47:near,064bbfac76a95dae,37,primary,7.8749115e-05,0.25351417,0.8333333333333334
primary:064bbfac76a95dae:37:47:far,064bbfac76a95dae,47,primary,9.130871e-05,0.2952102,0.8333333333333334
primary:064bbfac76a95dae:39:49:near,064bbfac76a95dae,39,primary,3.79387e-05,0.24188907,0.8333333333333334
primary:064bbfac76a95dae:39:49:far,064bbfac76a95dae,49,primary,3.9458046e-05,0.23101865,1.0
primary:064bbfac76a95dae:42:50:near,064bbfac76a95dae,42,primary,8.006061e-05,0.23353218,1.0
primary:064bbfac76a95dae:42:50:far,064bbfac76a95dae,50,primary,0.00010713546,0.26302555,0.8333333333333334
primary:064bbfac76a95dae:43:60:near,064bbfac76a95dae,43,primary,0.00015803339,0.1349573,1.0
primary:064bbfac76a95dae:43:60:far,064bbfac76a95dae,60,primary,0.00087842345,0.42612818,0.3333333333333333
primary:064bbfac76a95dae:44:63:near,064bbfac76a95dae,44,primary,4.1189138e-05,0.09675503,1.0
primary:064bbfac76a95dae:44:63:far,064bbfac76a95dae,63,primary,5.442727e-05,0.11481932,1.0
primary:06f781885ea25f20:40:58:near,06f781885ea25f20,40,primary,0.00011374384,0.1672469,1.0
primary:06f781885ea25f20:40:58:far,06f781885ea25f20,58,primary,0.00038785374,0.15972756,1.0
primary:071d2ff38b4855ed:59:32:near,071d2ff38b4855ed,59,primary,0.0019647444,0.23530829,1.0
primary:071d2ff38b4855ed:59:32:far,071d2ff38b4855ed,32,primary,0.0011898356,0.2741029,0.6666666666666666
primary:071d2ff38b4855ed:63:33:near,071d2ff38b4855ed,63,primary,0.0016073447,0.19506879,1.0
primary:071d2ff38b4855ed:63:33:far,071d2ff38b4855ed,33,primary,0.0014872688,0.24338692,0.6666666666666666
primary:0726ca723042500c:136:128:near,0726ca723042500c,136,primary,0.0005606014,0.2893835,0.8333333333333334
primary:0726ca723042500c:136:128:far,0726ca723042500c,128,primary,0.0005814938,0.28892615,0.8333333333333334
primary:0726ca723042500c:140:132:near,0726ca723042500c,140,primary,0.0010397085,0.15330078,1.0
primary:0726ca723042500c:140:132:far,0726ca723042500c,132,primary,0.0006993821,0.18090993,1.0
primary:0726ca723042500c:137:129:near,0726ca723042500c,137,primary,0.0006022545,0.3969972,0.5
primary:0726ca723042500c:137:129:far,0726ca723042500c,129,primary,0.0006559529,0.41001543,0.5
primary:0726ca723042500c:141:133:near,0726ca723042500c,141,primary,2.3022936e-05,0.17347749,0.8333333333333334
primary:0726ca723042500c:141:133:far,0726ca723042500c,133,primary,3.707409e-05,0.256606,0.8333333333333334
primary:0726ca723042500c:142:134:near,0726ca723042500c,142,primary,8.614762e-05,0.18730603,1.0
primary:0726ca723042500c:142:134:far,0726ca723042500c,134,primary,0.00012025883,0.18808086,1.0
primary:076f5a91273050e6:156:144:near,076f5a91273050e6,156,primary,0.0027875334,0.3037257,0.6666666666666666
primary:076f5a91273050e6:156:144:far,076f5a91273050e6,144,primary,0.0023507974,0.32418367,0.6666666666666666
primary:076f5a91273050e6:32:33:near,076f5a91273050e6,32,primary,0.00013893622,0.15327102,1.0
