token,pair_id,side,raw_index,loss,near_region,exact_source,PDMS_gap,gradient_norm,reference_norm,cosine,dot,predicted_delta_L_ref
a3d8003852145a71,primary:a3d8003852145a71:35:48,far,48,5.1711234846152365e-05,boundary,IL-native,0.0,0.11541476845741272,0.14554360508918762,0.9067190584600993,0.01523095928132534,-1.5230959281325343e-07
a3d8003852145a71,primary:a3d8003852145a71:172:160,near,172,7.450743760273326e-05,boundary,Bridge-0.2_grpo_9041,0.0,0.14630891382694244,0.14554360508918762,0.8369597648529592,0.017822494730353355,-1.7822494730353356e-07
a3d8003852145a71,primary:a3d8003852145a71:172:160,far,160,0.00010510029642318841,boundary,Bridge-0.2_grpo_9041,0.0,0.18108713626861572,0.14554360508918762,0.943960389413415,0.024879090487957,-2.4879090487957e-07
8d76cc7ca097546b,primary:8d76cc7ca097546b:38:34,near,38,0.023005381430266425,boundary,IL-native,0.0,3.270336151123047,0.22295936942100525,0.6017368614886343,0.43875768780708313,-4.387576878070832e-06
8d76cc7ca097546b,primary:8d76cc7ca097546b:38:34,far,34,0.008231145016907249,boundary,IL-native,0.0,1.3627022504806519,0.22295936942100525,0.2791225554461539,0.08480503410100937,-8.480503410100937e-07
8d76cc7ca097546b,primary:8d76cc7ca097546b:46:49,near,46,0.0002574917480160366,boundary,IL-native,0.0,0.12101719528436661,0.22295936942100525,0.11855597086523277,0.003198867430910468,-3.198867430910468e-08
8d76cc7ca097546b,primary:8d76cc7ca097546b:46:49,far,49,0.0003281082426838111,boundary,IL-native,0.0,0.41589662432670593,0.22295936942100525,0.871254820257716,0.08078975975513458,-8.078975975513459e-07
88757fb00fda507b,primary:88757fb00fda507b:140:136,near,140,3.399942579562776e-05,boundary,Bridge-0.2_mts_8692,0.2435459391461023,0.13188572227954865,0.19900929927825928,0.9249436979624053,0.024276521056890488,-2.427652105689049e-07
88757fb00fda507b,primary:88757fb00fda507b:140:136,far,136,2.981258148793131e-05,boundary,Bridge-0.2_mts_8692,0.2435459391461023,0.11050868779420853,0.19900929927825928,0.9104822085311849,0.020023558288812637,-2.002355828881264e-07
88757fb00fda507b,primary:88757fb00fda507b:52:60,near,52,0.00031117424077820033,boundary,IL-native,0.0,0.21779313683509827,0.19900929927825928,-0.3109284520566035,-0.013476528227329254,1.3476528227329255e-07
88757fb00fda507b,primary:88757fb00fda507b:52:60,far,60,0.0007141829919419251,boundary,IL-native,0.0,0.6488530039787292,0.19900929927825928,0.8661937741683631,0.11184968054294586,-1.1184968054294587e-06
312f7d68b7845c0f,primary:312f7d68b7845c0f:144:152,near,144,0.0012473418028093874,boundary,Bridge-0.2_mts_8751,0.0,0.6202333569526672,0.6283099055290222,0.6355753552390645,0.24768292903900146,-2.476829290390015e-06
312f7d68b7845c0f,primary:312f7d68b7845c0f:144:152,far,152,0.0018710317999648396,boundary,Bridge-0.2_mts_8751,0.0,0.8055635690689087,0.6283099055290222,0.8782997003553422,0.4445457458496094,-4.445457458496094e-06
312f7d68b7845c0f,primary:312f7d68b7845c0f:128:132,near,128,0.0004757443311973475,boundary,Bridge-0.2_mts_8692,0.0,0.2374124974012375,0.6283099055290222,0.710136537043773,0.10593008995056152,-1.0593008995056153e-06
312f7d68b7845c0f,primary:312f7d68b7845c0f:128:132,far,132,0.00047763785551069304,boundary,Bridge-0.2_mts_8692,0.0,0.24155841767787933,0.6283099055290222,0.715536705906846,0.10859954357147217,-1.0859954357147219e-06
6f2a7bf7cf275dd3,primary:6f2a7bf7cf275dd3:33:62,near,33,1.1473448239485151e-05,boundary,IL-native,0.0,0.04367057606577873,0.2682316303253174,0.6821024062221969,0.007990031503140926,-7.990031503140926e-08
6f2a7bf7cf275dd3,primary:6f2a7bf7cf275dd3:33:62,far,62,4.2125833715545014e-05,boundary,IL-native,0.0,0.1670628786087036,0.2682316303253174,0.942671467345182,0.042242567986249924,-4.224256798624993e-07
cf430322beb852ca,primary:cf430322beb852ca:35:44,near,35,0.00017637984456086997,boundary,IL-native,0.2001741178942069,0.20087996125221252,4.70526123046875,-0.9551114667256752,-0.9027643799781799,9.0276437997818e-06
cf430322beb852ca,primary:cf430322beb852ca:35:44,far,44,0.0002522567356209038,boundary,IL-native,0.2001741178942069,0.2921378016471863,4.70526123046875,-0.9662541000974684,-1.3281980752944946,1.3281980752944947e-05
cf430322beb852ca,primary:cf430322beb852ca:141:137,near,141,3.142668902000878e-05,boundary,Bridge-0.4_mts_8692,0.0049141250816404,0.06012868508696556,4.70526123046875,0.8129811215070668,0.23000957071781158,-2.300095707178116e-06
cf430322beb852ca,primary:cf430322beb852ca:141:137,far,137,3.073095012950944e-05,boundary,Bridge-0.4_mts_8692,0.0049141250816404,0.05484084039926529,4.70526123046875,0.6098464422534081,0.15736506879329681,-1.5736506879329683e-06
91513086606a567e,primary:91513086606a567e:37:45,near,37,3.317188748042099e-05,boundary,IL-native,0.0,0.08488714694976807,0.09560978412628174,0.8991458328196095,0.007297505158931017,-7.297505158931018e-08
91513086606a567e,primary:91513086606a567e:37:45,far,45,5.0329347686783876e-05,boundary,IL-native,0.0,0.08710955828428268,0.09560978412628174,-0.6627957184558223,-0.0055201114155352116,5.520111415535212e-08
91513086606a567e,primary:91513086606a567e:13:0,near,13,0.000121630888315849,boundary,GT,0.0,0.230333149433136,0.09560978412628174,-0.7987442228644955,-0.017590027302503586,1.7590027302503588e-07
91513086606a567e,primary:91513086606a567e:13:0,far,0,5.6695324019528925e-05,boundary,GT,0.0,0.05847863852977753,0.09560978412628174,-0.6837750103928787,-0.0038230749778449535,3.823074977844954e-08
161154cbf4245a3d,primary:161154cbf4245a3d:164:168,near,164,2.1690806534024887e-05,boundary,Bridge-0.2_grpo_9041,0.166346996491697,0.04719976708292961,0.40215638279914856,-0.525863887821757,-0.009981784038245678,9.981784038245679e-08
161154cbf4245a3d,primary:161154cbf4245a3d:164:168,far,168,2.0791776478290558e-05,boundary,Bridge-0.2_grpo_9041,0.166346996491697,0.03141495957970619,0.40215638279914856,0.2639018135609329,0.0033340633381158113,-3.3340633381158116e-08
ac5b4b33a03c57fe,primary:ac5b4b33a03c57fe:36:40,near,36,0.0013594691718026297,boundary,IL-native,0.0,0.6991948485374451,0.1316484808921814,-0.7928966361546793,-0.07298450171947479,7.29845017194748e-07
ac5b4b33a03c57fe,primary:ac5b4b33a03c57fe:36:40,far,40,0.0011640002649073722,boundary,IL-native,0.0,0.6180689334869385,0.1316484808921814,0.3047543622069874,0.02479720301926136,-2.479720301926136e-07
2ad520fb925f5ace,primary:2ad520fb925f5ace:128:132,near,128,0.07302493939641863,boundary,Bridge-0.2_mts_8692,0.0269832637456488,5.906805992126465,1.254562258720398,-0.050813843415358946,-0.3765537440776825,3.7655374407768254e-06
2ad520fb925f5ace,primary:2ad520fb925f5ace:128:132,far,132,0.07289575529284775,boundary,Bridge-0.2_mts_8692,0.0269832637456488,5.913347244262695,1.254562258720398,-0.036152617981802505,-0.26820406317710876,2.682040631771088e-06
2ad520fb925f5ace,primary:2ad520fb925f5ace:140:136,near,140,0.00015707015245425282,boundary,Bridge-0.2_mts_8692,0.0059864180429229,0.2960767149925232,1.254562258720398,0.6113188248927285,0.2270723432302475,-2.270723432302475e-06
2ad520fb925f5ace,primary:2ad520fb925f5ace:140:136,far,136,0.00015406594502564985,boundary,Bridge-0.2_mts_8692,0.0059864180429229,0.2916800379753113,1.254562258720398,0.6307867021632539,0.23082426190376282,-2.3082426190376285e-06
51480b09db315e89,primary:51480b09db315e89:49:37,near,49,0.004888623720034957,boundary,IL-native,0.0529067517662298,1.527596116065979,0.06629810482263565,-0.12041291104285039,-0.012195025570690632,1.2195025570690633e-07
51480b09db315e89,primary:51480b09db315e89:49:37,far,37,0.005440866108983755,boundary,IL-native,0.0529067517662298,1.7821341753005981,0.06629810482263565,-0.08563666133540149,-0.01011815294623375,1.011815294623375e-07
51480b09db315e89,primary:51480b09db315e89:141:137,near,141,0.00035026476234634174,boundary,Bridge-0.4_mts_8692,0.0087949688261801,0.3033817410469055,0.06629810482263565,0.43486539729200263,0.008746723644435406,-8.746723644435406e-08
51480b09db315e89,primary:51480b09db315e89:141:137,far,137,0.00044381970656104386,boundary,Bridge-0.4_mts_8692,0.0087949688261801,0.3816756010055542,0.06629810482263565,0.37662549383358,0.009530270472168922,-9.530270472168924e-08
cd07f4279fa35240,primary:cd07f4279fa35240:149:153,near,149,0.001422376386472024,boundary,Bridge-0.4_mts_8751,0.1788816407710101,0.5717483162879944,0.26590198278427124,0.3874390825110693,0.05890198051929474,-5.890198051929475e-07
cd07f4279fa35240,primary:cd07f4279fa35240:149:153,far,153,0.0015958920266712084,boundary,Bridge-0.4_mts_8751,0.1788816407710101,0.8412303328514099,0.26590198278427124,0.11732255203253886,0.02624327316880226,-2.6243273168802264e-07
cd07f4279fa35240,primary:cd07f4279fa35240:148:152,near,148,0.00015292742864403408,core,Bridge-0.2_mts_8751,0.1769028959112404,0.1480700671672821,0.26590198278427124,0.6949582684462785,0.027361983433365822,-2.7361983433365826e-07
cd07f4279fa35240,primary:cd07f4279fa35240:148:152,far,152,0.00011966361489612609,core,Bridge-0.2_mts_8751,0.1769028959112404,0.17223696410655975,0.26590198278427124,0.38613912835849856,0.017684457823634148,-1.7684457823634149e-07
3fa2f81cff025162,primary:3fa2f81cff025162:50:58,near,50,0.00013804602349409834,boundary,IL-native,0.2440637212834389,0.2984592318534851,0.059966977685689926,0.9247714597050949,0.01655128039419651,-1.6551280394196513e-07
3fa2f81cff025162,primary:3fa2f81cff025162:50:58,far,58,0.000166318888659589,boundary,IL-native,0.2440637212834389,0.3310769498348236,0.059966977685689926,0.9566553803702881,0.018993133679032326,-1.8993133679032328e-07
3fa2f81cff025162,primary:3fa2f81cff025162:35:41,near,35,0.00019399340817471966,boundary,IL-native,0.0207502395178948,0.1348281353712082,0.059966977685689926,-0.13902838131039727,-0.0011240772437304258,1.1240772437304259e-08
3fa2f81cff025162,primary:3fa2f81cff025162:35:41,far,41,0.0003069954982493073,boundary,IL-native,0.0207502395178948,0.25060388445854187,0.059966977685689926,-0.8288072347620599,-0.012455279938876629,1.245527993887663e-07
91c9748ec36d552e,primary:91c9748ec36d552e:38:44,near,38,3.680198278743774e-05,boundary,IL-native,0.0271472219743031,0.16345322132110596,0.08693699538707733,-0.7364827256419126,-0.010465516708791256,1.0465516708791257e-07
91c9748ec36d552e,primary:91c9748ec36d552e:38:44,far,44,3.110256693616975e-05,boundary,IL-native,0.0271472219743031,0.12274449318647385,0.08693699538707733,-0.9315314744897105,-0.009940407238900661,9.940407238900662e-08
91c9748ec36d552e,primary:91c9748ec36d552e:55:35,near,55,1.691033594397595e-05,boundary,IL-native,0.0476421802300706,0.07020930200815201,0.08693699538707733,-0.14724608074046194,-0.0008987585315480828,8.987585315480828e-09
91c9748ec36d552e,primary:91c9748ec36d552e:55:35,far,35,2.1269264834700152e-05,boundary,IL-native,0.0476421802300706,0.08734490722417831,0.08693699538707733,-0.26187567176252974,-0.0019885539077222347,1.9885539077222348e-08
f0328bdcd0e15d3a,primary:f0328bdcd0e15d3a:149:153,near,149,0.0003381981869097217,boundary,Bridge-0.4_mts_8751,0.0651405637956514,0.3578946590423584,0.1251860111951828,-0.22983020027740833,-0.010297175496816635,1.0297175496816636e-07
f0328bdcd0e15d3a,primary:f0328bdcd0e15d3a:149:153,far,153,0.0005320833934092661,boundary,Bridge-0.4_mts_8751,0.0651405637956514,0.4887532591819763,0.1251860111951828,0.08515864619959057,0.005210437811911106,-5.2104378119111066e-08
f0328bdcd0e15d3a,primary:f0328bdcd0e15d3a:148:152,near,148,2.2074687876738608e-05,boundary,Bridge-0.2_mts_8751,0.0880309906407745,0.06486230343580246,0.1251860111951828,-0.23418962948858907,-0.0019015853758901358,1.901585375890136e-08
f0328bdcd0e15d3a,primary:f0328bdcd0e15d3a:148:152,far,152,3.0767673706577625e-05,boundary,Bridge-0.2_mts_8751,0.0880309906407745,0.10232365131378174,0.1251860111951828,0.1526435975591688,0.0019552865996956825,-1.9552865996956826e-08
3ae8bec3c87f599a,primary:3ae8bec3c87f599a:46:39,near,46,3.219222980987979e-05,boundary,IL-native,0.1823422385714508,0.11111649125814438,0.2569713890552521,-0.6975465320989687,-0.019917575642466545,1.9917575642466547e-07
3ae8bec3c87f599a,primary:3ae8bec3c87f599a:46:39,far,39,3.426288367336383e-05,boundary,IL-native,0.1823422385714508,0.11852062493562698,0.2569713890552521,-0.7412251299802685,-0.022575056180357933,2.2575056180357935e-07
36c5c837df3259f8,primary:36c5c837df3259f8:59:55,near,59,1.850528769864468e-05,boundary,IL-native,0.0140015361138097,0.08244015276432037,0.07119981944561005,0.6958729201813655,0.004084581974893808,-4.084581974893809e-08
36c5c837df3259f8,primary:36c5c837df3259f8:59:55,far,55,2.1706836378143635e-05,boundary,IL-native,0.0140015361138097,0.09056470543146133,0.07119981944561005,0.6371505967251226,0.004108468536287546,-4.108468536287546e-08
acfc271e3c3d58fa,primary:acfc271e3c3d58fa:39:54,near,39,0.0011936469891224988,boundary,IL-native,0.2325595053184344,0.5664246678352356,0.15019063651561737,-0.814884906466562,-0.06932362914085388,6.932362914085388e-07
acfc271e3c3d58fa,primary:acfc271e3c3d58fa:39:54,far,54,0.0019593159231590107,boundary,IL-native,0.2325595053184344,0.8809022903442383,0.15019063651561737,-0.8181804838554289,-0.10824795812368393,1.0824795812368395e-06
86a8eb25b4045aba,primary:86a8eb25b4045aba:48:53,near,48,2.354271782678552e-05,boundary,IL-native,0.1081714060011194,0.08507648855447769,0.2120891660451889,-0.35200055286363924,-0.006351428106427193,6.351428106427193e-08
86a8eb25b4045aba,primary:86a8eb25b4045aba:48:53,far,53,2.1882642613491043e-05,boundary,IL-native,0.1081714060011194,0.07631291449069977,0.2120891660451889,-0.4094273513321978,-0.006626639980822802,6.626639980822802e-08
86a8eb25b4045aba,primary:86a8eb25b4045aba:59:61,near,59,6.287872020038776e-05,boundary,IL-native,0.0085255256520326,0.18869847059249878,0.2120891660451889,0.08523857752285767,0.003411324694752693,-3.4113246947526936e-08
86a8eb25b4045aba,primary:86a8eb25b4045aba:59:61,far,61,5.89210212638136e-05,boundary,IL-native,0.0085255256520326,0.17984512448310852,0.2120891660451889,0.2594962767299332,0.009898019023239613,-9.898019023239613e-08
1381f484e75c565a,primary:1381f484e75c565a:6:30,near,6,0.0007849641242501093,boundary,GT,8.93663593473093e-05,0.5775459408760071,0.06635983288288116,0.04658735534358932,0.0017855000915005803,-1.7855000915005806e-08
1381f484e75c565a,primary:1381f484e75c565a:6:30,far,30,0.0008456527884845855,boundary,GT,8.93663593473093e-05,0.6043731570243835,0.06635983288288116,0.13630491098459593,0.0054666586220264435,-5.466658622026444e-08
1381f484e75c565a,primary:1381f484e75c565a:158:146,near,158,0.0001227464290423086,boundary,Bridge-0.6_mts_8751,0.0802615519374967,0.309184193611145,0.06635983288288116,0.8584453133338863,0.01761307567358017,-1.761307567358017e-07
1381f484e75c565a,primary:1381f484e75c565a:158:146,far,146,0.00010172737165703438,boundary,Bridge-0.6_mts_8751,0.0802615519374967,0.27937743067741394,0.06635983288288116,0.8933185615560425,0.01656162552535534,-1.656162552535534e-07
52caccf1b3b95e4e,primary:52caccf1b3b95e4e:148:152,near,148,0.026750029070171877,boundary,Bridge-0.2_mts_8751,0.0021242478266145,3.640871286392212,0.2569558322429657,-0.04592446900887717,-0.04296432062983513,4.296432062983513e-07
52caccf1b3b95e4e,primary:52caccf1b3b95e4e:148:152,far,152,0.026137779457712895,boundary,Bridge-0.2_mts_8751,0.0021242478266145,3.596066474914551,0.2569558322429657,-0.054903034592336836,-0.05073206499218941,5.073206499218941e-07
52caccf1b3b95e4e,primary:52caccf1b3b95e4e:53:46,near,53,3.926394629161223e-05,boundary,IL-native,0.0519569010106266,0.11168579757213593,0.2569558322429657,0.9378624954412367,0.02691507525742054,-2.691507525742054e-07
52caccf1b3b95e4e,primary:52caccf1b3b95e4e:53:46,far,46,6.479104195022956e-05,boundary,IL-native,0.0519569010106266,0.18509472906589508,0.2569558322429657,0.9575958353198547,0.04554437845945358,-4.554437845945359e-07
089107cd2d6354e0,primary:089107cd2d6354e0:32:36,near,32,0.0015901188999123406,boundary,IL-native,0.0,0.7128410339355469,0.13684025406837463,0.6336954917950649,0.061814047396183014,-6.181404739618302e-07
089107cd2d6354e0,primary:089107cd2d6354e0:32:36,far,36,0.0011427860299590975,boundary,IL-native,0.0,0.5238546133041382,0.13684025406837463,0.8969065175877713,0.06429420411586761,-6.429420411586762e-07
089107cd2d6354e0,primary:089107cd2d6354e0:22:0,near,22,0.00010359947555116378,boundary,GT,0.0,0.2535651624202728,0.13684025406837463,0.6841356879453692,0.023738086223602295,-2.3738086223602298e-07
089107cd2d6354e0,primary:089107cd2d6354e0:22:0,far,0,0.000362226644938346,boundary,GT,0.0,0.5006127953529358,0.13684025406837463,0.7425898083595093,0.05087035894393921,-5.087035894393921e-07
e9cd4fda706e5516,primary:e9cd4fda706e5516:150:146,near,150,3.15397119265981e-05,boundary,Bridge-0.6_mts_8751,0.0,0.08634895831346512,0.08266028761863708,0.8800734635735135,0.006281638517975807,-6.281638517975808e-08
e9cd4fda706e5516,primary:e9cd4fda706e5516:150:146,far,146,3.630663195508532e-05,boundary,Bridge-0.6_mts_8751,0.0,0.11132743954658508,0.08266028761863708,0.78416651524694,0.007216181140393019,-7.21618114039302e-08
e9cd4fda706e5516,primary:e9cd4fda706e5516:36:61,near,36,4.4730351874022745e-05,boundary,IL-native,0.0,0.16886620223522186,0.08266028761863708,0.5118666329401066,0.007144905161112547,-7.144905161112548e-08
e9cd4fda706e5516,primary:e9cd4fda706e5516:36:61,far,61,3.731513788807206e-05,boundary,IL-native,0.0,0.10522611439228058,0.08266028761863708,-0.3652916383878861,-0.0031773142982274294,3.17731429822743e-08
0f44c6e6440654d0,primary:0f44c6e6440654d0:35:52,near,35,0.00010564922195044346,boundary,IL-native,0.0,0.2269391566514969,0.14363229274749756,0.46978918783604307,0.015313150361180305,-1.5313150361180308e-07
0f44c6e6440654d0,primary:0f44c6e6440654d0:35:52,far,52,0.00020449723524507135,boundary,IL-native,0.0,0.36043569445610046,0.14363229274749756,0.6130560810814766,0.0317380391061306,-3.17380391061306e-07
0f44c6e6440654d0,primary:0f44c6e6440654d0:153:145,near,153,0.0004354051416157745,boundary,Bridge-0.4_mts_8751,0.0,0.30428794026374817,0.14363229274749756,0.310123357380478,0.013554119504988194,-1.3554119504988196e-07
0f44c6e6440654d0,primary:0f44c6e6440654d0:153:145,far,145,0.0004620765248546377,boundary,Bridge-0.4_mts_8751,0.0,0.3211539685726166,0.14363229274749756,0.2814088348844419,0.012980849482119083,-1.2980849482119086e-07
fad3b25206405469,primary:fad3b25206405469:50:57,near,50,0.00014140048733679578,boundary,IL-native,0.2247322648978809,0.29165709018707275,0.17189520597457886,0.04847200713350665,0.002430117689073086,-2.430117689073086e-08
fad3b25206405469,primary:fad3b25206405469:50:57,far,57,0.0002513044164516032,boundary,IL-native,0.2247322648978809,0.40677300095558167,0.17189520597457886,-0.2642279264744156,-0.018475431948900223,1.8475431948900224e-07
f32a0e56a5b75884,primary:f32a0e56a5b75884:32:58,near,32,1.7632663912081625e-05,boundary,IL-native,0.0,0.05922021344304085,2.3805346488952637,-0.5052263032416887,-0.07122466713190079,7.122466713190079e-07
f32a0e56a5b75884,primary:f32a0e56a5b75884:32:58,far,58,1.6944147319009062e-05,boundary,IL-native,0.0,0.05320163443684578,2.3805346488952637,-0.6195674292816513,-0.07846718281507492,7.846718281507493e-07
664b084487e05ba0,primary:664b084487e05ba0:148:144,near,148,0.0001801709290703002,boundary,Bridge-0.2_mts_8751,0.0,0.21243929862976074,0.05884847044944763,0.5800665811954359,0.007251834496855736,-7.251834496855736e-08
664b084487e05ba0,primary:664b084487e05ba0:148:144,far,144,0.00035264586017547117,boundary,Bridge-0.2_mts_8751,0.0,0.35422834753990173,0.05884847044944763,0.5753079117776289,0.011992751620709896,-1.1992751620709898e-07
664b084487e05ba0,primary:664b084487e05ba0:36:34,near,36,5.530337875825353e-05,boundary,IL-native,0.0,0.120604507625103,0.05884847044944763,0.6882574467939095,0.004884832073003054,-4.8848320730030544e-08
664b084487e05ba0,primary:664b084487e05ba0:36:34,far,34,0.0001641143135202583,boundary,IL-native,0.0,0.23513665795326233,0.05884847044944763,0.6254497379649886,0.008654618635773659,-8.65461863577366e-08
1090fdb8b57850f6,primary:1090fdb8b57850f6:33:46,near,33,1.035123341353028e-05,boundary,IL-native,0.1424534359158116,0.037811633199453354,0.14960667490959167,-0.7587306053838732,-0.004292042460292578,4.292042460292578e-08
1090fdb8b57850f6,primary:1090fdb8b57850f6:33:46,far,46,1.4063667549635284e-05,boundary,IL-native,0.1424534359158116,0.07372928410768509,0.14960667490959167,-0.2958111352787607,-0.0032629130873829126,3.262913087382913e-08
1090fdb8b57850f6,primary:1090fdb8b57850f6:43:39,near,43,9.954554843716323e-05,boundary,IL-native,0.2404179393586787,0.12322993576526642,0.14960667490959167,-0.2796156207287859,-0.005154999438673258,5.1549994386732585e-08
1090fdb8b57850f6,primary:1090fdb8b57850f6:43:39,far,39,0.000160285817401018,boundary,IL-native,0.2404179393586787,0.22089186310768127,0.14960667490959167,-0.5201634962352831,-0.017189789563417435,1.7189789563417437e-07
b63a589b5dcf521d,primary:b63a589b5dcf521d:164:160,near,164,0.0005021047945774626,boundary,Bridge-0.2_grpo_9041,0.0,0.5191442370414734,0.0963631272315979,0.19278881864437697,0.0096445232629776,-9.6445232629776e-08
b63a589b5dcf521d,primary:b63a589b5dcf521d:164:160,far,160,0.0007721947749814717,boundary,Bridge-0.2_grpo_9041,0.0,0.6283582448959351,0.0963631272315979,0.15632527164613702,0.009465583600103855,-9.465583600103855e-08
b63a589b5dcf521d,primary:b63a589b5dcf521d:172:168,near,172,0.005760991567512974,boundary,Bridge-0.2_grpo_9041,0.0,1.4723420143127441,0.0963631272315979,0.368298623085369,0.05225401744246483,-5.225401744246483e-07
b63a589b5dcf521d,primary:b63a589b5dcf521d:172:168,far,168,0.007412230921545415,boundary,Bridge-0.2_grpo_9041,0.0,1.6854983568191528,0.0963631272315979,0.266573069138601,0.04329676926136017,-4.329676926136017e-07
6793006a7d995092,primary:6793006a7d995092:140:128,near,140,6.438182754209265e-05,boundary,Bridge-0.2_mts_8692,0.0,0.07574865221977234,0.17178799211978912,0.832304883557993,0.010830541141331196,-1.0830541141331196e-07
6793006a7d995092,primary:6793006a7d995092:140:128,far,128,6.642275729973335e-05,boundary,Bridge-0.2_mts_8692,0.0,0.07779236137866974,0.17178799211978912,0.8375225332802912,0.011192478239536285,-1.1192478239536287e-07
b3a6f577c20d5eb3,primary:b3a6f577c20d5eb3:33:37,near,33,2.96633470497909e-05,boundary,IL-native,0.0,0.09688147902488708,0.30798813700675964,0.8659029563624194,0.025837112218141556,-2.5837112218141555e-07
b3a6f577c20d5eb3,primary:b3a6f577c20d5eb3:33:37,far,37,3.8303100836856174e-05,boundary,IL-native,0.0,0.07422903180122375,0.30798813700675964,-0.9468510987008578,-0.021646589040756226,2.1646589040756226e-07
b3a6f577c20d5eb3,primary:b3a6f577c20d5eb3:34:39,near,34,0.0004571160725390655,boundary,IL-native,0.0,0.3651677966117859,0.30798813700675964,0.8585717620427422,0.09656129032373428,-9.656129032373429e-07
b3a6f577c20d5eb3,primary:b3a6f577c20d5eb3:34:39,far,39,0.0012876685750597971,boundary,IL-native,0.0,0.5937774777412415,0.30798813700675964,-0.8714535593221854,-0.15936830639839172,1.5936830639839174e-06
e60a241cf8df5ae6,primary:e60a241cf8df5ae6:60:51,near,60,0.0018839244776245323,boundary,IL-native,0.044618779202878,0.9476770758628845,0.07646273821592331,-0.357033618357776,-0.025871364399790764,2.5871364399790767e-07
e60a241cf8df5ae6,primary:e60a241cf8df5ae6:60:51,far,51,0.002126023277924105,boundary,IL-native,0.044618779202878,1.019650936126709,0.07646273821592331,-0.2843609624889232,-0.022170288488268852,2.2170288488268855e-07
e60a241cf8df5ae6,primary:e60a241cf8df5ae6:36:50,near,36,0.0002871834294637665,boundary,IL-native,0.0505827998632639,0.33297455310821533,0.07646273821592331,0.36688338791138264,0.009340904653072357,-9.340904653072358e-08
e60a241cf8df5ae6,primary:e60a241cf8df5ae6:36:50,far,50,0.00046694350749021396,boundary,IL-native,0.0505827998632639,0.46218225359916687,0.07646273821592331,-0.6526056555459744,-0.023062901571393013,2.3062901571393016e-07
d139b76f0b1e5791,primary:d139b76f0b1e5791:59:34,near,59,0.0001963108079507947,boundary,IL-native,0.0328482381186034,0.3165825307369232,0.19580276310443878,0.7824250153872222,0.048500753939151764,-4.850075393915176e-07
