run,token,split,old_high_quality_far,promoted_count,newly_eligible_count,frontier_promotion_rate,newly_eligible_PC_rate,current_reference_PDMS,old_reference_PDMS,current_reference_gain
sft_final_seed1701,2ae0a44cc4de5c4a,train,127,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,cc94486698ff58d1,holdout,48,0,0,0.0,0.0,92.05061296930111,91.98209496610578,0.06851800319533652
sft_final_seed1701,969763763ce754a4,train,160,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,ff6ab495a139534e,train,48,0,0,0.0,0.0,79.86623157951911,78.49750583370886,1.3687257458102522
sft_final_seed1701,70248e0bb43a503b,train,149,3,3,0.020134228187919462,0.020134228187919462,100.0,100.0,0.0
sft_final_seed1701,2a2403c9b08b53ac,holdout,37,0,0,0.0,0.0,95.21626945932734,95.234204649363,-0.01793519003565791
sft_final_seed1701,854169aa74e95251,train,20,0,0,0.0,0.0,95.5544050684236,95.38743063038103,0.16697443804257261
sft_final_seed1701,93a9927586995095,train,162,1,1,0.006172839506172839,0.006172839506172839,100.0,100.0,0.0
sft_final_seed1701,af62d866653053f6,train,48,3,3,0.0625,0.0625,88.07011598087546,87.39523009437052,0.6748858865049385
sft_final_seed1701,17d296a87fb45380,train,48,0,0,0.0,0.0,96.50421973752171,96.25550428025994,0.24871545726176691
sft_final_seed1701,5370751917315916,train,162,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,adaf33e4ba555709,train,21,1,0,0.047619047619047616,0.0,96.83467456011653,97.86675007060227,-1.0320755104857398
sft_final_seed1701,1aa0acb229945e9b,train,48,0,0,0.0,0.0,97.96316208812055,98.27957251317075,-0.31641042505019357
sft_final_seed1701,fad9e78a17825042,holdout,48,0,0,0.0,0.0,91.17544950900938,89.40699661399076,1.7684528950186262
sft_final_seed1701,4eaf32face4b5ece,train,161,20,20,0.12422360248447205,0.12422360248447205,100.0,100.0,0.0
sft_final_seed1701,2db045daf25c5bb7,train,48,0,0,0.0,0.0,93.39198615397672,92.0051035720245,1.3868825819522215
sft_final_seed1701,b23f3d728c08529f,holdout,139,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,dc76a771066b5553,holdout,48,0,0,0.0,0.0,92.44367004050731,92.20100488488117,0.24266515562614188
sft_final_seed1701,d76b0458667c59a2,train,161,1,1,0.006211180124223602,0.006211180124223602,100.0,100.0,0.0
sft_final_seed1701,8cf3b1868b2f5262,train,61,0,0,0.0,0.0,96.82403046755078,96.30365418726115,0.5203762802896392
sft_final_seed1701,990bd9b32e5d5f60,train,42,0,0,0.0,0.0,90.91858544136436,91.18154670023243,-0.2629612588680743
sft_final_seed1701,6320ecb991675a39,holdout,48,0,0,0.0,0.0,86.61045478479484,86.93690413196681,-0.32644934717197316
sft_final_seed1701,66243e185353563a,train,48,0,0,0.0,0.0,89.11971728645554,88.4981573966522,0.6215598898033363
sft_final_seed1701,cde84b97e6505437,train,48,0,0,0.0,0.0,89.63411441383327,89.53218081695674,0.1019335968765347
sft_final_seed1701,d968f9c81b945be1,train,150,2,2,0.013333333333333334,0.013333333333333334,100.0,100.0,0.0
sft_final_seed1701,0a87bb919dbb58b6,holdout,48,0,0,0.0,0.0,95.93020085978985,95.88103222801388,0.049168631775970084
sft_final_seed1701,fe5811497ace53af,train,48,0,0,0.0,0.0,93.90469906531331,93.97808252313146,-0.07338345781815292
sft_final_seed1701,1734440b807a58ef,train,48,0,0,0.0,0.0,91.15782129476497,91.58248528048163,-0.42466398571666275
sft_final_seed1701,480434fc72d455af,train,48,0,0,0.0,0.0,94.38397064610274,93.26722189306086,1.1167487530418754
sft_final_seed1701,cb8e247140d55ab2,train,38,0,0,0.0,0.0,94.96986120901738,94.52535404385563,0.4445071651617525
sft_final_seed1701,095770e79ccf5d82,train,158,22,22,0.13924050632911392,0.13924050632911392,100.0,100.0,0.0
sft_final_seed1701,d7f25a0ac141583a,train,48,0,0,0.0,0.0,98.84911177996182,97.61588326374894,1.2332285162128755
sft_final_seed1701,4b0df2804f165dda,train,48,0,0,0.0,0.0,86.59893205321092,86.34608250872756,0.25284954448335384
sft_final_seed1701,ab6ba1da1dd8592b,train,22,1,1,0.045454545454545456,0.045454545454545456,99.78839133669028,99.34860073269132,0.43979060399895786
sft_final_seed1701,3feb7781f83754a7,train,135,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,6f471ee76c595c92,holdout,143,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,32516745ea1b59ef,holdout,64,0,0,0.0,0.0,98.65736818330424,97.8979911047354,0.7593770785688463
sft_final_seed1701,a65dd6d24f575771,train,43,1,1,0.023255813953488372,0.023255813953488372,96.90313037290895,96.65980494519422,0.24332542771472276
sft_final_seed1701,9ce305abb88f5ad0,train,48,0,0,0.0,0.0,86.62077887634734,86.19380864767851,0.4269702286688357
sft_final_seed1701,7af6867add5b5f2c,train,48,0,0,0.0,0.0,87.31518662333224,85.36573735736071,1.9494492659715235
sft_final_seed1701,b65e09c4d8125da0,train,48,0,0,0.0,0.0,86.81519364482976,85.860523356798,0.9546702880317639
sft_final_seed1701,cbe1e93e188f5490,train,18,0,0,0.0,0.0,83.73686660056934,83.87807040817442,-0.14120380760508056
sft_final_seed1701,6ca6a1a4f3dc5d85,holdout,48,0,0,0.0,0.0,79.51484017131668,79.79265665524845,-0.2778164839317725
sft_final_seed1701,0ee58e583be85ffb,train,41,0,0,0.0,0.0,97.99723584035283,98.05825142640737,-0.06101558605453761
sft_final_seed1701,a28a2771a9fa5c1d,train,159,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,488e4248a8985e5a,train,159,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,0beb530925b9514b,train,145,1,1,0.006896551724137931,0.006896551724137931,100.0,100.0,0.0
sft_final_seed1701,29b53c57c19b57fe,train,48,0,0,0.0,0.0,87.54274561009468,87.07946103943183,0.4632845706628501
sft_final_seed1701,2639525675535145,holdout,144,3,3,0.020833333333333332,0.020833333333333332,100.0,99.52929718161987,0.4707028183801327
sft_final_seed1701,9a83782a2cf85611,train,48,0,0,0.0,0.0,97.29026477741654,96.94103484358439,0.34922993383214873
sft_final_seed1701,cd01f21ff39d541a,holdout,161,1,1,0.006211180124223602,0.006211180124223602,100.0,100.0,0.0
sft_final_seed1701,facaaf8c0e8c5c65,train,163,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,88757fb00fda507b,train,53,0,0,0.0,0.0,92.82397381935323,90.83992792364371,1.9840458957095137
sft_final_seed1701,e9f4daa7d910568c,holdout,66,0,0,0.0,0.0,97.10358516936788,97.34006015482413,-0.23647498545625467
sft_final_seed1701,d6bb0cea4dbd5b44,train,48,0,0,0.0,0.0,91.21810481923326,90.84730606401364,0.37079875521962435
sft_final_seed1701,efad2708409b5834,holdout,161,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,3a4cfdd4bfa55a5e,holdout,42,0,0,0.0,0.0,84.6475872474686,85.14378964726833,-0.4962023997997278
sft_final_seed1701,e926ec6a69cc575c,train,48,0,0,0.0,0.0,90.75041571529972,90.47915613181017,0.27125958348955237
sft_final_seed1701,b6093d9c703e54b1,train,162,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,d58eb13402485ae7,train,162,4,4,0.024691358024691357,0.024691358024691357,100.0,100.0,0.0
sft_final_seed1701,f1aa5d5ed7c65114,holdout,48,0,0,0.0,0.0,95.55928637287968,95.87431971864146,-0.3150333457617762
sft_final_seed1701,4ea3d4068eda5cc5,train,40,0,0,0.0,0.0,96.30674476610733,96.02748016791443,0.2792645981928956
sft_final_seed1701,6c0dbda0d8e45ae9,holdout,135,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,b4322d76ebf8569f,holdout,48,0,0,0.0,0.0,97.57513217947835,97.55881270857458,0.01631947090376684
sft_final_seed1701,acfc271e3c3d58fa,holdout,48,0,0,0.0,0.0,92.49104938917515,91.45917829896527,1.0318710902098758
sft_final_seed1701,b222df74b8155735,train,46,0,0,0.0,0.0,95.27257973660349,95.06324773245099,0.20933200415250042
sft_final_seed1701,415d6cd62f3b5c1c,train,162,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,b28e9b2fa67452a7,train,48,0,0,0.0,0.0,96.0905280582773,96.08057725742407,0.009950800853232522
sft_final_seed1701,bd8dea7f7efc5343,train,47,0,0,0.0,0.0,95.35499327103332,95.41324043715491,-0.05824716612158909
sft_final_seed1701,8224627048195e4f,train,37,0,0,0.0,0.0,96.27567813833213,96.3354329401848,-0.059754801852676565
sft_final_seed1701,3225bfcbea245dd7,train,144,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,114a9052bd6851a2,train,48,0,0,0.0,0.0,95.79716162241748,94.00932682713061,1.7878347952868694
sft_final_seed1701,f80fe289f8135602,holdout,48,0,0,0.0,0.0,89.324708123947,89.70944678820814,-0.38473866426113545
sft_final_seed1701,983b7ed08a4b5a88,train,156,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,34dd4c6fb6245b9a,train,18,0,0,0.0,0.0,83.49286039121004,83.24241887224298,0.25044151896706524
sft_final_seed1701,5895d1e3cb355fb9,train,48,0,0,0.0,0.0,87.25667016687143,86.03140836059646,1.2252618062749718
sft_final_seed1701,14b505fe90ef5fb8,train,161,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,1ce58516c7675036,holdout,72,0,0,0.0,0.0,0.0,0.0,0.0
sft_final_seed1701,b1e88b8722105d53,holdout,21,0,0,0.0,0.0,95.50762387784282,95.62615623370752,-0.11853235586470134
sft_final_seed1701,410fac99463459e6,train,153,1,1,0.006535947712418301,0.006535947712418301,100.0,100.0,0.0
sft_final_seed1701,5207306ed1a05de8,holdout,161,1,1,0.006211180124223602,0.006211180124223602,100.0,100.0,0.0
sft_final_seed1701,8ba3bff293265674,train,152,0,0,0.0,0.0,99.59671123231851,99.6410395326846,-0.04432830036608948
sft_final_seed1701,69560676d53a56c9,train,48,0,0,0.0,0.0,83.33586704037953,82.1638385255616,1.1720285148179244
sft_final_seed1701,cef0adbb58ad5ca1,train,64,0,0,0.0,0.0,94.73614439286443,94.51945328303864,0.21669110982578843
sft_final_seed1701,c5dcabed55395a6e,train,48,0,0,0.0,0.0,92.90603785910886,92.77540930817203,0.13062855093683368
sft_final_seed1701,8b839595c4105c65,train,158,1,1,0.006329113924050633,0.006329113924050633,100.0,100.0,0.0
sft_final_seed1701,f32a0e56a5b75884,train,137,7,7,0.051094890510948905,0.051094890510948905,100.0,100.0,0.0
sft_final_seed1701,972eb434cfd159e8,train,42,0,0,0.0,0.0,85.94500815526202,86.03869952243514,-0.09369136717312188
sft_final_seed1701,505c44ea52485f9d,holdout,46,0,0,0.0,0.0,99.59008876766265,99.4149502619182,0.17513850574445655
sft_final_seed1701,c0b07b38110a556f,train,162,2,2,0.012345679012345678,0.012345679012345678,100.0,100.0,0.0
sft_final_seed1701,7fe310f364355e2d,train,48,0,0,0.0,0.0,94.38401842441188,94.22593521935183,0.15808320506005202
sft_final_seed1701,efdd48896e7a5f15,train,48,0,0,0.0,0.0,91.22103398090013,91.22802589408069,-0.006991913180556253
sft_final_seed1701,e47d448a999b5595,train,45,0,0,0.0,0.0,92.90108186791831,92.92449337161423,-0.023411503695925262
sft_final_seed1701,6c0b6e4fdf005a81,holdout,146,1,1,0.00684931506849315,0.00684931506849315,99.98337104437596,99.95799262119385,0.02537842318210437
sft_final_seed1701,071d2ff38b4855ed,holdout,48,0,0,0.0,0.0,83.79475393581407,83.16722595328051,0.6275279825335645
sft_final_seed1701,b450f88783c15dea,train,48,0,0,0.0,0.0,92.05036322229809,91.76733489701313,0.2830283252849597
sft_final_seed1701,7b3902956ebc561d,train,151,4,4,0.026490066225165563,0.026490066225165563,100.0,100.0,0.0
sft_final_seed1701,dc73cea57e105ebd,train,48,0,0,0.0,0.0,95.71247848128598,95.54161179545892,0.17086668582706466
sft_final_seed1701,b87bd020396b5670,train,160,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,ba1a894e5a6350d2,train,44,11,11,0.25,0.25,94.92239828255889,94.8883731409723,0.03402514158658221
sft_final_seed1701,ddbfb3b2a05c5918,train,161,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,a93ffd0f36b65714,holdout,144,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,2b2663b56a6555a2,holdout,146,2,2,0.0136986301369863,0.0136986301369863,0.0,0.0,0.0
sft_final_seed1701,f9b32e71bedb5996,train,48,1,1,0.020833333333333332,0.020833333333333332,92.13809828074005,91.6364965379637,0.5016017427763586
sft_final_seed1701,886df3cce3a95a83,train,48,0,0,0.0,0.0,85.73384344167566,85.8545746680654,-0.12073122638973643
sft_final_seed1701,160a7c3cbeee5f8b,holdout,165,3,3,0.01818181818181818,0.01818181818181818,100.0,100.0,0.0
sft_final_seed1701,24fab0f19fd35cd6,train,16,1,0,0.0625,0.0,97.33944912891866,97.2146085815377,0.12484054738095551
sft_final_seed1701,b63b325909a058c9,holdout,47,2,2,0.0425531914893617,0.0425531914893617,97.8226740600106,96.73790400125843,1.08477005875217
sft_final_seed1701,9b500f26b0f8560e,train,156,1,1,0.00641025641025641,0.00641025641025641,100.0,100.0,0.0
sft_final_seed1701,c9ba785129c35b36,train,38,0,0,0.0,0.0,90.1543516309505,89.55237459553894,0.601977035411565
sft_final_seed1701,aac1853286fb586a,train,48,0,0,0.0,0.0,88.40731872797743,88.38023273955474,0.027085988422683727
sft_final_seed1701,022fef6d66485384,train,48,0,0,0.0,0.0,93.84990428793965,92.04287032743353,1.8070339605061179
sft_final_seed1701,51480b09db315e89,train,67,0,0,0.0,0.0,92.45646592551508,95.34677129792138,-2.890305372406303
sft_final_seed1701,5d3ce016a8a256cf,train,48,0,0,0.0,0.0,92.09433962866905,92.00727826341657,0.08706136525248098
sft_final_seed1701,60691b9dd3355992,holdout,48,0,0,0.0,0.0,90.63677731744743,90.70600328345479,-0.06922596600736597
sft_final_seed1701,0056ae51961f5a18,train,141,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,80d5ce364722516b,train,48,0,0,0.0,0.0,51.79664312806369,49.94099796794122,1.8556451601224708
sft_final_seed1701,f0ff3b146af85463,train,48,0,0,0.0,0.0,97.1799385176206,97.12097846228694,0.05896005533365667
sft_final_seed1701,6f2a7bf7cf275dd3,holdout,161,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,1090fdb8b57850f6,train,47,1,1,0.02127659574468085,0.02127659574468085,98.29642214277521,97.99292961588178,0.30349252689343587
sft_final_seed1701,a3fa79234a9d5d7d,train,149,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,36c6cbf6c8a25415,train,48,0,0,0.0,0.0,85.63039917052131,84.66584010691213,0.9645590636091868
sft_final_seed1701,8fe647ed2b7a5aee,holdout,52,0,0,0.0,0.0,99.81279833039363,99.70009401547534,0.11270431491828958
sft_final_seed1701,5abdbfe1845e59c5,train,47,0,0,0.0,0.0,92.7062243388058,92.8819493174274,-0.1757249786216022
sft_final_seed1701,4af11dadd34359fe,holdout,160,3,3,0.01875,0.01875,100.0,100.0,0.0
sft_final_seed1701,ad25b37aaad95a6b,train,48,0,0,0.0,0.0,95.96655513850033,95.73282806493718,0.23372707356314493
sft_final_seed1701,d5201097ad6e5d67,train,48,0,0,0.0,0.0,88.62157017215945,88.54168869787773,0.07988147428171999
sft_final_seed1701,f96a48c3bcd45c50,holdout,61,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,3f36d5316f0d5a94,train,163,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,b6bba53a1bef520e,train,48,0,0,0.0,0.0,89.71421722447431,89.80953489651259,-0.09531767203827712
sft_final_seed1701,7b840b044a6a5e8d,train,48,0,0,0.0,0.0,87.46268518794139,87.38514087223173,0.07754431570965892
sft_final_seed1701,22a09b0100175b62,train,162,2,2,0.012345679012345678,0.012345679012345678,100.0,100.0,0.0
sft_final_seed1701,39fd3f2e5f005306,train,161,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,497e7be0400158a9,train,48,0,0,0.0,0.0,88.88435264376433,88.64855807705328,0.23579456671104992
sft_final_seed1701,6a53dd2411825857,train,48,0,0,0.0,0.0,90.0792795344778,90.1228559747565,-0.04357644027869867
sft_final_seed1701,fb9dcf5b46d65616,train,48,0,0,0.0,0.0,94.59918258070759,94.50152219002285,0.09766039068473731
sft_final_seed1701,39fe00229f7b5ac4,holdout,48,0,0,0.0,0.0,87.02834501935558,87.06674617497657,-0.03840115562098845
sft_final_seed1701,63dcb963cece5b7d,holdout,48,0,0,0.0,0.0,87.53604190173311,87.4721675799375,0.06387432179560903
sft_final_seed1701,88f9b4f87b6b5bd5,train,48,0,0,0.0,0.0,91.11198244800653,91.29323131269138,-0.18124886468484647
sft_final_seed1701,90f5bf5743cf5df0,train,39,0,0,0.0,0.0,90.98987607319722,92.03185762206068,-1.0419815488634612
sft_final_seed1701,52caccf1b3b95e4e,train,48,0,0,0.0,0.0,93.78119447779495,93.68224590774204,0.09894857005291158
sft_final_seed1701,1b064a029c0e513a,train,48,0,0,0.0,0.0,95.94719696364608,95.8749644043504,0.07223255929568495
sft_final_seed1701,50790f7ba9405c67,train,151,2,2,0.013245033112582781,0.013245033112582781,100.0,100.0,0.0
sft_final_seed1701,0bc3c50e1292529c,train,119,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,ad906e8bb5375747,train,48,0,0,0.0,0.0,96.31441118735577,96.02257451551436,0.29183667184140916
sft_final_seed1701,0a76d212e8fe5898,train,48,0,0,0.0,0.0,89.70727083287991,89.76623034359324,-0.05895951071332206
sft_final_seed1701,77d96cb44005501c,train,41,1,1,0.024390243902439025,0.024390243902439025,98.26761791490132,98.29730213438576,-0.029684219484437335
sft_final_seed1701,12ed1a1d4ae657d1,train,47,0,0,0.0,0.0,89.28971425825165,88.97385902844431,0.31585522980734027
sft_final_seed1701,a3e94bd829b75673,train,48,0,0,0.0,0.0,88.5809411344547,88.5040272548234,0.0769138796313058
sft_final_seed1701,d7d94b48775a52d4,train,153,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,7640be138ae05408,holdout,149,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,f82c33508e915106,train,159,9,9,0.05660377358490566,0.05660377358490566,100.0,100.0,0.0
sft_final_seed1701,3138ce4847ee5007,holdout,48,0,0,0.0,0.0,90.5520276630925,90.57480128725301,-0.02277362416050721
sft_final_seed1701,25822d3d04305af8,holdout,160,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,ba642ba3c9a65fe7,train,41,0,0,0.0,0.0,94.57876322638094,94.47411087247882,0.10465235390212513
sft_final_seed1701,e34f51206f0e53db,train,46,1,1,0.021739130434782608,0.021739130434782608,88.94755449987373,88.73600890446002,0.21154559541371043
sft_final_seed1701,5da31ca5ce165787,train,162,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,9a90853892925989,train,108,22,22,0.2037037037037037,0.2037037037037037,100.0,100.0,0.0
sft_final_seed1701,09c3d9dbca6455e5,holdout,141,1,1,0.0070921985815602835,0.0070921985815602835,100.0,100.0,0.0
sft_final_seed1701,42231e5449d3576a,train,163,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,bf78c475adfb5eb1,holdout,116,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,2fbab9ffc3fe5a5d,holdout,162,5,5,0.030864197530864196,0.030864197530864196,100.0,100.0,0.0
sft_final_seed1701,7fe6e7ce9cb7559d,train,150,1,1,0.006666666666666667,0.006666666666666667,100.0,100.0,0.0
sft_final_seed1701,ebb4d3e033ae55e2,train,43,0,0,0.0,0.0,85.45758126032959,85.20859109697084,0.248990163358755
sft_final_seed1701,f1d60841a46d53a5,train,48,0,0,0.0,0.0,95.25846395638487,94.29051718766462,0.9679467687202532
sft_final_seed1701,8419b5d5eab75027,train,48,0,0,0.0,0.0,91.93309228087789,91.87515473466848,0.05793754620940206
sft_final_seed1701,9c16cb6c4f94521c,train,32,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,35e2f788f41851c0,holdout,48,0,0,0.0,0.0,88.95045165477127,88.04467574573769,0.9057759090335793
sft_final_seed1701,54d3068f889b58ee,train,48,0,0,0.0,0.0,87.97138959552585,87.59838696974263,0.3730026257832151
sft_final_seed1701,e1ee982450c85213,train,48,0,0,0.0,0.0,93.82034858196654,93.89728140286108,-0.07693282089454101
sft_final_seed1701,4a8b4dff75c15a8a,holdout,120,20,20,0.16666666666666666,0.16666666666666666,100.0,100.0,0.0
sft_final_seed1701,1819e1b106b354ad,train,48,0,0,0.0,0.0,88.46776320292808,88.54303097082509,-0.07526776789700307
sft_final_seed1701,4ecdbea836725622,train,48,0,0,0.0,0.0,87.71555139506724,86.39840009618158,1.317151298885662
sft_final_seed1701,b9bcc9d0efaf5c7e,train,163,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,253b856b49ef52d2,train,40,0,0,0.0,0.0,89.0474859571885,89.42837180694507,-0.3808858497565666
sft_final_seed1701,68e39232887c5e4a,train,48,0,0,0.0,0.0,90.88342401333878,90.97025210256962,-0.08682808923083485
sft_final_seed1701,2e2bb8bb71265998,holdout,48,0,0,0.0,0.0,81.63155574625272,80.45498939960137,1.1765663466513416
sft_final_seed1701,e34a1f5fb71c54da,train,45,0,0,0.0,0.0,84.88859762593748,84.52491490245679,0.36368272348069297
sft_final_seed1701,1d10ae25c61f50c4,train,132,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,2af1778054cf51a4,train,48,0,0,0.0,0.0,85.83686211058378,85.59392977014241,0.2429323404413708
sft_final_seed1701,0f276bab4fa85df0,train,48,0,0,0.0,0.0,96.17215585324928,96.21845332391986,-0.046297470670580765
sft_final_seed1701,6cc16446dbe45353,holdout,49,0,0,0.0,0.0,94.44966789708049,93.75162309103958,0.6980448060409117
sft_final_seed1701,26043d2de718532d,train,160,5,5,0.03125,0.03125,100.0,100.0,0.0
sft_final_seed1701,e72eb72ebdc25a8a,train,160,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,c852239b5ac95394,train,37,1,1,0.02702702702702703,0.02702702702702703,91.06325087845059,90.43835314618192,0.6248977322686642
sft_final_seed1701,3c297001ef2d5acb,holdout,55,0,0,0.0,0.0,96.9347005905231,96.0708770952181,0.8638234953049988
sft_final_seed1701,123b77fa26425ac1,holdout,48,0,0,0.0,0.0,93.15139242039943,93.31094709333398,-0.15955467293454717
sft_final_seed1701,f97414b6f4a15866,train,155,0,0,0.0,0.0,100.0,100.0,0.0
sft_final_seed1701,957d3c9491ba5b5b,train,48,0,0,0.0,0.0,91.92682500656396,91.4988916679173,0.4279333386466533
sft_final_seed1701,0c9d055f4ccc5d64,train,112,0,0,0.0,0.0,93.6660991485535,91.48616844023748,2.1799307083160215
sft_final_seed1701,cbaf3221997c55be,holdout,43,0,0,0.0,0.0,96.71086267895198,96.65416353492665,0.056699144025330384
sft_final_seed1701,a02463c8a92d56ce,train,149,3,3,0.020134228187919462,0.020134228187919462,100.0,100.0,0.0
sft_final_seed1701,d91a4c7d1d9e5647,train,48,0,0,0.0,0.0,87.09942996573729,85.80526551450785,1.2941644512294346
sft_final_seed1701,742b1d2c6cf156c6,train,48,0,0,0.0,0.0,86.93016459251626,85.16031083732524,1.769853755191022
sft_final_seed1701,8b3e9121fd57540f,train,43,1,1,0.023255813953488372,0.023255813953488372,95.40304096905787,95.50371260683482,-0.10067163777695498
