method,step,token,PDMS,feasible_rate,hard_failure,zero_score_rate,EP,NC,DAC,TTC,DDC,pairwise_ADE,Spread_AUC,spread_ratio_IL,center_shift,mean_center_shift,CRN_policy_change_ADE,D_positive,positive_count,IL_retention_loss,candidate_fitting_loss,Hit1,Hit8,Hit16,Hit64
conditional_pc,0,123b77fa26425ac1,93.65373266405786,1.0,0.0,0.0,0.8476895839373886,1.0,1.0,1.0,1.0,0.16401257318589613,0.1366491212664771,1.0,0.0,0.0,0.0,0.12053797394037247,45.0,0.001697649339604368,0.0013317843566795773,0.1875,0.8299796579132241,0.9787868514189487,1.0
conditional_pc,0,130e725a1594571f,94.00862370510089,1.0,0.0,0.0,0.8562069689224214,1.0,1.0,1.0,1.0,0.1829654217674431,0.15122690326209287,1.0,0.0,0.0,0.0,0.15713419020175934,55.0,0.0007674807794941785,0.0008733860499887669,0.0,0.0,0.0,0.0
conditional_pc,0,1361ba1955125852,85.53658292004765,1.0,0.0,0.0,0.6528779900811437,1.0,1.0,1.0,1.0,0.13303783032700478,0.11418181971770816,1.0,0.0,0.0,0.0,0.10772319883108139,49.0,0.00022958247873816617,0.0002854021374858462,0.0,0.0,0.0,0.0
conditional_pc,0,1381f484e75c565a,93.13357692495458,1.0,0.0,0.0,0.8352058461989099,1.0,1.0,1.0,1.0,0.1457810557244936,0.12306904142232844,1.0,0.0,0.0,0.0,0.10935090482234955,47.0,0.0002046844666239167,0.00024828427712009216,0.0,0.0,0.0,0.0
conditional_pc,0,13f740d88bf75471,85.6454466709711,1.0,0.0,0.0,0.655490720103306,1.0,1.0,1.0,1.0,0.127176470531373,0.10727463455204286,1.0,0.0,0.0,0.0,0.11889056116342545,60.0,0.0029781310174143982,0.002980591511743569,0.59375,0.999647036459303,0.9999999891270377,1.0
conditional_pc,0,14d0749e1fc85004,84.83516000622554,0.65625,0.0,0.0,0.9797938401494131,1.0,1.0,0.65625,1.0,0.15927496418732168,0.13475949159893424,1.0,0.0,0.0,0.0,0.07496984302997589,15.0,0.0006397213001321234,0.0005875299803363987,0.0,0.0,0.0,0.0
conditional_pc,0,160a7c3cbeee5f8b,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.19067467024005014,0.15787649264708833,1.0,0.0,0.0,0.0,0.0,0.0,0.002883754580395248,0.0019361301281080046,0.0,0.0,0.0,0.0
conditional_pc,0,161154cbf4245a3d,99.12378404841964,1.0,0.0,0.0,0.9789708171620715,1.0,1.0,1.0,1.0,0.13357434357998726,0.10996224362638193,1.0,0.0,0.0,0.0,0.11152058839797974,44.0,0.0006023905259837647,0.0007183335587654938,0.125,0.6790689102423071,0.9147458437210383,1.0
conditional_pc,0,165b4475bd6b5188,81.10837169501647,1.0,0.0,0.0,0.5466009206803952,1.0,1.0,1.0,1.0,0.11015445282327091,0.09583642760762534,1.0,0.0,0.0,0.0,0.09534081071615219,50.0,0.0007553358627916396,0.0008134976115030668,0.328125,0.9672383426863413,0.9994571800875439,1.0
conditional_pc,0,190b153cfd3b5302,96.79265571792803,1.0,0.0,0.0,0.923023737230273,1.0,1.0,1.0,1.0,0.14695817026808397,0.12924957709380805,1.0,0.0,0.0,0.0,0.10290982574224472,44.0,0.00044880373650357797,0.0005484977086780418,0.0625,0.4219328397673189,0.6937561380977563,1.0
conditional_pc,0,1971c4278e675b9d,97.44910180029287,1.0,0.0,0.0,0.9387784432070287,1.0,1.0,1.0,1.0,0.16954221799660069,0.14103628710312338,1.0,0.0,0.0,0.0,0.13862140476703644,48.0,0.0009578422672333886,0.0010734972885018124,0.171875,0.7997538193200195,0.9696135979784942,1.0
conditional_pc,0,1b7a2afa56df5d20,97.46713016766033,1.0,0.0,0.0,0.9392111240238478,1.0,1.0,1.0,1.0,0.11937746973896148,0.0991740748995601,1.0,0.0,0.0,0.0,0.10106301307678223,53.0,0.00030096287282788126,0.00041273821413767564,0.078125,0.4990084611316764,0.7754211679383546,1.0
conditional_pc,0,1ce58516c7675036,0.0,0.0,1.0,1.0,0.0,0.5078125,0.0,0.015625,0.5,0.1572064801773515,0.12490985027181511,1.0,0.0,0.0,0.0,0.0,0.0,0.006378351147191097,0.24147400390313578,0.0,0.0,0.0,0.0
conditional_pc,0,1d0a4f1f6cbd5e38,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.10944096193261105,0.09549706817567868,1.0,0.0,0.0,0.0,0.0,0.0,0.00017441350684066492,0.0002999986037153235,0.0,0.0,0.0,0.0
conditional_pc,0,1d45b9d20e9d5f92,92.9902001198834,1.0,0.0,0.0,0.8317648028772013,1.0,1.0,1.0,1.0,0.11110926859413332,0.09768796293241327,1.0,0.0,0.0,0.0,0.0845782682299614,43.0,0.0004130174757861482,0.0003092880880117832,0.015625,0.125,0.25,1.0
conditional_pc,0,21249a2d4eb25ed6,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.17582969450207,0.1416135017475089,1.0,0.0,0.0,0.0,0.0,0.0,0.001033861274265746,0.001114553728143619,0.0,0.0,0.0,0.0
conditional_pc,0,22dddd249c8e5fe4,89.53588898112852,1.0,0.0,0.0,0.7488613355470846,1.0,1.0,1.0,1.0,0.11263760641874018,0.09250319174324118,1.0,0.0,0.0,0.0,0.09283697605133057,40.0,0.0012193941549867304,0.0011073340695872957,0.0625,0.4219328397673189,0.6937561380977563,1.0
conditional_pc,0,2320cdddd8465622,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.20165442713198986,0.17160660963260577,1.0,0.0,0.0,0.0,0.0,0.0,0.0025192354584788745,0.002752901083695747,0.0,0.0,0.0,0.0
conditional_pc,0,23724912b8f153f0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1258148457378447,0.10651814908153202,1.0,0.0,0.0,0.0,0.0,0.0,0.0019684806970161617,0.0019326793212002258,0.0,0.0,0.0,0.0
conditional_pc,0,25652aabb1615c8d,98.01188200752911,1.0,0.0,0.0,0.9522851681806985,1.0,1.0,1.0,1.0,0.10763051139183241,0.08687961307447592,1.0,0.0,0.0,0.0,0.10673020035028458,24.0,0.000981111580358629,0.0014339740613991125,0.0,0.0,0.0,0.0
conditional_pc,0,25822d3d04305af8,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.13878745493040265,0.11213477592510807,1.0,0.0,0.0,0.0,0.0,0.0,0.0012428727674915763,0.0014748475557269103,0.0,0.0,0.0,0.0
conditional_pc,0,2639525675535145,99.61281879835202,1.0,0.0,0.0,0.9907076511604482,1.0,1.0,1.0,1.0,0.17788913631271128,0.15463109484244478,1.0,0.0,0.0,0.0,0.146152526140213,42.0,0.00028127923529552845,0.000546622496649718,0.0,0.0,0.0,0.0
conditional_pc,0,26e0f72c031b5f07,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.12818998998911396,0.10472297704574247,1.0,0.0,0.0,0.0,0.0,0.0,0.0005707760515889504,0.0007175358181683578,0.0,0.0,0.0,0.0
conditional_pc,0,289087a782995ef0,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.14198225307004517,0.11816191125432167,1.0,0.0,0.0,0.0,0.0,0.0,0.0013398022818194022,0.0015599654058746637,0.0,0.0,0.0,0.0
conditional_pc,0,28c5133d23575e81,90.05164497574118,1.0,0.0,0.0,0.7612394794177888,1.0,1.0,1.0,1.0,0.1935157517927449,0.16049116006669914,1.0,0.0,0.0,0.0,0.14266273379325867,45.0,0.000596652283221033,0.0006603023567919308,0.0,0.0,0.0,0.0
conditional_pc,0,2a2403c9b08b53ac,95.35916925468936,1.0,0.0,0.0,0.8886200621125446,1.0,1.0,1.0,1.0,0.19223605983968717,0.15301203641790995,1.0,0.0,0.0,0.0,0.1685377061367035,42.0,0.0006259586314172338,0.0006253025418914149,0.0,0.0,0.0,0.0
conditional_pc,0,2ab1b3941f7153cb,95.14418209136541,1.0,0.0,0.0,0.8834603701927701,1.0,1.0,1.0,1.0,0.12964274397246067,0.11202332626231942,1.0,0.0,0.0,0.0,0.09261719882488251,43.0,0.00030716103439232256,0.0004904641254981357,0.0,0.0,0.0,0.0
conditional_pc,0,2ad520fb925f5ace,95.52560896037443,1.0,0.0,0.0,0.8926146150489864,1.0,1.0,1.0,1.0,0.16125392681728362,0.13699851438190846,1.0,0.0,0.0,0.0,0.13402408361434937,51.0,0.002822535498140155,0.004001408215444258,0.453125,0.9946825710195653,0.9999916894471075,1.0
conditional_pc,0,2b07bad4bce156cd,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1094550847207153,0.09177382502461112,1.0,0.0,0.0,0.0,0.0,0.0,0.00014012875870150765,0.00014936036745893944,0.0,0.0,0.0,0.0
conditional_pc,0,2b2663b56a6555a2,15.625,0.15625,0.84375,0.84375,0.15625,1.0,0.15625,1.0,1.0,0.1508116511058719,0.12886014203211169,1.0,0.0,0.0,0.0,0.17526642978191376,10.0,0.001249594360068329,0.001870157399399484,0.15625,0.7649283965930664,0.9568193234431233,1.0
conditional_pc,0,2b9bcbd586b55042,89.43555724946934,1.0,0.0,0.0,0.7464533739872641,1.0,1.0,1.0,1.0,0.12366148741046609,0.10817450120760981,1.0,0.0,0.0,0.0,0.09791797399520874,50.0,0.00014822206814812944,9.525960105349895e-05,0.5,0.9976236088972082,0.9999987696064548,1.0
conditional_pc,0,2c772a570884587c,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.13454762292615097,0.11081064263568807,1.0,0.0,0.0,0.0,0.0,0.0,0.0013019629317057024,0.0020271952697612505,0.0,0.0,0.0,0.0
conditional_pc,0,2ce54722e81a5726,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.14122433690246178,0.11817510798789249,1.0,0.0,0.0,0.0,0.0,0.0,0.0015370973359623008,0.0017469945284318555,0.0,0.0,0.0,0.0
conditional_pc,0,2d1c26e4b5895e96,95.0712442888675,1.0,0.0,0.0,0.8817098629328202,1.0,1.0,1.0,1.0,0.09673943356709357,0.08423379601024833,1.0,0.0,0.0,0.0,0.08303780108690262,53.0,8.180386576839282e-05,0.00010422056160308557,0.1875,0.8299796579132241,0.9787868514189487,1.0
conditional_pc,0,2d6b6f9cbf895767,93.7910330831042,1.0,0.0,0.0,0.8509847939945006,1.0,1.0,1.0,1.0,0.13754859978974604,0.11979250650896173,1.0,0.0,0.0,0.0,0.10858269780874252,40.0,0.0005389889439797457,0.00032745782750964736,0.390625,0.9860999888425317,0.9999228061788866,1.0
conditional_pc,0,2e2bb8bb71265998,80.79584440457633,1.0,0.0,0.0,0.5391002657098318,1.0,1.0,1.0,1.0,0.13845262965257588,0.12165320892021765,1.0,0.0,0.0,0.0,0.09782051295042038,46.0,0.0001671224913621927,0.00018594123289261688,0.203125,0.856136633618882,0.9853139740592722,1.0
conditional_pc,0,2eaf758421aa5190,94.11747346811332,1.0,0.0,0.0,0.8588193632347196,1.0,1.0,1.0,1.0,0.18357900575088348,0.15909482197980676,1.0,0.0,0.0,0.0,0.14654795825481415,51.0,0.0021161846041906074,0.0017885904401566677,0.5625,0.9992977883242974,0.9999999377275792,1.0
conditional_pc,0,2f875dc108ed572f,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1425141343571043,0.11939982376475775,1.0,0.0,0.0,0.0,0.0,0.0,0.00011848205060971395,0.00010436308063788147,0.0,0.0,0.0,0.0
conditional_pc,0,2fbab9ffc3fe5a5d,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.12768877602776288,0.10754890732154501,1.0,0.0,0.0,0.0,0.0,0.0,0.0011177861352678065,0.000847187816901851,0.0,0.0,0.0,0.0
conditional_pc,0,2fd40c15042e53d4,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.11058081592236028,0.09495458726140485,1.0,0.0,0.0,0.0,0.0,0.0,0.0009534117932972208,0.0008292837048244905,0.0,0.0,0.0,0.0
conditional_pc,0,305b1bf4e7f45522,91.30692970820591,1.0,0.0,0.0,0.7913663129969417,1.0,1.0,1.0,1.0,0.14504156618175013,0.11651478451656108,1.0,0.0,0.0,0.0,0.12610603868961334,49.0,0.000878514978907674,0.0008067902976236496,0.0,0.0,0.0,0.0
conditional_pc,0,312f7d68b7845c0f,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1349244575548736,0.11424992842957765,1.0,0.0,0.0,0.0,0.0,0.0,0.00021857832436467106,0.0003164235632056034,0.0,0.0,0.0,0.0
conditional_pc,0,3138ce4847ee5007,90.67025261043572,1.0,0.0,0.0,0.7760860626504575,1.0,1.0,1.0,1.0,0.14497192245708468,0.11783511544720762,1.0,0.0,0.0,0.0,0.11239069700241089,38.0,0.0005809190639141093,0.0010187917222168608,0.0,0.0,0.0,0.0
conditional_pc,0,32516745ea1b59ef,98.47039839325174,1.0,0.0,0.0,0.9632895614380419,1.0,1.0,1.0,1.0,0.1533038282458185,0.12328109665541838,1.0,0.0,0.0,0.0,0.14262215793132782,55.0,0.0009371125525490243,0.0018605424959616812,0.234375,0.898110886398314,0.9931465212276603,1.0
conditional_pc,0,3387bab95d41528a,99.92704973474417,1.0,0.0,0.0,0.9982491936338601,1.0,1.0,1.0,1.0,0.11956462786848009,0.09557435255910762,1.0,0.0,0.0,0.0,0.0,0.0,0.001125461631829694,0.0011348062263891734,0.0,0.0,0.0,0.0
conditional_pc,0,339d5c1111125971,97.76962878873648,1.0,0.0,0.0,0.9464710909296756,1.0,1.0,1.0,1.0,0.14764920830266492,0.12708867690317427,1.0,0.0,0.0,0.0,0.1149386540055275,39.0,0.0002500211671758734,0.00017392141761263247,0.0,0.0,0.0,0.0
conditional_pc,0,350714230cb55761,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15635114999902527,0.12738167150596919,1.0,0.0,0.0,0.0,0.0,0.0,0.003405795469554107,0.003043028775572054,0.0,0.0,0.0,0.0
conditional_pc,0,35e2f788f41851c0,88.75873669914361,1.0,0.0,0.0,0.7302096807794467,1.0,1.0,1.0,1.0,0.17806607671192892,0.1478709014455105,1.0,0.0,0.0,0.0,0.16485075652599335,53.0,0.0006473905521602319,0.0009605041826432625,0.328125,0.9672383426863413,0.9994571800875439,1.0
conditional_pc,0,36c5c837df3259f8,90.98033752032414,1.0,0.0,0.0,0.7835281004877794,1.0,1.0,1.0,1.0,0.1383022821097427,0.11241388006133735,1.0,0.0,0.0,0.0,0.12127172201871872,29.0,0.0005030424101164499,0.0003794023960068671,0.0,0.0,0.0,0.0
conditional_pc,0,36f37eab352d5150,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.14127322199323009,0.1221095326847771,1.0,0.0,0.0,0.0,0.0,0.0,0.0010824902791455315,0.0007246186326028692,0.0,0.0,0.0,0.0
conditional_pc,0,377030639621540e,88.25464355886552,1.0,0.0,0.0,0.7181114454127726,1.0,1.0,1.0,1.0,0.10927682410415947,0.09553645098071824,1.0,0.0,0.0,0.0,0.08679438382387161,41.0,8.682214550503886e-05,0.000137239546937451,0.390625,0.9860999888425317,0.9999228061788866,1.0
conditional_pc,0,377d9bb5bb125691,98.00788283972814,1.0,0.0,0.0,0.9521891881534752,1.0,1.0,1.0,1.0,0.11087364838766867,0.09643742603094528,1.0,0.0,0.0,0.0,0.08726461231708527,40.0,0.00014828071439865198,0.0004784693442303478,0.125,0.6790689102423071,0.9147458437210383,1.0
conditional_pc,0,37ab6257bb545b45,79.4206881208628,0.8125,0.1875,0.1875,0.7685965149007075,1.0,0.8125,1.0,1.0,0.13602978405648128,0.1173495156233715,1.0,0.0,0.0,0.0,0.10562179237604141,38.0,0.00011034812438737163,0.00010877750263205144,0.015625,0.125,0.25,1.0
conditional_pc,0,38cfd81687975661,94.61588368293332,0.984375,0.0,0.0,0.8707812083903996,1.0,1.0,1.0,0.9921875,0.1823816068139797,0.14471517206130047,1.0,0.0,0.0,0.0,0.1521143764257431,39.0,0.0020443975342629983,0.00302456704270071,0.0,0.0,0.0,0.0
conditional_pc,0,39fe00229f7b5ac4,87.33643583203545,1.0,0.0,0.0,0.6960744599688506,1.0,1.0,1.0,1.0,0.15294062221847735,0.1259068529628324,1.0,0.0,0.0,0.0,0.13664688169956207,55.0,0.002077553992137382,0.0019989742837083213,0.0,0.0,0.0,0.0
conditional_pc,0,3a4cfdd4bfa55a5e,86.69196820360618,1.0,0.0,0.0,0.6806072368865481,1.0,1.0,1.0,1.0,0.13619617276972537,0.11930863292792322,1.0,0.0,0.0,0.0,0.1122882217168808,51.0,0.00034732268371229225,0.00027514757491431396,0.65625,0.9999277546197637,0.9999999998472694,1.0
conditional_pc,0,3c297001ef2d5acb,96.03969106314881,0.0,0.0,0.0,0.9049525855155713,1.0,1.0,1.0,0.5,0.14478174776729127,0.11651809145284836,1.0,0.0,0.0,0.0,0.0,0.0,0.002768995195651769,0.004333704163542507,0.0,0.0,0.0,0.0
conditional_pc,0,3c30c0c940045ac2,82.78172997086503,1.0,0.0,0.0,0.5867615193007608,1.0,1.0,1.0,1.0,0.12281787181016829,0.10583424518059016,1.0,0.0,0.0,0.0,0.09505008161067963,42.0,0.0009336423598540478,0.0008466184273743238,0.078125,0.4990084611316764,0.7754211679383546,1.0
conditional_pc,0,3e58b4e75b4d5910,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.23456988211696445,0.19053384604254098,1.0,0.0,0.0,0.0,0.0,0.0,0.0021762624656105345,0.0015147664658172744,0.0,0.0,0.0,0.0
conditional_pc,0,3f67a285648156d8,87.86077276966562,1.0,0.0,0.0,0.7086585464719748,1.0,1.0,1.0,1.0,0.16973036294632476,0.14744693225829023,1.0,0.0,0.0,0.0,0.14731645584106445,57.0,0.0011048635873578405,0.0009234851888564322,0.453125,0.9946825710195653,0.9999916894471075,1.0
conditional_pc,0,42e6895442ab5601,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1283974642945104,0.10871428117744117,1.0,0.0,0.0,0.0,0.0,0.0,0.0005345906738192241,0.000704793928637315,0.0,0.0,0.0,0.0
conditional_pc,0,43df192ed9125ff3,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07406175627235154,0.06440938282665533,1.0,0.0,0.0,0.0,0.0,0.0,0.00015884868196636148,5.715929286509436e-05,0.0,0.0,0.0,0.0
conditional_pc,0,45e7e76381d85846,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1780810810981847,0.1489076769487953,1.0,0.0,0.0,0.0,0.0,0.0,0.0006607668018077106,0.0006322135670373541,0.0,0.0,0.0,0.0
conditional_pc,0,468894d189a75353,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.13898399312323537,0.11244490821313062,1.0,0.0,0.0,0.0,0.0,0.0,0.002285257584929923,0.002937440098421007,0.0,0.0,0.0,0.0
conditional_pc,0,4775f8e1a53d5c6f,93.48958333333334,0.84375,0.0,0.0,1.0,1.0,1.0,0.84375,1.0,0.12612293281638548,0.10314762135354978,1.0,0.0,0.0,0.0,0.0,0.0,0.001769844244513763,0.0020247639238988313,0.0,0.0,0.0,0.0
conditional_pc,0,482b5439cb6c5350,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1654159761396979,0.1400047915679853,1.0,0.0,0.0,0.0,0.0,0.0,0.001056801750046077,0.000986483639422886,0.0,0.0,0.0,0.0
conditional_pc,0,48cf36e2f3e15071,97.69767200252866,1.0,0.0,0.0,0.9447441280606879,1.0,1.0,1.0,1.0,0.17514393738300363,0.15294993972051668,1.0,0.0,0.0,0.0,0.13588543236255646,45.0,0.0005359607169026503,0.000324224010249452,0.375,0.9826249860531646,0.9998713436314777,1.0
conditional_pc,0,48d4fcc3437755a8,91.13572065886308,1.0,0.0,0.0,0.7872572958127142,1.0,1.0,1.0,1.0,0.1558143970390955,0.13549175000510777,1.0,0.0,0.0,0.0,0.13044023513793945,52.0,0.0009652343983006517,0.0013860380970101005,0.59375,0.999647036459303,0.9999999891270377,1.0
conditional_pc,0,4934fe6008f8564b,95.972394315927,0.984375,0.015625,0.015625,0.9252124635822482,1.0,0.984375,1.0,1.0,0.14682877011429488,0.12134870346977339,1.0,0.0,0.0,0.0,0.11697076261043549,44.0,0.00015800247381747567,0.00019725225311617578,0.0,0.0,0.0,0.0
conditional_pc,0,4a5cb683d82059f0,92.87582308320866,1.0,0.0,0.0,0.8290197539970078,1.0,1.0,1.0,1.0,0.1336002545655931,0.11716188979197516,1.0,0.0,0.0,0.0,0.10852652043104172,50.0,0.000200574583711699,0.00011669543207659672,0.484375,0.9968631637443149,0.9999976115890007,1.0
conditional_pc,0,4a8b4dff75c15a8a,65.625,0.65625,0.34375,0.34375,0.65625,1.0,0.65625,1.0,1.0,0.12820958556810444,0.10405882982447785,1.0,0.0,0.0,0.0,0.0,0.0,0.0005867048600123326,0.0005450761586871522,0.0,0.0,0.0,0.0
conditional_pc,0,4ac0a91fc4dd5ca9,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.15947757860089198,0.13034832301249719,1.0,0.0,0.0,0.0,0.0,0.0,0.0008895706988951702,0.006800269115004198,0.0,0.0,0.0,0.0
conditional_pc,0,4af11dadd34359fe,100.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.15325670095522362,0.12396439134274062,1.0,0.0,0.0,0.0,0.0,0.0,0.0018637303115554005,0.002275129325610692,0.0,0.0,0.0,0.0
conditional_pc,0,4bc510a669d8549f,62.67089552278511,0.109375,0.0,0.0,0.9947264925468424,1.0,1.0,0.109375,1.0,0.13237971366679183,0.11342167718112117,1.0,0.0,0.0,0.0,0.15036389231681824,7.0,0.0005317196222023313,0.0005630908880340766,0.109375,0.6266719976288062,0.8814759290755898,1.0
conditional_pc,0,4ce4021236435fc2,87.94795390412294,1.0,0.0,0.0,0.7107508936989507,1.0,1.0,1.0,1.0,0.1635798703662538,0.1332745015259716,1.0,0.0,0.0,0.0,0.14628462493419647,52.0,0.0006376568597801224,0.0009506110127617262,0.0,0.0,0.0,0.0
