token,split,old_high_quality_far,null_promoted_count,null_promotion_rate,null_newly_eligible_rate
d76b0458667c59a2,train,161,0,0.0,0.0
8cf3b1868b2f5262,train,61,0,0.0,0.0
990bd9b32e5d5f60,train,42,0,0.0,0.0
6320ecb991675a39,holdout,48,0,0.0,0.0
66243e185353563a,train,48,0,0.0,0.0
cde84b97e6505437,train,48,0,0.0,0.0
d968f9c81b945be1,train,150,0,0.0,0.0
0a87bb919dbb58b6,holdout,48,0,0.0,0.0
fe5811497ace53af,train,48,0,0.0,0.0
1734440b807a58ef,train,48,0,0.0,0.0
480434fc72d455af,train,48,0,0.0,0.0
cb8e247140d55ab2,train,38,0,0.0,0.0
095770e79ccf5d82,train,158,1,0.006329113924050633,0.006329113924050633
d7f25a0ac141583a,train,48,0,0.0,0.0
4b0df2804f165dda,train,48,0,0.0,0.0
ab6ba1da1dd8592b,train,22,1,0.045454545454545456,0.0
3feb7781f83754a7,train,135,1,0.007407407407407408,0.007407407407407408
6f471ee76c595c92,holdout,143,0,0.0,0.0
32516745ea1b59ef,holdout,64,0,0.0,0.0
a65dd6d24f575771,train,43,1,0.023255813953488372,0.023255813953488372
9ce305abb88f5ad0,train,48,0,0.0,0.0
7af6867add5b5f2c,train,48,0,0.0,0.0
b65e09c4d8125da0,train,48,0,0.0,0.0
cbe1e93e188f5490,train,18,0,0.0,0.0
6ca6a1a4f3dc5d85,holdout,48,0,0.0,0.0
0ee58e583be85ffb,train,41,0,0.0,0.0
a28a2771a9fa5c1d,train,159,4,0.025157232704402517,0.025157232704402517
488e4248a8985e5a,train,159,1,0.006289308176100629,0.006289308176100629
0beb530925b9514b,train,145,1,0.006896551724137931,0.006896551724137931
29b53c57c19b57fe,train,48,0,0.0,0.0
2639525675535145,holdout,144,0,0.0,0.0
9a83782a2cf85611,train,48,0,0.0,0.0
cd01f21ff39d541a,holdout,161,1,0.006211180124223602,0.006211180124223602
facaaf8c0e8c5c65,train,163,7,0.04294478527607362,0.04294478527607362
88757fb00fda507b,train,53,0,0.0,0.0
e9f4daa7d910568c,holdout,66,0,0.0,0.0
d6bb0cea4dbd5b44,train,48,0,0.0,0.0
efad2708409b5834,holdout,161,0,0.0,0.0
3a4cfdd4bfa55a5e,holdout,42,0,0.0,0.0
e926ec6a69cc575c,train,48,0,0.0,0.0
b6093d9c703e54b1,train,162,1,0.006172839506172839,0.006172839506172839
d58eb13402485ae7,train,162,1,0.006172839506172839,0.006172839506172839
f1aa5d5ed7c65114,holdout,48,0,0.0,0.0
4ea3d4068eda5cc5,train,40,0,0.0,0.0
6c0dbda0d8e45ae9,holdout,135,6,0.044444444444444446,0.044444444444444446
b4322d76ebf8569f,holdout,48,0,0.0,0.0
acfc271e3c3d58fa,holdout,48,0,0.0,0.0
b222df74b8155735,train,46,0,0.0,0.0
415d6cd62f3b5c1c,train,162,1,0.006172839506172839,0.006172839506172839
b28e9b2fa67452a7,train,48,0,0.0,0.0
bd8dea7f7efc5343,train,47,0,0.0,0.0
8224627048195e4f,train,37,0,0.0,0.0
3225bfcbea245dd7,train,144,0,0.0,0.0
114a9052bd6851a2,train,48,0,0.0,0.0
f80fe289f8135602,holdout,48,0,0.0,0.0
983b7ed08a4b5a88,train,156,2,0.01282051282051282,0.01282051282051282
34dd4c6fb6245b9a,train,18,1,0.05555555555555555,0.05555555555555555
5895d1e3cb355fb9,train,48,0,0.0,0.0
14b505fe90ef5fb8,train,161,1,0.006211180124223602,0.006211180124223602
1ce58516c7675036,holdout,72,0,0.0,0.0
b1e88b8722105d53,holdout,21,0,0.0,0.0
410fac99463459e6,train,153,1,0.006535947712418301,0.006535947712418301
5207306ed1a05de8,holdout,161,1,0.006211180124223602,0.006211180124223602
8ba3bff293265674,train,152,0,0.0,0.0
69560676d53a56c9,train,48,0,0.0,0.0
cef0adbb58ad5ca1,train,64,0,0.0,0.0
c5dcabed55395a6e,train,48,0,0.0,0.0
8b839595c4105c65,train,158,0,0.0,0.0
f32a0e56a5b75884,train,137,8,0.058394160583941604,0.058394160583941604
972eb434cfd159e8,train,42,0,0.0,0.0
505c44ea52485f9d,holdout,46,0,0.0,0.0
c0b07b38110a556f,train,162,12,0.07407407407407407,0.07407407407407407
7fe310f364355e2d,train,48,0,0.0,0.0
efdd48896e7a5f15,train,48,0,0.0,0.0
e47d448a999b5595,train,45,0,0.0,0.0
6c0b6e4fdf005a81,holdout,146,2,0.0136986301369863,0.0136986301369863
071d2ff38b4855ed,holdout,48,0,0.0,0.0
b450f88783c15dea,train,48,0,0.0,0.0
7b3902956ebc561d,train,151,3,0.019867549668874173,0.019867549668874173
dc73cea57e105ebd,train,48,0,0.0,0.0
b87bd020396b5670,train,160,0,0.0,0.0
ba1a894e5a6350d2,train,44,3,0.06818181818181818,0.06818181818181818
ddbfb3b2a05c5918,train,161,5,0.031055900621118012,0.031055900621118012
a93ffd0f36b65714,holdout,144,2,0.013888888888888888,0.013888888888888888
2b2663b56a6555a2,holdout,146,0,0.0,0.0
f9b32e71bedb5996,train,48,1,0.020833333333333332,0.020833333333333332
886df3cce3a95a83,train,48,0,0.0,0.0
160a7c3cbeee5f8b,holdout,165,1,0.006060606060606061,0.006060606060606061
24fab0f19fd35cd6,train,16,3,0.1875,0.0
b63b325909a058c9,holdout,47,0,0.0,0.0
9b500f26b0f8560e,train,156,0,0.0,0.0
c9ba785129c35b36,train,38,0,0.0,0.0
aac1853286fb586a,train,48,0,0.0,0.0
022fef6d66485384,train,48,0,0.0,0.0
51480b09db315e89,train,67,0,0.0,0.0
5d3ce016a8a256cf,train,48,0,0.0,0.0
60691b9dd3355992,holdout,48,0,0.0,0.0
0056ae51961f5a18,train,141,0,0.0,0.0
80d5ce364722516b,train,48,0,0.0,0.0
f0ff3b146af85463,train,48,0,0.0,0.0
6f2a7bf7cf275dd3,holdout,161,0,0.0,0.0
1090fdb8b57850f6,train,47,1,0.02127659574468085,0.02127659574468085
a3fa79234a9d5d7d,train,149,0,0.0,0.0
36c6cbf6c8a25415,train,48,0,0.0,0.0
8fe647ed2b7a5aee,holdout,52,0,0.0,0.0
5abdbfe1845e59c5,train,47,0,0.0,0.0
4af11dadd34359fe,holdout,160,1,0.00625,0.00625
ad25b37aaad95a6b,train,48,0,0.0,0.0
d5201097ad6e5d67,train,48,0,0.0,0.0
f96a48c3bcd45c50,holdout,61,0,0.0,0.0
3f36d5316f0d5a94,train,163,1,0.006134969325153374,0.006134969325153374
b6bba53a1bef520e,train,48,0,0.0,0.0
7b840b044a6a5e8d,train,48,0,0.0,0.0
22a09b0100175b62,train,162,5,0.030864197530864196,0.030864197530864196
39fd3f2e5f005306,train,161,0,0.0,0.0
497e7be0400158a9,train,48,0,0.0,0.0
6a53dd2411825857,train,48,0,0.0,0.0
fb9dcf5b46d65616,train,48,0,0.0,0.0
39fe00229f7b5ac4,holdout,48,0,0.0,0.0
63dcb963cece5b7d,holdout,48,0,0.0,0.0
88f9b4f87b6b5bd5,train,48,0,0.0,0.0
90f5bf5743cf5df0,train,39,1,0.02564102564102564,0.02564102564102564
52caccf1b3b95e4e,train,48,0,0.0,0.0
1b064a029c0e513a,train,48,0,0.0,0.0
50790f7ba9405c67,train,151,8,0.052980132450331126,0.052980132450331126
0bc3c50e1292529c,train,119,0,0.0,0.0
ad906e8bb5375747,train,48,0,0.0,0.0
0a76d212e8fe5898,train,48,0,0.0,0.0
77d96cb44005501c,train,41,1,0.024390243902439025,0.024390243902439025
12ed1a1d4ae657d1,train,47,0,0.0,0.0
a3e94bd829b75673,train,48,0,0.0,0.0
d7d94b48775a52d4,train,153,1,0.006535947712418301,0.006535947712418301
7640be138ae05408,holdout,149,0,0.0,0.0
f82c33508e915106,train,159,2,0.012578616352201259,0.012578616352201259
3138ce4847ee5007,holdout,48,0,0.0,0.0
25822d3d04305af8,holdout,160,0,0.0,0.0
ba642ba3c9a65fe7,train,41,0,0.0,0.0
e34f51206f0e53db,train,46,0,0.0,0.0
5da31ca5ce165787,train,162,2,0.012345679012345678,0.012345679012345678
9a90853892925989,train,108,8,0.07407407407407407,0.07407407407407407
09c3d9dbca6455e5,holdout,141,6,0.0425531914893617,0.0425531914893617
42231e5449d3576a,train,163,2,0.012269938650306749,0.012269938650306749
bf78c475adfb5eb1,holdout,116,0,0.0,0.0
2fbab9ffc3fe5a5d,holdout,162,0,0.0,0.0
7fe6e7ce9cb7559d,train,150,19,0.12666666666666668,0.12666666666666668
ebb4d3e033ae55e2,train,43,0,0.0,0.0
f1d60841a46d53a5,train,48,0,0.0,0.0
8419b5d5eab75027,train,48,0,0.0,0.0
9c16cb6c4f94521c,train,32,1,0.03125,0.03125
35e2f788f41851c0,holdout,48,0,0.0,0.0
54d3068f889b58ee,train,48,0,0.0,0.0
e1ee982450c85213,train,48,0,0.0,0.0
4a8b4dff75c15a8a,holdout,120,2,0.016666666666666666,0.016666666666666666
1819e1b106b354ad,train,48,0,0.0,0.0
4ecdbea836725622,train,48,0,0.0,0.0
b9bcc9d0efaf5c7e,train,163,0,0.0,0.0
253b856b49ef52d2,train,40,3,0.075,0.075
68e39232887c5e4a,train,48,0,0.0,0.0
2e2bb8bb71265998,holdout,48,0,0.0,0.0
e34a1f5fb71c54da,train,45,0,0.0,0.0
1d10ae25c61f50c4,train,132,0,0.0,0.0
2af1778054cf51a4,train,48,0,0.0,0.0
0f276bab4fa85df0,train,48,0,0.0,0.0
6cc16446dbe45353,holdout,49,0,0.0,0.0
26043d2de718532d,train,160,8,0.05,0.05
e72eb72ebdc25a8a,train,160,4,0.025,0.025
c852239b5ac95394,train,37,0,0.0,0.0
3c297001ef2d5acb,holdout,55,0,0.0,0.0
123b77fa26425ac1,holdout,48,0,0.0,0.0
f97414b6f4a15866,train,155,1,0.0064516129032258064,0.0064516129032258064
957d3c9491ba5b5b,train,48,0,0.0,0.0
0c9d055f4ccc5d64,train,112,0,0.0,0.0
cbaf3221997c55be,holdout,43,2,0.046511627906976744,0.046511627906976744
a02463c8a92d56ce,train,149,3,0.020134228187919462,0.020134228187919462
d91a4c7d1d9e5647,train,48,0,0.0,0.0
742b1d2c6cf156c6,train,48,0,0.0,0.0
8b3e9121fd57540f,train,43,1,0.023255813953488372,0.023255813953488372
bdf3b83064235e17,train,162,2,0.012345679012345678,0.012345679012345678
ab000bda9ccf5150,train,127,0,0.0,0.0
e165b9b4eb5f5cf4,train,125,1,0.008,0.008
dcb23119258e58ec,train,48,0,0.0,0.0
f0328bdcd0e15d3a,train,48,0,0.0,0.0
c6538928de9c552b,train,48,0,0.0,0.0
56da0490b78b5033,train,48,0,0.0,0.0
8fc454e70d1554b7,train,98,0,0.0,0.0
3eceeb425c3a560b,train,48,0,0.0,0.0
5e7d1f34a80c5e46,train,163,1,0.006134969325153374,0.006134969325153374
ef4f3026ae1b56a3,train,48,0,0.0,0.0
d92fd7e6c01d503b,holdout,156,0,0.0,0.0
1381f484e75c565a,holdout,48,0,0.0,0.0
7b79090489c95c0b,holdout,48,0,0.0,0.0
f0d107fb359953ff,holdout,48,0,0.0,0.0
e0c845f2d87555b3,train,160,1,0.00625,0.00625
9e454d3b139c5a3d,train,90,0,0.0,0.0
468894d189a75353,holdout,159,3,0.018867924528301886,0.018867924528301886
9252ad8efde85a85,holdout,95,0,0.0,0.0
d99a3bc24ff75a68,train,161,0,0.0,0.0
1d45b9d20e9d5f92,holdout,45,0,0.0,0.0
39fc09d325a05606,train,46,1,0.021739130434782608,0.021739130434782608
75341958391d5aba,holdout,161,1,0.006211180124223602,0.006211180124223602
e65ea4e886535732,train,44,0,0.0,0.0
a9134306f1575f88,train,164,4,0.024390243902439025,0.024390243902439025
3609537de0105997,train,48,0,0.0,0.0
90c4cd28f0e55d46,holdout,107,0,0.0,0.0
8a022198e6885aed,holdout,67,0,0.0,0.0
f6f213b156de552d,train,48,0,0.0,0.0
1cb9fa36aea25d6a,train,142,8,0.056338028169014086,0.056338028169014086
e15983da12955abf,train,48,0,0.0,0.0
8635030755615376,train,48,0,0.0,0.0
86fbc624ea435e56,train,158,1,0.006329113924050633,0.006329113924050633
66e564907f5f5601,train,130,0,0.0,0.0
808ff2e869ff5d92,train,48,0,0.0,0.0
1b53682e2df854e1,train,45,0,0.0,0.0
dd175b6e08565a4e,holdout,48,0,0.0,0.0
8e475454489d5f5b,holdout,48,0,0.0,0.0
dc2d27a848115b56,train,53,0,0.0,0.0
3783e56bc9ef5e85,train,48,0,0.0,0.0
d45a215505f05382,train,48,0,0.0,0.0
4775f8e1a53d5c6f,holdout,149,1,0.006711409395973154,0.006711409395973154
802c127f63f955ed,holdout,31,1,0.03225806451612903,0.03225806451612903
f102259e52d35ac5,train,48,0,0.0,0.0
db5aa5f382f25aaa,holdout,48,0,0.0,0.0
598efc24965e57ba,train,123,0,0.0,0.0
3e83f47571b05337,train,162,1,0.006172839506172839,0.006172839506172839
f36236f06fb556a0,train,48,0,0.0,0.0
ed717de405885939,train,48,0,0.0,0.0
a8b0833c7a065b81,train,155,2,0.012903225806451613,0.012903225806451613
f426002d6e275e78,train,158,0,0.0,0.0
3382fe7a030150df,train,30,0,0.0,0.0
a0283fb79a975f2c,holdout,48,0,0.0,0.0
45e7e76381d85846,holdout,157,5,0.03184713375796178,0.03184713375796178
9cac2a2e22c25964,train,18,1,0.05555555555555555,0.05555555555555555
f86b2f13b23d5470,train,48,0,0.0,0.0
6e5e2d80ec915e15,train,48,0,0.0,0.0
b5d7c17fe5375141,train,31,0,0.0,0.0
bae3d8ac0ee85cad,train,159,3,0.018867924528301886,0.018867924528301886
4833c4f6d87f5021,train,162,1,0.006172839506172839,0.006172839506172839
a507cbf8c4055960,train,48,0,0.0,0.0
331e21d3c8d65bae,train,35,0,0.0,0.0
c5f7460ee0da513a,train,40,0,0.0,0.0
7eb9b36921b25d5b,holdout,23,2,0.08695652173913043,0.08695652173913043
8d76cc7ca097546b,holdout,164,2,0.012195121951219513,0.012195121951219513
7b20cfb388a15b3d,holdout,48,0,0.0,0.0
87a04f063e505051,train,155,5,0.03225806451612903,0.03225806451612903
e4fda5ede9c657f1,holdout,14,0,0.0,0.0
163693e2ba175db3,train,97,0,0.0,0.0
007505437ed45b53,train,48,0,0.0,0.0
b1199a48987b5f73,train,51,0,0.0,0.0
a1bcc195c8e85f37,holdout,23,1,0.043478260869565216,0.043478260869565216
99c663a7b4e15514,train,48,0,0.0,0.0
2b9bcbd586b55042,holdout,19,1,0.05263157894736842,0.05263157894736842
113b14c30cc25989,train,129,0,0.0,0.0
b37b1679fd745ac9,train,48,2,0.041666666666666664,0.041666666666666664
a4b7b2795e615efb,train,48,0,0.0,0.0
c75edb67a65b5a33,train,48,0,0.0,0.0
fbec1eb4b33955e2,train,47,0,0.0,0.0
c1ae700926d4577c,holdout,48,0,0.0,0.0
eba5b88270db545e,train,48,0,0.0,0.0
0481ff72500154f2,train,150,2,0.013333333333333334,0.013333333333333334
70d9d2c73e4155d4,holdout,48,0,0.0,0.0
685c110d6a615ff8,holdout,160,0,0.0,0.0
b1483be2f1e35882,train,160,2,0.0125,0.0125
de0fb293bb4859e7,holdout,46,0,0.0,0.0
335528f321b45d88,train,135,9,0.06666666666666667,0.06666666666666667
e5ba0fd6afc15419,train,148,4,0.02702702702702703,0.02702702702702703
07bd6c8c7de152a6,holdout,143,3,0.02097902097902098,0.02097902097902098
0b9f2aceebbf5003,holdout,162,2,0.012345679012345678,0.012345679012345678
e8991ab64afb5db6,holdout,161,0,0.0,0.0
66c135a6ec7f53c4,train,159,1,0.006289308176100629,0.006289308176100629
1fe597d0fb1454dc,train,48,0,0.0,0.0
fefa00cc3fe65b70,train,21,1,0.047619047619047616,0.047619047619047616
fddb21da30bb54c2,train,160,6,0.0375,0.0375
aceba8d21dfe5d03,train,48,0,0.0,0.0
ac940ab1e16558e9,holdout,163,0,0.0,0.0
4ac0a91fc4dd5ca9,holdout,162,0,0.0,0.0
cdec4cc7781e5d4d,train,132,0,0.0,0.0
01034b2411ce5ea0,train,48,0,0.0,0.0
fb7f5f4fd1a25f13,train,161,0,0.0,0.0
dcea502e05ca5eb5,train,46,0,0.0,0.0
28b79e32839a543b,train,160,0,0.0,0.0
2b07bad4bce156cd,holdout,124,0,0.0,0.0
66d778b97714583a,train,142,2,0.014084507042253521,0.014084507042253521
a8c9f51e547a5fed,train,48,0,0.0,0.0
7a0635b7942859c6,train,74,0,0.0,0.0
84b13f58e18551a8,train,162,0,0.0,0.0
87ec42ef94f75f0c,train,62,0,0.0,0.0
feae0b42dda25c87,train,148,5,0.033783783783783786,0.033783783783783786
b663343f65cd5e92,train,160,5,0.03125,0.03125
71495dbc0a3255dc,train,48,0,0.0,0.0
244f412a59375c65,train,48,0,0.0,0.0
5c1f98237d1852b9,train,164,3,0.018292682926829267,0.018292682926829267
9eddebd4be385650,holdout,48,0,0.0,0.0
b53636b863815077,train,48,0,0.0,0.0
1ef92a1e554b567c,train,164,3,0.018292682926829267,0.018292682926829267
019cfd828c3f5b7c,train,48,0,0.0,0.0
55a649760430531d,train,48,0,0.0,0.0
377d9bb5bb125691,holdout,40,0,0.0,0.0
a40383b62c8b5f0a,holdout,160,0,0.0,0.0
6822dc0570565ef4,train,48,0,0.0,0.0
6b5978b04dc85323,holdout,48,0,0.0,0.0
28c5133d23575e81,holdout,48,0,0.0,0.0
0726ca723042500c,train,32,0,0.0,0.0
e1b339d45b635f03,holdout,51,0,0.0,0.0
60e4b765d65a534a,train,48,0,0.0,0.0
cb8ed00b6b6e5650,train,53,0,0.0,0.0
f11aede9f6665b09,holdout,48,0,0.0,0.0
8ae2f982585058f2,train,33,0,0.0,0.0
ee81b62009285462,train,160,0,0.0,0.0
8783e69e8b9d5d5c,holdout,48,0,0.0,0.0
9566c9689988532d,holdout,48,0,0.0,0.0
a49f197b94e15a20,holdout,48,0,0.0,0.0
d4b1d28cb67b5618,train,48,0,0.0,0.0
9fd73df50f1d5a2b,holdout,48,0,0.0,0.0
40bdcf910bed5013,train,135,2,0.014814814814814815,0.014814814814814815
c72fac839d7b5bdf,holdout,18,0,0.0,0.0
23cb188abddf5851,train,48,0,0.0,0.0
a488a24ace4e5a0e,train,159,0,0.0,0.0
a2e11073e3025626,holdout,157,0,0.0,0.0
56df5b5a7f8d5964,train,47,0,0.0,0.0
9f7eb558c5125bca,train,33,0,0.0,0.0
b7520d4aabdb522f,train,151,0,0.0,0.0
c97d721af0475e45,train,48,0,0.0,0.0
2c87600ce5a15f76,train,35,0,0.0,0.0
5d0d7322ddea55ce,holdout,48,0,0.0,0.0
fad3b25206405469,train,44,2,0.045454545454545456,0.045454545454545456
117be7ce4bae59d9,train,48,0,0.0,0.0
36f37eab352d5150,holdout,154,4,0.025974025974025976,0.025974025974025976
ada4bd96b21350f3,holdout,149,0,0.0,0.0
116f3217b5875595,train,158,0,0.0,0.0
2ce54722e81a5726,holdout,142,0,0.0,0.0
f0e8b02b16cc5161,train,155,0,0.0,0.0
4db513bb187a5415,train,64,0,0.0,0.0
f679ed3e8e975575,train,61,0,0.0,0.0
bc9f53029a6b5c52,train,161,2,0.012422360248447204,0.012422360248447204
8fcd3f59e5d35e62,holdout,48,0,0.0,0.0
895b56e6e7d1506f,train,161,1,0.006211180124223602,0.006211180124223602
f22f6cb0966f5ddf,holdout,150,0,0.0,0.0
8d16e85f8f505b74,train,48,0,0.0,0.0
3e58b4e75b4d5910,holdout,114,0,0.0,0.0
a68174740e5d53d2,holdout,48,0,0.0,0.0
9c83725ca24453f5,train,161,1,0.006211180124223602,0.006211180124223602
af80a080342354b5,train,150,3,0.02,0.02
7592a60634a65972,holdout,48,0,0.0,0.0
312f7d68b7845c0f,holdout,158,0,0.0,0.0
2ad520fb925f5ace,holdout,59,0,0.0,0.0
d69754f18e1b5816,holdout,48,0,0.0,0.0
1514fa6cda205491,train,152,0,0.0,0.0
65c6face44dc5242,holdout,155,0,0.0,0.0
116b808c2f825f23,train,44,0,0.0,0.0
0502652852d456e7,train,48,0,0.0,0.0
d139b76f0b1e5791,train,48,0,0.0,0.0
e6a85ef20b3054c4,train,155,5,0.03225806451612903,0.03225806451612903
d2b1e07b5d38547e,train,48,0,0.0,0.0
56faab1d1228542e,holdout,48,0,0.0,0.0
a5aa2c07692a5f9b,holdout,162,0,0.0,0.0
ccb3b418f0a45229,train,141,0,0.0,0.0
9e326c77e25f526d,train,48,0,0.0,0.0
a11285de52f553a7,train,48,0,0.0,0.0
b3b328a0d89255ea,train,78,0,0.0,0.0
ab7c0c62ea5d56df,train,161,0,0.0,0.0
822b5a4a2e075ace,train,48,0,0.0,0.0
6ee8095e2d8b599c,holdout,34,1,0.029411764705882353,0.029411764705882353
e536a7424867539d,train,163,1,0.006134969325153374,0.006134969325153374
228bc7a51ce85114,train,17,5,0.29411764705882354,0.23529411764705882
b386322960ff5784,train,140,0,0.0,0.0
1779dc029c945352,train,155,0,0.0,0.0
e66f72e612d05320,train,34,5,0.14705882352941177,0.14705882352941177
8a7b81e3d8ec589e,train,48,0,0.0,0.0
79d01df5793f5d1a,holdout,48,0,0.0,0.0
78273a4b69465c1f,train,161,0,0.0,0.0
e9c9a2873a275365,train,154,3,0.01948051948051948,0.01948051948051948
063ebdc4cd7e5bd9,train,48,0,0.0,0.0
40b18724a90f5919,train,160,1,0.00625,0.00625
7f6ac29877365766,train,48,0,0.0,0.0
2617f0cd70705817,train,137,2,0.014598540145985401,0.014598540145985401
9356731128d95d59,holdout,48,0,0.0,0.0
d68f1142da63586f,train,48,0,0.0,0.0
8c4982f5d16e51a8,train,48,0,0.0,0.0
75b56424b7eb5ac6,holdout,135,0,0.0,0.0
12264b570ba358e9,train,48,0,0.0,0.0
2320cdddd8465622,holdout,156,3,0.019230769230769232,0.019230769230769232
5fec23f5a5d052cd,holdout,48,0,0.0,0.0
a3d8003852145a71,train,64,0,0.0,0.0
fadbd438f57e5612,train,48,0,0.0,0.0
23ba8f4aee055e34,train,48,0,0.0,0.0
edf80e77e2e65098,train,48,0,0.0,0.0
ec646e4956125fcf,holdout,48,0,0.0,0.0
9069684898175278,train,48,0,0.0,0.0
c83e41bd3afa534c,holdout,48,0,0.0,0.0
c3fa71763867515b,train,30,1,0.03333333333333333,0.0
43916f0a6f7f5717,train,48,0,0.0,0.0
e8bd03529c905c16,train,157,0,0.0,0.0
130e725a1594571f,holdout,48,0,0.0,0.0
03d9c9a7f1655e53,train,48,0,0.0,0.0
3c84060e9d245ad7,train,48,0,0.0,0.0
440da7a31b255ef9,train,66,0,0.0,0.0
8deb3aea4c075024,train,158,1,0.006329113924050633,0.006329113924050633
fa72914538895375,train,154,3,0.01948051948051948,0.01948051948051948
095453a7aea65260,train,48,0,0.0,0.0
b5a136c8bff95db6,holdout,156,3,0.019230769230769232,0.019230769230769232
16cf679d9cd35d85,train,48,0,0.0,0.0
0424e5fd9a5c5e60,train,48,0,0.0,0.0
97de4a69dec65c80,holdout,48,0,0.0,0.0
e5a8e75d4450516b,train,48,0,0.0,0.0
4669e83db7965ed0,train,48,0,0.0,0.0
00bbc908bd5758e6,train,145,0,0.0,0.0
97f64f5b130055b0,holdout,48,0,0.0,0.0
101da9987c395ba4,train,48,0,0.0,0.0
e20db842c987530f,train,48,0,0.0,0.0
d14c834404a75404,train,130,13,0.1,0.1
b20465ed49f953d3,train,48,0,0.0,0.0
f6741cbf60265367,train,41,5,0.12195121951219512,0.12195121951219512
4df92e2616c75be7,train,57,0,0.0,0.0
b3a6f577c20d5eb3,holdout,66,2,0.030303030303030304,0.030303030303030304
d7c39e8608e25e88,train,48,0,0.0,0.0
db42252e1f655f26,train,152,0,0.0,0.0
b4375fa743295bd8,train,48,0,0.0,0.0
5b620dbb3b4d5892,train,48,0,0.0,0.0
9a78f0e3d0335345,holdout,96,0,0.0,0.0
576835726a7c57d4,train,48,0,0.0,0.0
23c842d3f001597a,train,48,0,0.0,0.0
db4611f3cf8a5db7,holdout,39,1,0.02564102564102564,0.02564102564102564
bed1f99d06215f1b,train,48,0,0.0,0.0
770e1697a0255dc8,train,48,0,0.0,0.0
339d5c1111125971,holdout,48,0,0.0,0.0
4a5cb683d82059f0,holdout,42,3,0.07142857142857142,0.07142857142857142
6be7246860e057c8,holdout,145,6,0.041379310344827586,0.041379310344827586
4c31e06f0fc858a0,train,47,0,0.0,0.0
ac2dfd95a1e55c5e,holdout,44,0,0.0,0.0
664b084487e05ba0,train,136,0,0.0,0.0
b4206de96b755fb8,train,162,4,0.024691358024691357,0.024691358024691357
2fd40c15042e53d4,holdout,161,0,0.0,0.0
fc2be4c9cc135538,train,157,0,0.0,0.0
9ac1e7123b245486,holdout,48,0,0.0,0.0
bca73d6fa8f85d39,train,158,1,0.006329113924050633,0.006329113924050633
f57d194633ae5571,train,150,0,0.0,0.0
99d1ae48071a5aec,train,48,0,0.0,0.0
008a9f9434c75b99,train,164,2,0.012195121951219513,0.012195121951219513
dc89cd046c135fae,train,34,1,0.029411764705882353,0.029411764705882353
