run,token,split,old_core_count,old_core_retained_fraction,current_R_spread,R_spread_ratio,R_center_shift
sft_final_seed1701,50790f7ba9405c67,train,17,1.0,0.11311831325292587,1.000127911567688,0.03764915466308594
sft_final_seed1701,0bc3c50e1292529c,train,14,0.6428571428571429,0.1548766940832138,0.916989803314209,0.2951929569244385
sft_final_seed1701,ad906e8bb5375747,train,16,0.75,0.14631387591362,0.9577146768569946,0.1095573753118515
sft_final_seed1701,0a76d212e8fe5898,train,19,1.0,0.15493176877498627,0.9645538926124573,0.044223982840776443
sft_final_seed1701,77d96cb44005501c,train,15,0.9333333333333333,0.121818408370018,0.9205881953239441,0.03674609959125519
sft_final_seed1701,12ed1a1d4ae657d1,train,14,1.0,0.09744104743003845,0.9665563702583313,0.030318543314933777
sft_final_seed1701,a3e94bd829b75673,train,16,1.0,0.12236893177032471,0.7824237942695618,0.02917301654815674
sft_final_seed1701,d7d94b48775a52d4,train,16,0.6875,0.16777193546295166,0.9901793003082275,0.09187187999486923
sft_final_seed1701,7640be138ae05408,holdout,18,1.0,0.11791582405567169,0.9713525176048279,0.04534463584423065
sft_final_seed1701,f82c33508e915106,train,15,0.7333333333333333,0.16652022302150726,1.1452996730804443,0.2584735155105591
sft_final_seed1701,3138ce4847ee5007,holdout,17,0.9411764705882353,0.11067506670951843,0.9783377647399902,0.05753839761018753
sft_final_seed1701,25822d3d04305af8,holdout,17,1.0,0.10578140616416931,0.9672920107841492,0.041813477873802185
sft_final_seed1701,ba642ba3c9a65fe7,train,19,1.0,0.12918348610401154,0.9193777441978455,0.05195913463830948
sft_final_seed1701,e34f51206f0e53db,train,11,1.0,0.1134384274482727,1.086611032485962,0.0696413666009903
sft_final_seed1701,5da31ca5ce165787,train,18,0.7777777777777778,0.11192623525857925,0.9610161781311035,0.03719407320022583
sft_final_seed1701,9a90853892925989,train,26,0.9230769230769231,0.1349056363105774,0.9810426831245422,0.09256652742624283
sft_final_seed1701,09c3d9dbca6455e5,holdout,14,0.9285714285714286,0.1332283467054367,0.8563600182533264,0.021464230492711067
sft_final_seed1701,42231e5449d3576a,train,16,0.3125,0.1007181778550148,0.8835833668708801,0.12784649431705475
sft_final_seed1701,bf78c475adfb5eb1,holdout,21,1.0,0.13953253626823425,0.8868918418884277,0.038509782403707504
sft_final_seed1701,2fbab9ffc3fe5a5d,holdout,14,0.9285714285714286,0.09488995373249054,0.8632850646972656,0.06318636238574982
sft_final_seed1701,7fe6e7ce9cb7559d,train,18,1.0,0.10539433360099792,0.8911380767822266,0.061453137546777725
sft_final_seed1701,ebb4d3e033ae55e2,train,17,0.8235294117647058,0.08420204371213913,0.9278327226638794,0.06311167776584625
sft_final_seed1701,f1d60841a46d53a5,train,13,0.38461538461538464,0.11785183846950531,0.9492069482803345,0.09507496654987335
sft_final_seed1701,8419b5d5eab75027,train,15,1.0,0.10985058546066284,0.9308803081512451,0.041325513273477554
sft_final_seed1701,9c16cb6c4f94521c,train,14,0.7857142857142857,0.11112747341394424,0.9324296712875366,0.031848713755607605
sft_final_seed1701,35e2f788f41851c0,holdout,18,0.8888888888888888,0.1218593418598175,0.8712692260742188,0.16367881000041962
sft_final_seed1701,54d3068f889b58ee,train,14,0.8571428571428571,0.1179271936416626,0.9341289401054382,0.038262397050857544
sft_final_seed1701,e1ee982450c85213,train,14,0.7857142857142857,0.14883311092853546,0.9461633563041687,0.05490463599562645
sft_final_seed1701,4a8b4dff75c15a8a,holdout,20,0.9,0.10533227026462555,0.9636982679367065,0.11773810535669327
sft_final_seed1701,1819e1b106b354ad,train,17,0.5882352941176471,0.10529270023107529,0.9150921106338501,0.0913364365696907
sft_final_seed1701,4ecdbea836725622,train,19,1.0,0.12703461945056915,0.8621839284896851,0.056998975574970245
sft_final_seed1701,b9bcc9d0efaf5c7e,train,11,0.45454545454545453,0.04789324849843979,0.7732168436050415,0.022207187488675117
sft_final_seed1701,253b856b49ef52d2,train,17,0.9411764705882353,0.07536350935697556,0.9297685027122498,0.05152476578950882
sft_final_seed1701,68e39232887c5e4a,train,15,0.8666666666666667,0.13991715013980865,1.0210076570510864,0.09374794363975525
sft_final_seed1701,2e2bb8bb71265998,holdout,17,0.7058823529411765,0.14871510863304138,1.1019158363342285,0.1838420331478119
sft_final_seed1701,e34a1f5fb71c54da,train,22,0.9090909090909091,0.1242368221282959,0.7793845534324646,0.03443186730146408
sft_final_seed1701,1d10ae25c61f50c4,train,20,1.0,0.12139465659856796,1.0224391222000122,0.04833882302045822
sft_final_seed1701,2af1778054cf51a4,train,12,0.0,0.155260369181633,1.0497205257415771,0.2151118516921997
sft_final_seed1701,0f276bab4fa85df0,train,8,1.0,0.12464036047458649,0.8282524347305298,0.036108601838350296
sft_final_seed1701,6cc16446dbe45353,holdout,15,0.8666666666666667,0.10812487453222275,0.8964629769325256,0.1442725658416748
sft_final_seed1701,26043d2de718532d,train,21,0.9047619047619048,0.12696215510368347,0.9587859511375427,0.14515334367752075
sft_final_seed1701,e72eb72ebdc25a8a,train,20,0.9,0.119071364402771,1.1067965030670166,0.03571094945073128
sft_final_seed1701,c852239b5ac95394,train,20,1.0,0.19944880902767181,0.9862188696861267,0.18971632421016693
sft_final_seed1701,3c297001ef2d5acb,holdout,17,0.8823529411764706,0.10468645393848419,0.8321782946586609,0.10458014905452728
sft_final_seed1701,123b77fa26425ac1,holdout,15,1.0,0.12142805755138397,1.0176396369934082,0.02649756707251072
sft_final_seed1701,f97414b6f4a15866,train,19,0.8421052631578947,0.13703058660030365,1.0154389142990112,0.10792219638824463
sft_final_seed1701,957d3c9491ba5b5b,train,15,0.13333333333333333,0.11602573096752167,0.8830230236053467,0.3069455921649933
sft_final_seed1701,0c9d055f4ccc5d64,train,14,0.7142857142857143,0.17541788518428802,0.9034213423728943,0.30280211567878723
sft_final_seed1701,cbaf3221997c55be,holdout,20,0.8,0.08252131938934326,0.7207778096199036,0.03166694939136505
sft_final_seed1701,a02463c8a92d56ce,train,17,0.4117647058823529,0.15318416059017181,0.9395524859428406,0.2682143449783325
sft_final_seed1701,d91a4c7d1d9e5647,train,18,0.7777777777777778,0.09818993508815765,0.9199294447898865,0.0935283899307251
sft_final_seed1701,742b1d2c6cf156c6,train,15,0.6,0.1031838208436966,0.9823817610740662,0.11523891985416412
sft_final_seed1701,8b3e9121fd57540f,train,12,0.9166666666666666,0.11121679097414017,0.9003478288650513,0.033115752041339874
sft_final_seed1701,bdf3b83064235e17,train,17,0.8823529411764706,0.13472987711429596,0.9097778797149658,0.08291472494602203
sft_final_seed1701,ab000bda9ccf5150,train,17,1.0,0.12784507870674133,0.9426162838935852,0.016448883339762688
sft_final_seed1701,e165b9b4eb5f5cf4,train,11,0.6363636363636364,0.0937475711107254,0.8011865019798279,0.12666387856006622
sft_final_seed1701,dcb23119258e58ec,train,14,0.7857142857142857,0.12421809136867523,0.9561576247215271,0.22197535634040833
sft_final_seed1701,f0328bdcd0e15d3a,train,9,1.0,0.12175484001636505,0.9753949642181396,0.03922880068421364
sft_final_seed1701,c6538928de9c552b,train,26,0.8076923076923077,0.13466085493564606,1.0128840208053589,0.08595630526542664
