token,method,raw_index,loss,region,q_holdout,PDMS,exact_source,gradient_norm,reference_norm,cosine,dot,predicted_delta_L_ref
312f7d68b7845c0f,score,3,0.0031467354856431484,far,100.0,100.0,GT,1.4024122953414917,0.6283099055290222,0.9760155283591407,0.8600156307220459,-8.60015630722046e-06
312f7d68b7845c0f,pareto,0,0.00353049801196903,far,100.0,100.0,GT,1.5175883769989014,0.6283099055290222,0.9894792076184631,0.9434840679168701,-9.434840679168702e-06
312f7d68b7845c0f,pareto,103,0.008453507209196687,far,100.0,100.0,grpo_9041,2.352222442626953,0.6283099055290222,-0.3928488724652706,-0.5806010365486145,5.8060103654861454e-06
312f7d68b7845c0f,pareto,119,0.005254506919300184,far,100.0,100.0,apr_9145,1.245778203010559,0.6283099055290222,0.715774586079607,0.5602616667747498,-5.602616667747498e-06
312f7d68b7845c0f,pareto,112,0.007891343208029866,far,100.0,100.0,apr_9145,1.9312336444854736,0.6283099055290222,0.9337137244600162,1.1329805850982666,-1.1329805850982667e-05
312f7d68b7845c0f,gt_distance,0,0.00353049801196903,far,100.0,100.0,GT,1.5175883769989014,0.6283099055290222,0.9894792076184631,0.9434840679168701,-9.434840679168702e-06
312f7d68b7845c0f,gt_distance,100,0.004340777464676648,far,100.0,100.0,grpo_9041,1.3782262802124023,0.6283099055290222,0.3658003860794072,0.31676602363586426,-3.167660236358643e-06
312f7d68b7845c0f,gt_distance,115,0.00654793914873153,far,100.0,100.0,apr_9145,1.5109224319458008,0.6283099055290222,0.8954090917987608,0.8500365018844604,-8.500365018844604e-06
312f7d68b7845c0f,gt_distance,42,0.0002380343539698515,boundary,67.96875,100.0,IL-native,0.2496437132358551,0.6283099055290222,0.7473127149790341,0.11721870303153992,-1.1721870303153992e-06
312f7d68b7845c0f,old_pc,34,0.0005461528562591411,boundary,54.6875,100.0,IL-native,0.459886759519577,0.6283099055290222,0.5503253357027188,0.15901727974414825,-1.5901727974414826e-06
312f7d68b7845c0f,old_pc,52,0.0017452705942559987,boundary,89.0625,100.0,IL-native,0.8344464898109436,0.6283099055290222,0.804618317405541,0.4218541383743286,-4.218541383743287e-06
312f7d68b7845c0f,old_pc,44,0.0006916353886481375,boundary,78.125,100.0,IL-native,0.6724554300308228,0.6283099055290222,-0.4554469872183711,-0.19243109226226807,1.924310922622681e-06
312f7d68b7845c0f,old_pc,37,0.0009121528128162026,boundary,78.125,100.0,IL-native,0.38572219014167786,0.6283099055290222,0.8760789152386788,0.21232041716575623,-2.1232041716575625e-06
312f7d68b7845c0f,conditional_pc,34,0.0005461528562591411,boundary,54.6875,100.0,IL-native,0.459886759519577,0.6283099055290222,0.5503253357027188,0.15901727974414825,-1.5901727974414826e-06
312f7d68b7845c0f,conditional_pc,52,0.0017452705942559987,boundary,89.0625,100.0,IL-native,0.8344464898109436,0.6283099055290222,0.804618317405541,0.4218541383743286,-4.218541383743287e-06
312f7d68b7845c0f,conditional_pc,44,0.0006916353886481375,boundary,78.125,100.0,IL-native,0.6724554300308228,0.6283099055290222,-0.4554469872183711,-0.19243109226226807,1.924310922622681e-06
312f7d68b7845c0f,conditional_pc,37,0.0009121528128162026,boundary,78.125,100.0,IL-native,0.38572219014167786,0.6283099055290222,0.8760789152386788,0.21232041716575623,-2.1232041716575625e-06
6f2a7bf7cf275dd3,score,0,0.0012002861476503313,far,100.0,100.0,GT,0.8747823238372803,0.2682316303253174,0.9816683839552874,0.23034287989139557,-2.303428798913956e-06
6f2a7bf7cf275dd3,score,1,0.0013130535371601582,far,100.0,100.0,GT,0.9210506081581116,0.2682316303253174,0.9078965422289451,0.2243002951145172,-2.2430029511451723e-06
6f2a7bf7cf275dd3,score,2,0.0011560266138985753,far,100.0,100.0,GT,0.857737123966217,0.2682316303253174,0.9808183942603723,0.2256590723991394,-2.256590723991394e-06
6f2a7bf7cf275dd3,score,3,0.0013443951029330492,far,100.0,100.0,GT,0.9271214008331299,0.2682316303253174,0.8997627477319406,0.22375595569610596,-2.23755955696106e-06
6f2a7bf7cf275dd3,pareto,0,0.0012002861476503313,far,100.0,100.0,GT,0.8747823238372803,0.2682316303253174,0.9816683839552874,0.23034287989139557,-2.303428798913956e-06
6f2a7bf7cf275dd3,pareto,39,0.000111246838059742,boundary,87.5,100.0,IL-native,0.29110798239707947,0.2682316303253174,-0.945306508124545,-0.07381366193294525,7.381366193294525e-07
6f2a7bf7cf275dd3,pareto,118,0.0009580852929502726,far,100.0,100.0,apr_9145,0.4553373157978058,0.2682316303253174,0.5627686869920143,0.06873424351215363,-6.873424351215363e-07
6f2a7bf7cf275dd3,pareto,184,0.0002265634757350199,far,100.0,100.0,Bridge-0.2_apr_9145,0.3476020097732544,0.2682316303253174,0.9737749429077726,0.0907926857471466,-9.079268574714661e-07
6f2a7bf7cf275dd3,gt_distance,0,0.0012002861476503313,far,100.0,100.0,GT,0.8747823238372803,0.2682316303253174,0.9816683839552874,0.23034287989139557,-2.303428798913956e-06
6f2a7bf7cf275dd3,gt_distance,59,2.6091353902302217e-05,boundary,83.59375,100.0,IL-native,0.09316077828407288,0.2682316303253174,0.9167078406687069,0.022907307371497154,-2.2907307371497157e-07
6f2a7bf7cf275dd3,gt_distance,126,0.000983272329904139,far,100.0,100.0,apr_9145,0.43594488501548767,0.2682316303253174,0.595619386182025,0.06964828073978424,-6.964828073978425e-07
6f2a7bf7cf275dd3,gt_distance,104,0.001949646684806794,far,100.0,100.0,grpo_9041,1.2787939310073853,0.2682316303253174,0.979416867081917,0.3359526991844177,-3.3595269918441776e-06
6f2a7bf7cf275dd3,old_pc,33,2.114302151312586e-05,boundary,67.1875,100.0,IL-native,0.05809593200683594,0.2682316303253174,0.8720223173373498,0.013588869012892246,-1.3588869012892248e-07
6f2a7bf7cf275dd3,old_pc,39,0.000111246838059742,boundary,87.5,100.0,IL-native,0.29110798239707947,0.2682316303253174,-0.945306508124545,-0.07381366193294525,7.381366193294525e-07
6f2a7bf7cf275dd3,old_pc,63,7.942256343085319e-05,boundary,87.5,100.0,IL-native,0.24743561446666718,0.2682316303253174,0.997265006400507,0.06618853658437729,-6.61885365843773e-07
6f2a7bf7cf275dd3,old_pc,58,3.6295819882070646e-05,boundary,81.25,100.0,IL-native,0.11535363644361496,0.2682316303253174,-0.7176653393476279,-0.022205637767910957,2.220563776791096e-07
6f2a7bf7cf275dd3,conditional_pc,33,2.114302151312586e-05,boundary,67.1875,100.0,IL-native,0.05809593200683594,0.2682316303253174,0.8720223173373498,0.013588869012892246,-1.3588869012892248e-07
6f2a7bf7cf275dd3,conditional_pc,39,0.000111246838059742,boundary,87.5,100.0,IL-native,0.29110798239707947,0.2682316303253174,-0.945306508124545,-0.07381366193294525,7.381366193294525e-07
6f2a7bf7cf275dd3,conditional_pc,63,7.942256343085319e-05,boundary,87.5,100.0,IL-native,0.24743561446666718,0.2682316303253174,0.997265006400507,0.06618853658437729,-6.61885365843773e-07
6f2a7bf7cf275dd3,conditional_pc,58,3.6295819882070646e-05,boundary,81.25,100.0,IL-native,0.11535363644361496,0.2682316303253174,-0.7176653393476279,-0.022205637767910957,2.220563776791096e-07
cf430322beb852ca,score,22,0.04846997293861932,far,100.0,97.77182902768713,GT,3.82230544090271,4.70526123046875,0.9493859981902518,17.074655532836914,-0.00017074655532836917
cf430322beb852ca,pareto,22,0.04846997293861932,far,100.0,97.77182902768713,GT,3.82230544090271,4.70526123046875,0.9493859981902518,17.074655532836914,-0.00017074655532836917
cf430322beb852ca,gt_distance,22,0.04846997293861932,far,100.0,97.77182902768713,GT,3.82230544090271,4.70526123046875,0.9493859981902518,17.074655532836914,-0.00017074655532836917
cf430322beb852ca,old_pc,41,0.041823323741482454,boundary,92.1875,97.15579915874369,IL-native,4.41221809387207,4.70526123046875,0.9987706650467958,20.735116958618164,-0.00020735116958618165
cf430322beb852ca,conditional_pc,41,0.041823323741482454,boundary,92.1875,97.15579915874369,IL-native,4.41221809387207,4.70526123046875,0.9987706650467958,20.735116958618164,-0.00020735116958618165
91513086606a567e,score,0,1.3402868717093952e-05,far,95.3125,100.0,GT,0.08179920166730881,0.09560978412628174,0.999253307770997,0.007814964279532433,-7.814964279532433e-08
91513086606a567e,score,1,1.276150669582421e-05,far,95.3125,100.0,GT,0.076718769967556,0.09560978412628174,0.9986859250370825,0.007325426209717989,-7.325426209717989e-08
91513086606a567e,score,2,1.342778841717518e-05,far,96.09375,100.0,GT,0.0817389041185379,0.09560978412628174,0.9989312538264934,0.00780668668448925,-7.80668668448925e-08
91513086606a567e,score,3,1.2853705811721738e-05,far,95.3125,100.0,GT,0.07740988582372665,0.09560978412628174,0.9988046660846738,0.007392295636236668,-7.392295636236668e-08
91513086606a567e,pareto,0,1.3402868717093952e-05,far,95.3125,100.0,GT,0.08179920166730881,0.09560978412628174,0.999253307770997,0.007814964279532433,-7.814964279532433e-08
91513086606a567e,pareto,125,4.2345169276813976e-05,far,100.0,100.0,apr_9145,0.1819673776626587,0.09560978412628174,0.9316939880069254,0.01620948314666748,-1.620948314666748e-07
91513086606a567e,pareto,99,2.607752048788825e-05,far,100.0,100.0,grpo_9041,0.13568685948848724,0.09560978412628174,0.983696826788483,0.012761490419507027,-1.2761490419507028e-07
91513086606a567e,pareto,109,4.177251958026318e-05,far,100.0,100.0,grpo_9041,0.17887012660503387,0.09560978412628174,0.8847667666272724,0.015131046064198017,-1.513104606419802e-07
91513086606a567e,gt_distance,0,1.3402868717093952e-05,far,95.3125,100.0,GT,0.08179920166730881,0.09560978412628174,0.999253307770997,0.007814964279532433,-7.814964279532433e-08
91513086606a567e,gt_distance,115,3.4080692785209976e-05,far,100.0,100.0,apr_9145,0.15602661669254303,0.09560978412628174,0.9917531110276722,0.014794646762311459,-1.479464676231146e-07
91513086606a567e,gt_distance,109,4.177251958026318e-05,far,100.0,100.0,grpo_9041,0.17887012660503387,0.09560978412628174,0.8847667666272724,0.015131046064198017,-1.513104606419802e-07
91513086606a567e,gt_distance,114,3.242249658796936e-05,far,100.0,100.0,apr_9145,0.15252640843391418,0.09560978412628174,0.942678656332166,0.013747098855674267,-1.3747098855674267e-07
91513086606a567e,old_pc,13,1.1899898254341679e-05,boundary,94.53125,100.0,GT,0.06171371042728424,0.09560978412628174,0.9654436368416122,0.005696536973118782,-5.696536973118783e-08
91513086606a567e,old_pc,55,1.571228858665563e-05,boundary,61.71875,100.0,IL-native,0.08692517876625061,0.09560978412628174,0.957549239944039,0.007958093658089638,-7.958093658089638e-08
91513086606a567e,old_pc,132,1.4237020877772011e-05,boundary,94.53125,100.0,Bridge-0.2_mts_8692,0.0825311467051506,0.09560978412628174,0.9540233844492002,0.007527993526309729,-7.527993526309729e-08
91513086606a567e,old_pc,44,1.5827790775801986e-05,boundary,64.0625,100.0,IL-native,0.09199156612157822,0.09560978412628174,0.9834187991972523,0.00864945724606514,-8.649457246065141e-08
91513086606a567e,conditional_pc,13,1.1899898254341679e-05,boundary,94.53125,100.0,GT,0.06171371042728424,0.09560978412628174,0.9654436368416122,0.005696536973118782,-5.696536973118783e-08
91513086606a567e,conditional_pc,55,1.571228858665563e-05,boundary,61.71875,100.0,IL-native,0.08692517876625061,0.09560978412628174,0.957549239944039,0.007958093658089638,-7.958093658089638e-08
