model,token,log,teacher_PDMS_weighted,teacher_feasible_weighted,teacher_best_PDMS,teacher_GT_PDMS,GT_in_selected_support,teacher_best_gain_over_GT,teacher_nonGT_PDMS,teacher_weighted_GT_distance,shift_teacher_cosine,output_to_weighted_teacher_center,il_to_weighted_teacher_center,official_il_teacher_nearest_ADE_weighted,official_il_teacher_mass_covered_0.25,official_il_nonGT_mass_covered_0.25,official_il_teacher_mass_covered_0.5,official_il_nonGT_mass_covered_0.5,official_il_teacher_mass_covered_1.0,official_il_nonGT_mass_covered_1.0,mts_8692_teacher_nearest_ADE_weighted,mts_8692_teacher_mass_covered_0.25,mts_8692_nonGT_mass_covered_0.25,mts_8692_teacher_mass_covered_0.5,mts_8692_nonGT_mass_covered_0.5,mts_8692_teacher_mass_covered_1.0,mts_8692_nonGT_mass_covered_1.0,mts_8751_teacher_nearest_ADE_weighted,mts_8751_teacher_mass_covered_0.25,mts_8751_nonGT_mass_covered_0.25,mts_8751_teacher_mass_covered_0.5,mts_8751_nonGT_mass_covered_0.5,mts_8751_teacher_mass_covered_1.0,mts_8751_nonGT_mass_covered_1.0,raw_count,support_count,unique_support_count,positive_weight_count,non_gt_count,nominal_GT_mass,expected_GT_mass_pre_budget,beta,scene_weight,target_ESS,weighted_pair_ADE,unweighted_pair_ADE,gt_archive_ADE
mts_8692,f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,90.2135342364786,1.0,91.13432909011352,90.58096173148544,True,0.5533673586280874,89.84610513375263,0.5447263606072461,0.9356788370873876,0.1286817542948095,0.3536650707008344,0.5886583828073508,0.5,0.0,0.5,0.0,0.8316326439380646,0.663265287876129,0.5578637115967038,0.5,0.0,0.5,0.0,0.6734693795442581,0.3469387590885162,,,,,,,,43,4,4,4,3,0.5,0.5,0.5,1.0,2.9989073085560083,0.8597071322969528,1.5039773693642309,4.066804555601795e-07
mts_8751,f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,91.7355651035434,0.9999999999999998,94.94992703590782,90.58096173148544,True,4.368965304422378,94.1291557045013,0.8354096320707394,-0.1870602282196701,0.8085607701321617,0.6120971762540575,0.8208935939475387,0.674594372156514,0.0,0.674594372156514,0.0,0.674594372156514,0.0,,,,,,,,0.8661663008925237,0.674594372156514,0.0,0.674594372156514,0.0,0.674594372156514,0.0,24,4,4,4,3,0.6745944,0.674594372156514,0.4000000059604645,1.123358964920044,2.0320748393241224,1.161325086203008,1.5341951124474411,4.066804555601795e-07
mts_8692,1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,100.0,1.0,100.0,100.0,True,0.0,100.0,0.4959931306528091,-0.8392819031864669,0.6258701085302283,0.4869404311272456,0.4603720736978732,0.5,0.0,0.5,0.0,0.7960526347160339,0.5921052694320679,0.6034892766387092,0.5,0.0,0.5,0.0,0.7960526347160339,0.5921052694320679,,,,,,,,42,3,3,3,2,0.5,0.5,0.5,1.0,2.6368407982874977,0.6074861703546545,1.0142839534610928,1.5604435104063142e-07
mts_8751,1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,100.00000000000009,1.0000000000000009,100.0,100.0,True,0.0,100.00000000000004,0.0800157767200097,-0.7682623700686022,0.3842526285181182,0.0886090445859747,0.1213973036564955,0.9335829307817158,0.2366920460166192,0.9335829307817158,0.2366920460166192,0.973745090937928,0.6982615891657984,,,,,,,,0.35091410792909,0.0080062187997088,0.0920126492041382,0.9335829307817158,0.2366920460166192,0.9521173264377872,0.4497013189801357,19,12,12,12,11,0.7474099,0.9129878460303188,0.2688338458538055,1.0,1.198587810348222,0.1528718736295938,0.9507415832746856,1.5604435104063142e-07
mts_8692,3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,92.76813338209988,1.0,100.0,85.53626801831099,True,14.46373198168901,100.0,0.7210675886557161,-0.9928053027750008,0.8921696767522052,0.5217610371657708,0.5306817462485477,0.5,0.0,0.5,0.0,1.0,1.0,0.620596928163058,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,42,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.7210675521902019,1.4421351043804038,6.423020401632047e-08
mts_8751,3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,87.93332587726128,0.9999999999999996,100.0,85.53626801831099,True,14.46373198168901,98.64755609951024,0.2377719652923952,-0.5063293151011409,0.3290115965082478,0.0393884931477469,0.2140899971440697,0.8266166974036088,0.0516384707135831,0.8488750069739756,0.1733856296809134,0.956665175665526,0.7629697920054775,,,,,,,,0.3017998476881834,0.8171759426736221,0.0,0.8266166974036088,0.0516384707135831,0.8488750069739756,0.1733856296809134,21,9,9,9,8,0.6384734,0.8171759426736221,0.4000000059604645,1.4083877801895142,1.4830740215238554,0.4028041501136247,0.7277052077066924,6.423020401632047e-08
mts_8692,38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,93.6232677262356,1.0000000447034836,94.42321751501038,94.17122171897438,True,0.2519957960359975,93.07530476896478,0.4796221903460041,0.6601664139175293,1.2827519499239233,0.3320390842305181,0.4852842822734906,0.5,0.0,0.5,0.0,1.0000000447034836,1.0,0.4996431808468636,0.5,0.0,0.5,0.0,0.8590909391641617,0.7181818141178654,,,,,,,,43,4,4,4,3,0.5,0.5,0.5,1.0,2.979928414788901,0.7220856439331342,1.2401837816489056,2.405939947406582e-07
mts_8751,38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,94.60351364596144,1.0,98.4731614184852,94.17122171897438,True,4.301939699510826,97.07348125174312,0.2182157224329895,0.7446555636868671,0.2061741920456062,0.1774267269639074,0.2876888412582114,0.8510500611946122,0.0,0.8593972473595625,0.056040212113523,0.9286461688599714,0.5209542769046935,,,,,,,,0.3138414417389992,0.8593972473595625,0.056040212113523,0.8679615247914407,0.1135379022808755,0.9423619131246488,0.6130371899604535,27,12,12,12,11,0.626716,0.8510500611946122,0.4000000059604645,1.1214665174484253,1.3726813169131162,0.3958112391745769,1.2051943029184575,2.405939947406582e-07
mts_8692,42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,100.0,1.0,100.0,100.0,True,0.0,100.0,0.6947978138596621,-0.6630200107805269,0.802214395564338,0.3866384145455346,0.4867967731059592,0.5,0.0,0.5,0.0,1.0,1.0,0.7070959515211176,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.6947976620241898,1.3895953240483796,2.807863573724923e-07
mts_8751,42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,100.00000000000053,1.0000000000000049,100.0,100.0,True,0.0,100.0,0.0870570739526973,0.9757153608472048,0.2224658230348032,0.2597563495488537,0.1505197607816948,0.9423816871622192,0.0,0.9608992026341192,0.3213824660925563,0.9751018350322408,0.5678775767374447,,,,,,,,0.1630939799928849,0.9423816871622192,0.0,0.9423816871622192,0.0,0.9634115626925016,0.3649859653039199,23,12,12,12,11,0.820862,0.9423816871622192,0.1903224885463714,1.0,1.1256014589501522,0.1677102006644319,1.3867930966782165,2.807863573724923e-07
mts_8692,b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,85.65642796747638,1.0000000298023224,87.12232568492296,85.49855188536917,True,1.6237737995537849,85.8142977603871,0.6198412481320875,0.9963979253940036,0.3633882410568714,1.6335166641507588,1.606939062038981,0.0,0.0,0.0,0.0,0.2578125298023224,0.5156250288709981,0.7001840201221219,0.0,0.0,0.5,0.0,0.7578125298023224,0.5156250288709981,,,,,,,,42,3,3,3,2,0.5,0.5,0.5,1.0,2.665798893589326,0.9291657357831984,1.6549328868074669,2.583011993478685e-07
mts_8751,b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,86.85553129523673,1.0,90.84543859630676,85.49855188536917,True,5.346886710937593,90.2973533582018,0.5546752584336208,0.992578728258422,0.68198717132206,2.132028076213716,1.9268622971407068,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.3678772652125363,0.7172255248864917,0.0,0.8279729996631667,0.3916459388076662,0.8279729996631667,0.3916459388076662,19,3,3,3,2,0.71722555,0.7172255248864917,0.4000000059604645,1.1509709358215332,1.7976857635896313,0.8242315105549041,1.5039642573350729,2.583011993478685e-07
mts_8692,b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,92.1444308584299,1.0,93.49892951069224,90.78993097800851,True,2.708998532683715,93.49892951069224,0.6375496843131786,0.9756789023582372,0.5851863631765735,1.0029783505228278,0.8382309374572117,0.5,0.0,0.5,0.0,0.5,0.0,0.6174290611173742,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.6375493393736978,1.2750986787473957,5.526746240780897e-07
mts_8751,b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,91.63328957193544,0.9999999999999998,98.03910042757464,90.78993097800851,True,7.249169449566128,96.43280082198278,0.6223864667211121,0.8433804979360388,0.8241804000588526,0.9878715796659736,0.8559009290397689,0.8505445681644537,0.0,0.8505445681644537,0.0,0.8505445681644537,0.0,,,,,,,,0.7092194877870502,0.8505445681644537,0.0,0.8505445681644537,0.0,0.8505445681644537,0.0,26,12,12,12,11,0.6248279,0.8505445681644537,0.4000000059604645,1.2046823501586914,1.3742967707194873,1.0927769512363903,2.0494741144150472,5.526746240780897e-07
mts_8692,fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,91.02735691527462,1.0000000298023224,92.67763590464575,91.09308855360814,True,1.584547351037635,90.96162038359036,0.6137933720496772,0.7580403726577816,0.1811207114234244,0.2471407989264859,0.5674314036119288,0.5,0.0,0.5,0.0,0.7578125298023224,0.5156250288709981,0.6346393983308559,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,43,3,3,3,2,0.5,0.5,0.5,1.0,2.665798893589326,0.919300736357058,1.6373630278810978,2.371640535750031e-07
mts_8751,fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,92.3341372631245,1.0,98.7791513659198,91.09308855360814,True,7.686062812311645,97.72215663412608,0.4309569602771989,0.0403000416079024,0.5162434573543514,0.4526047468268178,0.4571161528991426,0.8127867863316323,0.0,0.8127867863316323,0.0,0.8127867863316323,0.0,,,,,,,,0.4701306265434842,0.8127867863316323,0.0,0.8127867863316323,0.0,0.8127867863316323,0.0,26,9,9,9,8,0.6316769,0.8127867863316323,0.4000000059604645,1.2170182466506958,1.4978298796145688,0.7214083468182432,0.9744712628010844,2.371640535750031e-07
mts_8692,4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,100.0,1.0,100.0,100.0,True,0.0,100.0,0.4789009370344135,-0.7728099835293082,0.423511806275392,0.3140486080191468,0.3282716329774092,0.5,0.0,0.5,0.0,1.0,1.0,0.4351581953478848,0.5,0.0,0.5,0.0,1.0,1.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.4789009128801932,0.9578018257603864,2.330839785603857e-07
mts_8751,4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,99.99935204676471,0.9999999999999948,100.0,100.0,True,0.0,99.99311037451234,0.1098775630627579,0.7628867745914072,0.1953135194662744,0.1433505087046718,0.199334259486041,0.9152357152962228,0.0987093743331553,0.9398847228544924,0.3607999413909447,0.9716128309419502,0.6981619151196945,,,,,,,,0.1566183387226999,0.905952328483322,0.0,0.928195040482202,0.2365046538652132,0.9482334661973694,0.4495713400682317,28,12,12,12,11,0.7309509,0.905952328483322,0.2863560318946838,1.0,1.2170669538691352,0.2082028746228081,1.164704454607845,2.330839785603857e-07
mts_8692,988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,94.64621461384392,1.0,97.29694217570434,91.99548738476734,True,5.301454790936999,97.29694217570434,0.6958880503335823,-0.8975014451468231,0.853358205169721,0.6276307679873211,0.6005840573744965,0.5,0.0,0.5,0.0,0.5,0.0,0.6651841125796296,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.6958879249807344,1.3917758499614687,1.6783484570253457e-07
mts_8751,988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,92.84539019711814,0.9999999999999992,100.0,91.99548738476734,True,8.00451261523265,97.5768637120864,0.3327810369060911,-0.7012746870382713,0.576842662525644,0.2418826437910031,0.3535389494409731,0.8477251766199537,0.0,0.8543061233994903,0.0432175630446272,0.8759317390775957,0.185234576744472,,,,,,,,0.3842970579089788,0.8477251766199537,0.0,0.8607046468535218,0.0852371386514367,0.8759317390775957,0.185234576744472,22,12,12,12,11,0.6262568,0.8477251766199537,0.4000000059604645,1.226009726524353,1.3824746286858702,0.5921196650514157,1.3665537089560142,1.6783484570253457e-07
mts_8692,046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,100.0,1.0,100.0,100.0,True,0.0,100.0,0.4790603612553277,0.1585607390481784,0.4955197742213348,0.0450435795472257,0.2752040834807,0.0,0.0,1.0,1.0,1.0,1.0,0.341102773040116,0.5,0.0,0.5,0.0,1.0,1.0,,,,,,,,42,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.4790603164212593,0.9581206328425186,6.195044250923373e-08
mts_8751,046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,100.0,1.0,100.0,100.0,True,0.0,100.0,0.0002902207099314,0.9937899147226802,0.1547716764719902,0.4953321551521799,0.2752754870772356,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,0.0619021253980152,1.0,1.0,1.0,1.0,1.0,1.0,18,3,3,3,2,0.99650145,0.9965013905504414,0.0048980535939335,1.0,1.0070279052532891,0.0005787103412811,0.0783127061230168,6.195044250923373e-08
mts_8692,d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,96.14189058981216,1.0000000298023224,99.00554656678878,95.58304075632836,True,3.422505810460408,96.70073537651332,0.5824276888408392,0.6184909493204602,0.1848707522849542,0.190810331759763,0.5762463218412173,0.5,0.0,0.5,0.0,0.5,0.0,0.5856312384136209,0.5,0.0,0.5,0.0,0.7578125298023224,0.5156250288709981,,,,,,,,42,3,3,3,2,0.5,0.5,0.5,1.0,2.665798893589326,0.8745687853103945,1.5611078857499825,1.522718184948406e-07
mts_8751,d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,96.15959978858363,0.9999999999999998,100.0,95.58304075632836,True,4.416959243671625,99.40756426832716,0.2671096453718841,-0.0686147780208388,0.3612311808938784,0.0794835845884535,0.3075952459021842,0.8492466736360686,0.0,0.8544921097023532,0.0347948280333242,0.8709499127999001,0.1439652423419039,,,,,,,,0.3683766305862564,0.8492466736360686,0.0,0.8492466736360686,0.0,0.8709499127999001,0.1439652423419039,19,12,12,12,11,0.6249309,0.8492466736360686,0.4000000059604645,1.1247141361236572,1.3787296434898544,0.4711378436868472,1.2471768148017996,1.522718184948406e-07
mts_8692,951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,88.98581679220518,1.0,93.61433220061622,84.35730108584417,True,9.257031114772053,93.61433220061622,0.7107368057740224,-0.889211199305008,0.784501684464282,0.2637325379916085,0.4690858929469649,0.5,0.0,0.5,0.0,1.0,1.0,0.6475840692604898,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.7107367382643158,1.4214734765286317,8.287297467653338e-08
mts_8751,951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,86.23706103831294,0.9999999999999996,100.0,84.35730108584417,True,15.642698914155828,96.80884605427023,0.3369478402952285,0.8601274300036779,0.5007934079773196,0.1410992196303481,0.4083486886351404,0.8543432222743153,0.0351682088457224,0.8543432222743153,0.0351682088457224,0.8760666310580278,0.179064261841203,,,,,,,,0.3895548363509629,0.8490340191304973,0.0,0.8490340191304973,0.0,0.8543432222743153,0.0351682088457224,25,12,12,12,11,0.62933904,0.8490340191304973,0.4000000059604645,1.441676139831543,1.3784544915832193,0.5891819386242764,1.0853035341185564,8.287297467653338e-08
mts_8692,61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,92.31123895332232,1.0000000298023224,93.81129368900756,91.966168423712,True,1.8451252652955772,92.656305278596,0.602644435492752,0.1126545409148926,0.3248252129438077,0.3065475168675149,0.5151419550165499,0.5,0.0,0.5,0.0,0.7578125298023224,0.5156250288709981,0.5951292529411022,0.5,0.0,0.5,0.0,0.7578125298023224,0.5156250288709981,,,,,,,,43,3,3,3,2,0.5,0.5,0.5,1.0,2.665798893589326,0.904492726762668,1.6114385320770868,4.033475456629236e-07
mts_8751,61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,92.66538541271991,0.9999999999999996,97.56195506632707,91.966168423712,True,5.595786642615074,96.01149959318629,0.5338366246236214,-0.5395308133332334,0.7640961566510531,0.5675079822643351,0.5627731581207457,0.8271543044949442,0.0,0.8271543044949442,0.0,0.8271543044949442,0.0,,,,,,,,0.5782043401574058,0.8271543044949442,0.0,0.8271543044949442,0.0,0.8271543044949442,0.0,25,10,10,10,9,0.6317016,0.8271543044949442,0.4000000059604645,1.1579986810684204,1.4487161130566069,0.9101952312692034,1.3183607395026395,4.033475456629236e-07
mts_8692,759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,97.33738785694484,1.0000000298023224,100.0,96.50382559095604,True,3.4961744090439617,98.17094405997403,0.5995681149352237,0.5416671040209567,0.272792206052139,0.2111792620389186,0.5329611741384722,0.5,0.0,0.5,0.0,0.7421875,0.4843749711290019,0.5370787263082478,0.5,0.0,0.5,0.0,0.7578125298023224,0.5156250288709981,,,,,,,,43,3,3,3,2,0.5,0.5,0.5,1.0,2.665798893589326,0.9002365537829861,1.605339505801809,2.064738245105617e-07
mts_8751,759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,96.68678004948424,0.9999999999999988,100.0,96.50382559095604,True,3.4961744090439617,100.0,0.1428166986218087,0.8237513814904236,0.1922855489135377,0.1965251572497472,0.2628844337573641,0.9476701569554876,0.0,0.9476701569554876,0.0,0.9605467135744206,0.2460652635242994,,,,,,,,0.2086554422002813,0.9476701569554876,0.0,0.9476701569554876,0.0,0.9476701569554876,0.0,26,12,12,12,11,0.8212689,0.9476701569554876,0.1888875365257263,1.0987155437469482,1.1130759092283955,0.2737828795996383,1.3860529745448975,2.064738245105617e-07
mts_8692,9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,90.77045573064154,1.0,95.66313871937189,85.87777233057926,True,9.785366388792616,95.66313871937189,0.7408384258203683,-0.3258254530000132,0.7221559473566448,0.5247513210789759,0.5043764078143578,0.5,0.0,0.5,0.0,1.0,1.0,0.709740650455426,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.7408384108936661,1.4816768217873322,2.668202031066116e-08
mts_8751,9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,88.40840655842888,0.9999999999999998,100.0,85.87777233057926,True,14.12222766942074,99.51064902274636,0.501115796603001,-0.6722620931683954,0.5706160022732202,0.2784375438386277,0.482594728862042,0.814372714577098,0.0,0.814372714577098,0.0,0.828571609248109,0.0764914200984119,,,,,,,,0.4914738311935825,0.814372714577098,0.0,0.814372714577098,0.0,0.8207484725072419,0.034347094585898,24,9,9,9,8,0.6316808,0.814372714577098,0.4000000059604645,1.39874529838562,1.4936478936667208,0.845266750581597,1.5487815648209269,2.668202031066116e-08
mts_8692,467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,95.4462621389069,1.0,100.0,90.89252364706724,True,9.107476352932752,100.0,0.724102194666164,0.9523469869362904,0.4902944126694253,0.8727304389572828,0.7414371615166153,0.5,0.0,0.5,0.0,0.5,0.0,0.5321779496665624,0.5,0.0,0.5,0.0,1.0,1.0,,,,,,,,43,2,2,2,1,0.5,0.5,0.5,1.0,2.0,0.7241021342806029,1.4482042685612058,9.189563813143553e-08
mts_8751,467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,92.22878891925784,0.9999999999999992,100.0,90.89252364706724,True,9.107476352932752,98.67628243510406,0.2275414362393824,0.8599288162159039,0.2833569040378766,0.3776406835426198,0.3067260716146041,0.8283265468374611,0.0,0.8458855969121061,0.1022816850897751,0.8934298473650187,0.3792275353482792,,,,,,,,0.2130803327869638,0.8458855969121061,0.1022816850897751,0.8686276862801513,0.2347546385318736,0.8934298473650187,0.3792275353482792,22,10,10,10,9,0.62995297,0.8283265468374611,0.4000000059604645,1.2571521997451782,1.4457513671042623,0.3967000381945659,0.8607536049362767,9.189563813143553e-08
