token,log,step,PDMS,median_PDMS,P10_PDMS,feasible,hard_failure,zero_score,oracle64,oracle_gap,CVaR20,NC,DAC,EP,TTC,Comfort,DDC,HQ_mass,Hit8,best8,pairwise_ADE,Spread_AUC,mean_center_shift
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.167991964446486,0.1415701714515168,0.0
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.2784021843299054,0.2366006216510695,0.7897114396937386
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.2233241291634013,0.1877847394244325,0.4844707354620368
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1944101721606618,0.1635207427418886,0.5219513178756546
2ae0a44cc4de5c4a,2021.06.14.13.28.41_veh-12_01779_02059,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1901912558693136,0.160093344279716,0.6158232314040983
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,0,92.04486319472784,92.00120108559082,91.33812689678702,1.0,0.0,0.0,93.93060005633453,1.885736861606688,91.26528662756624,1.0,1.0,0.809076716673468,1.0,1.0,1.0,0.09375,0.5,93.0745167562224,0.1344296040473064,0.117325974822518,0.0
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,1330,93.85479879039455,93.75013402535184,93.12378687754108,1.0,0.0,0.0,95.44292622648813,1.5881274360935436,93.03101924532494,1.0,1.0,0.8525151709694698,1.0,1.0,1.0,0.90625,1.0,94.7916326656945,0.2928909111164655,0.2506483947302805,0.3924442488191756
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,6650,95.59797517198275,95.75431869290357,94.9330833033858,1.0,0.0,0.0,97.16099355430948,1.5630183823267174,94.77218188735615,1.0,1.0,0.8943514041275864,1.0,1.0,1.0,1.0,1.0,96.38037630912292,0.168209714299574,0.1437277071546131,0.6799821945867427
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,13300,97.53346998776364,97.63487173753488,96.8592437741694,1.0,0.0,0.0,99.01367516972697,1.4802051819632993,96.85012561578236,1.0,1.0,0.9408032797063276,1.0,1.0,1.0,1.0,1.0,98.29939806626392,0.1622651003316063,0.1411600715787249,0.5703959727666941
cc94486698ff58d1,2021.07.09.20.26.06_veh-35_02793_03289,11970,96.445413861096,96.57246761303786,95.82403134054285,1.0,0.0,0.0,97.94519718213236,1.4997833210363467,95.73594806631289,1.0,1.0,0.9146899326663044,1.0,1.0,1.0,1.0,1.0,97.23545477460236,0.166096775205403,0.1445608488373155,0.6267627585580853
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1364139801951778,0.1161534472169507,0.0
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.3878045129899294,0.3250965997356082,0.5080516791803207
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1729468854457859,0.1480788469026039,0.4525688972665236
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1541680682363425,0.1318362871840992,0.3837605090201403
969763763ce754a4,2021.09.15.11.49.23_veh-28_00280_00506,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1589169121444688,0.1355530329838659,0.4569551693855658
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1504490084570286,0.1237914617705659,0.0
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.3481920180598026,0.2842854327697677,0.3669250596468685
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,6650,98.2227586614825,98.25068867064104,96.61281354550869,1.0,0.0,0.0,100.0,1.7772413385174983,96.6131550989886,1.0,1.0,0.95734620787558,1.0,1.0,1.0,0.0,0.0,99.81124072058738,0.2259874307314618,0.187294771591984,0.7580257413122294
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1929788722452334,0.1581263795467501,0.4475321708830687
70248e0bb43a503b,2021.06.09.20.26.11_veh-35_01227_01514,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.2049868666884036,0.1682401827747286,0.4556950773389051
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,0,95.2377501831496,95.24662045805565,94.82693828366573,1.0,0.0,0.0,95.97710299562416,0.7393528124745359,94.792347545858,1.0,1.0,0.8857060043955907,1.0,1.0,1.0,0.0,0.0,95.66652745627032,0.2067170448853964,0.1638600952469814,0.0
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,1330,80.64720741888195,95.50605835926604,0.0,0.84375,0.15625,0.15625,96.60350418419232,15.95629676531037,27.086630775426247,1.0,0.84375,0.754282978053167,1.0,1.0,1.0,0.0625,0.25,96.24389122512112,0.3673599839635283,0.2963138471405159,0.6189578830742668
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,6650,97.58206564811658,97.62951825731136,97.05369785713572,1.0,0.0,0.0,98.1278671621406,0.5458015140240207,97.05346338317784,1.0,1.0,0.941969575554798,1.0,1.0,1.0,1.0,1.0,98.01044894562462,0.2724823836945876,0.2162222561079906,0.8174471867852303
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,13300,95.04208515801176,95.058841718078,94.62165252134572,1.0,0.0,0.0,95.77503064296162,0.732945484949866,94.5942524682102,1.0,1.0,0.8810100437922824,1.0,1.0,1.0,0.0,0.0,95.47731803275552,0.219003629934091,0.1731563070228672,0.3155813397922835
2a2403c9b08b53ac,2021.08.31.16.37.21_veh-40_00798_00955,11970,95.23985477502444,95.25219195062648,94.8341390492878,1.0,0.0,0.0,96.01613116495996,0.7762763899355178,94.79728403341062,1.0,1.0,0.885756514600587,1.0,1.0,1.0,0.0,0.0,95.69995715081544,0.2253669406050586,0.1777736035189949,0.2725587739981658
af62d866653053f6,2021.10.11.05.34.05_veh-50_00971_01251,0,87.86603637296648,87.50116130161956,87.1081204199284,1.0,0.0,0.0,100.0,12.133963627033523,87.10374809769333,1.0,1.0,0.7087848729511956,1.0,1.0,1.0,0.03125,0.25,90.88624288405622,0.1267548850602484,0.1013031650249336,0.0
af62d866653053f6,2021.10.11.05.34.05_veh-50_00971_01251,1330,89.63155796566204,88.2781577882924,87.58699380772785,1.0,0.0,0.0,100.0,10.36844203433796,87.61862440875338,1.0,1.0,0.7511573911758892,1.0,1.0,1.0,0.125,0.75,97.15102344100764,0.2425289513479804,0.1986441185657356,0.4078345269831193
af62d866653053f6,2021.10.11.05.34.05_veh-50_00971_01251,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.1943072830558174,0.1595920170362287,0.5398995588018161
af62d866653053f6,2021.10.11.05.34.05_veh-50_00971_01251,13300,88.49302051631267,88.5393883878708,87.95995897289052,1.0,0.0,0.0,89.05127728137847,0.5582567650658063,87.97124593931275,1.0,1.0,0.723832492391504,1.0,1.0,1.0,0.1875,1.0,88.97291928231228,0.1427284089274573,0.1172117984285933,0.3299068893244642
af62d866653053f6,2021.10.11.05.34.05_veh-50_00971_01251,11970,88.47754429251472,88.52793279032066,87.97183161106665,1.0,0.0,0.0,89.03219131394455,0.5546470214298296,87.97082904216617,1.0,1.0,0.7234610630203535,1.0,1.0,1.0,0.1875,1.0,88.9628193604534,0.1519580946703667,0.1248799805404201,0.4034510090508545
5370751917315916,2021.06.09.19.40.26_veh-12_01525_02020,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1200412956001652,0.0977101528884116,0.0
5370751917315916,2021.06.09.19.40.26_veh-12_01525_02020,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.2496325161554017,0.2051461358069403,0.1403034777516332
5370751917315916,2021.06.09.19.40.26_veh-12_01525_02020,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1834402027916098,0.146061403444831,0.6272238490957003
5370751917315916,2021.06.09.19.40.26_veh-12_01525_02020,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1304283452283527,0.1062453937697392,0.2702045259915098
5370751917315916,2021.06.09.19.40.26_veh-12_01525_02020,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1318307763912253,0.1083603482386861,0.2587372530320958
fad9e78a17825042,2021.06.14.11.44.56_veh-35_02983_03378,0,90.25874919491868,90.15527363526564,89.27247807500613,1.0,0.0,0.0,92.44941739869454,2.190668203775857,88.95107832081113,1.0,1.0,0.7662099806780485,1.0,1.0,1.0,0.21875,1.0,92.11245766345247,0.1691546234469471,0.1469531918837034,0.0
fad9e78a17825042,2021.06.14.11.44.56_veh-35_02983_03378,1330,97.40606829345134,97.4344031378024,96.36205249167791,1.0,0.0,0.0,99.8765018863439,2.4704335928925616,96.10082239806998,1.0,1.0,0.9377456390428318,1.0,1.0,1.0,1.0,1.0,98.7569056497754,0.3065890247243146,0.2688487448559298,0.7286475726267455
fad9e78a17825042,2021.06.14.11.44.56_veh-35_02983_03378,6650,98.11914393020172,97.94920052103676,96.78191800771587,1.0,0.0,0.0,100.0,1.880856069798284,96.64371735597288,1.0,1.0,0.9548594543248412,1.0,1.0,1.0,1.0,1.0,99.8281460771891,0.2283618193122754,0.1974789060091762,0.672573809971401
fad9e78a17825042,2021.06.14.11.44.56_veh-35_02983_03378,13300,98.7971353902532,98.9082402118428,97.4051232769122,1.0,0.0,0.0,100.0,1.2028646097468112,97.2149694375716,1.0,1.0,0.9711312493660764,1.0,1.0,1.0,1.0,1.0,100.0,0.2143292770510876,0.185428308531416,0.6729691878582699
fad9e78a17825042,2021.06.14.11.44.56_veh-35_02983_03378,11970,99.05140549644756,99.25991688337726,97.90096140820128,1.0,0.0,0.0,100.0,0.9485945035524423,97.60773278900324,1.0,1.0,0.9772337319147416,1.0,1.0,1.0,1.0,1.0,100.0,0.2135777452205695,0.184268490627924,0.772042462045998
dc76a771066b5553,2021.10.05.08.11.15_veh-50_00163_00321,0,92.27213117359472,92.27634679822148,92.09208041812512,1.0,0.0,0.0,92.59480124314406,0.3226700695493321,92.01719985761618,1.0,1.0,0.8145311481662736,1.0,1.0,1.0,0.0,0.0,92.51911306321634,0.1548286263702566,0.12757218821549,0.0
dc76a771066b5553,2021.10.05.08.11.15_veh-50_00163_00321,1330,93.53038637846778,93.54705905837406,93.21050962646623,0.84375,0.0,0.0,94.00244030871306,0.4720539302452806,93.17447161059724,1.0,1.0,0.8447292730832269,1.0,1.0,0.859375,0.6875,1.0,93.9021380756036,0.2836306335275152,0.2365902528933432,0.5903909547718406
dc76a771066b5553,2021.10.05.08.11.15_veh-50_00163_00321,6650,93.8503581639516,93.89546285320355,93.54193466121455,1.0,0.0,0.0,94.35489593355476,0.5045377696031466,93.47243333479946,1.0,1.0,0.8524085959348384,1.0,1.0,1.0,0.9375,1.0,94.24840221360252,0.2276988266457136,0.1918133005724099,0.5085667795700459
dc76a771066b5553,2021.10.05.08.11.15_veh-50_00163_00321,13300,93.29425496846456,93.30483605375676,93.08659971897912,1.0,0.0,0.0,93.67994493004038,0.3856899615758209,92.98610155530156,1.0,1.0,0.8390621192431492,1.0,1.0,1.0,0.625,1.0,93.56923472352884,0.178789435620546,0.1514094670467992,0.5104245281794653
dc76a771066b5553,2021.10.05.08.11.15_veh-50_00163_00321,11970,93.67481837208048,93.67069806964696,93.46065952234272,1.0,0.0,0.0,94.09508582892124,0.4202674568407758,93.37022846203229,1.0,1.0,0.8481956409299312,1.0,1.0,1.0,0.90625,1.0,93.9738813657106,0.1854413311619298,0.1564771814445603,0.6033419724639488
d76b0458667c59a2,2021.08.31.16.37.21_veh-40_01101_01177,0,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0595064232634338,0.0526064708940622,0.0
d76b0458667c59a2,2021.08.31.16.37.21_veh-40_01101_01177,1330,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.241636447511535,0.2162440613927732,0.480020026578133
d76b0458667c59a2,2021.08.31.16.37.21_veh-40_01101_01177,6650,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1140883415636881,0.0962642015816186,0.5057335717241459
d76b0458667c59a2,2021.08.31.16.37.21_veh-40_01101_01177,13300,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1018761763941653,0.084617780823674,0.4127714653612395
d76b0458667c59a2,2021.08.31.16.37.21_veh-40_01101_01177,11970,100.0,100.0,100.0,1.0,0.0,0.0,100.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.1086436518500563,0.0896250788038798,0.4580283453045425
cde84b97e6505437,2021.07.24.23.50.16_veh-17_01696_02071,0,90.02503211833292,89.92899915017617,89.3193413346962,1.0,0.0,0.0,91.1552368757654,1.1302047574324805,89.27878242888978,1.0,1.0,0.7606007708399903,1.0,1.0,1.0,0.03125,0.25,90.88816643809808,0.1396829797698482,0.1202269927549731,0.0
cde84b97e6505437,2021.07.24.23.50.16_veh-17_01696_02071,1330,89.59745805756994,89.57306947822082,88.95496135203294,1.0,0.0,0.0,90.7895848866928,1.1921268291228555,88.90552646089773,1.0,1.0,0.7503389933816784,1.0,1.0,1.0,0.0,0.0,90.49287685448506,0.2947892764293116,0.253187907902399,0.3053983400253449
cde84b97e6505437,2021.07.24.23.50.16_veh-17_01696_02071,6650,91.12391254621647,91.12383833545996,90.58466660581212,1.0,0.0,0.0,91.96101883558234,0.8371062893658632,90.54110156495396,1.0,1.0,0.7869739011091955,1.0,1.0,1.0,0.625,1.0,91.6782619795718,0.1762513205217759,0.1489294214146269,0.3428783128141925
cde84b97e6505437,2021.07.24.23.50.16_veh-17_01696_02071,13300,91.36596261272123,91.32321204387776,91.0511966263343,1.0,0.0,0.0,91.88203540714228,0.5160727944210208,91.00504226387623,1.0,1.0,0.7927831027053102,1.0,1.0,1.0,0.9375,1.0,91.79839014933548,0.1412807243496564,0.1206616929000905,0.3568135235731048
cde84b97e6505437,2021.07.24.23.50.16_veh-17_01696_02071,11970,91.50990572321562,91.46801431285864,91.1347871031411,1.0,0.0,0.0,92.1444092405752,0.6345035173595903,91.07297261752552,1.0,1.0,0.796237737357175,1.0,1.0,1.0,0.96875,1.0,92.01256548858493,0.153817693024041,0.1314278272378813,0.3390462544362311
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,0,96.13310194638056,96.10822017209595,95.69887958468018,1.0,0.0,0.0,96.8534809589936,0.7203790126130656,95.72180138460814,1.0,1.0,0.9071944467131332,1.0,1.0,1.0,0.0,0.0,96.71724494879868,0.0984051282652797,0.0843615630266329,0.0
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,1330,97.16562318055824,97.08444496567787,96.73127699619062,1.0,0.0,0.0,97.975880635254,0.8102574546957726,96.67901025579694,1.0,1.0,0.9319749563333976,1.0,1.0,1.0,0.40625,1.0,97.78061631606067,0.2381871201124721,0.2039969199395765,0.5574665743655045
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,6650,96.70246643394152,96.69200222783928,96.28031908237216,1.0,0.0,0.0,97.29445407492705,0.591987640985522,96.2421332688639,1.0,1.0,0.9208591944145964,1.0,1.0,1.0,0.09375,0.5,97.16439586598332,0.1717590964848426,0.1432642581688333,0.3923308239052644
0a87bb919dbb58b6,2021.06.23.16.52.00_veh-26_01043_03099,13300,96.55570263952444,96.59214536497583,96.2738151806869,1.0,0.0,0.0,96.91851158570252,0.3628089461780917,96.27494618374264,1.0,1.0,0.9173368633485868,1.0,1.0,1.0,0.0,0.0,96.8302199361357,0.1182930158012571,0.1016200449380312,0.2010399488740903
