token,split,method,count,weighted_PDMS,weighted_feasible,GT_weight,target_pairwise_ADE,source,fallback,score_pareto_identical
77149c1f5612588a,train,pareto,3,93.0365627784059,1.0,0.0,0.7335049510002136,driveor|ddv2|progress_endpoint,False,True
77149c1f5612588a,train,psi,1,94.05850088750381,1.0,0.0,0.0,driveor,False,True
3338316c86985d7e,train,il_sft,1,89.20783820870163,1.0,1.0,0.0,gt,False,True
3338316c86985d7e,train,score,3,93.76435915951117,1.0,0.0,0.8471493124961853,progress_endpoint|progress_endpoint|policy,False,True
3338316c86985d7e,train,pareto,3,93.76435915951117,1.0,0.0,0.8471493124961853,progress_endpoint|progress_endpoint|policy,False,True
3338316c86985d7e,train,psi,1,94.69023159091462,1.0,0.0,0.0,progress_endpoint,False,True
d08431f590c8590f,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
d08431f590c8590f,train,score,3,100.0,1.0,0.699999988079071,0.09119132906198502,gt|policy|policy,False,True
d08431f590c8590f,train,pareto,3,100.0,1.0,0.699999988079071,0.09119132906198502,gt|policy|policy,False,True
d08431f590c8590f,train,psi,3,100.0,1.0,0.699999988079071,0.39384928345680237,gt|ddv2|progress_endpoint,False,True
fecbd4b8dc355bd0,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
fecbd4b8dc355bd0,train,score,3,100.0,1.0,0.699999988079071,0.2532289922237396,gt|policy|policy,False,True
fecbd4b8dc355bd0,train,pareto,3,100.0,1.0,0.699999988079071,0.2532289922237396,gt|policy|policy,False,True
fecbd4b8dc355bd0,train,psi,3,100.0,1.0,0.699999988079071,0.9916613698005676,gt|driveor|progress_gamma,False,True
d1fd45c5be0654e9,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
d1fd45c5be0654e9,train,score,3,100.0,1.0,0.699999988079071,0.10262450575828552,gt|policy|policy,False,True
d1fd45c5be0654e9,train,pareto,3,100.0,1.0,0.699999988079071,0.10262450575828552,gt|policy|policy,False,True
d1fd45c5be0654e9,train,psi,2,100.0,1.0,0.699999988079071,0.7561497688293457,gt|progress_gamma,False,True
df2c5ba65b925343,train,il_sft,1,94.02966257156872,1.0,1.0,0.0,gt,False,True
df2c5ba65b925343,train,score,3,98.16590135890041,1.0,0.0,1.5604448318481445,driveor|policy|ddv2,False,True
df2c5ba65b925343,train,pareto,3,98.16590135890041,1.0,0.0,1.5604448318481445,driveor|policy|ddv2,False,True
df2c5ba65b925343,train,psi,1,98.56189649821762,1.0,0.0,0.0,driveor,False,True
dc747995ca455647,train,il_sft,1,85.87587066106487,0.0,1.0,0.0,gt,False,True
dc747995ca455647,train,score,3,88.70021422593233,0.0,0.0,0.9044916033744812,driveor|progress_endpoint|progress_speed,False,True
dc747995ca455647,train,pareto,3,88.70021422593233,0.0,0.0,0.9044916033744812,driveor|progress_endpoint|progress_speed,False,True
dc747995ca455647,train,psi,1,89.66331763765749,0.0,0.0,0.0,driveor,False,True
eb82c7b78bd459b0,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
eb82c7b78bd459b0,train,score,3,100.0,1.0,0.699999988079071,0.3428784906864166,gt|policy|policy,False,True
eb82c7b78bd459b0,train,pareto,3,100.0,1.0,0.699999988079071,0.3428784906864166,gt|policy|policy,False,True
eb82c7b78bd459b0,train,psi,3,100.0,1.0,0.699999988079071,1.4218047857284546,gt|ddv2|progress_gamma,False,True
0ac2a3e5a0ab567b,train,il_sft,1,86.02299676298757,1.0,1.0,0.0,gt,False,True
0ac2a3e5a0ab567b,train,score,3,96.92398190623054,1.0,0.0,0.8953535556793213,driveor|policy|ddv2,False,True
0ac2a3e5a0ab567b,train,pareto,3,96.92398190623054,1.0,0.0,0.8953535556793213,driveor|policy|ddv2,False,True
0ac2a3e5a0ab567b,train,psi,1,97.83115299032747,1.0,0.0,0.0,driveor,False,True
d4db6b76d4095216,train,il_sft,1,91.5267262643787,1.0,1.0,0.0,gt,False,True
d4db6b76d4095216,train,score,3,99.05352741503611,1.0,0.0,0.35871219635009766,progress_endpoint|progress_endpoint|driveor,False,True
d4db6b76d4095216,train,pareto,3,99.05352741503611,1.0,0.0,0.35871219635009766,progress_endpoint|progress_endpoint|driveor,False,True
d4db6b76d4095216,train,psi,1,100.0,1.0,0.0,0.0,progress_endpoint,False,True
592221d6edff5092,train,il_sft,1,92.42826503793906,1.0,1.0,0.0,gt,False,False
592221d6edff5092,train,score,3,99.09387411223469,1.0,0.0,0.5258778929710388,policy|progress_endpoint|progress_endpoint,False,False
592221d6edff5092,train,pareto,3,93.43131139612612,0.8499999940395355,0.0,0.7575821280479431,policy|progress_endpoint|progress_endpoint,False,False
592221d6edff5092,train,psi,1,99.82797523000944,1.0,0.0,0.0,policy,False,False
8487d05f2e935b53,train,il_sft,1,94.93012820056245,1.0,1.0,0.0,gt,False,True
8487d05f2e935b53,train,score,3,99.40019245502327,1.0,0.0,1.161004900932312,policy|driveor|progress_speed,False,True
8487d05f2e935b53,train,pareto,3,99.40019245502327,1.0,0.0,1.161004900932312,policy|driveor|progress_speed,False,True
8487d05f2e935b53,train,psi,1,100.0,1.0,0.0,0.0,policy,False,True
a6f016f1e35b5ddf,train,il_sft,1,95.40690458209158,1.0,1.0,0.0,gt,False,True
a6f016f1e35b5ddf,train,score,3,98.59640309474457,1.0,0.0,0.5404801964759827,progress_endpoint|ddv2|progress_endpoint,False,True
a6f016f1e35b5ddf,train,pareto,3,98.59640309474457,1.0,0.0,0.5404801964759827,progress_endpoint|ddv2|progress_endpoint,False,True
a6f016f1e35b5ddf,train,psi,1,98.83708031221468,1.0,0.0,0.0,progress_endpoint,False,True
b68be373963c532f,train,il_sft,1,99.03900558407909,0.0,1.0,0.0,gt,False,True
b68be373963c532f,train,score,3,99.8750077249928,0.15000000596046448,0.0,1.2357087135314941,ddv2|progress_endpoint|policy,False,True
b68be373963c532f,train,pareto,3,99.8750077249928,0.15000000596046448,0.0,1.2357087135314941,ddv2|progress_endpoint|policy,False,True
b68be373963c532f,train,psi,1,100.0,0.0,0.0,0.0,ddv2,False,True
d5c4fa8505f75f09,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
d5c4fa8505f75f09,train,score,3,100.0,1.0,0.699999988079071,0.15038864314556122,gt|policy|policy,False,True
d5c4fa8505f75f09,train,pareto,3,100.0,1.0,0.699999988079071,0.15038864314556122,gt|policy|policy,False,True
d5c4fa8505f75f09,train,psi,2,100.0,1.0,0.699999988079071,0.6359328031539917,gt|progress_gamma,False,True
98f62d9131da5913,train,il_sft,1,81.12661603047987,1.0,1.0,0.0,gt,False,True
98f62d9131da5913,train,score,3,90.61941572786877,1.0,0.0,0.48051968216896057,ddv2|policy|progress_endpoint,False,True
98f62d9131da5913,train,pareto,3,90.61941572786877,1.0,0.0,0.48051968216896057,ddv2|policy|progress_endpoint,False,True
98f62d9131da5913,train,psi,1,92.04202864924079,1.0,0.0,0.0,ddv2,False,True
a8141109c6bf5f62,train,il_sft,1,98.79759100585652,1.0,1.0,0.0,gt,False,True
a8141109c6bf5f62,train,score,3,100.0,1.0,0.0,0.4940066337585449,progress_endpoint|progress_endpoint|progress_endpoint,False,True
a8141109c6bf5f62,train,pareto,3,100.0,1.0,0.0,0.4940066337585449,progress_endpoint|progress_endpoint|progress_endpoint,False,True
a8141109c6bf5f62,train,psi,1,100.0,1.0,0.0,0.0,progress_endpoint,False,True
ca55eb57295d5ab8,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
ca55eb57295d5ab8,train,score,3,100.0,1.0,0.699999988079071,0.20030738413333893,gt|policy|policy,False,True
ca55eb57295d5ab8,train,pareto,3,100.0,1.0,0.699999988079071,0.20030738413333893,gt|policy|policy,False,True
ca55eb57295d5ab8,train,psi,2,100.0,1.0,0.699999988079071,0.5806881189346313,gt|progress_speed,False,True
0cf49705a0ed5d30,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
0cf49705a0ed5d30,train,score,3,100.0,1.0,0.699999988079071,0.12032774835824966,gt|policy|policy,False,True
0cf49705a0ed5d30,train,pareto,3,100.0,1.0,0.699999988079071,0.12032774835824966,gt|policy|policy,False,True
0cf49705a0ed5d30,train,psi,1,100.0,1.0,1.0,0.0,gt,False,True
c08215a02bcd5141,train,il_sft,1,94.04243522191412,1.0,1.0,0.0,gt,False,True
c08215a02bcd5141,train,score,3,98.15059531071654,1.0,0.0,0.59671550989151,driveor|policy|ddv2,False,True
c08215a02bcd5141,train,pareto,3,98.15059531071654,1.0,0.0,0.59671550989151,driveor|policy|ddv2,False,True
c08215a02bcd5141,train,psi,1,98.28305294685146,1.0,0.0,0.0,driveor,False,True
e201d1839cbf5cc5,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
e201d1839cbf5cc5,train,score,3,100.0,1.0,0.699999988079071,0.11963457614183426,gt|policy|policy,False,True
e201d1839cbf5cc5,train,pareto,3,100.0,1.0,0.699999988079071,0.11963457614183426,gt|policy|policy,False,True
e201d1839cbf5cc5,train,psi,3,100.0,1.0,0.699999988079071,1.5283435583114624,gt|progress_gamma|driveor,False,True
a8391e8ef25857a3,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
a8391e8ef25857a3,train,score,3,100.0,1.0,0.699999988079071,0.29292774200439453,gt|policy|policy,False,True
a8391e8ef25857a3,train,pareto,3,100.0,1.0,0.699999988079071,0.29292774200439453,gt|policy|policy,False,True
a8391e8ef25857a3,train,psi,3,100.0,1.0,0.699999988079071,2.2174227237701416,gt|progress_gamma|ddv2,False,True
f8e0ec4728bd51c4,train,il_sft,1,93.66455129488742,1.0,1.0,0.0,gt,False,True
f8e0ec4728bd51c4,train,score,3,99.50803340829876,1.0,0.0,0.4940474331378937,progress_endpoint|progress_endpoint|progress_endpoint,False,True
f8e0ec4728bd51c4,train,pareto,3,99.50803340829876,1.0,0.0,0.4940474331378937,progress_endpoint|progress_endpoint|progress_endpoint,False,True
f8e0ec4728bd51c4,train,psi,1,100.0,1.0,0.0,0.0,progress_endpoint,False,True
619b51912d2b518f,train,il_sft,1,87.62583183993539,1.0,1.0,0.0,gt,False,True
619b51912d2b518f,train,score,3,92.41964372710655,1.0,0.0,0.5403650403022766,driveor|policy|progress_endpoint,False,True
619b51912d2b518f,train,pareto,3,92.41964372710655,1.0,0.0,0.5403650403022766,driveor|policy|progress_endpoint,False,True
619b51912d2b518f,train,psi,1,93.05103875051056,1.0,0.0,0.0,driveor,False,True
faed6c4c6cb75df8,train,il_sft,1,90.11005429920611,1.0,1.0,0.0,gt,False,True
faed6c4c6cb75df8,train,score,3,98.3372454989498,1.0,0.0,2.739837646484375,driveor|ddv2|policy,False,True
faed6c4c6cb75df8,train,pareto,3,98.3372454989498,1.0,0.0,2.739837646484375,driveor|ddv2|policy,False,True
faed6c4c6cb75df8,train,psi,1,100.0,1.0,0.0,0.0,driveor,False,True
90170736af6b53cf,train,il_sft,1,91.3910670212143,1.0,1.0,0.0,gt,False,True
90170736af6b53cf,train,score,3,97.69573977292873,1.0,0.0,2.0109798908233643,driveor|ddv2|policy,False,True
90170736af6b53cf,train,pareto,3,97.69573977292873,1.0,0.0,2.0109798908233643,driveor|ddv2|policy,False,True
90170736af6b53cf,train,psi,1,99.16431689324371,1.0,0.0,0.0,driveor,False,True
7180ed7f96205bda,train,il_sft,1,89.34990236846328,1.0,1.0,0.0,gt,False,True
7180ed7f96205bda,train,score,3,94.70279371694265,1.0,0.0,1.2981172800064087,driveor|ddv2|progress_speed,False,True
7180ed7f96205bda,train,pareto,3,94.70279371694265,1.0,0.0,1.2981172800064087,driveor|ddv2|progress_speed,False,True
7180ed7f96205bda,train,psi,1,95.63760760844575,1.0,0.0,0.0,driveor,False,True
b55a2bb2fa1f5ac7,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
b55a2bb2fa1f5ac7,train,score,3,100.0,1.0,0.699999988079071,0.20741216838359833,gt|policy|policy,False,True
b55a2bb2fa1f5ac7,train,pareto,3,100.0,1.0,0.699999988079071,0.20741216838359833,gt|policy|policy,False,True
b55a2bb2fa1f5ac7,train,psi,2,100.0,1.0,0.699999988079071,1.5708074569702148,gt|progress_gamma,False,True
72bd26e114f65ed6,train,il_sft,1,86.95510810765427,1.0,1.0,0.0,gt,False,True
72bd26e114f65ed6,train,score,3,90.77355199974247,1.0,0.0,0.9087881445884705,policy|driveor|progress_endpoint,False,True
72bd26e114f65ed6,train,pareto,3,90.77355199974247,1.0,0.0,0.9087881445884705,policy|driveor|progress_endpoint,False,True
72bd26e114f65ed6,train,psi,1,91.70378022163992,1.0,0.0,0.0,policy,False,True
542008ffe990526f,train,il_sft,1,93.5928507527359,1.0,1.0,0.0,gt,False,True
542008ffe990526f,train,score,3,98.23177871942208,1.0,0.0,0.875140905380249,policy|progress_endpoint|progress_endpoint,False,True
542008ffe990526f,train,pareto,3,98.23177871942208,1.0,0.0,0.875140905380249,policy|progress_endpoint|progress_endpoint,False,True
542008ffe990526f,train,psi,1,99.11767924614719,1.0,0.0,0.0,policy,False,True
346d8f4855465ff5,train,il_sft,1,88.99246529222057,1.0,1.0,0.0,gt,False,True
346d8f4855465ff5,train,score,3,94.63828220668748,1.0,0.0,0.46457555890083313,progress_endpoint|policy|progress_endpoint,False,True
346d8f4855465ff5,train,pareto,3,94.63828220668748,1.0,0.0,0.46457555890083313,progress_endpoint|policy|progress_endpoint,False,True
346d8f4855465ff5,train,psi,1,95.1206452199814,1.0,0.0,0.0,progress_endpoint,False,True
2bbf397824ff5569,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
2bbf397824ff5569,train,score,3,100.0,1.0,0.699999988079071,0.13400663435459137,gt|policy|policy,False,True
2bbf397824ff5569,train,pareto,3,100.0,1.0,0.699999988079071,0.13400663435459137,gt|policy|policy,False,True
2bbf397824ff5569,train,psi,2,100.0,1.0,0.699999988079071,0.7421611547470093,gt|driveor,False,True
3e3f47c60874554c,train,il_sft,1,93.14239805402705,1.0,1.0,0.0,gt,False,True
3e3f47c60874554c,train,score,3,95.6422999002619,1.0,0.0,0.4713378846645355,progress_endpoint|progress_endpoint|progress_speed,False,True
3e3f47c60874554c,train,pareto,3,95.6422999002619,1.0,0.0,0.4713378846645355,progress_endpoint|progress_endpoint|progress_speed,False,True
3e3f47c60874554c,train,psi,1,96.0530402034481,1.0,0.0,0.0,progress_endpoint,False,True
6839be0cb3885213,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
6839be0cb3885213,train,score,3,100.0,1.0,0.699999988079071,0.183024600148201,gt|policy|policy,False,True
6839be0cb3885213,train,pareto,3,100.0,1.0,0.699999988079071,0.183024600148201,gt|policy|policy,False,True
6839be0cb3885213,train,psi,2,100.0,1.0,0.699999988079071,0.6156141757965088,gt|progress_gamma,False,True
2e7889f06c87572f,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
2e7889f06c87572f,train,score,3,100.0,1.0,0.699999988079071,0.23102493584156036,gt|policy|policy,False,True
2e7889f06c87572f,train,pareto,3,100.0,1.0,0.699999988079071,0.23102493584156036,gt|policy|policy,False,True
2e7889f06c87572f,train,psi,2,100.0,1.0,0.699999988079071,0.5982058048248291,gt|progress_gamma,False,True
db16d2339f7a51f1,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
db16d2339f7a51f1,train,score,3,100.0,1.0,0.699999988079071,0.21234242618083954,gt|policy|policy,False,True
db16d2339f7a51f1,train,pareto,3,100.0,1.0,0.699999988079071,0.21234242618083954,gt|policy|policy,False,True
db16d2339f7a51f1,train,psi,1,100.0,1.0,1.0,0.0,gt,False,True
239d6a9308fc5656,train,il_sft,1,94.09151016803573,1.0,1.0,0.0,gt,False,True
239d6a9308fc5656,train,score,3,95.15714800815717,1.0,0.0,1.7735414505004883,progress_speed|policy|policy,False,True
239d6a9308fc5656,train,pareto,3,95.15714800815717,1.0,0.0,1.7735414505004883,progress_speed|policy|policy,False,True
239d6a9308fc5656,train,psi,1,95.34703771996536,1.0,0.0,0.0,progress_speed,False,True
bd5036b9ff5156cb,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
bd5036b9ff5156cb,train,score,3,100.0,1.0,0.699999988079071,0.27899518609046936,gt|policy|policy,False,True
bd5036b9ff5156cb,train,pareto,3,100.0,1.0,0.699999988079071,0.27899518609046936,gt|policy|policy,False,True
bd5036b9ff5156cb,train,psi,1,100.0,1.0,1.0,0.0,gt,False,True
dec82c8910c15c6a,train,il_sft,1,90.67222693030693,1.0,1.0,0.0,gt,False,True
dec82c8910c15c6a,train,score,3,97.77464841304794,1.0,0.0,2.1638779640197754,driveor|ddv2|progress_speed,False,True
dec82c8910c15c6a,train,pareto,3,97.77464841304794,1.0,0.0,2.1638779640197754,driveor|ddv2|progress_speed,False,True
dec82c8910c15c6a,train,psi,1,100.0,1.0,0.0,0.0,driveor,False,True
1f3d45fcdc5b53ec,train,il_sft,1,91.55292719184615,1.0,1.0,0.0,gt,False,True
1f3d45fcdc5b53ec,train,score,3,97.3149568497253,1.0,0.0,1.2584015130996704,driveor|ddv2|progress_endpoint,False,True
1f3d45fcdc5b53ec,train,pareto,3,97.3149568497253,1.0,0.0,1.2584015130996704,driveor|ddv2|progress_endpoint,False,True
1f3d45fcdc5b53ec,train,psi,1,98.83868531667534,1.0,0.0,0.0,driveor,False,True
4ae7215238dd5372,train,il_sft,1,86.05606866931403,1.0,1.0,0.0,gt,False,True
4ae7215238dd5372,train,score,3,100.0,1.0,0.0,0.8181154131889343,policy|policy|policy,False,True
4ae7215238dd5372,train,pareto,3,100.0,1.0,0.0,0.8181154131889343,policy|policy|policy,False,True
4ae7215238dd5372,train,psi,3,100.0,1.0,0.0,2.039000988006592,driveor|policy|ddv2,False,True
0ed0c627ad4e53e8,train,il_sft,1,95.53618047180598,1.0,1.0,0.0,gt,False,True
0ed0c627ad4e53e8,train,score,3,97.07926804864654,1.0,0.0,0.8327779769897461,progress_endpoint|progress_speed|policy,False,True
0ed0c627ad4e53e8,train,pareto,3,97.07926804864654,1.0,0.0,0.8327779769897461,progress_endpoint|progress_speed|policy,False,True
0ed0c627ad4e53e8,train,psi,1,97.27547823730292,1.0,0.0,0.0,progress_endpoint,False,True
c67df371f21f5150,train,il_sft,1,95.54051923187018,1.0,1.0,0.0,gt,False,True
c67df371f21f5150,train,score,3,99.0637457425335,1.0,0.0,2.25522518157959,ddv2|driveor|progress_speed,False,True
c67df371f21f5150,train,pareto,3,99.0637457425335,1.0,0.0,2.25522518157959,ddv2|driveor|progress_speed,False,True
c67df371f21f5150,train,psi,1,100.0,1.0,0.0,0.0,ddv2,False,True
f53744a8793658f2,train,il_sft,1,85.29419355870075,1.0,1.0,0.0,gt,False,True
f53744a8793658f2,train,score,3,99.53663050206073,1.0,0.0,1.0913718938827515,driveor|ddv2|policy,False,True
f53744a8793658f2,train,pareto,3,99.53663050206073,1.0,0.0,1.0913718938827515,driveor|ddv2|policy,False,True
f53744a8793658f2,train,psi,1,100.0,1.0,0.0,0.0,driveor,False,True
c340aa05e6525bdb,train,il_sft,1,84.71921360182654,1.0,1.0,0.0,gt,False,True
c340aa05e6525bdb,train,score,3,91.21421373236576,1.0,0.0,0.9268050193786621,driveor|progress_endpoint|ddv2,False,True
c340aa05e6525bdb,train,pareto,3,91.21421373236576,1.0,0.0,0.9268050193786621,driveor|progress_endpoint|ddv2,False,True
c340aa05e6525bdb,train,psi,1,92.30059295429439,1.0,0.0,0.0,driveor,False,True
54c3a53bd51352e0,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
54c3a53bd51352e0,train,score,3,100.0,1.0,0.699999988079071,0.18951494991779327,gt|policy|policy,False,True
54c3a53bd51352e0,train,pareto,3,100.0,1.0,0.699999988079071,0.18951494991779327,gt|policy|policy,False,True
54c3a53bd51352e0,train,psi,2,100.0,1.0,0.699999988079071,0.8721766471862793,gt|driveor,False,True
d698ba1a268a5967,train,il_sft,1,85.9861344838051,1.0,1.0,0.0,gt,False,False
d698ba1a268a5967,train,score,3,87.3936520973125,1.0,0.0,0.5854745507240295,progress_endpoint|progress_speed|ddv2,False,False
d698ba1a268a5967,train,pareto,3,82.64175470822475,0.8499999940395355,0.0,2.9994475841522217,progress_endpoint|driveor|progress_speed,False,False
d698ba1a268a5967,train,psi,1,87.44070595480137,1.0,0.0,0.0,progress_endpoint,False,False
cae68f37f5af5316,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
cae68f37f5af5316,train,score,3,100.0,1.0,0.699999988079071,0.17768745124340057,gt|policy|policy,False,True
cae68f37f5af5316,train,pareto,3,100.0,1.0,0.699999988079071,0.17768745124340057,gt|policy|policy,False,True
cae68f37f5af5316,train,psi,2,100.0,1.0,0.699999988079071,1.2327004671096802,gt|progress_gamma,False,True
d12dce300e445e3c,train,il_sft,1,89.25584861539049,1.0,1.0,0.0,gt,False,True
d12dce300e445e3c,train,score,3,99.66630826456576,1.0,0.0,0.9144105911254883,ddv2|driveor|policy,False,True
d12dce300e445e3c,train,pareto,3,99.66630826456576,1.0,0.0,0.9144105911254883,ddv2|driveor|policy,False,True
d12dce300e445e3c,train,psi,1,100.0,1.0,0.0,0.0,ddv2,False,True
0bf8ad2fb4c05270,train,il_sft,1,94.76128630347723,1.0,1.0,0.0,gt,False,True
0bf8ad2fb4c05270,train,score,3,99.06255045948082,1.0,0.0,0.4940459728240967,progress_endpoint|progress_endpoint|progress_endpoint,False,True
0bf8ad2fb4c05270,train,pareto,3,99.06255045948082,1.0,0.0,0.4940459728240967,progress_endpoint|progress_endpoint|progress_endpoint,False,True
0bf8ad2fb4c05270,train,psi,1,99.78931083683128,1.0,0.0,0.0,progress_endpoint,False,True
ce551a8befbc5a1e,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
ce551a8befbc5a1e,train,score,3,100.0,1.0,0.699999988079071,0.27960529923439026,gt|policy|policy,False,True
ce551a8befbc5a1e,train,pareto,3,100.0,1.0,0.699999988079071,0.27960529923439026,gt|policy|policy,False,True
ce551a8befbc5a1e,train,psi,3,100.0,1.0,0.699999988079071,0.8810939788818359,gt|progress_gamma|driveor,False,True
2d6b18105fb55325,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
2d6b18105fb55325,train,score,3,100.0,1.0,0.699999988079071,0.08799145370721817,gt|policy|policy,False,True
2d6b18105fb55325,train,pareto,3,100.0,1.0,0.699999988079071,0.08799145370721817,gt|policy|policy,False,True
2d6b18105fb55325,train,psi,3,100.0,1.0,0.699999988079071,0.53653883934021,gt|policy|progress_endpoint,False,True
278c3aa4cd6c5769,train,il_sft,1,91.93826732371465,1.0,1.0,0.0,gt,False,True
278c3aa4cd6c5769,train,score,3,100.0,1.0,0.0,0.5711602568626404,policy|ddv2|driveor,False,True
278c3aa4cd6c5769,train,pareto,3,100.0,1.0,0.0,0.5711602568626404,policy|ddv2|driveor,False,True
278c3aa4cd6c5769,train,psi,1,100.0,1.0,0.0,0.0,ddv2,False,True
c1c30ff0b15950b1,train,il_sft,1,100.0,1.0,1.0,0.0,gt,False,True
c1c30ff0b15950b1,train,score,3,100.0,1.0,0.699999988079071,0.1378917545080185,gt|policy|policy,False,True
