token,method,amplitude,original_PDMS,local_PDMS,PDMS_drop,feasible_rate,failure_rate,hard_failure_rate
411a748874035630,pareto,0.5,100.0,86.45833333333334,13.541666666666666,0.8645833333333333,0.13541666666666674,0.13541666666666666
411a748874035630,gt_distance,0.05,100.0,93.75,6.249999999999999,0.9375,0.0625,0.0625
411a748874035630,gt_distance,0.15,100.0,93.75,6.249999999999999,0.9375,0.0625,0.0625
411a748874035630,gt_distance,0.3,100.0,91.66666666666667,8.333333333333332,0.9166666666666666,0.08333333333333337,0.08333333333333333
411a748874035630,gt_distance,0.5,100.0,86.45833333333334,13.541666666666664,0.8645833333333333,0.13541666666666674,0.13541666666666666
411a748874035630,pc_mts,0.05,100.0,100.0,0.0,1.0,0.0,0.0
411a748874035630,pc_mts,0.15,100.0,100.0,0.0,1.0,0.0,0.0
411a748874035630,pc_mts,0.3,100.0,100.0,0.0,1.0,0.0,0.0
411a748874035630,pc_mts,0.5,100.0,90.625,9.375,0.90625,0.09375,0.09375
79ebfc1d85bf5a51,score,0.05,85.57174667959485,85.5684572169565,0.0032894626383521697,1.0,0.0,0.0
79ebfc1d85bf5a51,score,0.15,85.57174667959485,85.5640874690383,0.00765921055655383,1.0,0.0,0.0
79ebfc1d85bf5a51,score,0.3,85.57174667959485,81.99229196762528,3.579454711969584,0.9583333333333334,0.04166666666666663,0.041666666666666664
79ebfc1d85bf5a51,score,0.5,85.57174667959485,57.8987072028898,27.673039476705046,0.6770833333333333,0.32291666666666674,0.3229166666666667
79ebfc1d85bf5a51,pareto,0.05,85.57174667959485,85.5684572169565,0.0032894626383521697,1.0,0.0,0.0
79ebfc1d85bf5a51,pareto,0.15,85.57174667959485,85.5640874690383,0.00765921055655383,1.0,0.0,0.0
79ebfc1d85bf5a51,pareto,0.3,85.57174667959485,81.99229196762528,3.579454711969584,0.9583333333333334,0.04166666666666663,0.041666666666666664
79ebfc1d85bf5a51,pareto,0.5,85.57174667959485,57.8987072028898,27.673039476705046,0.6770833333333333,0.32291666666666674,0.3229166666666667
79ebfc1d85bf5a51,gt_distance,0.05,82.09425828981881,82.09029885132198,0.003959438496845102,1.0,0.0,0.0
79ebfc1d85bf5a51,gt_distance,0.15,82.09425828981881,81.22833861812123,0.8659196716975908,0.9895833333333334,0.01041666666666663,0.010416666666666666
79ebfc1d85bf5a51,gt_distance,0.3,82.09425828981881,55.577434116221056,26.516824173597765,0.6770833333333333,0.32291666666666674,0.3229166666666667
79ebfc1d85bf5a51,gt_distance,0.5,82.09425828981881,55.58754133550605,26.506716954312765,0.6770833333333333,0.32291666666666674,0.3229166666666667
79ebfc1d85bf5a51,pc_mts,0.05,84.61669922151893,84.61416179200607,0.0025374295128486324,1.0,0.0,0.0
79ebfc1d85bf5a51,pc_mts,0.15,84.61669922151893,84.61308771679319,0.0036115047257352373,1.0,0.0,0.0
79ebfc1d85bf5a51,pc_mts,0.3,84.61669922151893,56.421687929291004,28.195011292227925,0.6666666666666666,0.33333333333333337,0.3333333333333333
79ebfc1d85bf5a51,pc_mts,0.5,84.61669922151893,56.45438699186596,28.16231222965297,0.6666666666666666,0.33333333333333337,0.3333333333333333
40808270ce205b83,score,0.05,97.19593977923046,97.19511155022826,0.0008282290021934813,1.0,0.0,0.0
40808270ce205b83,score,0.15,97.19593977923046,97.19353100118393,0.00240877804652051,1.0,0.0,0.0
40808270ce205b83,score,0.3,97.19593977923046,97.19095479039731,0.00498498883312859,1.0,0.0,0.0
40808270ce205b83,score,0.5,97.19593977923046,97.18746671083338,0.00847306839708395,1.0,0.0,0.0
40808270ce205b83,pareto,0.05,97.19593977923046,97.19511155022826,0.0008282290021934813,1.0,0.0,0.0
40808270ce205b83,pareto,0.15,97.19593977923046,97.19353100118393,0.00240877804652051,1.0,0.0,0.0
40808270ce205b83,pareto,0.3,97.19593977923046,97.19095479039731,0.00498498883312859,1.0,0.0,0.0
40808270ce205b83,pareto,0.5,97.19593977923046,97.18746671083338,0.00847306839708395,1.0,0.0,0.0
40808270ce205b83,gt_distance,0.05,95.50616522987525,95.50533457184635,0.0008306580289030308,1.0,0.0,0.0
40808270ce205b83,gt_distance,0.15,95.50616522987525,95.50365540731212,0.002509822563123265,1.0,0.0,0.0
40808270ce205b83,gt_distance,0.3,95.50616522987525,95.50095199909114,0.005213230784104184,1.0,0.0,0.0
40808270ce205b83,gt_distance,0.5,95.50616522987525,95.49728553852219,0.008879691353051555,1.0,0.0,0.0
40808270ce205b83,pc_mts,0.05,95.9671020923303,95.96629275852203,0.0008093338082559853,1.0,0.0,0.0
40808270ce205b83,pc_mts,0.15,95.9671020923303,95.96463708566606,0.002465006664214009,1.0,0.0,0.0
40808270ce205b83,pc_mts,0.3,95.9671020923303,95.96203584146537,0.005066250864909527,1.0,0.0,0.0
40808270ce205b83,pc_mts,0.5,95.9671020923303,95.95846879904042,0.008633293289866728,1.0,0.0,0.0
86208267d61253c0,score,0.05,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,score,0.15,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,score,0.3,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,score,0.5,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,pareto,0.05,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,pareto,0.15,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,pareto,0.3,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,pareto,0.5,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,gt_distance,0.05,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,gt_distance,0.15,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,gt_distance,0.3,100.0,100.0,0.0,1.0,0.0,0.0
86208267d61253c0,gt_distance,0.5,100.0,99.99718982969965,0.0028101703003544642,1.0,0.0,0.0
86208267d61253c0,pc_mts,0.05,99.9995232412908,99.99797879677313,0.0015444445176653332,1.0,0.0,0.0
86208267d61253c0,pc_mts,0.15,99.9995232412908,99.99439771875588,0.0051255225349216005,1.0,0.0,0.0
86208267d61253c0,pc_mts,0.3,99.9995232412908,99.98124493462252,0.018278306668270794,1.0,0.0,0.0
86208267d61253c0,pc_mts,0.5,99.9995232412908,99.93924068915449,0.060282552136309064,1.0,0.0,0.0
f8268857204e554e,score,0.05,91.54651699834989,91.54562958317267,0.0008874151771944838,0.75,0.25,0.0
f8268857204e554e,score,0.15,91.54651699834989,91.5437138329909,0.002803165358974624,0.75,0.25,0.0
f8268857204e554e,score,0.3,91.54651699834989,90.58916247249088,0.9573545258589968,0.7395833333333334,0.26041666666666663,0.010416666666666666
f8268857204e554e,score,0.5,91.54651699834989,83.9268945124061,7.619622485943784,0.5729166666666666,0.42708333333333337,0.08333333333333333
f8268857204e554e,pareto,0.05,91.54651699834989,91.54562958317267,0.0008874151771944838,0.75,0.25,0.0
f8268857204e554e,pareto,0.15,91.54651699834989,91.5437138329909,0.002803165358974624,0.75,0.25,0.0
f8268857204e554e,pareto,0.3,91.54651699834989,90.58916247249088,0.9573545258589968,0.7395833333333334,0.26041666666666663,0.010416666666666666
f8268857204e554e,pareto,0.5,91.54651699834989,83.9268945124061,7.619622485943784,0.5729166666666666,0.42708333333333337,0.08333333333333333
f8268857204e554e,gt_distance,0.05,91.20719191585533,91.20677571499665,0.0004162008586856558,0.4375,0.5625,0.0
f8268857204e554e,gt_distance,0.15,91.20719191585533,91.20530016716691,0.0018917486884237888,0.4895833333333333,0.5104166666666667,0.0
f8268857204e554e,gt_distance,0.3,91.20719191585533,91.2030655572272,0.0041263586281292675,0.5208333333333333,0.47916666666666674,0.0
f8268857204e554e,gt_distance,0.5,91.20719191585533,87.40364422784032,3.803547688015024,0.6041666666666666,0.39583333333333337,0.041666666666666664
f8268857204e554e,pc_mts,0.05,91.00420947033469,91.00286757125484,0.0013418990798443886,1.0,0.0,0.0
f8268857204e554e,pc_mts,0.15,91.00420947033469,91.00129927613654,0.002910194198157967,1.0,0.0,0.0
f8268857204e554e,pc_mts,0.3,91.00420947033469,90.99858346112686,0.005626009207832183,1.0,0.0,0.0
f8268857204e554e,pc_mts,0.5,91.00420947033469,90.99512977271435,0.009079697620335558,1.0,0.0,0.0
1bf169a6aaf65858,score,0.05,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,score,0.15,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,score,0.3,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,score,0.5,100.0,98.95833333333333,1.041666666666667,0.9895833333333334,0.01041666666666663,0.010416666666666666
1bf169a6aaf65858,pareto,0.05,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,pareto,0.15,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,pareto,0.3,100.0,98.95833333333333,1.041666666666667,0.9895833333333334,0.01041666666666663,0.010416666666666666
1bf169a6aaf65858,pareto,0.5,100.0,97.90471525526931,2.0952847447306926,0.9791666666666666,0.02083333333333337,0.020833333333333332
1bf169a6aaf65858,gt_distance,0.05,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,gt_distance,0.15,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,gt_distance,0.3,100.0,98.95833333333333,1.041666666666667,0.9895833333333334,0.01041666666666663,0.010416666666666666
1bf169a6aaf65858,gt_distance,0.5,100.0,97.91181314073847,2.088186859261538,0.9791666666666666,0.02083333333333337,0.020833333333333332
1bf169a6aaf65858,pc_mts,0.05,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,pc_mts,0.15,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,pc_mts,0.3,100.0,100.0,0.0,1.0,0.0,0.0
1bf169a6aaf65858,pc_mts,0.5,100.0,100.0,0.0,1.0,0.0,0.0
3764407c90d65df3,score,0.05,89.7782518903438,89.77601074175666,0.0022411485871467463,1.0,0.0,0.0
3764407c90d65df3,score,0.15,89.7782518903438,89.79002479508634,-0.011772904742540113,1.0,0.0,0.0
3764407c90d65df3,score,0.3,89.7782518903438,89.85174486645258,-0.07349297610878036,1.0,0.0,0.0
3764407c90d65df3,score,0.5,89.7782518903438,89.9999862825066,-0.22173439216280144,1.0,0.0,0.0
3764407c90d65df3,pareto,0.05,89.7782518903438,89.77601074175666,0.0022411485871467463,1.0,0.0,0.0
3764407c90d65df3,pareto,0.15,89.7782518903438,89.79002479508634,-0.011772904742540113,1.0,0.0,0.0
3764407c90d65df3,pareto,0.3,89.7782518903438,89.85174486645258,-0.07349297610878036,1.0,0.0,0.0
3764407c90d65df3,pareto,0.5,89.7782518903438,89.9999862825066,-0.22173439216280144,1.0,0.0,0.0
3764407c90d65df3,gt_distance,0.05,89.7782518903438,89.77601074175666,0.0022411485871467463,1.0,0.0,0.0
3764407c90d65df3,gt_distance,0.15,89.7782518903438,89.79002479508634,-0.011772904742540113,1.0,0.0,0.0
3764407c90d65df3,gt_distance,0.3,89.7782518903438,89.85174486645258,-0.07349297610878036,1.0,0.0,0.0
3764407c90d65df3,gt_distance,0.5,89.7782518903438,89.9999862825066,-0.22173439216280144,1.0,0.0,0.0
3764407c90d65df3,pc_mts,0.05,90.23936222102995,90.23783489573898,0.0015273252909659973,1.0,0.0,0.0
3764407c90d65df3,pc_mts,0.15,90.23936222102995,90.25598677648938,-0.016624555459422652,1.0,0.0,0.0
3764407c90d65df3,pc_mts,0.3,90.23936222102995,90.33080338320634,-0.09144116217639287,1.0,0.0,0.0
3764407c90d65df3,pc_mts,0.5,90.23936222102995,90.51526117420241,-0.27589895317245894,1.0,0.0,0.0
38cfd81687975661,score,0.05,97.01595826182518,97.01478418221933,0.0011740796058541392,1.0,0.0,0.0
38cfd81687975661,score,0.15,97.01595826182518,97.01253338845228,0.0034248733728956537,1.0,0.0,0.0
38cfd81687975661,score,0.3,97.01595826182518,97.00876821172076,0.0071900501044313,1.0,0.0,0.0
38cfd81687975661,score,0.5,97.01595826182518,97.00451611048223,0.011442151342961004,1.0,0.0,0.0
38cfd81687975661,pareto,0.05,97.01595826182518,97.01478418221933,0.0011740796058541392,1.0,0.0,0.0
38cfd81687975661,pareto,0.15,97.01595826182518,97.01253338845228,0.0034248733728956537,1.0,0.0,0.0
38cfd81687975661,pareto,0.3,97.01595826182518,97.00876821172076,0.0071900501044313,1.0,0.0,0.0
38cfd81687975661,pareto,0.5,97.01595826182518,97.00451611048223,0.011442151342961004,1.0,0.0,0.0
38cfd81687975661,gt_distance,0.05,95.34008985027972,95.33887818555442,0.0012116647252984336,1.0,0.0,0.0
38cfd81687975661,gt_distance,0.15,95.34008985027972,95.33655611488115,0.0035337353985758213,1.0,0.0,0.0
38cfd81687975661,gt_distance,0.3,95.34008985027972,95.33301028028575,0.007079569993980961,0.9375,0.0625,0.0
38cfd81687975661,gt_distance,0.5,95.34008985027972,95.32781514921075,0.012274701068954563,0.875,0.125,0.0
38cfd81687975661,pc_mts,0.05,94.94368401088167,94.94247893847009,0.0012050724115590938,1.0,0.0,0.0
38cfd81687975661,pc_mts,0.15,94.94368401088167,94.93997306905402,0.003710941827637093,1.0,0.0,0.0
38cfd81687975661,pc_mts,0.3,94.94368401088167,94.93626720055508,0.007416810326581924,0.90625,0.09375,0.0
38cfd81687975661,pc_mts,0.5,94.94368401088167,94.93073178909593,0.01295222178572697,0.6666666666666666,0.33333333333333337,0.0
42e6895442ab5601,score,0.05,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,score,0.15,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,score,0.3,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,score,0.5,100.0,91.64804266531844,8.351957334681563,0.9166666666666666,0.08333333333333337,0.08333333333333333
42e6895442ab5601,pareto,0.05,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,pareto,0.15,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,pareto,0.3,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,pareto,0.5,100.0,95.82484394317032,4.175156056829685,0.9583333333333333,0.04166666666666674,0.041666666666666664
42e6895442ab5601,gt_distance,0.05,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,gt_distance,0.15,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,gt_distance,0.3,100.0,97.91383705205729,2.0861629479427233,0.9791666666666666,0.02083333333333337,0.020833333333333332
42e6895442ab5601,gt_distance,0.5,100.0,91.64914645377871,8.350853546221291,0.9166666666666666,0.08333333333333337,0.08333333333333333
42e6895442ab5601,pc_mts,0.05,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,pc_mts,0.15,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,pc_mts,0.3,100.0,100.0,0.0,1.0,0.0,0.0
42e6895442ab5601,pc_mts,0.5,100.0,100.0,0.0,1.0,0.0,0.0
b34272d337d350d2,score,0.05,86.0351318319882,86.03443756922891,0.0006942627592865236,1.0,0.0,0.0
b34272d337d350d2,score,0.15,86.0351318319882,86.03287374441317,0.0022580875750328744,1.0,0.0,0.0
b34272d337d350d2,score,0.3,86.0351318319882,86.03074804522188,0.00438378676632567,1.0,0.0,0.0
b34272d337d350d2,score,0.5,86.0351318319882,60.90141764135149,25.13371419063671,0.7083333333333333,0.29166666666666674,0.2916666666666667
b34272d337d350d2,pareto,0.05,86.0351318319882,86.03443756922891,0.0006942627592865236,1.0,0.0,0.0
b34272d337d350d2,pareto,0.15,86.0351318319882,86.03287374441257,0.002258087575617296,1.0,0.0,0.0
b34272d337d350d2,pareto,0.3,86.0351318319882,86.03074804522188,0.00438378676632567,1.0,0.0,0.0
b34272d337d350d2,pareto,0.5,86.0351318319882,60.90141764135149,25.13371419063671,0.7083333333333333,0.29166666666666674,0.2916666666666667
b34272d337d350d2,gt_distance,0.05,86.0351318319882,86.03443756922891,0.0006942627592865236,1.0,0.0,0.0
b34272d337d350d2,gt_distance,0.15,86.0351318319882,86.03287374441257,0.002258087575617296,1.0,0.0,0.0
b34272d337d350d2,gt_distance,0.3,86.0351318319882,86.03074804522188,0.00438378676632567,1.0,0.0,0.0
b34272d337d350d2,gt_distance,0.5,86.0351318319882,60.90141764135149,25.13371419063671,0.7083333333333333,0.29166666666666674,0.2916666666666667
b34272d337d350d2,pc_mts,0.05,80.92585926538499,80.9247541233695,0.0011051420154961633,1.0,0.0,0.0
b34272d337d350d2,pc_mts,0.15,80.92585926538499,80.92540380903736,0.0004554563476224516,1.0,0.0,0.0
b34272d337d350d2,pc_mts,0.3,80.92585926538499,80.91834729817778,0.007511967207205039,1.0,0.0,0.0
b34272d337d350d2,pc_mts,0.5,80.92585926538499,80.91801294988619,0.007846315498793999,1.0,0.0,0.0
b23ede9a183b5b71,score,0.05,92.30153855812934,92.3007127885295,0.0008257695998370451,1.0,0.0,0.0
b23ede9a183b5b71,score,0.15,92.30153855812934,92.29896995301398,0.002568605115362388,1.0,0.0,0.0
b23ede9a183b5b71,score,0.3,92.30153855812934,92.29654621736353,0.004992340765821446,1.0,0.0,0.0
b23ede9a183b5b71,score,0.5,92.30153855812934,92.29278019198503,0.008758366144303587,1.0,0.0,0.0
b23ede9a183b5b71,pareto,0.05,92.30153855812934,92.3007127885295,0.0008257695998370451,1.0,0.0,0.0
b23ede9a183b5b71,pareto,0.15,92.30153855812934,92.29896995301398,0.002568605115362388,1.0,0.0,0.0
b23ede9a183b5b71,pareto,0.3,92.30153855812934,92.29654621736353,0.004992340765821446,1.0,0.0,0.0
b23ede9a183b5b71,pareto,0.5,92.30153855812934,92.29278019198503,0.008758366144303587,1.0,0.0,0.0
b23ede9a183b5b71,gt_distance,0.05,90.99078164228945,90.99001780502307,0.0007638372663842929,1.0,0.0,0.0
b23ede9a183b5b71,gt_distance,0.15,90.99078164228945,90.98830968173789,0.0024719605515501897,1.0,0.0,0.0
b23ede9a183b5b71,gt_distance,0.3,90.99078164228945,90.55180199755821,0.4389796447312335,0.9895833333333334,0.01041666666666663,0.0
b23ede9a183b5b71,gt_distance,0.5,90.99078164228945,87.51009094130038,3.4806907009890686,0.9166666666666667,0.08333333333333326,0.0
b23ede9a183b5b71,pc_mts,0.05,89.87126647411347,89.87040566794184,0.0008608061716337545,1.0,0.0,0.0
b23ede9a183b5b71,pc_mts,0.15,89.87126647411347,89.86875429043101,0.0025121836824704147,1.0,0.0,0.0
b23ede9a183b5b71,pc_mts,0.3,89.87126647411347,89.86637179481168,0.004894679301795435,1.0,0.0,0.0
b23ede9a183b5b71,pc_mts,0.5,89.87126647411347,89.86283782866778,0.008428645445697214,1.0,0.0,0.0
fff951eab9f45288,score,0.05,95.93904627112263,95.93751334796065,0.0015329231619922723,1.0,0.0,0.0
fff951eab9f45288,score,0.15,95.93904627112263,95.93545695641325,0.0035893147093934985,1.0,0.0,0.0
fff951eab9f45288,score,0.3,95.93904627112263,95.93311663416156,0.005929636961070628,1.0,0.0,0.0
fff951eab9f45288,score,0.5,95.93904627112263,95.92963370185191,0.009412569270731197,1.0,0.0,0.0
fff951eab9f45288,pareto,0.05,95.93904627112263,95.93751334796065,0.0015329231619922723,1.0,0.0,0.0
fff951eab9f45288,pareto,0.15,95.93904627112263,95.93545695641325,0.0035893147093934985,1.0,0.0,0.0
fff951eab9f45288,pareto,0.3,95.93904627112263,95.93311663416199,0.0059296369606602894,1.0,0.0,0.0
fff951eab9f45288,pareto,0.5,95.93904627112263,95.92963370185191,0.009412569270731197,1.0,0.0,0.0
fff951eab9f45288,gt_distance,0.05,92.60599872868238,92.60465897254349,0.0013397561389139057,1.0,0.0,0.0
fff951eab9f45288,gt_distance,0.15,92.60599872868238,92.60132921274052,0.00466951594186682,1.0,0.0,0.0
fff951eab9f45288,gt_distance,0.3,92.60599872868238,92.59865226951533,0.007346459167064445,1.0,0.0,0.0
fff951eab9f45288,gt_distance,0.5,92.60599872868238,92.59536193151662,0.010636797165765266,1.0,0.0,0.0
fff951eab9f45288,pc_mts,0.05,91.35035796745939,91.34758903807919,0.002768929380210672,1.0,0.0,0.0
fff951eab9f45288,pc_mts,0.15,91.35035796745939,91.34504991672334,0.005308050736057446,1.0,0.0,0.0
fff951eab9f45288,pc_mts,0.3,91.35035796745939,91.34168298431965,0.008674983139754566,1.0,0.0,0.0
fff951eab9f45288,pc_mts,0.5,91.35035796745939,91.33494771038491,0.015410257074480072,1.0,0.0,0.0
4fa9113617d254d4,score,0.05,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,score,0.15,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,score,0.3,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,score,0.5,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pareto,0.05,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pareto,0.15,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pareto,0.3,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pareto,0.5,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,gt_distance,0.05,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,gt_distance,0.15,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,gt_distance,0.3,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,gt_distance,0.5,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pc_mts,0.05,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pc_mts,0.15,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pc_mts,0.3,100.0,100.0,0.0,1.0,0.0,0.0
4fa9113617d254d4,pc_mts,0.5,100.0,100.0,0.0,1.0,0.0,0.0
988785170de957da,score,0.05,95.69663547446844,95.69450040029534,0.002135074173097884,1.0,0.0,0.0
988785170de957da,score,0.15,95.69663547446844,95.68993284035857,0.006702634109873706,1.0,0.0,0.0
988785170de957da,score,0.3,95.69663547446844,95.68209244661293,0.014543027855510537,1.0,0.0,0.0
988785170de957da,score,0.5,95.69663547446844,95.67000238503513,0.026633089433307333,1.0,0.0,0.0
988785170de957da,pareto,0.05,95.69663547446844,95.69450040029534,0.002135074173097884,1.0,0.0,0.0
988785170de957da,pareto,0.15,95.69663547446844,95.68993284035857,0.006702634109873706,1.0,0.0,0.0
988785170de957da,pareto,0.3,95.69663547446844,95.68209244661293,0.014543027855510537,1.0,0.0,0.0
988785170de957da,pareto,0.5,95.69663547446844,95.67000238503513,0.026633089433307333,1.0,0.0,0.0
988785170de957da,gt_distance,0.05,95.62620231128605,95.62406388766561,0.00213842362043426,1.0,0.0,0.0
988785170de957da,gt_distance,0.15,95.62620231128605,95.61953898328703,0.00666332799900804,1.0,0.0,0.0
988785170de957da,gt_distance,0.3,95.62620231128605,95.61144894306729,0.014753368218749507,1.0,0.0,0.0
988785170de957da,gt_distance,0.5,95.62620231128605,95.59958549729785,0.02661681398818061,1.0,0.0,0.0
988785170de957da,pc_mts,0.05,94.1626941653908,94.16051237404798,0.0021817913428154867,1.0,0.0,0.0
988785170de957da,pc_mts,0.15,94.1626941653908,94.15584912556375,0.006845039827052979,1.0,0.0,0.0
988785170de957da,pc_mts,0.3,94.1626941653908,94.14837290663309,0.014321258757715505,1.0,0.0,0.0
988785170de957da,pc_mts,0.5,94.1626941653908,94.13704800240541,0.02564616298540212,1.0,0.0,0.0
046b1cc13f0d5f9d,score,0.05,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,score,0.15,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,score,0.3,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,score,0.5,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pareto,0.05,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pareto,0.15,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pareto,0.3,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pareto,0.5,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,gt_distance,0.05,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,gt_distance,0.15,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,gt_distance,0.3,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,gt_distance,0.5,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pc_mts,0.05,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pc_mts,0.15,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pc_mts,0.3,100.0,100.0,0.0,1.0,0.0,0.0
046b1cc13f0d5f9d,pc_mts,0.5,100.0,100.0,0.0,1.0,0.0,0.0
d7fbd35a0f315447,score,0.05,98.5642923329239,98.56243287484115,0.0018594580827508977,1.0,0.0,0.0
