token,core,far,boundary,near_good,far_good,eligible
e72eb72ebdc25a8a,20,160,12,True,True,True
c852239b5ac95394,20,154,18,False,True,False
3c297001ef2d5acb,17,153,22,False,True,False
123b77fa26425ac1,15,151,26,False,True,False
f97414b6f4a15866,19,155,18,True,True,True
957d3c9491ba5b5b,15,154,23,False,True,False
0c9d055f4ccc5d64,14,162,16,False,True,False
cbaf3221997c55be,20,155,17,False,True,False
a02463c8a92d56ce,17,151,24,True,True,True
d91a4c7d1d9e5647,18,151,23,False,True,False
742b1d2c6cf156c6,15,156,21,False,True,False
8b3e9121fd57540f,12,163,17,True,True,False
bdf3b83064235e17,17,162,13,True,True,True
ab000bda9ccf5150,17,127,48,True,True,True
e165b9b4eb5f5cf4,11,163,18,True,True,False
dcb23119258e58ec,14,161,17,False,True,False
f0328bdcd0e15d3a,9,152,31,False,True,False
c6538928de9c552b,26,160,6,False,True,False
56da0490b78b5033,15,162,15,False,True,False
8fc454e70d1554b7,20,119,53,True,True,True
3eceeb425c3a560b,15,163,14,False,True,False
5e7d1f34a80c5e46,20,163,9,True,True,True
ef4f3026ae1b56a3,28,129,35,False,True,False
d92fd7e6c01d503b,19,156,17,True,True,True
1381f484e75c565a,15,143,34,False,True,False
7b79090489c95c0b,18,161,13,False,True,False
f0d107fb359953ff,21,163,8,False,True,False
e0c845f2d87555b3,14,160,18,True,True,False
9e454d3b139c5a3d,16,162,14,True,True,True
468894d189a75353,15,159,18,True,True,False
9252ad8efde85a85,19,150,23,True,True,True
d99a3bc24ff75a68,17,161,14,True,True,True
1d45b9d20e9d5f92,19,153,20,True,True,True
39fc09d325a05606,17,159,16,False,True,False
75341958391d5aba,20,161,11,True,True,True
e65ea4e886535732,18,160,14,True,True,True
a9134306f1575f88,15,164,13,True,True,False
3609537de0105997,15,160,17,False,True,False
90c4cd28f0e55d46,15,157,20,True,True,False
8a022198e6885aed,19,163,10,False,True,False
f6f213b156de552d,16,163,13,False,True,False
1cb9fa36aea25d6a,17,146,29,True,True,True
e15983da12955abf,21,153,18,False,True,False
8635030755615376,16,162,14,False,True,False
86fbc624ea435e56,17,158,17,True,True,True
66e564907f5f5601,19,161,12,False,True,False
808ff2e869ff5d92,8,163,21,False,True,False
1b53682e2df854e1,19,130,43,False,True,False
dd175b6e08565a4e,16,146,30,False,True,False
8e475454489d5f5b,11,157,24,False,True,False
dc2d27a848115b56,16,154,22,False,True,False
3783e56bc9ef5e85,20,156,16,False,True,False
d45a215505f05382,11,164,17,False,True,False
4775f8e1a53d5c6f,14,153,25,True,True,False
802c127f63f955ed,19,153,20,True,True,True
f102259e52d35ac5,16,162,14,False,True,False
db5aa5f382f25aaa,18,120,54,False,True,False
598efc24965e57ba,20,123,49,True,True,True
3e83f47571b05337,17,162,13,True,True,True
f36236f06fb556a0,14,161,17,False,True,False
ed717de405885939,9,162,21,False,True,False
a8b0833c7a065b81,10,155,27,True,True,False
f426002d6e275e78,14,158,20,True,True,False
3382fe7a030150df,10,164,18,True,True,False
a0283fb79a975f2c,12,163,17,False,True,False
45e7e76381d85846,19,157,16,True,True,True
9cac2a2e22c25964,16,161,15,True,True,True
f86b2f13b23d5470,20,150,22,False,True,False
6e5e2d80ec915e15,17,165,10,False,True,False
b5d7c17fe5375141,20,161,11,True,True,True
bae3d8ac0ee85cad,18,161,13,True,True,True
4833c4f6d87f5021,23,162,7,True,True,False
a507cbf8c4055960,16,158,18,False,True,False
331e21d3c8d65bae,17,155,20,True,True,True
c5f7460ee0da513a,16,160,16,True,True,True
7eb9b36921b25d5b,21,147,24,True,True,True
8d76cc7ca097546b,14,164,14,True,True,False
7b20cfb388a15b3d,14,158,20,False,True,False
87a04f063e505051,15,161,16,True,True,False
e4fda5ede9c657f1,17,153,22,True,True,True
163693e2ba175db3,17,144,31,True,True,True
007505437ed45b53,12,156,24,False,True,False
b1199a48987b5f73,12,155,25,False,True,False
a1bcc195c8e85f37,15,163,14,True,True,False
99c663a7b4e15514,17,161,14,False,True,False
2b9bcbd586b55042,20,156,16,True,True,True
113b14c30cc25989,18,129,45,True,True,True
b37b1679fd745ac9,18,164,10,False,True,False
a4b7b2795e615efb,17,156,19,False,True,False
c75edb67a65b5a33,11,162,19,False,True,False
fbec1eb4b33955e2,11,151,30,False,True,False
c1ae700926d4577c,13,156,23,False,True,False
eba5b88270db545e,9,161,22,False,True,False
0481ff72500154f2,16,154,22,True,True,True
70d9d2c73e4155d4,14,160,18,False,True,False
685c110d6a615ff8,15,160,17,True,True,False
b1483be2f1e35882,15,160,17,True,True,False
de0fb293bb4859e7,12,155,25,False,True,False
335528f321b45d88,18,137,37,True,True,True
e5ba0fd6afc15419,18,148,26,True,True,True
07bd6c8c7de152a6,16,147,29,True,True,True
0b9f2aceebbf5003,14,163,15,True,True,False
e8991ab64afb5db6,19,161,12,True,True,True
66c135a6ec7f53c4,21,161,10,True,True,True
1fe597d0fb1454dc,14,145,33,False,True,False
fefa00cc3fe65b70,17,161,14,True,True,True
fddb21da30bb54c2,15,161,16,True,True,False
aceba8d21dfe5d03,14,162,16,False,True,False
ac940ab1e16558e9,18,163,11,True,True,True
4ac0a91fc4dd5ca9,16,162,14,True,True,True
cdec4cc7781e5d4d,28,144,20,True,True,True
01034b2411ce5ea0,28,140,24,False,True,False
fb7f5f4fd1a25f13,15,161,16,True,True,False
dcea502e05ca5eb5,17,150,25,False,True,False
28b79e32839a543b,11,160,21,True,True,False
2b07bad4bce156cd,19,158,15,True,True,True
66d778b97714583a,21,142,29,True,True,True
a8c9f51e547a5fed,14,166,12,False,True,False
7a0635b7942859c6,17,162,13,False,True,False
84b13f58e18551a8,10,162,20,True,True,False
87ec42ef94f75f0c,16,158,18,True,True,True
feae0b42dda25c87,19,148,25,True,True,True
b663343f65cd5e92,22,160,10,True,True,True
71495dbc0a3255dc,18,156,18,False,True,False
244f412a59375c65,11,162,19,False,True,False
5c1f98237d1852b9,16,164,12,True,True,True
9eddebd4be385650,10,164,18,False,True,False
b53636b863815077,16,161,15,False,True,False
1ef92a1e554b567c,15,164,13,True,True,False
019cfd828c3f5b7c,18,159,15,False,True,False
55a649760430531d,14,162,16,False,True,False
377d9bb5bb125691,15,153,24,False,True,False
a40383b62c8b5f0a,13,160,19,True,True,False
6822dc0570565ef4,5,161,26,False,True,False
6b5978b04dc85323,15,155,22,False,True,False
28c5133d23575e81,14,165,13,False,True,False
0726ca723042500c,37,124,31,True,True,True
e1b339d45b635f03,18,161,13,False,True,False
60e4b765d65a534a,17,156,19,False,True,False
cb8ed00b6b6e5650,17,149,26,False,True,False
f11aede9f6665b09,18,157,17,False,True,False
8ae2f982585058f2,18,159,15,True,True,True
ee81b62009285462,21,160,11,True,True,True
8783e69e8b9d5d5c,17,158,17,False,True,False
9566c9689988532d,15,160,17,False,True,False
a49f197b94e15a20,18,162,12,False,True,False
d4b1d28cb67b5618,12,166,14,False,True,False
9fd73df50f1d5a2b,22,155,15,False,True,False
40bdcf910bed5013,19,135,38,True,True,True
c72fac839d7b5bdf,23,112,57,True,True,True
23cb188abddf5851,19,145,28,False,True,False
a488a24ace4e5a0e,16,159,17,True,True,True
a2e11073e3025626,18,157,17,True,True,True
56df5b5a7f8d5964,21,130,41,False,True,False
9f7eb558c5125bca,18,142,32,True,True,True
b7520d4aabdb522f,12,151,29,True,True,False
c97d721af0475e45,14,150,28,False,True,False
2c87600ce5a15f76,15,160,17,True,True,False
5d0d7322ddea55ce,15,162,15,False,True,False
fad3b25206405469,13,163,16,True,True,False
117be7ce4bae59d9,12,163,17,False,True,False
36f37eab352d5150,12,154,26,True,True,False
ada4bd96b21350f3,13,152,27,True,True,False
116f3217b5875595,18,158,16,True,True,True
2ce54722e81a5726,15,149,28,True,True,False
f0e8b02b16cc5161,11,155,26,True,True,False
4db513bb187a5415,14,161,17,False,True,False
f679ed3e8e975575,12,163,17,True,True,False
bc9f53029a6b5c52,16,162,14,True,True,True
8fcd3f59e5d35e62,15,163,14,False,True,False
895b56e6e7d1506f,20,161,11,True,True,True
f22f6cb0966f5ddf,18,161,13,False,True,False
8d16e85f8f505b74,12,155,25,False,True,False
3e58b4e75b4d5910,14,114,64,True,True,False
a68174740e5d53d2,21,152,19,False,True,False
9c83725ca24453f5,11,162,19,True,True,False
af80a080342354b5,12,150,30,True,True,False
7592a60634a65972,12,159,21,False,True,False
312f7d68b7845c0f,11,158,23,True,True,False
2ad520fb925f5ace,17,158,17,False,True,False
d69754f18e1b5816,18,161,13,False,True,False
1514fa6cda205491,9,156,27,True,True,False
65c6face44dc5242,17,155,20,True,True,True
116b808c2f825f23,23,98,71,False,True,False
0502652852d456e7,16,163,13,False,True,False
d139b76f0b1e5791,20,155,17,False,True,False
e6a85ef20b3054c4,18,156,18,True,True,True
d2b1e07b5d38547e,18,160,14,False,True,False
56faab1d1228542e,21,159,12,False,True,False
a5aa2c07692a5f9b,12,163,17,True,True,False
ccb3b418f0a45229,14,145,33,True,True,False
9e326c77e25f526d,13,163,16,False,True,False
a11285de52f553a7,20,145,27,False,True,False
b3b328a0d89255ea,16,161,15,False,True,False
ab7c0c62ea5d56df,11,161,20,True,True,False
822b5a4a2e075ace,19,160,13,False,True,False
6ee8095e2d8b599c,15,161,16,True,True,False
e536a7424867539d,12,163,17,True,True,False
228bc7a51ce85114,12,159,21,True,True,False
b386322960ff5784,16,163,13,False,True,False
1779dc029c945352,17,157,18,True,True,True
e66f72e612d05320,16,155,21,True,True,True
8a7b81e3d8ec589e,15,161,16,False,True,False
79d01df5793f5d1a,18,161,13,False,True,False
78273a4b69465c1f,11,161,20,True,True,False
e9c9a2873a275365,21,154,17,True,True,True
063ebdc4cd7e5bd9,14,153,25,False,True,False
40b18724a90f5919,18,160,14,True,True,True
7f6ac29877365766,27,139,26,False,True,False
2617f0cd70705817,18,141,33,True,True,True
9356731128d95d59,18,157,17,False,True,False
d68f1142da63586f,17,161,14,False,True,False
8c4982f5d16e51a8,20,162,10,False,True,False
75b56424b7eb5ac6,21,145,26,True,True,True
12264b570ba358e9,10,159,23,False,True,False
2320cdddd8465622,19,163,10,True,True,True
5fec23f5a5d052cd,19,160,13,False,True,False
a3d8003852145a71,15,160,17,True,True,False
fadbd438f57e5612,24,156,12,False,True,False
23ba8f4aee055e34,18,160,14,False,True,False
edf80e77e2e65098,16,155,21,False,True,False
ec646e4956125fcf,13,163,16,False,True,False
9069684898175278,18,158,16,False,True,False
c83e41bd3afa534c,17,148,27,False,True,False
c3fa71763867515b,14,158,20,True,True,False
43916f0a6f7f5717,16,154,22,False,True,False
e8bd03529c905c16,12,157,23,True,True,False
130e725a1594571f,13,145,34,False,True,False
03d9c9a7f1655e53,13,161,18,False,True,False
3c84060e9d245ad7,13,144,35,False,True,False
440da7a31b255ef9,14,165,13,False,True,False
8deb3aea4c075024,19,158,15,True,True,True
fa72914538895375,7,155,30,True,True,False
095453a7aea65260,10,162,20,False,True,False
b5a136c8bff95db6,18,156,18,True,True,True
16cf679d9cd35d85,11,163,18,False,True,False
0424e5fd9a5c5e60,23,156,13,False,True,False
97de4a69dec65c80,18,163,11,False,True,False
e5a8e75d4450516b,19,148,25,False,True,False
4669e83db7965ed0,15,161,16,False,True,False
00bbc908bd5758e6,18,150,24,True,True,True
97f64f5b130055b0,16,164,12,False,True,False
101da9987c395ba4,9,162,21,False,True,False
e20db842c987530f,18,161,13,False,True,False
d14c834404a75404,21,130,41,True,True,True
b20465ed49f953d3,17,151,24,False,True,False
f6741cbf60265367,13,166,13,True,True,False
4df92e2616c75be7,22,153,17,False,True,False
b3a6f577c20d5eb3,19,162,11,True,True,True
d7c39e8608e25e88,14,162,16,False,True,False
db42252e1f655f26,14,155,23,True,True,False
b4375fa743295bd8,13,159,20,False,True,False
5b620dbb3b4d5892,22,158,12,False,True,False
9a78f0e3d0335345,12,161,19,False,True,False
576835726a7c57d4,17,160,15,False,True,False
23c842d3f001597a,21,155,16,False,True,False
db4611f3cf8a5db7,18,126,48,True,True,True
bed1f99d06215f1b,12,159,21,False,True,False
770e1697a0255dc8,19,149,24,False,True,False
339d5c1111125971,15,162,15,False,True,False
4a5cb683d82059f0,13,160,19,True,True,False
6be7246860e057c8,24,146,22,True,True,True
4c31e06f0fc858a0,16,152,24,False,True,False
ac2dfd95a1e55c5e,15,150,27,True,True,False
664b084487e05ba0,13,158,21,True,True,False
b4206de96b755fb8,15,162,15,True,True,False
2fd40c15042e53d4,17,161,14,True,True,True
fc2be4c9cc135538,20,157,15,True,True,True
9ac1e7123b245486,16,161,15,False,True,False
bca73d6fa8f85d39,18,162,12,True,True,True
f57d194633ae5571,13,150,29,True,True,False
99d1ae48071a5aec,15,165,12,False,True,False
008a9f9434c75b99,13,164,15,True,True,False
dc89cd046c135fae,12,149,31,True,True,False
b5d3d18e7d115933,18,161,13,False,True,False
7da1df98fb8e5af0,12,164,16,True,True,False
af816d6041dd5257,19,158,15,True,True,True
ec765c8fe97a51bd,13,161,18,False,True,False
4c188096aeb950bc,17,161,14,False,True,False
392e034cb2a55053,16,162,14,False,True,False
be6fe40f664154d7,16,147,29,False,True,False
a400f271c6cd51f6,17,162,13,True,True,True
e93e621b5e14563f,15,163,14,False,True,False
2e976da85a8b5e5b,17,157,18,False,True,False
2f4462b637dc5044,16,161,15,False,True,False
b548689d07d15535,15,147,30,False,True,False
f696561dbf6055df,17,161,14,False,True,False
7bb8d2878b1f53cb,19,151,22,False,True,False
bff852b39f62557d,17,161,14,False,True,False
b940d77be0d45ec9,21,141,30,False,True,False
5050ddd89f6850ea,21,134,37,True,True,True
31c9a3082fa15d55,18,162,12,True,True,True
48f80f817e0656d9,15,161,16,False,True,False
602d680df54553a2,15,147,30,True,True,False
cc8872f4a1fb5895,16,161,15,False,True,False
09d7ac879b745ba7,16,136,40,True,True,True
1f22c13b337250e8,16,161,15,True,True,True
df16f52f5bea51cc,18,164,10,True,True,True
de8c2538d4305d9d,17,161,14,False,True,False
9c7f841d11e6542d,20,160,12,False,True,False
89a7b788217c5f67,17,162,13,True,True,True
3d53eff55b2855c2,16,149,27,True,True,True
8fb50dd1fb5552df,15,157,20,True,True,False
1dda1a63c5735182,16,158,18,True,True,True
006cbccbfae95262,18,159,15,True,True,True
cea771061cb25651,17,160,15,False,True,False
053ae221b0d351f5,21,150,21,False,True,False
edfca2d846ee5acf,20,114,58,False,True,False
278907212b495e23,19,162,11,False,True,False
449f34ad438e59d2,14,159,19,True,True,False
8c1a989cd94c5c12,20,158,14,True,True,True
48d4fcc3437755a8,19,160,13,False,True,False
13f740d88bf75471,19,155,18,True,True,True
8eb1bf4722515ad3,13,155,24,False,True,False
21249a2d4eb25ed6,13,151,28,True,True,False
3d44a52acf525ec7,18,157,17,True,True,True
9fad4614acc251d6,17,141,34,True,True,True
727278e9914354b1,17,154,21,True,True,True
9d722cf10d7f5bd1,16,151,25,True,True,True
14d0749e1fc85004,10,162,20,True,True,False
ee05069c50295595,12,157,23,True,True,False
5e7dad82583e5536,19,158,15,False,True,False
2c772a570884587c,25,139,28,True,True,True
aee904e6c2c35a90,15,147,30,False,True,False
0264cfbeb1705e5f,26,116,50,False,True,False
279ff8e3850c54e2,21,109,62,False,True,False
7c767d74b5fb5b5e,18,155,19,False,True,False
5daaf9b25cb558f9,23,161,8,True,True,True
864f5df8a94a508e,15,148,29,False,True,False
df51d2fef8c25f56,12,160,20,True,True,False
ac5b4b33a03c57fe,13,157,22,True,True,False
99adfd4cd925504d,15,136,41,False,True,False
1cba0de871fc5bfb,18,158,16,True,True,True
f84ac4472da55b91,16,159,17,False,True,False
bcc74e9eaae05ca4,16,159,17,True,True,True
4fe8a056f88154d5,16,162,14,False,True,False
16ff52ac5d085cac,18,163,11,False,True,False
584a14a3e42050c4,17,147,28,True,True,True
4a5834900788560a,14,162,16,False,True,False
e6046882cf485f3a,19,160,13,True,True,True
873f4bc746a55d13,13,153,26,True,True,False
96886b2d240e5275,15,118,59,True,True,False
190b153cfd3b5302,20,138,34,True,True,True
e1b0455379fd5adf,21,153,18,True,True,True
a801ebe0c8a55faf,17,162,13,True,True,True
8caca31e4dc357be,15,158,19,False,True,False
a8263f179cca558d,22,156,14,True,True,True
22dddd249c8e5fe4,19,163,10,False,True,False
bcd578c19d9857ea,16,160,16,False,True,False
c4c0b5cb93d85645,17,155,20,False,True,False
0fae6a22120d5bc2,20,161,11,True,True,True
9d67b6d20a0256c3,14,160,18,True,True,False
548d6bf7b63459e7,14,163,15,False,True,False
0f44c6e6440654d0,15,152,25,True,True,False
85fb576381c15527,15,160,17,True,True,False
d79d2c9951f35626,16,160,16,False,True,False
980c4467fdf156c4,15,161,16,True,True,False
11ceee170b09535e,17,162,13,True,True,True
c550cadc4a515e6b,15,161,16,False,True,False
4fdf21ae819f5cf9,20,140,32,True,True,True
9af521b071b75ede,15,160,17,True,True,False
94fd2d5eaaff5125,19,161,12,False,True,False
3bfe55c892ef5093,12,155,25,True,True,False
76c61e8e77975178,13,161,18,True,True,False
6aa0f931a89f5d9a,14,160,18,True,True,False
7f3aa59671c45291,8,148,36,True,True,False
c17be2d2a6f65008,22,163,7,True,True,False
f6d7cbb8505f5782,17,155,20,True,True,True
59b4fffb7aef599d,14,144,34,True,True,False
5c722cde25ba50d9,14,158,20,True,True,False
248aeb1af182529b,18,159,15,True,True,True
8dff3247e7415c0d,14,162,16,False,True,False
df244d376fd85a93,19,163,10,True,True,True
06f781885ea25f20,9,163,20,False,True,False
dabc9a6d5e755758,14,136,42,False,True,False
666ee535a52a5acc,21,157,14,True,True,True
afe0ef0cd35b57f7,14,161,17,False,True,False
b7d4e7ebc5c75968,17,159,16,False,True,False
bc5eb52653bc5031,19,161,12,False,True,False
6793006a7d995092,17,159,16,True,True,True
