scene_id,split,benchmark,method,stage,variant,seed,round,sample_index,teacher_source,teacher_status,raw_source_file,aggregate_score,NC,DAC,DDC,TLC,EP,TTC,LK,HC,EC,feasible,zero_score
001b34b45b2f50e4,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
008b419a63b75917,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,False,True
00685a5276625b57,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
00016f8b45c25a1d,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.0,1.0,0.0,1.0,1.0,0.8864821263623589,1.0,1.0,1.0,,False,True
00b838c358175255,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8250350768799766,1.0,1.0,1.0,1.0,0.8401122460159248,1.0,0.0,1.0,1.0,True,False
01fa845276f857c5,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.972806948288636,1.0,1.0,1.0,1.0,0.9129822345236348,1.0,1.0,1.0,1.0,True,False
01167513b5b55ca1,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9287355573297732,1.0,1.0,1.0,1.0,0.8004595605233648,1.0,1.0,1.0,,True,False
00c6aecefec9576c,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8606016225297239,1.0,1.0,1.0,1.0,0.5539251920951168,1.0,1.0,1.0,1.0,True,False
000926dda92d592d,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9559593726443344,1.0,1.0,1.0,1.0,0.8590699924618697,1.0,1.0,1.0,1.0,True,False
005fcf3e9a125706,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.903832430615436,1.0,1.0,1.0,1.0,0.730730805723221,1.0,1.0,1.0,,True,False
01fea9c4f9f45634,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.994139636201932,1.0,1.0,1.0,1.0,0.9812468358461828,1.0,1.0,1.0,1.0,True,False
013ec5b715635a66,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,False
00fcad6d092c5e8e,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False,True
003ead1914c051d7,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.989193090080072,1.0,1.0,1.0,1.0,0.9654178882562304,1.0,1.0,1.0,1.0,True,False
01329f4a29285dfe,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.937241957074122,1.0,1.0,1.0,1.0,0.8242774798075415,1.0,1.0,1.0,,True,False
015593741e7050f7,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9117144801060344,1.0,1.0,1.0,1.0,0.7528005442968966,1.0,1.0,1.0,,True,False
0208ed2202af56b2,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
007845701f635565,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9948392458497172,1.0,1.0,1.0,1.0,0.9855498883792082,1.0,1.0,1.0,,True,False
0192c3bca9ca5c67,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
008d66a74c275479,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
008d6e3394a65c1f,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
01fc240ee1d25c9e,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9509595280376956,1.0,1.0,1.0,1.0,0.8430704897206259,1.0,1.0,1.0,1.0,True,False
00a757f8d4e45f8c,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8886280384171313,1.0,1.0,1.0,1.0,0.6436097229348202,1.0,1.0,1.0,1.0,True,False
0027991369e05ab2,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9711579248891438,1.0,1.0,1.0,1.0,0.9077053596452602,1.0,1.0,1.0,1.0,True,False
0165d0814e905c1c,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
02015675e4585611,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.4858173972246045,1.0,1.0,0.5,1.0,0.9205774244577856,1.0,1.0,1.0,,False,False
008844070af456e3,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8664980531250835,1.0,1.0,1.0,1.0,0.626194548750234,1.0,1.0,1.0,,True,False
0045af58281456a0,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9532129659286273,1.0,1.0,1.0,1.0,0.8502814909716072,1.0,1.0,1.0,1.0,True,False
0156027594b85857,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9591042583018616,1.0,1.0,1.0,1.0,0.8691336265659575,1.0,1.0,1.0,1.0,True,False
01ace31ecf365cbb,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8980747033263771,1.0,1.0,1.0,1.0,0.6738390506444066,1.0,1.0,1.0,1.0,True,False
000d6961709c5904,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,False,True
018690bcb255590d,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
022de8051c3f5b83,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
019eaadd84cb56f8,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
017514eaeeef5716,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True,False
01518f6335d75c16,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8912938255056861,1.0,1.0,1.0,1.0,0.6521402416181957,1.0,1.0,1.0,1.0,True,False
00abc794f8ce5195,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
01a58976a2e45a3d,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
01f2481a8cfc5803,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.7199087882042059,1.0,1.0,1.0,1.0,0.9037081222534588,1.0,0.0,1.0,0.0,True,False
0122ce98b2735558,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
002e450c6cba5895,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9326277463315634,1.0,1.0,1.0,1.0,0.7844087882610029,1.0,1.0,1.0,1.0,True,False
01226863089b5e1d,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8980769238421649,1.0,1.0,1.0,1.0,0.6738461562949277,1.0,1.0,1.0,1.0,True,False
00185dab0ba153b9,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
005f87dd980253a5,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8159406250211001,1.0,1.0,1.0,1.0,0.8110100000675203,1.0,1.0,1.0,0.0,True,False
00c893a01244562c,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9018959980464772,1.0,1.0,1.0,1.0,0.6860671937487273,1.0,1.0,1.0,1.0,True,False
0012a35a78a151b5,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9695336806289784,1.0,1.0,1.0,1.0,0.9025077780127304,1.0,1.0,1.0,1.0,True,False
00eb3a4e0f8052e9,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9404532283656925,1.0,1.0,1.0,1.0,0.8094503307702153,1.0,1.0,1.0,1.0,True,False
018ba0bc5f145074,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9999300207078452,1.0,1.0,1.0,1.0,0.9997760662651044,1.0,1.0,1.0,1.0,True,False
01ce9c82de0d5539,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8295757149240088,1.0,1.0,1.0,1.0,0.8546422877568282,1.0,0.0,1.0,1.0,True,False
026bb114391d5b81,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,False
0033fc4b187a5f1f,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.957821224930986,1.0,1.0,1.0,1.0,0.8650279197791553,1.0,1.0,1.0,1.0,True,False
020dee65dab453bb,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
0038810163a05e09,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
02145ce72fd95a85,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,False
015ef5e7f5a55db8,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
0145102e6c2f5803,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9751014324549964,1.0,1.0,1.0,1.0,0.9203245838559878,1.0,1.0,1.0,1.0,True,False
00f925ab5406520f,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9516424873984268,1.0,1.0,1.0,1.0,0.8452559596749663,1.0,1.0,1.0,1.0,True,False
01d53ccf583c5a49,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
016d6a913efa5ff1,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.956093890352042,1.0,1.0,1.0,1.0,0.8770628929857176,1.0,1.0,1.0,,True,False
002672a228395a16,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.97182925716034,1.0,1.0,1.0,1.0,0.9098536229130876,1.0,1.0,1.0,1.0,True,False
00f49d71f0eb507b,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9789248692169948,1.0,1.0,1.0,1.0,0.9409896338075854,1.0,1.0,1.0,,True,False
01e6276eff385ea8,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.6607976281687824,1.0,1.0,1.0,1.0,0.7145524101401036,1.0,1.0,0.0,0.0,True,False
017e89f6f6a85d79,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,True
028d10ed5c105755,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
020ba7462c6f52b3,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,False,True
019667e138b95ff0,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8835854012464666,1.0,1.0,1.0,1.0,0.6274732839886928,1.0,1.0,1.0,1.0,True,False
01ff2ecc002851a1,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.8232081074256716,1.0,1.0,1.0,1.0,0.8342659437621491,1.0,1.0,1.0,0.0,True,False
0278f1a2ae3b5ae5,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9561510361337132,1.0,1.0,1.0,1.0,0.8596833156278828,1.0,1.0,1.0,1.0,True,False
015011d2b73158b7,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,False
0114734fd69b598e,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.922408532673396,1.0,1.0,1.0,1.0,0.7517073045548672,1.0,1.0,1.0,1.0,True,False
00ddbc829ecb563e,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
026e7b1e0e335625,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.964060004136275,1.0,1.0,1.0,1.0,0.8849920132360802,1.0,1.0,1.0,1.0,True,False
0220967816915e94,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
0202782270ab5a62,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.977601902289019,1.0,1.0,1.0,1.0,0.9283260873248608,1.0,1.0,1.0,1.0,True,False
0057ce5b81c35a81,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False
0088dd94bbb85394,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.833538924797449,1.0,1.0,1.0,1.0,0.8673245593518367,1.0,1.0,1.0,0.0,True,False
02d9591fc6de53c8,navtest,NAVSIM v2,AMPT,APR,paper_final,,3,0,,,outputs/fair_ec_pdms914153_navtest_20260727/raw_path_temporal_cap2_final_score/navsim_v2_navtest_epdms.csv,0.9750464888522744,1.0,1.0,1.0,1.0,0.9201487643272775,1.0,1.0,1.0,1.0,True,False
