token,log,cohort,command,model,protocol,pairwise_ADE64,centroid_displacement,mean_PDMS
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,OLD1000,straight,official_il,native_grpo,2.043480396270752,0.0,71.41823795428601
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,OLD1000,straight,original_grpo_11970,eval,0.19371208548545837,0.5176692605018616,96.76604138155068
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,OLD1000,straight,original_grpo_11970,native_grpo,2.067134141921997,0.5232315063476562,87.2466880711055
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,OLD1000,straight,psi_sft,eval,0.364932656288147,0.31351059675216675,96.4915391096059
40808270ce205b83,2021.08.24.14.35.46_veh-45_01568_01663,OLD1000,straight,psi_sft,native_grpo,2.3487839698791504,0.43256232142448425,71.28126746773799
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,OLD1000,straight,official_il,eval,0.16035096347332,0.0,99.98983117691358
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,OLD1000,straight,official_il,native_grpo,2.0579640865325928,0.0,93.23306421766446
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,OLD1000,straight,original_grpo_11970,eval,0.1928725391626358,0.5884066224098206,100.0
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,OLD1000,straight,original_grpo_11970,native_grpo,2.077000617980957,0.570136547088623,93.13029422316359
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,OLD1000,straight,psi_sft,eval,0.34334689378738403,0.8433868885040283,98.76155744460988
86208267d61253c0,2021.06.14.18.33.41_veh-35_00488_00562,OLD1000,straight,psi_sft,native_grpo,2.3491451740264893,0.6405079364776611,90.13912331603127
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,OLD1000,left,official_il,eval,0.15869325399398804,0.0,90.60061454807277
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,OLD1000,left,official_il,native_grpo,1.958949327468872,0.0,63.473659720940404
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,OLD1000,left,original_grpo_11970,eval,0.19391028583049774,0.3689028322696686,91.14482569465342
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,OLD1000,left,original_grpo_11970,native_grpo,1.9837169647216797,0.3686366081237793,64.5798060100179
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,OLD1000,left,psi_sft,eval,0.37164703011512756,0.48083797097206116,92.16557892876392
f8268857204e554e,2021.10.05.06.31.40_veh-52_01598_02013,OLD1000,left,psi_sft,native_grpo,2.2825984954833984,0.5983310341835022,43.940560414878824
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,OLD1000,left,official_il,eval,0.11351732164621353,0.0,100.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,OLD1000,left,official_il,native_grpo,1.996656894683838,0.0,47.341508616382825
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,OLD1000,left,original_grpo_11970,eval,0.13213257491588593,0.4148489832878113,100.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,OLD1000,left,original_grpo_11970,native_grpo,2.0010123252868652,0.4196973443031311,73.18193281236267
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,OLD1000,left,psi_sft,eval,0.22408758103847504,0.0631864070892334,100.0
1bf169a6aaf65858,2021.07.09.17.06.37_veh-35_00928_02567,OLD1000,left,psi_sft,native_grpo,2.2606022357940674,0.13390398025512695,43.22547653830755
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,OLD1000,straight,official_il,eval,0.0860171988606453,0.0,88.24115405462254
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,OLD1000,straight,official_il,native_grpo,1.9439878463745117,0.0,64.39566731994728
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,OLD1000,straight,original_grpo_11970,eval,0.11429399996995926,0.2458544224500656,88.31944129027343
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,OLD1000,straight,original_grpo_11970,native_grpo,1.9405839443206787,0.24730755388736725,66.8624730603009
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,OLD1000,straight,psi_sft,eval,0.24002256989479065,0.4448726773262024,94.9586575674316
3764407c90d65df3,2021.10.01.19.16.42_veh-28_01731_01935,OLD1000,straight,psi_sft,native_grpo,2.3065154552459717,0.5904209613800049,52.20491594252611
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,OLD1000,left,official_il,eval,0.1644517481327057,0.0,94.59709604070827
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,OLD1000,left,official_il,native_grpo,1.9947786331176758,0.0,87.90249586117879
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,OLD1000,left,original_grpo_11970,eval,0.1872127503156662,0.5495144724845886,96.75896859966488
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,OLD1000,left,original_grpo_11970,native_grpo,1.9899932146072388,0.5303059816360474,88.65792687141413
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,OLD1000,left,psi_sft,eval,0.6561504006385803,1.1972007751464844,83.36590081662138
38cfd81687975661,2021.10.01.15.32.11_veh-28_01178_01392,OLD1000,left,psi_sft,native_grpo,2.459688425064087,1.2684365510940552,58.16896678788356
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,OLD1000,straight,official_il,eval,0.11567436158657074,0.0,100.0
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,OLD1000,straight,official_il,native_grpo,1.9478565454483032,0.0,83.25208861774153
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,OLD1000,straight,original_grpo_11970,eval,0.14566737413406372,0.5215437412261963,100.0
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,OLD1000,straight,original_grpo_11970,native_grpo,1.9570789337158203,0.539008617401123,89.25525094989155
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,OLD1000,straight,psi_sft,eval,0.21494267880916595,0.09132468700408936,100.0
42e6895442ab5601,2021.06.09.14.50.36_veh-26_00677_00819,OLD1000,straight,psi_sft,native_grpo,2.1478271484375,0.13928988575935364,64.61888436713289
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,OLD1000,left,official_il,eval,0.1208406537771225,0.0,80.26484317386121
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,OLD1000,left,official_il,native_grpo,1.9287039041519165,0.0,62.05066141996518
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,OLD1000,left,original_grpo_11970,eval,0.15143318474292755,0.46703532338142395,82.13142616940277
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,OLD1000,left,original_grpo_11970,native_grpo,1.9393936395645142,0.46834510564804077,68.3518886819723
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,OLD1000,left,psi_sft,eval,0.2994714677333832,0.512157142162323,82.52651772121855
b34272d337d350d2,2021.10.05.07.38.12_veh-50_01085_01463,OLD1000,left,psi_sft,native_grpo,2.271468162536621,0.5530107021331787,58.711367236076846
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,OLD1000,straight,official_il,eval,0.16584832966327667,0.0,89.4617033468061
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,OLD1000,straight,official_il,native_grpo,1.9846956729888916,0.0,60.82372402907271
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,OLD1000,straight,original_grpo_11970,eval,0.18860207498073578,0.4123746156692505,90.29371602190234
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,OLD1000,straight,original_grpo_11970,native_grpo,2.0044355392456055,0.4371374845504761,77.62062798296304
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,OLD1000,straight,psi_sft,eval,0.3555847704410553,0.2953798472881317,89.88148143354226
b23ede9a183b5b71,2021.06.09.12.06.35_veh-35_01164_01494,OLD1000,straight,psi_sft,native_grpo,2.2975406646728516,0.3475996255874634,54.67089275901799
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,OLD1000,left,official_il,eval,0.11490994691848755,0.0,90.57186943458345
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,OLD1000,left,official_il,native_grpo,2.009293556213379,0.0,83.06443421158103
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,OLD1000,left,original_grpo_11970,eval,0.1524554342031479,1.048858404159546,95.5585704235479
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,OLD1000,left,original_grpo_11970,native_grpo,2.017911195755005,1.0234547853469849,89.06552958205532
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,OLD1000,left,psi_sft,eval,0.353256493806839,0.7564535140991211,94.65414094951743
fff951eab9f45288,2021.10.11.07.47.13_veh-50_00736_00843,OLD1000,left,psi_sft,native_grpo,2.3592770099639893,0.785195529460907,84.29968823130518
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,OLD1000,straight,official_il,eval,0.1268310397863388,0.0,100.0
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,OLD1000,straight,official_il,native_grpo,1.9277952909469604,0.0,89.17796814188148
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,OLD1000,straight,original_grpo_11970,eval,0.15378347039222717,0.3058103322982788,100.0
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,OLD1000,straight,original_grpo_11970,native_grpo,1.9439882040023804,0.3142363429069519,90.86714042161844
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,OLD1000,straight,psi_sft,eval,0.23399652540683746,0.1929944008588791,100.0
4fa9113617d254d4,2021.07.16.22.40.23_veh-38_00818_03032,OLD1000,straight,psi_sft,native_grpo,2.100994825363159,0.12182514369487762,87.68642895961091
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,OLD1000,straight,official_il,eval,0.11016558110713959,0.0,93.02925998692592
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,OLD1000,straight,official_il,native_grpo,1.9675792455673218,0.0,82.33181410621839
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,OLD1000,straight,original_grpo_11970,eval,0.1478549987077713,0.4042723476886749,95.43943443172067
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,OLD1000,straight,original_grpo_11970,native_grpo,1.977841854095459,0.4164840579032898,81.61186268196047
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,OLD1000,straight,psi_sft,eval,0.2914906442165375,0.5297490358352661,95.77410607814858
988785170de957da,2021.06.09.12.39.51_veh-26_00055_00360,OLD1000,straight,psi_sft,native_grpo,2.237180471420288,0.6771281361579895,77.14152579034108
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,OLD1000,straight,official_il,eval,0.11848772317171097,0.0,100.0
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,OLD1000,straight,official_il,native_grpo,1.9428691864013672,0.0,72.00520833333333
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,OLD1000,straight,original_grpo_11970,eval,0.12548062205314636,0.5084736347198486,100.0
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,OLD1000,straight,original_grpo_11970,native_grpo,1.941238522529602,0.5274104475975037,86.58854166666667
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,OLD1000,straight,psi_sft,eval,0.2583753764629364,0.10487106442451477,100.0
046b1cc13f0d5f9d,2021.10.06.17.08.46_veh-28_00498_00621,OLD1000,straight,psi_sft,native_grpo,2.1505208015441895,0.1947556436061859,58.984375
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,OLD1000,left,official_il,eval,0.12958355247974396,0.0,96.37413961733853
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,OLD1000,left,official_il,native_grpo,1.9957371950149536,0.0,90.06490723112233
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,OLD1000,left,original_grpo_11970,eval,0.14872226119041443,0.38810035586357117,98.35405145401484
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,OLD1000,left,original_grpo_11970,native_grpo,2.0035223960876465,0.39755871891975403,91.57284689169047
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,OLD1000,left,psi_sft,eval,0.24125856161117554,0.2037670612335205,97.11887379880403
d7fbd35a0f315447,2021.06.09.17.37.09_veh-12_00151_00393,OLD1000,left,psi_sft,native_grpo,2.2112948894500732,0.27937430143356323,89.47998620214922
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,OLD1000,straight,official_il,eval,0.15001124143600464,0.0,88.32597318333944
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,OLD1000,straight,official_il,native_grpo,2.028402805328369,0.0,75.64677726844612
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,OLD1000,straight,original_grpo_11970,eval,0.14592131972312927,0.2403368055820465,87.18525869390793
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,OLD1000,straight,original_grpo_11970,native_grpo,2.01796555519104,0.24196603894233704,76.77685941725164
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,OLD1000,straight,psi_sft,eval,0.2820286750793457,0.5744218826293945,93.93375687483132
951957b841e05cfa,2021.07.09.23.23.48_veh-26_02228_04624,OLD1000,straight,psi_sft,native_grpo,2.26706600189209,0.7048569917678833,65.68258014658478
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,OLD1000,straight,official_il,eval,0.16080491244792938,0.0,91.52072479561403
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,OLD1000,straight,official_il,native_grpo,2.056560754776001,0.0,76.2119269057787
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,OLD1000,straight,original_grpo_11970,eval,0.20095610618591309,0.3687121272087097,92.27932644932594
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,OLD1000,straight,original_grpo_11970,native_grpo,2.0720295906066895,0.36573508381843567,85.31143954152543
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,OLD1000,straight,psi_sft,eval,0.38503098487854004,0.540198802947998,90.80699724981427
61db822891625c3b,2021.06.09.17.23.18_veh-38_04782_05228,OLD1000,straight,psi_sft,native_grpo,2.3271830081939697,0.4824827313423157,66.6492716399829
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,OLD1000,straight,official_il,eval,0.17575640976428986,0.0,96.80977840018662
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,OLD1000,straight,official_il,native_grpo,1.9927678108215332,0.0,51.814127309033736
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,OLD1000,straight,original_grpo_11970,eval,0.18512943387031555,0.7158570885658264,99.98566407603425
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,OLD1000,straight,original_grpo_11970,native_grpo,1.988147258758545,0.7358397245407104,90.27764466224538
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,OLD1000,straight,psi_sft,eval,0.2697657644748688,0.23664622008800507,98.3776053759747
759e9e451eba5b47,2021.06.14.14.25.15_veh-26_05108_05312,OLD1000,straight,psi_sft,native_grpo,2.203613042831421,0.33884382247924805,58.86599467405077
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,OLD1000,straight,official_il,eval,0.18195003271102905,0.0,91.34696432796012
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,OLD1000,straight,official_il,native_grpo,2.013698101043701,0.0,77.44751832556025
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,OLD1000,straight,original_grpo_11970,eval,0.19468161463737488,0.6299289464950562,99.9850932492802
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,OLD1000,straight,original_grpo_11970,native_grpo,1.9484444856643677,0.6025295257568359,83.19730891160565
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,OLD1000,straight,psi_sft,eval,0.3474990725517273,0.9313414692878723,99.20349177922574
9c05edf9d6e85716,2021.06.23.16.52.00_veh-26_01043_03099,OLD1000,straight,psi_sft,native_grpo,2.1899070739746094,1.0811879634857178,83.38220608951096
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,OLD1000,right,official_il,eval,0.1585293412208557,0.0,89.10099660633247
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,OLD1000,right,official_il,native_grpo,2.0332469940185547,0.0,70.19285919812422
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,OLD1000,right,original_grpo_11970,eval,0.1829458624124527,0.6332963705062866,98.14891384512228
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,OLD1000,right,original_grpo_11970,native_grpo,2.0382754802703857,0.6226908564567566,77.12441666197114
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,OLD1000,right,psi_sft,eval,0.2843993604183197,0.4746362566947937,94.2122351517352
467bbee636b65c84,2021.06.14.13.28.41_veh-12_05269_05369,OLD1000,right,psi_sft,native_grpo,2.254331350326538,0.4706829786300659,67.19365489899835
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,OLD1000,right,official_il,eval,0.12119071930646896,0.0,85.70167327067185
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,OLD1000,right,official_il,native_grpo,2.0118448734283447,0.0,77.02576679547437
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,OLD1000,right,original_grpo_11970,eval,0.1535271555185318,0.32412129640579224,83.00273753965448
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,OLD1000,right,original_grpo_11970,native_grpo,2.0146470069885254,0.33437448740005493,73.35709920813176
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,OLD1000,right,psi_sft,eval,0.29495200514793396,0.31178519129753113,89.568912190849
4f6409df56a85592,2021.06.14.13.28.41_veh-12_01313_01541,OLD1000,right,psi_sft,native_grpo,2.247039318084717,0.39295339584350586,66.32398531528793
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,OLD1000,straight,official_il,eval,0.1042962297797203,0.0,83.9446746530721
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,OLD1000,straight,official_il,native_grpo,1.9272735118865967,0.0,59.174068010374256
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,OLD1000,straight,original_grpo_11970,eval,0.14849650859832764,0.6018809080123901,89.22541078289092
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,OLD1000,straight,original_grpo_11970,native_grpo,1.9197981357574463,0.5915817022323608,39.55462504484396
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,OLD1000,straight,psi_sft,eval,0.24212811887264252,1.069003701210022,92.20735786399428
16ddb1838af755e3,2021.10.11.08.31.07_veh-50_00282_00680,OLD1000,straight,psi_sft,native_grpo,2.1419780254364014,1.0989527702331543,45.564656700717876
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,OLD1000,right,official_il,eval,0.16140635311603546,0.0,100.0
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,OLD1000,right,official_il,native_grpo,1.9668748378753662,0.0,93.22916666666669
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,OLD1000,right,original_grpo_11970,eval,0.1697910875082016,0.3311251401901245,100.0
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,OLD1000,right,original_grpo_11970,native_grpo,1.960265874862671,0.3369124233722687,94.140625
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,OLD1000,right,psi_sft,eval,0.28437578678131104,0.12360872328281403,100.0
2ce59f70a15b5ddf,2021.05.12.22.28.35_veh-35_02138_02481,OLD1000,right,psi_sft,native_grpo,2.219142198562622,0.12098042666912079,83.33333333333334
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,OLD1000,straight,official_il,eval,0.2238484025001526,0.0,99.34895833333334
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,OLD1000,straight,official_il,native_grpo,1.980004072189331,0.0,77.96081598119338
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,OLD1000,straight,original_grpo_11970,eval,0.21637524664402008,0.22868311405181885,100.0
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,OLD1000,straight,original_grpo_11970,native_grpo,1.9667211771011353,0.2488451600074768,86.2846490544838
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,OLD1000,straight,psi_sft,eval,0.3586439788341522,0.9170491695404053,97.39583333333334
461fb854eaa3583e,2021.09.14.20.42.30_veh-45_00805_01078,OLD1000,straight,psi_sft,native_grpo,2.230498790740967,0.8259997367858887,70.52288261967271
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,OLD1000,straight,official_il,eval,0.12096186727285385,0.0,100.0
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,OLD1000,straight,official_il,native_grpo,1.9561793804168701,0.0,86.55163246662144
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,OLD1000,straight,original_grpo_11970,eval,0.1345483660697937,0.5119237899780273,100.0
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,OLD1000,straight,original_grpo_11970,native_grpo,1.9437835216522217,0.49125921726226807,85.79605062299248
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,OLD1000,straight,psi_sft,eval,0.23201332986354828,0.2622745931148529,100.0
8b800af555d35794,2021.07.16.16.08.35_veh-35_01664_02376,OLD1000,straight,psi_sft,native_grpo,2.093876361846924,0.2930782735347748,80.2881242588665
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,OLD1000,straight,official_il,eval,0.14132057130336761,0.0,95.20781382936154
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,OLD1000,straight,official_il,native_grpo,2.0603013038635254,0.0,85.07765082567533
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,OLD1000,straight,original_grpo_11970,eval,0.162367045879364,0.3441579341888428,96.49242322977861
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,OLD1000,straight,original_grpo_11970,native_grpo,2.0501768589019775,0.35249197483062744,84.40188423578772
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,OLD1000,straight,psi_sft,eval,0.3162025809288025,0.2627032995223999,96.51816507072742
2ab1b3941f7153cb,2021.06.23.15.18.10_veh-26_00165_02848,OLD1000,straight,psi_sft,native_grpo,2.3043925762176514,0.41909757256507874,81.31921715092042
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,OLD1000,left,official_il,eval,0.13882985711097717,0.0,61.37574608282764
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,OLD1000,left,official_il,native_grpo,1.955458641052246,0.0,36.53124655851357
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,OLD1000,left,original_grpo_11970,eval,0.16450367867946625,0.48378920555114746,96.09515777875347
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,OLD1000,left,original_grpo_11970,native_grpo,1.9643176794052124,0.4583234488964081,50.624075886131976
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,OLD1000,left,psi_sft,eval,0.2412106990814209,0.2179686427116394,98.69791666666669
4bc510a669d8549f,2021.07.16.20.45.29_veh-35_01513_02486,OLD1000,left,psi_sft,native_grpo,2.248793840408325,0.2953558564186096,34.140982254630885
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,OLD1000,left,official_il,eval,0.11618708074092865,0.0,99.93045814366646
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,OLD1000,left,official_il,native_grpo,1.9354597330093384,0.0,90.91023496658454
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,OLD1000,left,original_grpo_11970,eval,0.1397159993648529,0.39473384618759155,100.0
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,OLD1000,left,original_grpo_11970,native_grpo,1.9429882764816284,0.3872412443161011,94.4394338177441
3387bab95d41528a,2021.08.31.16.37.21_veh-40_00798_00955,OLD1000,left,psi_sft,eval,0.2970202565193176,0.4325079917907715,100.0
